task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel
T-003,3,15,2,12
T-003,3,16,2,12
T-003,3,17,2,12
T-003,3,18,2,12
T-003,3,19,2,12
T-004,1,0,1,53
T-004,1,40,1,20
T-004,1,41,1,20
T-004,1,42,1,20
T-004,1,43,1,20
T-004,1,44,1,20
T-004,1,45,1,20
T-004,1,46,1,20
T-004,1,47,1,20
T-004,1,48,1,20
T-004,1,49,1,20
T-004,2,20,1,20
T-004,2,21,1,20
T-004,2,22,1,20
T-004,2,23,1,20
T-004,2,24,1,20
T-004,2,25,1,20
T-004,2,26,1,20
T-004,2,27,1,20
T-004,2,28,1,20
T-004,2,29,1,20
T-004,2,30,1,20
T-004,2,31,1,20
T-004,2,32,1,20
T-004,2,33,1,20
T-004,2,34,1,20
T-004,2,35,1,20
T-004,2,36,1,20
T-004,2,37,1,20
T-004,2,38,1,20
T-004,2,39,1,20
T-004,3,1,1,20
T-004,3,2,1,20
T-004,3,3,1,20
T-004,3,4,1,20
T-004,3,5,1,20
T-004,3,6,1,20
T-004,3,7,1,20
T-004,3,8,1,20
T-004,3,9,1,20
T-004,3,10,1,20
T-004,3,11,1,20
T-004,3,12,1,20
T-004,3,13,1,20
T-004,3,14,1,20
T-004,3,15,1,20
T-004,3,16,1,20
T-004,3,17,1,20
T-004,3,18,1,20
T-004,3,19,1,20
T-005,1,0,2,51
T-005,1,40,2,12
T-005,1,41,2,12
T-005,1,42,2,12
T-005,1,43,2,12
T-005,1,44,2,12
T-005,1,45,2,12
T-005,1,46,2,12
T-005,1,47,2,12
T-005,1,48,2,12
T-005,1,49,2,12
T-005,2,20,2,12
T-005,2,21,2,12
T-005,2,22,2,12
T-005,2,23,2,12
T-005,2,24,2,12
T-005,2,25,2,12
T-005,2,26,2,12
T-005,2,27,2,12
T-005,2,28,2,12
T-005,2,29,2,12
T-005,2,30,2,12
T-005,2,31,2,12
T-005,2,32,2,12
T-005,2,33,2,12
T-005,2,34,2,12
T-005,2,35,2,12
T-005,2,36,2,12
T-005,2,37,2,12
T-005,2,38,2,12
T-005,2,39,2,12
T-005,3,1,2,12
T-005,3,2,2,12
T-005,3,3,2,12
T-005,3,4,2,12
T-005,3,5,2,12
T-005,3,6,2,12
T-005,3,7,2,12
T-005,3,8,2,12
T-005,3,9,2,12
T-005,3,10,2,12
T-005,3,11,2,12
T-005,3,12,2,12
T-005,3,13,2,12
T-005,3,14,2,12
T-005,3,15,2,12
T-005,3,16,2,12
T-005,3,17,2,12
T-005,3,18,2,12
T-005,3,19,2,12
T-006,1,0,3,46
T-006,1,40,3,12
T-006,1,41,3,12
T-006,1,42,3,12
T-006,1,43,3,12
T-006,1,44,3,12
T-006,1,45,3,12
T-006,1,46,3,12
T-006,1,47,3,12
T-006,1,48,3,12
T-006,1,49,3,12
T-006,2,20,3,12
T-006,2,21,3,12
T-006,2,22,3,12
T-006,2,23,3,12
T-006,2,24,3,12
T-006,2,25,3,12
T-006,2,26,3,12
T-006,2,27,3,12
T-006,2,28,3,12
T-006,2,29,3,12
T-006,2,30,3,12
T-006,2,31,3,12
T-006,2,32,3,12
T-006,2,33,3,12
T-006,2,34,3,12
T-006,2,35,3,12
T-006,2,36,3,12
T-006,2,37,3,12
T-006,2,38,3,12
T-006,2,39,3,12
T-006,3,1,3,12
T-006,3,2,3,12
T-006,3,3,3,12
T-006,3,4,3,12
T-006,3,5,3,12
T-006,3,6,3,12
T-006,3,7,3,12
T-006,3,8,3,12
T-006,3,9,3,12
T-006,3,10,3,12
T-006,3,11,3,12
T-006,3,12,3,12
T-006,3,13,3,12
T-006,3,14,3,12
T-006,3,15,3,12
T-006,3,16,3,12
T-006,3,17,3,12
T-006,3,18,3,12
T-006,3,19,3,12
T-007,1,0,2,55
T-007,1,40,2,12
T-007,1,41,2,12
T-007,1,42,2,12
T-007,1,43,2,12
T-007,1,44,2,12
T-007,1,45,2,12
T-007,1,46,2,12
T-007,1,47,2,12
T-007,1,48,2,12
T-007,1,49,2,12
T-007,2,20,2,12
T-007,2,21,2,12
T-007,2,22,2,12
T-007,2,23,2,12
T-007,2,24,2,12
T-007,2,25,2,12
T-007,2,26,2,12
T-007,2,27,2,12
T-007,2,28,2,12
T-007,2,29,2,12
T-007,2,30,2,12
T-007,2,31,2,12
T-007,2,32,2,12
T-007,2,33,2,12
T-007,2,34,2,12
T-007,2,35,2,12
T-007,2,36,2,12
T-007,2,37,2,12
T-007,2,38,2,12
T-007,2,39,2,12
T-007,3,1,2,12
T-007,3,2,2,12
T-007,3,3,2,12
T-007,3,4,2,12
T-007,3,5,2,12
T-007,3,6,2,12
T-007,3,7,2,12
T-007,3,8,2,12
T-007,3,9,2,12
T-007,3,10,2,12
T-007,3,11,2,12
T-007,3,12,2,12
T-007,3,13,2,12
T-007,3,14,2,12
T-007,3,15,2,12
T-007,3,16,2,12
T-007,3,17,2,12
T-007,3,18,2,12
T-007,3,19,2,12
T-008,1,0,1,52
T-008,1,40,1,8
T-008,1,41,1,8
T-008,1,42,1,8
T-008,1,43,1,8
T-008,1,44,1,8
T-008,1,45,1,8
T-008,1,46,1,8
T-008,1,47,1,8
T-008,1,48,1,8
T-008,1,49,1,8
T-008,2,20,1,8
T-008,2,21,1,8
T-008,2,22,1,8
T-008,2,23,1,8
T-008,2,24,1,8
T-008,2,25,1,8
T-008,2,26,1,8
T-008,2,27,1,8
T-008,2,28,1,8
T-008,2,29,1,8
T-008,2,30,1,8
T-008,2,31,1,8
T-008,2,32,1,8
T-008,2,33,1,8
T-008,2,34,1,8
T-008,2,35,1,8
T-008,2,36,1,8
T-008,2,37,1,8
T-008,2,38,1,8
T-008,2,39,1,8
T-008,3,1,1,8
T-008,3,2,1,8
T-008,3,3,1,8
T-008,3,4,1,8
T-008,3,5,1,8
T-008,3,6,1,8
T-008,3,7,1,8
T-008,3,8,1,8
T-008,3,9,1,8
T-008,3,10,1,8
T-008,3,11,1,8
T-008,3,12,1,8
T-008,3,13,1,8
T-008,3,14,1,8
T-008,3,15,1,8
T-008,3,16,1,8
T-008,3,17,1,8
T-008,3,18,1,8
T-008,3,19,1,8
T-009,1,0,2,46
T-009,1,40,2,8
T-009,1,41,2,8
T-009,1,42,2,8
T-009,1,43,2,8
T-009,1,44,2,8
T-009,1,45,2,8
T-009,1,46,2,8
T-009,1,47,2,8
T-009,1,48,2,8
T-009,1,49,2,8
T-009,2,20,2,8
T-009,2,21,2,8
T-009,2,22,2,8
T-009,2,23,2,8
T-009,2,24,2,8
T-009,2,25,2,8
T-009,2,26,2,8
T-009,2,27,2,8
T-009,2,28,2,8
T-009,2,29,2,8
T-009,2,30,2,8
T-009,2,31,2,8
T-009,2,32,2,8
T-009,2,33,2,8
T-009,2,34,2,8
T-009,2,35,2,8
T-009,2,36,2,8
T-009,2,37,2,8
T-009,2,38,2,8
T-009,2,39,2,8
T-009,3,1,2,8
T-009,3,2,2,8
T-009,3,3,2,8
T-009,3,4,2,8
T-009,3,5,2,8
T-009,3,6,2,8
T-009,3,7,2,8
T-009,3,8,2,8
T-009,3,9,2,8
T-009,3,10,2,8
T-009,3,11,2,8
T-009,3,12,2,8
T-009,3,13,2,8
T-009,3,14,2,8
T-009,3,15,2,8
T-009,3,16,2,8
T-009,3,17,2,8
T-009,3,18,2,8
T-009,3,19,2,8
T-010,1,0,3,58
T-010,1,40,3,4
T-010,1,41,3,4
T-010,1,42,3,4
T-010,1,43,3,4
T-010,1,44,3,4
T-010,1,45,3,4
T-010,1,46,3,4
T-010,1,47,3,4
T-010,1,48,3,4
T-010,1,49,3,4
T-010,2,20,3,4
T-010,2,21,3,4
T-010,2,22,3,4
T-010,2,23,3,4
T-010,2,24,3,4
T-010,2,25,3,4
T-010,2,26,3,4
T-010,2,27,3,4
T-010,2,28,3,4
T-010,2,29,3,4
T-010,2,30,3,4
T-010,2,31,3,4
T-010,2,32,3,4
T-010,2,33,3,4
T-010,2,34,3,4
T-010,2,35,3,4
T-010,2,36,3,4
T-010,2,37,3,4
T-010,2,38,3,4
T-010,2,39,3,4
T-010,3,1,3,4
T-010,3,2,3,4
T-010,3,3,3,4
T-010,3,4,3,4
T-010,3,5,3,4
T-010,3,6,3,4
T-010,3,7,3,4
T-010,3,8,3,4
T-010,3,9,3,4
T-010,3,10,3,4
T-010,3,11,3,4
T-010,3,12,3,4
T-010,3,13,3,4
T-010,3,14,3,4
T-010,3,15,3,4
T-010,3,16,3,4
T-010,3,17,3,4
T-010,3,18,3,4
T-010,3,19,3,4
T-011,1,0,1,49
T-011,1,40,1,4
T-011,1,41,1,4
T-011,1,42,1,4
T-011,1,43,1,4
T-011,1,44,1,4
T-011,1,45,1,4
T-011,1,46,1,4
T-011,1,47,1,4
T-011,1,48,1,4
T-011,1,49,1,4
T-011,2,20,1,4
T-011,2,21,1,4
T-011,2,22,1,4
T-011,2,23,1,4
T-011,2,24,1,4
T-011,2,25,1,4
T-011,2,26,1,4
T-011,2,27,1,4
T-011,2,28,1,4
T-011,2,29,1,4
T-011,2,30,1,4
T-011,2,31,1,4
T-011,2,32,1,4
T-011,2,33,1,4
T-011,2,34,1,4
T-011,2,35,1,4
T-011,2,36,1,4
T-011,2,37,1,4
T-011,2,38,1,4
T-011,2,39,1,4
T-011,3,1,1,4
T-011,3,2,1,4
T-011,3,3,1,4
T-011,3,4,1,4
T-011,3,5,1,4
T-011,3,6,1,4
T-011,3,7,1,4
T-011,3,8,1,4
T-011,3,9,1,4
T-011,3,10,1,4
T-011,3,11,1,4
T-011,3,12,1,4
T-011,3,13,1,4
T-011,3,14,1,4
T-011,3,15,1,4
T-011,3,16,1,4
T-011,3,17,1,4
T-011,3,18,1,4
T-011,3,19,1,4
T-012,1,0,1,55
T-012,1,40,1,4
T-012,1,41,1,4
T-012,1,42,1,4
T-012,1,43,1,4
T-012,1,44,1,4
T-012,1,45,1,4
T-012,1,46,1,4
T-012,1,47,1,4
T-012,1,48,1,4
T-012,1,49,1,4
T-012,2,20,1,4
T-012,2,21,1,4
T-012,2,22,1,4
T-012,2,23,1,4
T-012,2,24,1,4
T-012,2,25,1,4
T-012,2,26,1,4
T-012,2,27,1,4
T-012,2,28,1,4
T-012,2,29,1,4
T-012,2,30,1,4
T-012,2,31,1,4
T-012,2,32,1,4
T-012,2,33,1,4
T-012,2,34,1,4
T-012,2,35,1,4
T-012,2,36,1,4
T-012,2,37,1,4
T-012,2,38,1,4
T-012,2,39,1,4
T-012,3,1,1,4
T-012,3,2,1,4
T-012,3,3,1,4
T-012,3,4,1,4
T-012,3,5,1,4
T-012,3,6,1,4
T-012,3,7,1,4
T-012,3,8,1,4
T-012,3,9,1,4
T-012,3,10,1,4
T-012,3,11,1,4
T-012,3,12,1,4
T-012,3,13,1,4
T-012,3,14,1,4
T-012,3,15,1,4
T-012,3,16,1,4
T-012,3,17,1,4
T-012,3,18,1,4
T-012,3,19,1,4
T-013,1,0,2,46
T-013,1,40,2,16
T-013,1,41,2,16
T-013,1,42,2,16
T-013,1,43,2,16
T-013,1,44,2,16
T-013,1,45,2,16
T-013,1,46,2,16
T-013,1,47,2,16
T-013,1,48,2,16
T-013,1,49,2,16
T-013,2,20,2,16
T-013,2,21,2,16
T-013,2,22,2,16
T-013,2,23,2,16
T-013,2,24,2,16
T-013,2,25,2,16
T-013,2,26,2,16
T-013,2,27,2,16
T-013,2,28,2,16
T-013,2,29,2,16
T-013,2,30,2,16
T-013,2,31,2,16
T-013,2,32,2,16
T-013,2,33,2,16
T-013,2,34,2,16
T-013,2,35,2,16
T-013,2,36,2,16
T-013,2,37,2,16
T-013,2,38,2,16
T-013,2,39,2,16
T-013,3,1,2,16
T-013,3,2,2,16
T-013,3,3,2,16
T-013,3,4,2,16
T-013,3,5,2,16
T-013,3,6,2,16
T-013,3,7,2,16
T-013,3,8,2,16
T-013,3,9,2,16
T-013,3,10,2,16
T-013,3,11,2,16
T-013,3,12,2,16
T-013,3,13,2,16
T-013,3,14,2,16
T-013,3,15,2,16
T-013,3,16,2,16
T-013,3,17,2,16
T-013,3,18,2,16
T-013,3,19,2,16
T-014,1,0,1,51
T-014,1,40,1,8
T-014,1,41,1,8
T-014,1,42,1,8
T-014,1,43,1,8
T-014,1,44,1,8
T-014,1,45,1,8
T-014,1,46,1,8
T-014,1,47,1,8
T-014,1,48,1,8
T-014,1,49,1,8
T-014,2,20,1,8
T-014,2,21,1,8
T-014,2,22,1,8
T-014,2,23,1,8
T-014,2,24,1,8
T-014,2,25,1,8
T-014,2,26,1,8
T-014,2,27,1,8
T-014,2,28,1,8
T-014,2,29,1,8
T-014,2,30,1,8
T-014,2,31,1,8
T-014,2,32,1,8
T-014,2,33,1,8
T-014,2,34,1,8
T-014,2,35,1,8
T-014,2,36,1,8
T-014,2,37,1,8
T-014,2,38,1,8
T-014,2,39,1,8
T-014,3,1,1,8
T-014,3,2,1,8
T-014,3,3,1,8
T-014,3,4,1,8
T-014,3,5,1,8
T-014,3,6,1,8
T-014,3,7,1,8
T-014,3,8,1,8
T-014,3,9,1,8
T-014,3,10,1,8
T-014,3,11,1,8
T-014,3,12,1,8
T-014,3,13,1,8
T-014,3,14,1,8
T-014,3,15,1,8
T-014,3,16,1,8
T-014,3,17,1,8
T-014,3,18,1,8
T-014,3,19,1,8
T-015,1,0,1,52
T-015,1,40,1,4
T-015,1,41,1,4
T-015,1,42,1,4
T-015,1,43,1,4
T-015,1,44,1,4
T-015,1,45,1,4
T-015,1,46,1,4
T-015,1,47,1,4
T-015,1,48,1,4
T-015,1,49,1,4
T-015,2,20,1,4
T-015,2,21,1,4
T-015,2,22,1,4
T-015,2,23,1,4
T-015,2,24,1,4
T-015,2,25,1,4
T-015,2,26,1,4
T-015,2,27,1,4
T-015,2,28,1,4
T-015,2,29,1,4
T-015,2,30,1,4
T-015,2,31,1,4
T-015,2,32,1,4
T-015,2,33,1,4
T-015,2,34,1,4
T-015,2,35,1,4
T-015,2,36,1,4
T-015,2,37,1,4
T-015,2,38,1,4
T-015,2,39,1,4
T-015,3,1,1,4
T-015,3,2,1,4
T-015,3,3,1,4
T-015,3,4,1,4
T-015,3,5,1,4
T-015,3,6,1,4
T-015,3,7,1,4
T-015,3,8,1,4
T-015,3,9,1,4
T-015,3,10,1,4
T-015,3,11,1,4
T-015,3,12,1,4
T-015,3,13,1,4
T-015,3,14,1,4
T-015,3,15,1,4
T-015,3,16,1,4
T-015,3,17,1,4
T-015,3,18,1,4
T-015,3,19,1,4
T-016,1,0,3,46
T-016,1,40,3,8
T-016,1,41,3,8
T-016,1,42,3,8
T-016,1,43,3,8
T-016,1,44,3,8
T-016,1,45,3,8
T-016,1,46,3,8
T-016,1,47,3,8
T-016,1,48,3,8
T-016,1,49,3,8
T-016,2,20,3,8
T-016,2,21,3,8
T-016,2,22,3,8
T-016,2,23,3,8
T-016,2,24,3,8
T-016,2,25,3,8
T-016,2,26,3,8
T-016,2,27,3,8
T-016,2,28,3,8
T-016,2,29,3,8
T-016,2,30,3,8
T-016,2,31,3,8
T-016,2,32,3,8
T-016,2,33,3,8
T-016,2,34,3,8
T-016,2,35,3,8
T-016,2,36,3,8
T-016,2,37,3,8
T-016,2,38,3,8
T-016,2,39,3,8
T-016,3,1,3,8
T-016,3,2,3,8
T-016,3,3,3,8
T-016,3,4,3,8
T-016,3,5,3,8
T-016,3,6,3,8
T-016,3,7,3,8
T-016,3,8,3,8
T-016,3,9,3,8
T-016,3,10,3,8
T-016,3,11,3,8
T-016,3,12,3,8
T-016,3,13,3,8
T-016,3,14,3,8
T-016,3,15,3,8
T-016,3,16,3,8
T-016,3,17,3,8
T-016,3,18,3,8
T-016,3,19,3,8
T-017,1,0,2,44
T-017,1,40,2,4
T-017,1,41,2,4
T-017,1,42,2,4
T-017,1,43,2,4
T-017,1,44,2,4
T-017,1,45,2,4
T-017,1,46,2,4
T-017,1,47,2,4
T-017,1,48,2,4
T-017,1,49,2,4
T-017,2,20,2,4
T-017,2,21,2,4
T-017,2,22,2,4
T-017,2,23,2,4
T-017,2,24,2,4
T-017,2,25,2,4
T-017,2,26,2,4
T-017,2,27,2,4
T-017,2,28,2,4
T-017,2,29,2,4
T-017,2,30,2,4
T-017,2,31,2,4
T-017,2,32,2,4
T-017,2,33,2,4
T-017,2,34,2,4
T-017,2,35,2,4
T-017,2,36,2,4
T-017,2,37,2,4
T-017,2,38,2,4
T-017,2,39,2,4
T-017,3,1,2,4
T-017,3,2,2,4
T-017,3,3,2,4
T-017,3,4,2,4
T-017,3,5,2,4
T-017,3,6,2,4
T-017,3,7,2,4
T-017,3,8,2,4
T-017,3,9,2,4
T-017,3,10,2,4
T-017,3,11,2,4
T-017,3,12,2,4
T-017,3,13,2,4
T-017,3,14,2,4
T-017,3,15,2,4
T-017,3,16,2,4
T-017,3,17,2,4
T-017,3,18,2,4
T-017,3,19,2,4
