crew_id,join_date,experience_years,technical_knowledge_score,safety_procedures_score,equipment_operation_score,communication_score,leadership_score,problem_solving_score,emergency_response_score,quality_control_score,team_collaboration_score
C-075,2024-01-01,5.145284877721781,60,87,65,80,65,88,66,60,91
C-076,2023-09-03,8.808748448207433,89,83,82,62,83,67,61,92,93
C-077,2023-06-19,12.398744963549243,73,95,81,69,63,67,92,82,61
C-078,2023-04-18,5.300086300563753,64,66,72,92,86,78,89,88,64
C-079,2023-12-05,1.5742929172117976,95,66,77,95,77,86,79,60,64
C-080,2023-11-19,13.688009307026565,65,65,92,98,95,91,96,67,99
C-081,2023-11-18,12.6944382385345,77,72,94,98,89,64,69,72,73
C-082,2023-01-02,13.276005048162535,98,70,87,64,97,71,72,60,71
C-083,2023-04-09,13.616456935082036,92,92,96,90,69,93,97,62,87
C-084,2023-12-22,13.315421808998538,84,66,74,84,67,73,95,100,86
C-085,2023-03-05,9.215259664512649,63,89,62,72,97,82,90,84,61
C-086,2023-07-08,7.456855083521207,100,71,79,71,85,61,98,95,63
C-087,2023-07-25,7.932160366961748,93,98,65,80,62,94,68,67,97
C-088,2023-09-19,6.298117254331133,76,84,75,71,86,92,69,73,96
C-089,2023-03-03,12.587917243346455,60,69,83,89,80,68,68,68,66
C-090,2023-05-18,9.377945389054753,79,71,97,61,93,91,81,81,96
C-091,2023-09-19,11.260671868528767,69,82,94,93,92,66,73,90,74
C-092,2023-10-18,12.065218240606804,66,99,92,100,66,72,91,73,70
C-093,2023-03-09,1.6224929107023076,88,92,61,76,77,97,92,96,65
C-094,2023-07-28,2.2867798901204406,83,80,90,96,73,98,88,61,70
C-095,2023-06-22,4.298734879475244,96,87,72,63,80,92,96,95,64
C-096,2023-08-27,12.58708920594676,94,90,81,74,87,67,60,82,69
C-097,2023-12-23,4.916581590841731,65,92,81,100,72,82,77,75,99
C-098,2023-06-27,14.804181819351765,84,75,87,98,60,87,91,78,61
C-099,2023-01-19,8.955924510548419,75,100,97,75,73,79,76,89,74
C-100,2023-07-07,14.169717531043473,94,88,84,98,62,60,97,88,62
C-101,2023-06-03,8.498336900987436,75,62,69,93,64,84,99,97,79
C-102,2023-09-19,3.03064788813889,68,84,93,91,74,97,74,94,95
C-103,2023-01-03,11.104345953584051,71,72,90,65,94,73,73,82,60
C-104,2023-01-24,2.0836221838630173,67,91,84,66,90,97,81,86,68
C-105,2023-03-04,9.908618777790096,73,85,69,91,65,69,65,85,70
C-106,2023-10-06,11.3091477781579,89,68,92,87,92,91,72,87,100
C-107,2023-09-06,11.017899992323953,67,68,80,93,92,64,60,90,83
C-108,2023-03-12,5.1323504341455335,75,68,63,65,65,65,72,65,68
C-109,2023-12-25,12.259717569470936,60,100,71,74,65,94,73,86,86
C-110,2023-01-04,8.317108571179851,86,61,75,73,97,62,91,62,95
C-111,2023-02-11,8.105378032733205,80,69,73,81,90,67,78,81,99
C-112,2023-02-25,14.148157655523773,88,77,70,75,76,74,92,99,63
C-113,2023-10-06,14.363491081693793,81,96,89,85,75,64,86,61,67
C-114,2023-07-27,1.1728210384207347,84,76,99,75,82,64,60,84,69
C-115,2023-07-03,0.6532454342118064,73,78,63,79,88,62,69,64,72
C-116,2023-02-03,9.338384816208418,95,80,88,81,84,76,85,68,83
C-117,2023-08-25,11.074331986964719,81,84,63,70,69,67,67,92,93
C-118,2023-05-26,1.8821499952204275,86,65,69,76,77,60,80,91,100
C-119,2023-08-27,6.7481927955480066,74,71,75,61,75,76,75,99,91
C-120,2023-05-05,11.961421909959597,66,84,86,66,87,82,71,89,82
C-121,2023-06-06,2.550658593798939,82,65,68,62,68,79,99,75,95
C-122,2023-12-19,14.380914929283232,92,74,93,95,80,89,100,90,77
C-123,2023-12-16,10.759459771033335,66,61,60,81,99,84,64,84,64
C-124,2023-09-25,13.698423733651985,81,85,96,74,91,89,84,76,96
C-125,2023-08-01,13.931431854220321,88,84,87,76,67,92,74,65,81
C-126,2023-05-23,4.057782198319009,60,65,76,71,76,92,79,89,68
C-127,2023-07-27,10.473328977969443,79,80,67,61,74,71,88,65,89
C-128,2023-06-24,3.596675297441789,75,70,60,62,79,92,97,61,69
C-129,2023-08-29,11.1190306269967,74,96,95,93,64,92,99,62,92
C-130,2023-11-30,4.733827026598469,87,86,81,86,94,90,79,73,69
C-131,2023-04-22,13.380397639835959,90,77,91,99,69,97,78,83,69
C-132,2023-01-07,3.084010422085367,63,85,90,91,61,99,63,71,77
C-133,2023-11-10,8.401861047544287,90,63,98,76,65,90,66,98,90
C-134,2023-09-06,3.011932204208298,63,76,73,86,82,84,99,67,70
C-135,2023-02-13,6.4136058922860375,88,98,92,61,73,92,81,90,83
C-136,2023-03-09,5.035136708836286,63,99,61,72,80,77,85,67,62
C-137,2023-04-30,14.916073832645457,77,78,77,62,75,95,71,82,85
C-138,2023-04-26,1.1082636772005263,94,66,86,99,96,91,68,64,65
C-139,2023-10-17,3.4376261207043144,84,63,94,71,85,74,85,64,84
C-140,2023-03-25,14.237725477610383,60,80,69,98,75,69,78,91,64
C-141,2023-03-25,9.59690616156814,75,73,100,95,68,96,93,84,86
C-142,2023-01-01,1.1516513632096408,68,69,100,68,93,71,63,79,64
C-143,2023-08-14,5.735847611749657,94,63,75,69,87,71,85,74,66
C-144,2023-01-11,11.573756059922834,85,86,63,73,80,89,83,82,75
C-145,2023-08-22,9.149426907115664,80,80,85,79,83,63,94,94,89
C-146,2023-10-12,14.525637935577674,91,84,60,90,91,85,95,69,77
C-147,2023-06-04,11.220422208670524,96,63,71,82,91,63,91,69,72
C-148,2023-10-12,2.1475203261804756,99,83,98,84,99,80,83,80,71
C-149,2023-11-23,6.669387072670297,88,95,99,80,87,65,80,69,64
C-150,2023-06-16,11.110706272890475,88,64,74,97,68,84,62,75,74
C-151,2023-02-15,0.7359931575463736,86,99,72,76,75,94,71,96,90
C-152,2023-05-14,4.298711642670785,60,65,93,89,76,80,76,86,94
C-153,2023-12-27,0.8019224511536309,61,84,77,86,87,68,70,88,70
C-154,2023-08-10,3.3433415940046936,85,77,81,91,64,91,75,69,96
C-155,2023-07-01,9.805292686078122,70,91,80,67,83,85,65,65,82
C-156,2023-02-01,2.669052534110874,94,64,97,71,92,71,96,87,99
C-157,2023-09-15,0.5396305044225903,60,99,70,97,97,92,90,72,87
C-158,2023-11-04,1.778273884455466,94,74,85,84,88,64,96,70,87
C-159,2023-10-17,3.7870170535029333,73,85,61,86,83,72,80,67,64
C-160,2023-06-24,7.202857097224352,85,100,93,79,72,66,75,92,92
C-161,2023-12-06,9.44215846076318,74,77,87,80,93,93,87,95,64
C-162,2023-10-29,8.092381222439704,93,68,71,90,75,80,61,90,61
C-163,2023-01-09,12.922405084256068,88,91,69,92,67,63,82,64,95
C-164,2023-09-07,11.165465943342317,97,79,82,68,96,89,62,61,95
C-165,2023-04-08,6.141053438372088,70,100,94,90,73,97,83,77,84
C-166,2023-02-13,1.7597561091733034,72,72,70,88,79,86,88,86,87
C-167,2023-09-04,9.390996102044502,68,92,63,69,87,81,60,66,94
C-168,2023-05-03,4.920672796227966,86,70,79,86,86,75,95,76,87
C-169,2023-06-18,10.111331839296634,70,83,83,70,73,100,92,82,61
C-170,2023-08-21,14.513332014955179,76,85,77,97,92,76,77,87,77
C-171,2023-03-08,14.002254117985306,83,61,75,83,70,83,84,87,100
C-172,2023-03-23,1.2086695929475544,71,94,80,97,92,73,96,93,64
C-173,2023-06-04,11.86961564238368,62,85,83,99,63,84,88,97,90
C-174,2023-12-13,4.836084850786636,91,83,68,80,62,60,86,95,69
C-175,2023-06-02,5.7685081299924335,92,73,87,88,77,89,81,81,94
C-176,2023-04-24,6.587448118870289,89,84,76,64,93,67,96,83,65
C-177,2023-05-16,12.225008812336421,70,89,64,99,97,72,81,91,74
C-178,2023-02-13,3.8509694896681848,97,79,95,72,65,98,85,62,71
C-179,2023-02-18,4.592824717120238,97,64,63,84,90,89,60,93,62
C-180,2023-10-06,0.8592861490424076,82,96,66,83,83,93,94,67,75
C-181,2023-02-04,12.47576773416316,66,61,74,74,66,62,81,76,82
C-182,2023-10-27,2.6017772395566285,60,72,85,81,62,70,60,86,84
C-183,2023-10-06,12.052883877297553,74,82,86,91,82,79,70,83,74
C-184,2023-11-25,2.020533611504525,63,70,88,71,88,94,89,81,67
C-185,2023-08-14,0.8601677902565357,88,84,84,87,90,81,95,77,70
C-186,2023-09-01,2.3451519186123013,60,95,65,68,65,91,68,87,63
C-187,2023-12-05,7.083913011543962,85,99,77,69,90,72,99,99,84
C-188,2023-12-26,14.53981684399159,93,90,95,69,86,69,85,68,88
C-189,2023-10-09,10.476047851063397,83,91,71,65,68,90,68,67,88
C-190,2023-04-04,13.250609478048581,94,90,95,86,65,67,98,94,79
C-191,2023-05-11,2.355715615623199,75,63,69,87,61,76,70,77,90
C-192,2023-09-28,10.690649486206514,88,65,98,90,61,66,71,80,73
C-193,2023-08-18,5.690101377719345,100,77,69,60,76,66,92,90,73
C-194,2023-11-02,4.244692528962253,65,99,76,61,97,70,100,66,85
C-195,2023-07-20,3.5049653648436436,88,66,82,66,63,88,81,88,87
C-196,2023-09-28,13.35283252342075,64,66,96,100,65,97,79,89,63
C-197,2023-06-06,4.803838352764706,100,86,63,75,63,60,100,81,73
C-198,2023-03-27,3.794386971813504,92,80,62,84,61,77,73,90,68
C-199,2023-03-11,6.3145593180857365,66,96,86,97,97,96,73,97,99
C-200,2023-04-22,1.8672165972637913,63,72,85,78,80,70,67,98,83
C-201,2023-04-17,10.820370246700033,76,66,84,87,67,74,74,96,66
C-202,2023-03-01,12.163145902989632,82,69,66,79,75,80,79,87,88
C-203,2023-05-15,2.250625818600387,90,82,93,77,80,62,67,90,96
C-204,2023-03-17,10.512421511628734,69,92,75,63,69,99,82,83,86
C-205,2023-11-15,0.9179054886849738,99,72,71,98,74,82,85,61,85
C-206,2023-09-12,3.9266457652599613,73,66,75,93,76,99,77,67,81
C-207,2023-05-01,6.589579564029207,84,67,85,81,100,77,89,95,74
C-208,2023-12-03,6.655082114453845,62,79,64,99,83,82,69,77,60
C-209,2023-02-12,10.61352699087887,92,87,75,69,61,97,95,82,66
C-210,2023-05-05,13.366553754927992,88,72,66,81,62,67,91,81,61
C-211,2023-11-28,12.570922177436515,73,75,69,72,71,64,69,70,96
C-212,2023-06-29,1.10080607074239,68,89,68,93,62,77,95,98,67
C-213,2023-10-27,7.5588036316663345,70,64,65,87,72,73,80,64,83
C-214,2023-01-20,3.047288507927531,87,79,70,63,83,82,77,85,65
C-215,2023-07-26,11.966505863292793,88,82,89,77,64,95,93,66,80
C-216,2023-01-14,3.920660993805119,92,77,70,80,90,80,68,86,70
C-217,2023-11-19,14.311328857773113,70,96,61,83,88,88,88,64,97
C-218,2023-11-03,3.7311284948194796,72,67,84,97,71,66,93,86,86
C-219,2023-12-06,12.611990427102935,71,85,91,77,63,67,65,65,79
C-220,2023-12-07,1.132268197799052,63,68,67,70,70,93,97,93,85
C-221,2023-05-30,6.3652633182696885,78,82,65,73,89,75,75,60,68
C-222,2023-10-22,2.769790347504324,64,90,79,76,82,88,94,64,68
C-223,2023-08-16,2.436593842495793,78,73,74,85,76,89,65,88,91
C-224,2023-11-11,10.642382087665986,60,70,90,66,85,94,64,75,97
C-225,2023-10-25,9.34316312120286,71,79,88,78,70,78,71,89,96
C-226,2023-01-28,8.95294108327325,87,60,99,62,77,75,85,100,98
C-227,2023-04-15,9.679361347965495,89,80,66,81,60,96,65,85,92
C-228,2023-05-31,4.537359116781081,70,93,74,69,72,61,91,61,62
C-229,2023-07-05,14.09118692525184,62,77,93,74,78,99,60,89,71
C-230,2023-12-07,8.457626950398929,72,96,65,98,86,88,60,74,60
C-231,2023-03-04,11.20913842744277,69,84,79,61,75,62,96,63,75
C-232,2023-10-27,4.317198332028207,90,81,69,80,73,64,81,65,71
C-233,2023-08-12,12.158219036544505,87,83,100,71,97,60,83,69,69
C-234,2023-12-20,9.851666680141713,91,66,75,98,74,61,64,84,66
C-235,2023-09-21,12.857130750917953,78,85,99,83,60,84,87,86,76
C-236,2023-04-14,14.359002458877255,83,72,83,77,86,91,86,95,74
C-237,2023-08-12,12.925915186838225,89,81,97,63,100,65,63,95,89
C-238,2023-10-11,13.022393173743474,78,77,70,62,95,79,73,79,88
C-239,2023-02-20,2.068684360195168,80,71,86,67,86,60,64,91,82
C-240,2023-09-03,9.576586010606768,68,69,74,63,66,86,80,85,94
C-241,2023-02-27,12.643382480963389,65,70,91,84,76,89,94,91,95
C-242,2023-11-07,4.581442273711922,82,61,83,60,91,90,83,69,72
C-243,2023-06-14,3.2342320884986475,96,63,99,69,80,99,60,66,88
C-244,2023-04-30,6.467929111195563,76,77,88,92,100,71,84,93,65
C-245,2023-02-23,5.733661955337152,67,90,78,83,71,80,90,60,94
C-246,2023-07-30,5.373108155528744,61,85,70,82,86,87,91,90,66
C-247,2023-06-13,2.0240256594129886,66,72,77,68,70,83,62,71,62
C-248,2023-11-21,9.11518439031195,70,99,86,70,83,87,93,70,98
C-249,2023-05-23,11.252511081884652,87,66,80,96,68,77,68,68,71
C-250,2023-07-02,14.386331503876006,95,97,93,92,72,60,65,62,71
C-251,2023-02-13,9.767110600051192,64,70,85,79,66,74,84,99,60
C-252,2023-10-23,14.278432091573121,99,86,67,83,70,95,100,90,63
C-253,2023-10-29,7.609091263523362,98,63,74,87,83,77,74,69,91
C-254,2023-01-21,13.867858688656318,92,89,88,92,81,81,77,68,89
C-255,2023-09-14,8.308441578748965,75,60,63,89,77,95,81,93,74
C-256,2023-11-15,1.852853440381698,100,76,77,76,85,71,87,92,78
C-257,2023-10-23,13.810249680179632,67,98,89,93,76,94,71,81,98
C-258,2023-09-10,2.7108561375301328,94,88,63,99,75,100,66,93,76
C-259,2023-09-28,5.302057858184351,100,93,95,96,81,97,85,77,66
C-260,2023-08-03,4.718438930711301,78,92,93,61,69,82,69,81,96
C-261,2023-03-09,13.914331330542366,97,89,88,99,99,69,67,98,69
C-262,2023-02-15,11.696942209922586,69,72,95,86,89,94,71,96,68
C-263,2023-10-07,4.974249150840545,62,90,95,69,96,94,87,95,87
C-264,2023-01-01,10.472414736910661,73,94,92,89,87,89,77,73,63
C-265,2023-12-15,1.2470985444288643,94,88,92,64,92,70,83,94,82
C-266,2023-04-10,1.2776923140288936,74,86,64,80,100,95,73,99,75
C-267,2023-07-28,7.656437055421807,76,62,81,98,75,63,94,100,77
C-268,2023-07-31,10.002412899278314,75,65,90,92,60,96,81,98,77
C-269,2023-06-26,2.9836262861933696,97,87,61,76,66,65,84,63,72
C-270,2023-06-23,10.652395238897759,97,84,66,99,64,93,73,97,78
C-271,2023-07-20,12.843640703551241,85,95,66,65,72,67,83,84,79
C-272,2023-05-10,10.847418522419787,80,88,66,64,74,73,95,99,95
C-273,2023-08-02,9.08013244833499,81,72,94,78,70,88,85,65,95
C-274,2023-01-22,6.155528774349902,62,98,68,61,74,69,71,60,74
C-275,2023-05-27,1.2563385568802827,97,94,72,95,65,97,62,92,87
C-276,2023-02-11,12.735048515237702,88,99,81,87,65,90,86,91,85
C-277,2023-10-06,11.422553198162412,72,63,81,81,74,83,62,84,82
C-278,2023-10-02,7.310749569933685,81,100,61,85,69,71,78,69,88
C-279,2023-12-23,0.8658936293475995,69,71,91,89,94,75,96,95,60
C-280,2023-06-08,8.45057041375478,84,73,87,91,73,94,78,72,90
C-281,2023-08-14,14.768135605801996,84,81,61,77,91,75,62,73,92
C-282,2023-04-14,5.415728814330296,93,60,82,81,68,88,74,63,68
C-283,2023-10-17,0.7809345383011173,96,67,62,92,85,76,100,68,61
C-284,2023-07-11,7.497091670402245,94,65,80,93,83,76,68,98,100
C-285,2023-11-02,7.050116953285387,100,93,90,69,67,94,97,97,98
C-286,2023-10-04,7.331096232679523,68,76,65,90,87,66,82,89,64
C-287,2023-09-11,14.10013134391577,77,90,98,75,74,94,96,98,60
C-288,2023-11-13,10.250240686456173,96,91,85,82,77,79,91,91,65
C-289,2023-05-21,14.473969263384042,65,88,72,68,96,75,61,96,88
C-290,2023-04-20,8.529109773070447,71,96,67,67,88,91,69,76,89
C-291,2023-12-10,14.45533313144705,100,83,87,76,78,75,82,94,92
C-292,2023-03-26,11.853863790030635,83,70,74,84,78,99,83,78,65
C-293,2023-07-20,6.964827655954414,70,92,97,67,73,78,68,73,98
C-294,2023-08-19,11.97102795076205,87,62,91,88,60,65,79,65,91
C-295,2023-07-26,2.7095748617769746,66,95,100,62,100,75,89,61,73
C-296,2023-07-07,0.600573465520399,62,77,71,70,92,97,95,77,62
C-297,2023-06-01,5.915932055037972,79,69,95,88,99,88,60,82,85
C-298,2023-01-03,8.263171511060303,83,86,69,66,83,92,79,87,86
C-299,2023-06-01,2.1851847953154406,84,64,65,92,79,99,84,92,97
C-300,2023-06-29,11.212746741316362,78,77,90,69,97,77,92,89,71
C-301,2024-01-01,8.537762850172752,69,75,78,88,81,94,74,76,73
C-302,2023-08-04,6.326907745919719,100,61,67,93,63,93,83,99,89
C-303,2023-06-01,10.91033699981592,75,76,66,69,98,86,90,66,61
C-304,2023-03-20,11.407789316765896,60,85,87,72,65,78,65,72,83
C-305,2023-01-02,1.3668759730284903,89,75,77,87,60,91,80,94,88
C-306,2023-09-21,6.008327989464546,64,72,87,74,99,77,72,68,64
C-307,2023-09-03,8.955867769727082,69,99,76,75,83,87,94,86,96
C-308,2023-04-16,4.633317937864389,77,92,90,79,78,92,83,81,76
C-309,2023-03-13,14.3386412887893,72,80,96,68,88,92,82,95,95
C-310,2023-01-16,7.408097082166506,69,60,77,95,92,97,75,65,78
C-311,2023-07-31,14.344304295358619,100,88,97,80,90,69,99,72,86
C-312,2023-04-29,1.0551706411020374,87,88,96,94,61,61,96,96,74
C-313,2023-01-11,1.8010858119764122,97,76,86,84,64,63,80,99,69
C-314,2023-08-15,11.759613871518525,75,66,68,64,67,86,91,97,87
C-315,2023-04-28,3.683812628594423,92,99,82,65,91,72,99,89,68
C-316,2023-11-16,5.191806474035957,98,89,78,91,89,62,74,70,96
C-317,2023-04-22,6.119633490214693,64,77,91,94,100,95,84,88,61
C-318,2023-08-14,2.686380169032594,71,96,69,69,61,86,90,95,96
C-319,2023-09-10,4.7884130793793025,85,76,76,93,89,79,68,93,73
C-320,2023-01-25,2.691591184056565,63,96,63,91,77,73,80,87,90
C-321,2023-07-26,7.711917117259299,68,67,69,81,60,62,70,66,76
C-322,2023-11-08,7.2819306177639245,77,73,81,98,75,95,92,72,92
C-323,2023-06-05,12.315285082407957,91,98,91,97,76,67,98,91,60
C-324,2023-08-16,8.788357038734349,62,65,80,97,74,84,98,94,96
C-325,2023-12-01,13.83179459096334,70,78,70,70,87,99,81,67,74
C-326,2023-06-07,12.624921428732307,80,94,82,95,83,85,100,91,77
C-327,2023-12-05,3.846908612392573,78,75,60,85,79,62,73,79,71
C-328,2023-06-10,1.123019591096344,69,74,84,71,64,95,95,87,78
C-329,2023-02-12,5.064081819041851,97,71,81,76,86,96,61,89,66
C-330,2023-06-19,1.4898883596808896,94,74,77,89,77,78,94,87,97
C-331,2023-12-14,12.08207229544297,92,92,85,77,66,87,81,65,63
C-332,2023-05-07,7.871103673740442,84,95,99,94,69,98,77,94,78
C-333,2023-01-22,9.86202872891902,69,82,100,65,75,80,94,71,78
C-334,2023-09-03,9.102272448455944,68,93,87,76,64,82,66,99,72
C-335,2023-09-18,12.553007904943202,93,69,67,84,91,75,77,67,86
C-336,2023-03-12,7.3158022120406985,84,87,77,84,95,73,98,80,64
C-337,2023-08-01,14.593902952230582,66,95,94,74,92,91,68,89,71
C-338,2023-11-25,12.827004135861563,77,71,71,76,65,82,89,83,71
C-339,2023-08-18,7.2498589946944705,76,81,92,65,100,67,80,65,60
C-340,2023-05-11,5.966818715554056,61,79,77,82,77,67,91,90,87
C-341,2023-10-19,10.68207030257056,82,60,75,74,79,78,92,63,100
C-342,2023-01-07,9.127576938071222,94,95,81,68,88,80,79,79,95
C-343,2023-04-19,3.6926984570851795,64,72,75,73,87,84,83,81,83
C-344,2023-12-10,11.827947144825865,99,60,94,68,83,73,97,94,93
C-345,2023-11-26,2.583890560694957,67,60,85,77,96,61,77,60,94
C-346,2023-01-22,6.361184003540773,69,77,93,77,73,60,98,76,77
C-347,2023-01-23,1.5671054290415556,94,91,60,73,61,94,73,77,67
C-348,2023-10-19,5.6334973101303305,76,71,86,63,73,83,84,64,76
C-349,2023-02-21,2.9361762374840734,89,100,77,70,92,97,81,83,84
C-350,2023-12-01,2.7305257581187026,78,85,64,73,70,94,97,62,69
C-351,2023-07-22,9.48218680736196,79,73,85,95,85,76,84,90,99
C-352,2023-08-10,4.614332071189019,100,76,100,78,74,60,99,93,77
C-353,2023-06-16,3.493221869656616,76,80,79,82,87,97,91,96,61
C-354,2023-08-24,0.9833956624273065,86,79,84,90,93,83,78,81,66
C-355,2023-11-07,5.563184932736691,77,85,68,82,73,85,92,90,60
C-356,2023-12-11,2.726356068685198,92,96,80,61,73,81,92,89,94
C-357,2023-11-15,8.312183018121061,92,75,77,89,82,70,89,81,73
C-358,2023-05-16,13.41576169376409,89,63,83,99,70,89,81,80,64
C-359,2023-04-07,10.637390752168407,95,71,91,60,98,64,67,66,79
C-360,2023-08-13,4.499643491126743,74,86,97,83,93,81,97,64,68
C-361,2023-11-16,13.173786928722553,73,83,75,75,83,85,89,61,67
C-362,2023-05-02,1.0588200014718683,70,72,90,62,70,98,92,100,93
C-363,2023-11-11,5.285606918075535,63,90,94,79,96,91,76,91,68
C-364,2023-01-11,8.718302781658034,68,77,72,84,62,87,87,77,95
C-365,2023-02-10,4.266673557551257,91,77,78,93,97,83,94,70,95
C-366,2023-06-19,7.365043901570998,70,83,71,99,73,64,89,82,93
C-367,2023-05-21,3.633168228880942,69,80,90,97,79,90,65,70,70
C-368,2023-11-15,6.391128560129189,62,72,93,71,61,87,69,70,94
C-369,2023-11-01,7.480079347176485,84,98,99,73,80,99,75,90,89
C-370,2023-10-25,11.145608784158883,67,69,94,99,84,61,70,60,96
C-371,2023-05-29,9.878087611622691,76,62,66,68,62,79,60,90,100
