Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-0021,Communication and Coordination,2023-09-10,57.16,53.02,491.46,8.29,Cloudy,Equipment_B,9,15.7,0,2023-01-01 14:13:00,4
C-0022,Aircraft Servicing,2023-02-03,52.05,57.79,567.24,4.45,Windy,Equipment_D,9,9.38,0,2023-01-01 22:22:00,2
C-0023,Communication and Coordination,2023-06-13,43.22,41.53,554.26,1.98,Windy,Equipment_B,9,4.04,1,2023-01-01 14:00:00,2
C-0024,Aircraft Servicing,2023-03-12,13.63,38.78,586.99,3.63,Cloudy,Equipment_A,7,15.81,1,2023-01-01 09:30:00,1
C-0025,Emergency and Contingency Tasks,2023-04-22,43.54,46.94,561.98,2.97,Sunny,Equipment_C,1,10.67,1,2023-01-01 21:01:00,2
C-0026,Aircraft Servicing,2023-07-23,73.85,31.36,597.8,9.52,Windy,Equipment_C,6,14.02,1,2023-01-01 07:26:00,3
C-0027,Aircraft and Passenger Operations,2023-08-02,94.17,5.07,521.91,2.94,Sunny,Equipment_B,3,19.06,0,2023-01-01 12:04:00,1
C-0028,Aircraft Servicing,2023-09-27,45.99,6.41,497.45,1.42,Cloudy,Equipment_C,5,1.01,1,2023-01-01 18:15:00,4
C-0029,Emergency and Contingency Tasks,2023-01-11,100.38,16.87,554.74,5.3,Sunny,Equipment_C,7,4.34,0,2023-01-01 21:50:00,2
C-0030,Equipment Operation and Maintenance,2023-03-08,30.36,9.24,497.81,6.24,Cloudy,Equipment_C,2,1.73,1,2023-01-01 21:59:00,4
C-0031,Baggage and Cargo Handling,2023-06-21,83.65,55.66,503.12,2.55,Sunny,Equipment_D,3,4.8,0,2023-01-01 04:19:00,3
C-0032,Communication and Coordination,2023-11-10,72.87,45.22,544.71,5.32,Windy,Equipment_B,2,16.93,0,2023-01-01 00:04:00,1
C-0033,Communication and Coordination,2023-02-04,37.06,47.27,596.2,4.84,Cloudy,Equipment_A,2,5.25,1,2023-01-01 07:14:00,2
C-0034,Equipment Operation and Maintenance,2023-06-09,83.95,14.65,559.59,8.55,Cloudy,Equipment_C,4,1.11,1,2023-01-01 19:07:00,4
C-0035,Equipment Operation and Maintenance,2023-06-27,115.96,11.58,577.58,8.74,Windy,Equipment_A,3,14.93,1,2023-01-01 23:32:00,2
C-0036,Aircraft Servicing,2023-05-30,41.21,56.42,548.45,5.18,Windy,Equipment_B,3,6.01,1,2023-01-01 23:17:00,1
C-0037,Safety and Maintenance Support,2023-10-16,76.09,59.86,595.2,9.39,Cloudy,Equipment_C,5,4.25,0,2023-01-01 09:30:00,2
C-0038,Emergency and Contingency Tasks,2023-06-26,10.98,12.89,597.89,1.94,Windy,Equipment_D,5,17.84,1,2023-01-01 16:28:00,3
C-0039,Emergency and Contingency Tasks,2023-05-10,82.78,42.83,535.71,9.32,Windy,Equipment_A,8,1.57,1,2023-01-01 03:55:00,4
C-0040,Aircraft Servicing,2023-05-19,71.52,30.23,519.56,3.65,Rainy,Equipment_A,4,3.62,0,2023-01-01 00:40:00,1
C-0041,Emergency and Contingency Tasks,2023-03-21,65.2,54.59,524.33,4.58,Windy,Equipment_C,2,9.61,1,2023-01-01 08:54:00,1
C-0042,Communication and Coordination,2023-10-16,99.73,14.96,589.64,6.68,Rainy,Equipment_C,6,5.68,0,2023-01-01 01:14:00,4
C-0043,Safety and Maintenance Support,2023-07-08,107.14,22.7,546.24,1.57,Rainy,Equipment_C,1,14.26,0,2023-01-01 18:26:00,2
C-0044,Aircraft and Passenger Operations,2023-05-01,97.51,59.69,576.41,5.16,Cloudy,Equipment_C,5,16.62,0,2023-01-01 21:45:00,2
C-0045,Safety and Maintenance Support,2023-02-25,68.0,10.65,480.48,9.96,Sunny,Equipment_C,5,4.85,0,2023-01-01 14:05:00,1
C-0046,Emergency and Contingency Tasks,2023-01-11,46.89,10.55,518.52,3.35,Cloudy,Equipment_C,2,12.88,1,2023-01-01 23:11:00,2
C-0047,Safety and Maintenance Support,2023-04-05,42.62,56.16,541.97,8.66,Sunny,Equipment_C,6,14.32,1,2023-01-01 09:43:00,1
C-0048,Baggage and Cargo Handling,2023-03-27,64.04,7.97,559.38,1.65,Rainy,Equipment_D,2,18.12,0,2023-01-01 12:07:00,4
C-0049,Safety and Maintenance Support,2023-02-21,41.1,7.93,577.69,6.07,Windy,Equipment_C,9,4.15,1,2023-01-01 13:37:00,2
C-0050,Communication and Coordination,2023-06-27,86.02,43.75,489.51,1.97,Cloudy,Equipment_C,3,13.79,0,2023-01-01 17:37:00,3
C-0051,Baggage and Cargo Handling,2023-02-10,21.08,52.0,575.31,2.69,Sunny,Equipment_D,6,19.56,0,2023-01-01 12:40:00,1
C-0052,Baggage and Cargo Handling,2023-02-15,48.63,11.39,592.01,4.25,Windy,Equipment_C,8,2.26,1,2023-01-01 16:20:00,4
C-0053,Communication and Coordination,2023-05-13,33.18,29.35,592.72,5.04,Windy,Equipment_D,3,8.19,0,2023-01-01 11:02:00,2
C-0054,Aircraft Servicing,2023-02-24,67.79,6.78,569.84,9.56,Cloudy,Equipment_B,4,12.89,1,2023-01-01 17:40:00,2
C-0055,Aircraft Servicing,2023-01-22,112.58,46.02,562.07,5.97,Cloudy,Equipment_C,4,15.32,1,2023-01-01 04:42:00,3
C-0056,Baggage and Cargo Handling,2023-09-04,28.5,33.27,504.26,2.49,Windy,Equipment_B,7,9.54,0,2023-01-01 23:38:00,3
C-0057,Aircraft and Passenger Operations,2023-04-23,78.81,36.24,571.61,2.61,Rainy,Equipment_A,2,13.33,0,2023-01-01 03:49:00,2
C-0058,Aircraft Servicing,2023-12-07,98.62,30.8,489.89,4.59,Cloudy,Equipment_C,7,1.46,0,2023-01-01 02:51:00,3
C-0059,Emergency and Contingency Tasks,2023-06-08,106.37,21.05,499.73,4.68,Rainy,Equipment_B,1,18.0,1,2023-01-01 09:45:00,4
C-0060,Emergency and Contingency Tasks,2023-06-28,59.73,8.44,485.12,9.95,Windy,Equipment_A,2,15.21,1,2023-01-01 06:57:00,4
C-0061,Aircraft and Passenger Operations,2023-09-13,100.82,6.93,504.24,1.55,Sunny,Equipment_D,6,12.95,0,2023-01-01 03:27:00,2
C-0062,Aircraft and Passenger Operations,2023-11-22,93.44,47.9,500.46,2.1,Cloudy,Equipment_A,8,7.6,1,2023-01-01 15:43:00,1
C-0063,Equipment Operation and Maintenance,2023-06-30,77.62,45.68,509.78,5.01,Rainy,Equipment_A,7,17.42,1,2023-01-01 02:24:00,1
C-0064,Emergency and Contingency Tasks,2023-05-14,79.77,49.25,508.19,4.67,Rainy,Equipment_C,3,13.04,1,2023-01-01 06:11:00,3
C-0065,Emergency and Contingency Tasks,2023-09-09,18.24,56.32,528.39,5.17,Cloudy,Equipment_A,3,5.5,1,2023-01-01 15:31:00,4
C-0066,Safety and Maintenance Support,2023-08-15,115.28,20.01,566.78,1.25,Rainy,Equipment_B,2,7.51,1,2023-01-01 07:33:00,1
C-0067,Emergency and Contingency Tasks,2023-06-28,87.03,13.48,582.0,6.47,Sunny,Equipment_C,1,16.36,0,2023-01-01 22:00:00,1
C-0068,Equipment Operation and Maintenance,2023-02-02,30.74,23.44,532.33,7.46,Cloudy,Equipment_C,3,5.01,1,2023-01-01 20:09:00,2
C-0069,Safety and Maintenance Support,2023-03-19,91.62,18.22,519.75,9.27,Windy,Equipment_B,4,5.1,1,2023-01-01 21:51:00,4
C-0070,Aircraft Servicing,2023-08-25,10.04,13.13,572.03,6.02,Cloudy,Equipment_D,3,11.82,0,2023-01-01 21:51:00,1
C-0071,Communication and Coordination,2023-05-09,60.28,15.48,509.81,9.08,Cloudy,Equipment_D,5,1.81,0,2023-01-01 22:22:00,2
C-0072,Baggage and Cargo Handling,2023-02-02,50.4,52.69,553.65,2.89,Cloudy,Equipment_D,5,9.45,1,2023-01-01 16:06:00,2
C-0073,Communication and Coordination,2023-01-15,88.18,28.69,596.7,8.01,Cloudy,Equipment_D,1,8.52,1,2023-01-01 00:38:00,1
C-0074,Aircraft Servicing,2023-11-08,23.83,48.32,537.91,8.37,Cloudy,Equipment_A,2,16.53,0,2023-01-01 22:34:00,2
C-0075,Communication and Coordination,2023-07-24,78.2,15.21,488.53,3.67,Cloudy,Equipment_B,2,3.75,1,2023-01-01 23:09:00,1
C-0076,Baggage and Cargo Handling,2023-04-17,33.62,14.22,515.72,7.18,Sunny,Equipment_C,6,15.61,1,2023-01-01 02:34:00,2
C-0077,Aircraft Servicing,2023-10-06,66.2,7.86,567.12,3.39,Sunny,Equipment_B,3,18.87,0,2023-01-01 09:40:00,3
C-0078,Safety and Maintenance Support,2023-03-07,40.36,25.9,555.22,5.3,Windy,Equipment_B,1,12.64,0,2023-01-01 09:07:00,4
C-0079,Baggage and Cargo Handling,2023-03-13,80.69,48.07,532.76,3.33,Sunny,Equipment_B,4,13.97,0,2023-01-01 22:18:00,2
C-0080,Communication and Coordination,2023-09-03,16.2,20.13,556.48,2.96,Cloudy,Equipment_A,3,19.98,0,2023-01-01 14:38:00,1
C-0081,Emergency and Contingency Tasks,2023-06-05,98.35,18.7,551.29,1.76,Windy,Equipment_B,5,7.38,1,2023-01-01 19:15:00,2
C-0082,Baggage and Cargo Handling,2023-09-13,68.57,41.69,519.25,9.81,Sunny,Equipment_B,9,11.94,0,2023-01-01 09:45:00,3
C-0083,Equipment Operation and Maintenance,2023-02-28,37.85,40.88,542.23,4.64,Rainy,Equipment_B,3,9.9,0,2023-01-01 17:21:00,1
C-0084,Equipment Operation and Maintenance,2023-10-04,84.5,46.96,514.93,7.1,Sunny,Equipment_A,3,14.82,0,2023-01-01 08:50:00,1
C-0085,Aircraft Servicing,2023-08-01,114.59,40.95,488.55,7.31,Cloudy,Equipment_B,7,13.17,1,2023-01-02 00:00:00,2
C-0086,Equipment Operation and Maintenance,2023-08-24,78.4,11.88,556.98,2.93,Windy,Equipment_D,2,17.69,1,2023-01-01 17:47:00,1
C-0087,Emergency and Contingency Tasks,2023-10-04,111.37,34.68,573.39,1.91,Cloudy,Equipment_C,5,6.38,1,2023-01-01 03:58:00,3
C-0088,Emergency and Contingency Tasks,2023-10-17,96.28,30.49,589.58,3.72,Cloudy,Equipment_B,4,2.17,1,2023-01-01 08:55:00,2
C-0089,Communication and Coordination,2023-07-25,65.22,7.67,550.17,6.05,Windy,Equipment_D,8,5.02,1,2023-01-01 19:49:00,4
C-0090,Equipment Operation and Maintenance,2023-06-07,95.37,35.57,551.08,9.25,Rainy,Equipment_A,5,13.3,1,2023-01-01 00:46:00,1
C-0091,Baggage and Cargo Handling,2023-07-13,111.96,12.34,497.92,4.69,Cloudy,Equipment_C,9,9.88,0,2023-01-01 20:24:00,3
C-0092,Communication and Coordination,2023-09-23,16.88,17.41,524.77,8.82,Windy,Equipment_B,9,2.54,0,2023-01-01 04:17:00,4
C-0093,Emergency and Contingency Tasks,2023-04-12,28.79,48.7,596.11,4.46,Sunny,Equipment_A,9,8.33,0,2023-01-01 07:35:00,2
C-0094,Safety and Maintenance Support,2023-06-05,59.41,48.01,503.12,6.88,Rainy,Equipment_A,5,17.7,0,2023-01-01 03:19:00,4
C-0095,Safety and Maintenance Support,2023-03-19,116.37,35.28,597.43,8.47,Windy,Equipment_D,3,18.03,1,2023-01-01 01:37:00,2
C-0096,Safety and Maintenance Support,2023-01-14,31.49,43.47,581.34,3.43,Sunny,Equipment_C,8,7.61,0,2023-01-01 20:28:00,2
C-0097,Aircraft and Passenger Operations,2023-10-06,27.56,52.02,597.23,1.35,Sunny,Equipment_A,1,11.97,0,2023-01-01 14:31:00,2
C-0098,Equipment Operation and Maintenance,2023-10-25,90.55,38.27,549.57,7.69,Sunny,Equipment_C,1,19.61,1,2023-01-01 19:57:00,4
C-0099,Emergency and Contingency Tasks,2023-07-11,108.95,45.73,568.05,1.01,Rainy,Equipment_D,9,6.4,1,2023-01-01 15:31:00,1
C-0100,Equipment Operation and Maintenance,2023-01-11,76.14,18.27,499.81,2.73,Windy,Equipment_C,5,18.26,0,2023-01-01 03:56:00,4
C-0101,Baggage and Cargo Handling,2023-06-01,32.73,6.38,517.54,2.98,Rainy,Equipment_C,3,16.67,1,2023-01-01 00:25:00,3
C-0102,Emergency and Contingency Tasks,2023-07-20,87.71,56.68,483.54,9.75,Windy,Equipment_C,3,11.74,1,2023-01-01 03:57:00,1
C-0103,Baggage and Cargo Handling,2023-06-12,85.49,10.45,487.09,4.45,Cloudy,Equipment_A,5,4.37,0,2023-01-01 12:33:00,1
C-0104,Safety and Maintenance Support,2023-10-06,46.06,46.0,563.29,3.98,Sunny,Equipment_A,5,8.75,1,2023-01-01 17:24:00,4
C-0105,Emergency and Contingency Tasks,2023-05-04,58.73,59.4,593.53,6.62,Sunny,Equipment_C,6,4.92,0,2023-01-01 05:16:00,1
C-0106,Emergency and Contingency Tasks,2023-07-13,22.39,28.61,513.08,2.99,Cloudy,Equipment_A,3,19.15,1,2023-01-01 12:34:00,1
C-0107,Aircraft and Passenger Operations,2023-09-24,69.31,9.79,561.78,1.1,Cloudy,Equipment_B,5,3.36,0,2023-01-01 21:35:00,3
C-0108,Safety and Maintenance Support,2023-11-27,36.7,52.96,587.41,8.11,Windy,Equipment_A,2,15.61,0,2023-01-01 03:06:00,1
C-0109,Communication and Coordination,2023-08-11,70.41,49.06,543.72,7.29,Windy,Equipment_D,4,16.94,1,2023-01-01 09:29:00,3
C-0110,Safety and Maintenance Support,2023-10-23,45.31,42.38,497.04,3.97,Cloudy,Equipment_C,8,15.13,0,2023-01-01 20:46:00,2
C-0111,Safety and Maintenance Support,2023-01-02,89.63,21.59,485.23,1.6,Windy,Equipment_D,2,1.44,0,2023-01-01 05:22:00,2
C-0112,Safety and Maintenance Support,2023-02-16,34.85,46.37,481.99,6.3,Sunny,Equipment_C,3,17.21,1,2023-01-01 17:46:00,1
C-0113,Safety and Maintenance Support,2023-06-24,117.62,31.66,524.44,2.87,Windy,Equipment_C,9,1.18,1,2023-01-01 09:08:00,4
C-0114,Communication and Coordination,2023-01-24,108.68,34.87,526.58,6.75,Cloudy,Equipment_A,7,5.17,1,2023-01-01 10:07:00,4
C-0115,Communication and Coordination,2023-01-13,82.42,26.09,593.46,2.99,Windy,Equipment_A,8,15.49,1,2023-01-01 17:48:00,4
C-0116,Equipment Operation and Maintenance,2023-07-30,59.73,23.76,491.72,8.96,Windy,Equipment_D,6,5.06,1,2023-01-01 12:35:00,3
C-0117,Baggage and Cargo Handling,2023-12-12,67.5,24.59,488.28,9.18,Rainy,Equipment_C,3,8.99,0,2023-01-01 11:16:00,2
C-0118,Emergency and Contingency Tasks,2023-09-05,86.29,47.89,544.52,5.2,Rainy,Equipment_B,2,4.78,0,2023-01-01 22:41:00,2
C-0119,Communication and Coordination,2023-05-13,30.95,38.35,557.77,3.52,Windy,Equipment_C,1,1.03,0,2023-01-01 09:15:00,4
C-0120,Equipment Operation and Maintenance,2023-12-28,52.14,51.48,563.3,3.83,Cloudy,Equipment_B,1,18.13,0,2023-01-01 09:18:00,2
C-0121,Communication and Coordination,2023-02-14,79.64,27.46,542.04,8.87,Windy,Equipment_B,8,16.45,0,2023-01-01 00:07:00,3
C-0122,Safety and Maintenance Support,2023-09-19,119.27,42.86,584.72,9.6,Windy,Equipment_B,1,3.6,0,2023-01-01 01:17:00,1
C-0123,Equipment Operation and Maintenance,2023-06-06,45.18,53.53,487.45,4.15,Windy,Equipment_A,1,18.78,1,2023-01-01 02:26:00,2
C-0124,Aircraft Servicing,2023-02-05,51.74,54.5,560.74,2.92,Cloudy,Equipment_D,6,15.45,0,2023-01-01 16:58:00,1
C-0125,Safety and Maintenance Support,2023-04-03,53.77,41.12,592.61,1.65,Sunny,Equipment_C,5,8.51,0,2023-01-01 20:18:00,4
C-0126,Baggage and Cargo Handling,2023-04-08,118.87,59.02,492.52,7.52,Cloudy,Equipment_C,1,12.81,1,2023-01-01 07:27:00,4
C-0127,Safety and Maintenance Support,2023-12-17,112.91,11.02,573.05,7.35,Cloudy,Equipment_B,6,8.31,0,2023-01-01 17:42:00,1
C-0128,Safety and Maintenance Support,2023-05-24,30.62,14.19,518.45,5.96,Rainy,Equipment_C,3,2.21,1,2023-01-02 00:00:00,1
C-0129,Emergency and Contingency Tasks,2023-11-30,14.5,47.45,484.56,8.1,Sunny,Equipment_A,2,10.48,1,2023-01-01 02:44:00,2
C-0130,Safety and Maintenance Support,2023-11-11,70.63,40.65,543.52,7.92,Cloudy,Equipment_C,3,10.43,0,2023-01-01 12:50:00,3
C-0131,Safety and Maintenance Support,2023-05-20,87.64,51.13,554.82,3.14,Rainy,Equipment_C,6,12.14,1,2023-01-01 14:25:00,3
C-0132,Baggage and Cargo Handling,2023-05-29,98.31,59.43,567.39,9.03,Windy,Equipment_B,1,3.24,1,2023-01-01 10:39:00,3
C-0133,Aircraft Servicing,2023-09-12,98.09,36.05,554.71,1.78,Cloudy,Equipment_C,9,18.89,0,2023-01-01 18:52:00,1
C-0134,Aircraft Servicing,2023-04-25,72.16,53.17,500.62,7.97,Cloudy,Equipment_B,1,14.43,0,2023-01-01 06:19:00,4
C-0135,Aircraft and Passenger Operations,2023-07-23,53.54,8.47,537.87,1.59,Cloudy,Equipment_B,3,4.77,0,2023-01-01 05:35:00,1
C-0136,Emergency and Contingency Tasks,2023-06-01,32.03,55.66,502.73,6.52,Sunny,Equipment_B,7,19.2,0,2023-01-01 14:48:00,1
C-0137,Safety and Maintenance Support,2023-12-23,55.02,23.12,484.97,1.67,Cloudy,Equipment_C,4,1.15,1,2023-01-01 03:57:00,2
C-0138,Safety and Maintenance Support,2023-12-15,33.91,54.26,502.34,9.68,Sunny,Equipment_B,3,13.15,0,2023-01-01 09:38:00,1
C-0139,Equipment Operation and Maintenance,2023-12-20,78.32,18.64,518.92,3.64,Cloudy,Equipment_A,5,17.01,0,2023-01-01 12:48:00,1
C-0140,Emergency and Contingency Tasks,2023-09-06,25.92,54.97,565.52,7.15,Cloudy,Equipment_D,7,9.18,1,2023-01-01 00:31:00,1
C-0141,Communication and Coordination,2023-11-15,36.41,11.81,503.78,2.37,Rainy,Equipment_C,2,9.35,1,2023-01-01 22:36:00,3
C-0142,Aircraft and Passenger Operations,2023-12-16,102.3,57.98,516.78,7.52,Rainy,Equipment_A,9,1.35,0,2023-01-01 03:56:00,3
C-0143,Safety and Maintenance Support,2023-04-10,15.43,30.72,518.72,9.23,Sunny,Equipment_B,5,9.36,0,2023-01-01 09:25:00,2
C-0144,Equipment Operation and Maintenance,2023-08-04,86.95,39.99,596.74,3.42,Windy,Equipment_A,4,15.67,0,2023-01-01 15:57:00,1
C-0145,Aircraft Servicing,2023-11-07,93.38,16.23,591.6,3.45,Windy,Equipment_B,7,4.35,1,2023-01-01 05:53:00,3
C-0146,Baggage and Cargo Handling,2023-11-16,38.77,58.14,533.79,4.53,Sunny,Equipment_B,9,6.84,0,2023-01-01 07:06:00,2
C-0147,Aircraft Servicing,2023-05-27,32.88,39.92,594.12,9.73,Windy,Equipment_C,2,4.02,0,2023-01-01 07:38:00,3
C-0148,Baggage and Cargo Handling,2023-09-15,59.57,38.68,482.05,9.03,Cloudy,Equipment_A,3,19.96,1,2023-01-01 09:16:00,1
C-0149,Aircraft and Passenger Operations,2023-10-04,27.59,49.94,520.9,9.0,Rainy,Equipment_B,2,2.46,0,2023-01-01 06:10:00,2
C-0150,Equipment Operation and Maintenance,2023-09-15,87.1,59.39,513.7,2.49,Rainy,Equipment_A,7,3.63,0,2023-01-01 09:06:00,4
C-0151,Aircraft and Passenger Operations,2023-07-23,52.29,39.45,513.38,8.32,Sunny,Equipment_D,2,15.81,1,2023-01-01 20:58:00,2
C-0152,Safety and Maintenance Support,2023-06-09,100.71,50.11,569.99,2.57,Cloudy,Equipment_C,7,11.12,1,2023-01-01 11:14:00,4
C-0153,Emergency and Contingency Tasks,2023-02-02,97.76,44.94,494.76,7.34,Cloudy,Equipment_A,8,16.87,1,2023-01-01 21:10:00,1
C-0154,Aircraft Servicing,2023-08-14,109.74,18.07,573.39,1.06,Windy,Equipment_C,2,7.91,1,2023-01-01 23:49:00,3
C-0155,Baggage and Cargo Handling,2023-02-06,57.04,24.1,579.22,8.87,Sunny,Equipment_B,3,5.25,0,2023-01-01 01:25:00,2
C-0156,Emergency and Contingency Tasks,2023-03-18,93.59,50.67,555.4,3.59,Sunny,Equipment_B,4,5.54,1,2023-01-01 06:57:00,1
C-0157,Communication and Coordination,2023-08-31,13.91,12.79,534.44,9.39,Cloudy,Equipment_D,5,17.68,1,2023-01-01 18:05:00,4
C-0158,Aircraft and Passenger Operations,2023-01-08,10.49,39.55,596.12,2.18,Rainy,Equipment_A,2,19.48,1,2023-01-01 09:41:00,4
C-0159,Aircraft Servicing,2023-05-27,44.97,16.34,549.4,9.28,Rainy,Equipment_C,8,2.96,0,2023-01-01 08:15:00,3
C-0160,Baggage and Cargo Handling,2023-08-13,52.61,53.09,557.04,7.11,Windy,Equipment_D,6,3.46,1,2023-01-01 20:50:00,3
C-0161,Equipment Operation and Maintenance,2023-10-28,60.12,21.72,570.06,3.02,Rainy,Equipment_D,8,8.56,1,2023-01-01 03:02:00,2
C-0162,Aircraft Servicing,2023-07-17,104.39,32.3,590.53,9.95,Windy,Equipment_D,8,18.08,0,2023-01-01 15:13:00,4
C-0163,Communication and Coordination,2023-08-18,48.47,53.42,488.66,8.78,Sunny,Equipment_A,8,12.17,0,2023-01-01 20:00:00,2
C-0164,Emergency and Contingency Tasks,2023-05-18,96.38,35.81,484.29,7.95,Rainy,Equipment_B,5,14.15,1,2023-01-01 00:15:00,3
C-0165,Aircraft Servicing,2023-07-11,21.17,46.68,538.07,2.62,Rainy,Equipment_D,6,9.27,1,2023-01-01 06:25:00,1
C-0166,Emergency and Contingency Tasks,2023-03-15,14.57,13.71,552.38,1.22,Windy,Equipment_D,8,3.15,0,2023-01-01 09:11:00,4
C-0167,Baggage and Cargo Handling,2023-01-12,119.72,50.81,586.03,2.53,Windy,Equipment_D,4,7.32,1,2023-01-01 23:01:00,2
C-0168,Communication and Coordination,2023-10-09,23.35,53.86,499.74,4.61,Sunny,Equipment_A,5,9.71,0,2023-01-01 08:32:00,4
C-0169,Safety and Maintenance Support,2023-09-02,63.48,14.92,557.82,4.63,Sunny,Equipment_C,2,7.12,0,2023-01-01 23:16:00,4
C-0170,Aircraft and Passenger Operations,2023-09-13,57.73,46.8,568.06,6.78,Windy,Equipment_A,5,5.94,0,2023-01-01 21:09:00,1
C-0171,Emergency and Contingency Tasks,2023-10-24,99.34,16.12,484.48,6.09,Sunny,Equipment_D,3,17.38,0,2023-01-01 13:42:00,3
C-0172,Aircraft Servicing,2023-09-20,106.73,22.05,514.61,7.08,Cloudy,Equipment_A,4,13.7,1,2023-01-01 13:14:00,4
C-0173,Aircraft and Passenger Operations,2023-02-01,113.1,27.37,582.87,5.05,Rainy,Equipment_D,4,10.78,0,2023-01-01 01:39:00,2
C-0174,Safety and Maintenance Support,2023-08-27,74.66,41.79,501.38,6.6,Rainy,Equipment_D,1,1.14,1,2023-01-01 18:42:00,2
C-0175,Equipment Operation and Maintenance,2023-04-10,63.79,12.46,567.27,1.65,Windy,Equipment_C,9,11.83,0,2023-01-01 06:12:00,2
C-0176,Aircraft and Passenger Operations,2023-04-16,71.71,43.67,482.37,9.99,Windy,Equipment_A,6,16.73,0,2023-01-01 21:52:00,3
C-0177,Communication and Coordination,2023-06-26,61.94,19.11,523.66,3.66,Windy,Equipment_A,2,18.27,0,2023-01-01 02:06:00,2
C-0178,Aircraft Servicing,2023-11-01,113.21,34.98,545.84,3.55,Rainy,Equipment_C,7,3.91,0,2023-01-01 23:46:00,3
C-0179,Safety and Maintenance Support,2023-01-30,83.34,8.17,586.46,1.01,Cloudy,Equipment_C,6,19.79,1,2023-01-01 14:42:00,2
C-0180,Equipment Operation and Maintenance,2023-04-12,109.93,48.2,574.82,1.92,Windy,Equipment_A,6,17.2,0,2023-01-01 02:06:00,1
C-0181,Emergency and Contingency Tasks,2023-11-21,63.98,49.58,548.24,7.5,Rainy,Equipment_C,8,11.45,1,2023-01-01 07:47:00,4
C-0182,Emergency and Contingency Tasks,2023-05-16,67.82,49.84,493.2,2.85,Cloudy,Equipment_C,5,8.01,0,2023-01-01 07:48:00,2
C-0183,Emergency and Contingency Tasks,2023-06-03,62.64,13.93,498.13,4.91,Sunny,Equipment_D,1,4.43,0,2023-01-01 12:53:00,4
