crew_id,training_module,completion_date,score,feedback
C-024,Leadership Development,2023-10-19,94,Outstanding performance and engagement
C-024,Basic Safety Training,2023-11-16,74,Strong theoretical knowledge but requires practice
C-024,Advanced Technical Operations,2023-06-26,85,Good progress but needs more confidence
C-024,Team Building,2023-10-15,78,Excellent understanding of concepts
C-024,Team Building,2024-02-09,86,Good progress but needs more confidence
C-024,Risk Assessment,2023-01-13,91,Strong theoretical knowledge but requires practice
C-025,Basic Safety Training,2024-01-03,93,Outstanding performance and engagement
C-025,Risk Assessment,2024-03-08,87,Outstanding performance and engagement
C-025,Advanced Technical Operations,2023-04-11,96,Strong theoretical knowledge but requires practice
C-026,Risk Assessment,2024-03-04,78,Good progress but needs more confidence
C-026,Advanced Technical Operations,2023-01-25,93,Demonstrates great potential for advancement
C-026,Team Building,2023-10-26,100,Demonstrates great potential for advancement
C-026,Basic Safety Training,2024-02-04,77,Good progress but needs more confidence
C-026,Leadership Development,2023-03-03,74,Demonstrates great potential for advancement
C-027,Advanced Technical Operations,2023-11-06,99,Excellent understanding of concepts
C-027,Team Building,2023-09-25,93,Strong theoretical knowledge but requires practice
C-027,Team Building,2023-05-18,78,Strong theoretical knowledge but requires practice
C-027,Equipment Handling,2023-02-22,77,Needs improvement in practical application
C-027,Equipment Handling,2024-01-31,97,Strong theoretical knowledge but requires practice
C-027,Leadership Development,2023-05-12,75,Excellent understanding of concepts
C-027,Communication Workshop,2023-09-13,75,Good progress but needs more confidence
C-027,Leadership Development,2023-12-28,96,Needs improvement in practical application
C-028,Quality Management Systems,2023-02-15,76,Excellent understanding of concepts
C-028,Advanced Technical Operations,2023-07-08,80,Excellent understanding of concepts
C-028,Risk Assessment,2023-08-28,93,Excellent understanding of concepts
C-028,Basic Safety Training,2024-03-13,84,Strong theoretical knowledge but requires practice
C-029,Communication Workshop,2023-03-13,82,Outstanding performance and engagement
C-029,Team Building,2024-03-17,82,Outstanding performance and engagement
C-029,Equipment Handling,2023-07-18,73,Outstanding performance and engagement
C-029,Basic Safety Training,2024-01-25,90,Outstanding performance and engagement
C-029,Advanced Technical Operations,2023-08-15,78,Outstanding performance and engagement
C-030,Communication Workshop,2023-03-17,89,Demonstrates great potential for advancement
C-030,Risk Assessment,2024-01-08,88,Demonstrates great potential for advancement
C-030,Equipment Handling,2023-12-17,75,Strong theoretical knowledge but requires practice
C-031,Communication Workshop,2023-04-04,93,Outstanding performance and engagement
C-031,Team Building,2023-11-24,95,Outstanding performance and engagement
C-031,Leadership Development,2023-08-04,94,Demonstrates great potential for advancement
C-031,Risk Assessment,2023-04-22,82,Good progress but needs more confidence
C-031,Team Building,2023-04-06,98,Excellent understanding of concepts
C-031,Team Building,2023-05-08,80,Needs improvement in practical application
C-031,Team Building,2023-12-16,70,Good progress but needs more confidence
C-031,Leadership Development,2023-10-31,97,Outstanding performance and engagement
C-032,Leadership Development,2023-04-25,73,Good progress but needs more confidence
C-032,Emergency Response Protocol,2023-04-28,73,Demonstrates great potential for advancement
C-032,Equipment Handling,2023-08-06,72,Demonstrates great potential for advancement
C-032,Risk Assessment,2023-10-07,99,Needs improvement in practical application
C-032,Team Building,2023-10-09,71,Demonstrates great potential for advancement
C-032,Emergency Response Protocol,2023-04-06,88,Outstanding performance and engagement
C-032,Quality Management Systems,2023-12-13,75,Demonstrates great potential for advancement
C-033,Team Building,2024-02-23,100,Strong theoretical knowledge but requires practice
C-033,Team Building,2023-10-13,90,Outstanding performance and engagement
C-033,Team Building,2024-01-07,99,Demonstrates great potential for advancement
C-033,Emergency Response Protocol,2024-02-18,93,Good progress but needs more confidence
C-033,Quality Management Systems,2023-08-05,93,Strong theoretical knowledge but requires practice
C-033,Basic Safety Training,2023-04-27,90,Good progress but needs more confidence
C-034,Team Building,2023-06-16,88,Strong theoretical knowledge but requires practice
C-034,Emergency Response Protocol,2023-09-24,83,Demonstrates great potential for advancement
C-034,Basic Safety Training,2023-03-05,73,Demonstrates great potential for advancement
C-034,Leadership Development,2024-02-29,87,Demonstrates great potential for advancement
C-035,Risk Assessment,2024-03-17,85,Needs improvement in practical application
C-035,Equipment Handling,2023-01-08,85,Excellent understanding of concepts
C-035,Quality Management Systems,2023-11-11,84,Strong theoretical knowledge but requires practice
C-036,Communication Workshop,2023-07-17,92,Excellent understanding of concepts
C-036,Team Building,2023-06-21,95,Good progress but needs more confidence
C-036,Quality Management Systems,2024-02-14,78,Excellent understanding of concepts
C-036,Communication Workshop,2023-12-31,72,Strong theoretical knowledge but requires practice
C-036,Team Building,2023-06-28,74,Good progress but needs more confidence
C-037,Advanced Technical Operations,2023-06-20,89,Strong theoretical knowledge but requires practice
C-037,Emergency Response Protocol,2023-08-31,80,Demonstrates great potential for advancement
C-037,Advanced Technical Operations,2023-05-31,93,Needs improvement in practical application
C-037,Risk Assessment,2023-10-14,88,Needs improvement in practical application
C-037,Team Building,2024-03-04,100,Excellent understanding of concepts
C-037,Equipment Handling,2023-09-24,95,Good progress but needs more confidence
C-038,Basic Safety Training,2023-06-24,83,Demonstrates great potential for advancement
C-038,Team Building,2023-06-14,74,Excellent understanding of concepts
C-038,Basic Safety Training,2023-07-20,89,Demonstrates great potential for advancement
C-038,Leadership Development,2023-11-14,90,Outstanding performance and engagement
C-038,Quality Management Systems,2023-06-05,80,Needs improvement in practical application
C-038,Quality Management Systems,2023-12-08,77,Good progress but needs more confidence
C-038,Emergency Response Protocol,2024-03-11,100,Demonstrates great potential for advancement
C-039,Leadership Development,2023-01-22,97,Good progress but needs more confidence
C-039,Advanced Technical Operations,2023-09-14,94,Needs improvement in practical application
C-039,Equipment Handling,2023-12-05,93,Demonstrates great potential for advancement
C-039,Risk Assessment,2023-06-08,100,Demonstrates great potential for advancement
C-039,Communication Workshop,2024-03-12,93,Strong theoretical knowledge but requires practice
C-039,Equipment Handling,2023-01-19,97,Strong theoretical knowledge but requires practice
C-039,Emergency Response Protocol,2023-04-14,88,Strong theoretical knowledge but requires practice
C-040,Risk Assessment,2023-04-18,73,Good progress but needs more confidence
C-040,Emergency Response Protocol,2024-02-11,72,Good progress but needs more confidence
C-040,Basic Safety Training,2023-11-02,93,Outstanding performance and engagement
C-040,Risk Assessment,2023-04-16,89,Strong theoretical knowledge but requires practice
C-040,Team Building,2023-02-16,74,Strong theoretical knowledge but requires practice
C-040,Leadership Development,2023-10-12,88,Outstanding performance and engagement
C-040,Equipment Handling,2023-12-26,81,Strong theoretical knowledge but requires practice
C-041,Leadership Development,2023-12-20,79,Outstanding performance and engagement
C-041,Basic Safety Training,2023-01-26,72,Excellent understanding of concepts
C-041,Risk Assessment,2024-01-22,99,Strong theoretical knowledge but requires practice
C-041,Quality Management Systems,2024-03-01,82,Strong theoretical knowledge but requires practice
C-041,Advanced Technical Operations,2023-03-21,84,Strong theoretical knowledge but requires practice
C-041,Quality Management Systems,2023-05-24,70,Excellent understanding of concepts
C-041,Advanced Technical Operations,2024-01-25,98,Demonstrates great potential for advancement
C-042,Advanced Technical Operations,2023-10-28,98,Needs improvement in practical application
C-042,Team Building,2023-02-20,92,Excellent understanding of concepts
C-042,Emergency Response Protocol,2023-05-10,76,Outstanding performance and engagement
C-042,Basic Safety Training,2023-08-21,86,Outstanding performance and engagement
C-042,Advanced Technical Operations,2023-07-06,72,Good progress but needs more confidence
C-043,Leadership Development,2023-09-27,76,Demonstrates great potential for advancement
C-043,Equipment Handling,2023-11-30,96,Good progress but needs more confidence
C-043,Team Building,2024-01-04,96,Good progress but needs more confidence
C-044,Quality Management Systems,2023-07-15,91,Strong theoretical knowledge but requires practice
C-044,Team Building,2023-04-25,91,Outstanding performance and engagement
C-044,Leadership Development,2023-06-24,95,Demonstrates great potential for advancement
C-044,Emergency Response Protocol,2023-11-21,89,Demonstrates great potential for advancement
C-044,Leadership Development,2023-03-22,91,Outstanding performance and engagement
C-044,Leadership Development,2023-12-05,81,Good progress but needs more confidence
C-044,Team Building,2023-08-25,76,Good progress but needs more confidence
C-045,Leadership Development,2023-11-12,81,Outstanding performance and engagement
C-045,Communication Workshop,2023-08-31,99,Good progress but needs more confidence
C-045,Quality Management Systems,2023-04-20,80,Excellent understanding of concepts
C-045,Quality Management Systems,2023-01-09,95,Needs improvement in practical application
C-045,Team Building,2023-08-04,88,Good progress but needs more confidence
C-046,Basic Safety Training,2023-10-01,76,Good progress but needs more confidence
C-046,Risk Assessment,2024-01-13,72,Strong theoretical knowledge but requires practice
C-047,Leadership Development,2023-07-14,86,Strong theoretical knowledge but requires practice
C-047,Emergency Response Protocol,2023-01-03,100,Demonstrates great potential for advancement
C-047,Basic Safety Training,2023-03-08,90,Needs improvement in practical application
C-047,Team Building,2024-01-25,77,Excellent understanding of concepts
C-048,Risk Assessment,2023-06-02,78,Excellent understanding of concepts
C-048,Basic Safety Training,2023-07-21,77,Good progress but needs more confidence
C-048,Emergency Response Protocol,2023-09-22,81,Strong theoretical knowledge but requires practice
C-048,Leadership Development,2024-01-14,84,Strong theoretical knowledge but requires practice
C-049,Advanced Technical Operations,2023-10-15,99,Outstanding performance and engagement
C-049,Leadership Development,2024-03-23,75,Outstanding performance and engagement
C-049,Equipment Handling,2023-09-07,88,Good progress but needs more confidence
C-049,Leadership Development,2023-02-21,88,Outstanding performance and engagement
C-050,Basic Safety Training,2024-02-24,89,Demonstrates great potential for advancement
C-050,Quality Management Systems,2023-05-15,99,Strong theoretical knowledge but requires practice
C-050,Emergency Response Protocol,2023-06-12,83,Excellent understanding of concepts
C-050,Leadership Development,2023-10-06,86,Outstanding performance and engagement
C-051,Risk Assessment,2023-03-12,83,Strong theoretical knowledge but requires practice
C-051,Advanced Technical Operations,2024-03-03,76,Good progress but needs more confidence
C-051,Leadership Development,2023-02-25,78,Strong theoretical knowledge but requires practice
C-052,Communication Workshop,2023-01-01,74,Outstanding performance and engagement
C-052,Risk Assessment,2023-07-13,81,Needs improvement in practical application
C-052,Leadership Development,2023-08-06,73,Outstanding performance and engagement
C-052,Risk Assessment,2024-02-11,76,Excellent understanding of concepts
C-052,Quality Management Systems,2024-02-11,77,Excellent understanding of concepts
C-052,Quality Management Systems,2023-11-03,100,Excellent understanding of concepts
C-052,Equipment Handling,2023-08-02,80,Good progress but needs more confidence
C-052,Quality Management Systems,2024-02-11,82,Outstanding performance and engagement
C-053,Advanced Technical Operations,2023-01-06,88,Excellent understanding of concepts
C-053,Advanced Technical Operations,2023-07-14,89,Strong theoretical knowledge but requires practice
C-053,Communication Workshop,2024-01-20,85,Needs improvement in practical application
C-054,Equipment Handling,2023-04-23,86,Good progress but needs more confidence
C-054,Communication Workshop,2023-07-12,97,Strong theoretical knowledge but requires practice
C-054,Basic Safety Training,2023-10-20,85,Needs improvement in practical application
C-054,Basic Safety Training,2023-10-28,94,Needs improvement in practical application
C-054,Leadership Development,2023-01-20,81,Good progress but needs more confidence
C-054,Communication Workshop,2023-02-13,95,Outstanding performance and engagement
C-054,Advanced Technical Operations,2023-09-01,95,Demonstrates great potential for advancement
C-054,Equipment Handling,2023-10-05,78,Strong theoretical knowledge but requires practice
C-055,Leadership Development,2023-12-04,77,Needs improvement in practical application
C-055,Communication Workshop,2023-12-09,83,Outstanding performance and engagement
C-055,Leadership Development,2023-03-14,78,Demonstrates great potential for advancement
C-055,Team Building,2023-09-24,86,Strong theoretical knowledge but requires practice
C-056,Equipment Handling,2023-06-13,90,Excellent understanding of concepts
C-056,Risk Assessment,2023-05-09,73,Strong theoretical knowledge but requires practice
C-056,Communication Workshop,2023-07-26,70,Needs improvement in practical application
C-056,Communication Workshop,2023-01-10,95,Outstanding performance and engagement
C-057,Quality Management Systems,2023-06-04,74,Strong theoretical knowledge but requires practice
C-057,Emergency Response Protocol,2023-02-07,75,Outstanding performance and engagement
C-058,Risk Assessment,2023-10-31,99,Good progress but needs more confidence
C-058,Emergency Response Protocol,2023-06-17,79,Good progress but needs more confidence
C-058,Quality Management Systems,2023-05-02,78,Needs improvement in practical application
C-058,Leadership Development,2023-01-26,76,Good progress but needs more confidence
C-058,Communication Workshop,2023-02-07,89,Outstanding performance and engagement
C-058,Advanced Technical Operations,2023-04-03,97,Good progress but needs more confidence
C-059,Emergency Response Protocol,2023-02-02,79,Demonstrates great potential for advancement
C-059,Quality Management Systems,2023-05-20,85,Needs improvement in practical application
C-059,Team Building,2023-08-26,83,Demonstrates great potential for advancement
C-059,Emergency Response Protocol,2023-03-18,91,Outstanding performance and engagement
C-059,Equipment Handling,2023-05-08,74,Good progress but needs more confidence
C-059,Advanced Technical Operations,2023-12-26,82,Strong theoretical knowledge but requires practice
C-059,Leadership Development,2023-01-01,85,Excellent understanding of concepts
C-059,Communication Workshop,2023-05-31,79,Demonstrates great potential for advancement
C-060,Basic Safety Training,2023-05-10,94,Good progress but needs more confidence
C-060,Basic Safety Training,2023-12-08,83,Needs improvement in practical application
C-060,Communication Workshop,2023-06-19,73,Strong theoretical knowledge but requires practice
C-060,Risk Assessment,2023-04-08,94,Demonstrates great potential for advancement
C-060,Team Building,2023-10-19,83,Strong theoretical knowledge but requires practice
C-060,Equipment Handling,2023-09-17,95,Strong theoretical knowledge but requires practice
C-060,Equipment Handling,2023-03-04,81,Outstanding performance and engagement
C-060,Risk Assessment,2023-03-04,87,Excellent understanding of concepts
C-061,Leadership Development,2023-08-06,82,Demonstrates great potential for advancement
C-061,Quality Management Systems,2024-02-14,89,Good progress but needs more confidence
C-061,Quality Management Systems,2023-11-30,90,Demonstrates great potential for advancement
C-061,Emergency Response Protocol,2023-10-01,97,Strong theoretical knowledge but requires practice
C-061,Risk Assessment,2023-12-01,85,Needs improvement in practical application
C-061,Advanced Technical Operations,2023-06-09,78,Excellent understanding of concepts
C-062,Leadership Development,2023-02-11,90,Needs improvement in practical application
C-062,Risk Assessment,2023-05-21,85,Good progress but needs more confidence
C-062,Quality Management Systems,2023-11-11,90,Excellent understanding of concepts
C-062,Emergency Response Protocol,2024-02-03,70,Excellent understanding of concepts
C-062,Advanced Technical Operations,2023-08-30,82,Strong theoretical knowledge but requires practice
C-062,Advanced Technical Operations,2023-04-18,94,Outstanding performance and engagement
C-062,Risk Assessment,2023-08-24,92,Strong theoretical knowledge but requires practice
C-063,Equipment Handling,2023-08-31,73,Needs improvement in practical application
C-063,Team Building,2023-05-17,89,Excellent understanding of concepts
C-063,Advanced Technical Operations,2023-08-17,74,Outstanding performance and engagement
C-063,Risk Assessment,2023-06-15,73,Demonstrates great potential for advancement
C-063,Risk Assessment,2023-01-02,96,Good progress but needs more confidence
C-064,Leadership Development,2023-02-02,93,Strong theoretical knowledge but requires practice
C-064,Team Building,2024-02-22,76,Outstanding performance and engagement
C-064,Team Building,2023-11-07,83,Excellent understanding of concepts
C-064,Basic Safety Training,2023-06-07,74,Demonstrates great potential for advancement
C-064,Quality Management Systems,2024-02-11,84,Good progress but needs more confidence
C-064,Risk Assessment,2024-03-18,75,Good progress but needs more confidence
C-064,Equipment Handling,2023-02-03,91,Outstanding performance and engagement
C-065,Emergency Response Protocol,2023-12-27,98,Outstanding performance and engagement
C-065,Emergency Response Protocol,2023-09-17,94,Needs improvement in practical application
C-065,Leadership Development,2023-05-04,70,Excellent understanding of concepts
C-065,Team Building,2024-01-19,73,Good progress but needs more confidence
C-065,Risk Assessment,2023-08-17,76,Outstanding performance and engagement
C-065,Risk Assessment,2023-08-08,78,Needs improvement in practical application
C-065,Leadership Development,2023-03-23,82,Outstanding performance and engagement
C-066,Team Building,2023-05-05,90,Excellent understanding of concepts
C-066,Advanced Technical Operations,2023-06-03,98,Strong theoretical knowledge but requires practice
C-066,Leadership Development,2023-06-20,72,Excellent understanding of concepts
C-066,Leadership Development,2024-03-24,76,Strong theoretical knowledge but requires practice
C-066,Advanced Technical Operations,2023-10-09,99,Outstanding performance and engagement
C-066,Communication Workshop,2023-04-23,83,Outstanding performance and engagement
C-066,Communication Workshop,2023-04-23,91,Outstanding performance and engagement
C-066,Advanced Technical Operations,2023-11-03,88,Good progress but needs more confidence
C-067,Basic Safety Training,2023-03-09,79,Excellent understanding of concepts
C-067,Leadership Development,2023-01-04,77,Good progress but needs more confidence
C-067,Communication Workshop,2023-05-11,93,Demonstrates great potential for advancement
C-067,Communication Workshop,2023-08-09,96,Strong theoretical knowledge but requires practice
C-068,Leadership Development,2023-09-11,100,Good progress but needs more confidence
C-068,Advanced Technical Operations,2023-12-21,72,Good progress but needs more confidence
C-068,Team Building,2023-03-09,89,Outstanding performance and engagement
C-068,Communication Workshop,2023-10-02,78,Good progress but needs more confidence
C-068,Emergency Response Protocol,2023-07-30,87,Needs improvement in practical application
C-068,Emergency Response Protocol,2023-06-11,100,Outstanding performance and engagement
C-068,Equipment Handling,2023-08-24,75,Needs improvement in practical application
C-069,Communication Workshop,2023-05-14,83,Good progress but needs more confidence
C-069,Basic Safety Training,2023-12-10,95,Demonstrates great potential for advancement
C-069,Risk Assessment,2023-07-29,86,Demonstrates great potential for advancement
C-069,Communication Workshop,2024-01-07,85,Needs improvement in practical application
C-069,Risk Assessment,2023-06-23,99,Excellent understanding of concepts
C-069,Basic Safety Training,2023-07-06,87,Demonstrates great potential for advancement
C-069,Quality Management Systems,2023-08-23,80,Needs improvement in practical application
C-069,Basic Safety Training,2023-12-24,92,Needs improvement in practical application
C-070,Basic Safety Training,2023-06-11,81,Demonstrates great potential for advancement
C-070,Advanced Technical Operations,2023-05-13,71,Excellent understanding of concepts
C-070,Team Building,2023-01-24,98,Needs improvement in practical application
C-070,Advanced Technical Operations,2023-01-07,70,Needs improvement in practical application
C-070,Advanced Technical Operations,2023-09-21,72,Outstanding performance and engagement
C-070,Team Building,2024-02-13,85,Strong theoretical knowledge but requires practice
C-071,Advanced Technical Operations,2023-06-19,86,Needs improvement in practical application
C-071,Leadership Development,2023-11-23,95,Strong theoretical knowledge but requires practice
C-071,Communication Workshop,2023-06-08,86,Good progress but needs more confidence
C-071,Team Building,2023-03-30,83,Needs improvement in practical application
C-071,Quality Management Systems,2023-07-28,91,Demonstrates great potential for advancement
C-071,Communication Workshop,2023-06-14,80,Outstanding performance and engagement
C-072,Leadership Development,2023-02-11,71,Strong theoretical knowledge but requires practice
C-072,Communication Workshop,2024-01-07,87,Outstanding performance and engagement
C-073,Team Building,2023-11-09,94,Strong theoretical knowledge but requires practice
C-073,Communication Workshop,2023-09-13,93,Outstanding performance and engagement
C-073,Risk Assessment,2023-02-16,99,Demonstrates great potential for advancement
C-074,Equipment Handling,2023-07-06,96,Outstanding performance and engagement
C-074,Equipment Handling,2023-08-05,95,Excellent understanding of concepts
C-074,Basic Safety Training,2023-07-01,78,Excellent understanding of concepts
C-075,Team Building,2023-08-06,91,Demonstrates great potential for advancement
C-075,Advanced Technical Operations,2023-07-08,82,Excellent understanding of concepts
C-075,Team Building,2024-01-10,94,Good progress but needs more confidence
C-075,Communication Workshop,2023-06-03,95,Excellent understanding of concepts
C-075,Communication Workshop,2024-01-08,99,Demonstrates great potential for advancement
C-075,Team Building,2023-11-04,84,Excellent understanding of concepts
C-075,Risk Assessment,2023-07-17,87,Good progress but needs more confidence
C-075,Team Building,2024-03-20,73,Good progress but needs more confidence
C-076,Equipment Handling,2023-03-03,78,Good progress but needs more confidence
C-076,Advanced Technical Operations,2023-11-07,83,Good progress but needs more confidence
C-076,Equipment Handling,2024-03-15,78,Needs improvement in practical application
C-076,Equipment Handling,2023-07-07,100,Strong theoretical knowledge but requires practice
C-076,Emergency Response Protocol,2023-11-03,81,Excellent understanding of concepts
C-076,Advanced Technical Operations,2023-12-19,95,Outstanding performance and engagement
C-076,Risk Assessment,2023-04-12,81,Needs improvement in practical application
