crew_id,join_date,experience_years,technical_knowledge_score,safety_procedures_score,equipment_operation_score,communication_score,leadership_score,problem_solving_score,emergency_response_score,quality_control_score,team_collaboration_score
C-100,2023-11-29,7.089606756145184,65,73,70,83,67,66,70,94,61
C-101,2023-06-30,13.873743305930468,79,78,76,92,76,69,64,93,83
C-102,2023-09-22,7.359437577345821,63,76,87,60,98,98,91,90,100
C-103,2023-05-27,11.065730449524423,71,98,76,65,79,83,74,81,87
C-104,2023-01-10,4.998069722529491,78,81,85,86,96,87,92,80,62
C-105,2023-11-05,6.854611713369533,82,94,87,87,73,87,85,81,63
C-106,2023-02-17,6.659302671278108,64,88,69,87,100,83,74,62,94
C-107,2023-06-08,2.1366295632590604,84,75,86,93,96,100,67,81,75
C-108,2023-04-09,7.42685127824321,98,91,60,91,85,99,77,89,69
C-109,2023-01-18,7.5460963610080265,97,72,69,90,82,99,64,86,93
C-110,2023-07-31,0.8413853267985769,84,61,90,75,82,93,62,86,70
C-111,2023-06-02,6.747748071960725,88,90,92,67,63,60,95,99,80
C-112,2023-11-27,4.38376210817178,64,84,71,87,72,84,74,64,77
C-113,2023-07-05,5.099850981059871,93,93,84,62,95,68,84,73,84
C-114,2023-09-17,9.844704066414254,66,73,82,80,85,62,71,79,80
C-115,2023-06-10,3.0252918927050296,91,60,71,89,88,89,79,98,89
C-116,2023-09-11,3.988933403489725,72,94,72,65,73,72,62,63,68
C-117,2023-01-25,8.789080206953093,71,100,67,76,100,90,98,72,85
C-118,2023-07-18,13.255657730775981,71,96,61,61,73,72,73,72,88
C-119,2023-12-30,8.866536947463372,64,96,74,83,94,98,85,94,80
C-120,2023-10-30,7.7796088118797355,92,67,84,97,92,77,60,83,72
C-121,2023-02-13,9.689014966727054,97,93,90,72,60,60,94,96,68
C-122,2023-04-30,11.872601035411417,100,80,62,91,84,66,73,95,82
C-123,2023-03-21,11.518250756015947,70,83,62,91,61,87,60,84,98
C-124,2023-06-09,12.769186771727588,83,83,70,60,80,79,77,92,64
C-125,2023-04-30,4.8319314504103374,86,80,96,77,62,96,81,70,98
C-126,2023-02-26,7.031576183232272,100,88,61,98,67,69,91,97,93
C-127,2023-04-15,2.0161291744946768,71,80,74,96,88,92,83,88,88
C-128,2023-10-19,13.560842349701971,91,75,90,90,68,83,92,80,80
C-129,2023-01-26,10.334139592238156,78,70,94,83,62,93,84,89,68
C-130,2023-08-22,2.512701546032618,82,68,90,93,76,63,90,82,98
C-131,2023-11-22,7.188701016721145,74,94,73,85,89,93,74,98,82
C-132,2023-03-06,13.555582635324114,77,80,78,69,67,83,78,92,95
C-133,2023-06-14,11.529485539566446,65,87,72,97,83,80,86,74,93
C-134,2023-07-22,4.871107325468341,63,63,65,79,79,81,88,84,88
C-135,2023-07-11,12.806283663477283,63,70,88,75,63,67,72,94,61
C-136,2023-02-02,11.910384982852165,81,84,66,84,83,74,89,63,94
C-137,2023-12-18,2.053595248797014,86,69,95,67,89,62,91,79,80
C-138,2023-09-12,12.5267082762123,98,99,64,83,74,60,100,90,79
C-139,2023-01-22,14.430053144184368,61,61,99,87,73,81,74,100,95
C-140,2023-09-07,10.748728914936635,84,94,76,67,76,73,92,83,62
C-141,2023-09-14,14.705402946019012,98,92,73,83,91,77,89,77,66
C-142,2023-06-16,6.8590086667639945,68,87,89,72,94,96,62,66,66
C-143,2023-12-28,10.010189364640958,98,63,77,76,84,92,90,77,63
C-144,2023-11-19,4.467315378262701,97,69,78,61,84,80,84,100,95
C-145,2023-03-29,6.084715774103397,79,63,68,93,63,65,68,65,66
C-146,2023-01-21,1.5957657167128136,66,98,63,80,64,92,95,64,67
C-147,2023-06-17,0.8290009537236207,70,66,75,91,64,92,90,100,78
C-148,2023-04-16,11.738486751429482,96,79,85,93,71,78,75,69,96
C-149,2023-08-12,4.6419918511579175,85,73,95,70,72,92,90,74,82
C-150,2023-08-13,7.913096117972401,97,81,90,70,89,68,62,75,68
C-151,2023-04-04,10.02032217034215,99,74,61,84,83,70,86,89,83
C-152,2023-10-24,11.061573274818784,95,72,86,93,63,74,80,100,94
C-153,2023-10-06,11.761517105938161,65,96,100,100,78,85,100,86,75
C-154,2023-09-09,6.209842068347363,80,69,82,60,84,77,95,70,60
C-155,2023-05-24,6.850483569351794,70,80,80,88,60,79,90,75,83
C-156,2023-09-09,4.074817804918707,84,81,98,81,71,81,100,97,100
C-157,2023-08-10,9.700538005056968,81,93,90,63,88,66,92,91,77
C-158,2023-08-30,11.746597732287428,94,79,70,63,70,77,75,86,97
C-159,2023-06-26,3.794094240832366,97,84,65,82,81,86,71,90,71
C-160,2023-06-08,10.59137097351217,60,100,80,60,96,82,99,94,70
C-161,2023-06-17,11.29652769554383,86,66,80,83,65,96,88,98,83
C-162,2023-05-12,10.836194204055552,98,87,79,93,98,61,62,100,91
C-163,2023-12-07,12.372258318553994,76,89,92,62,81,64,62,76,67
C-164,2023-06-23,3.7125894977628358,88,69,76,83,97,91,76,99,84
C-165,2023-03-31,7.1896224093864864,100,68,92,74,60,96,82,64,87
C-166,2023-03-06,8.497973917760827,94,86,94,92,61,83,83,91,67
C-167,2023-05-25,9.27631210227747,91,91,61,75,77,84,75,62,88
C-168,2023-10-01,6.013981287623358,90,89,88,74,63,62,64,95,88
C-169,2023-04-11,12.236875543366457,65,89,69,85,98,94,60,87,92
C-170,2023-12-03,5.995889635401788,74,77,89,64,68,89,70,74,99
C-171,2023-10-26,4.580823360365154,69,99,95,92,89,91,85,93,61
C-172,2023-09-30,8.320461786337315,68,64,71,80,68,92,98,67,65
C-173,2023-06-04,2.1079242096321607,76,87,65,89,79,78,73,64,68
C-174,2023-02-14,13.642555643541742,80,66,71,74,82,61,61,77,90
C-175,2023-09-13,9.129368784821413,90,98,85,83,62,87,70,96,72
C-176,2023-09-25,3.5690054007790724,76,67,60,95,80,100,90,77,60
C-177,2023-02-28,9.346161383981183,75,89,65,83,93,90,76,96,93
C-178,2023-01-02,3.264788742662277,93,88,90,87,86,72,86,92,69
C-179,2023-04-10,7.768272441519153,83,81,74,60,100,65,63,74,95
C-180,2023-09-29,3.0641003707421226,79,74,68,84,72,91,81,62,85
C-181,2023-08-31,10.666603382364316,82,66,99,82,88,86,84,88,77
C-182,2023-09-16,10.066464589722573,79,71,61,90,96,92,61,61,93
C-183,2023-10-27,8.262023162966162,84,93,73,98,92,87,62,73,91
C-184,2023-04-19,3.852417551194939,64,62,95,92,98,70,94,79,92
C-185,2023-10-16,2.6100584914502796,84,67,91,74,79,71,62,65,83
C-186,2023-11-28,6.331061584931542,67,84,85,96,84,100,98,64,90
C-187,2023-05-12,7.503969866520226,90,91,83,89,90,88,70,67,79
C-188,2023-01-03,1.1445710916700693,66,72,94,80,63,91,82,67,86
C-189,2023-12-13,1.6867671541764622,67,96,60,88,63,86,66,94,88
C-190,2023-11-03,4.870894842067426,80,70,89,61,100,70,92,73,81
C-191,2023-12-23,3.798352257779256,60,98,80,90,90,89,97,63,79
C-192,2023-03-19,14.520152423797994,96,67,83,72,73,87,84,76,69
C-193,2023-09-27,3.9294866616317137,95,66,87,69,89,89,66,85,74
C-194,2023-09-08,6.839721838916342,91,64,69,84,77,81,89,60,87
C-195,2023-02-08,11.155280276062413,83,83,88,97,76,80,70,96,72
C-196,2023-10-31,6.825762500858123,93,84,89,100,94,68,64,60,77
C-197,2023-02-14,2.6201227071381394,60,63,98,90,76,85,90,60,81
C-198,2023-11-01,11.923549161530394,74,87,89,87,95,90,96,90,90
C-199,2023-07-05,3.1112812203999085,80,72,88,69,79,92,82,69,68
C-200,2024-01-01,4.325313116385706,71,95,73,74,92,99,69,64,75
C-201,2023-07-26,0.7175834578850706,95,81,74,95,70,85,74,96,61
C-202,2023-09-18,5.022809402415292,91,74,64,85,75,62,92,93,100
C-203,2023-07-07,6.622353208623183,84,68,87,81,73,85,62,99,63
C-204,2023-10-31,2.0032082466427776,78,85,86,60,96,94,72,83,92
C-205,2023-12-31,9.20711756928373,65,97,64,97,79,69,79,97,84
C-206,2023-08-12,3.343762475028495,84,62,78,92,67,86,67,67,79
C-207,2023-05-27,6.74921628629216,85,94,99,78,83,63,89,89,81
C-208,2023-07-16,10.710095140596191,91,73,60,79,73,68,78,86,82
C-209,2023-02-08,7.225424282466071,94,65,77,92,80,60,65,96,82
C-210,2023-07-16,9.077645696259673,60,82,64,80,76,81,86,74,90
C-211,2023-05-05,2.6345904897069734,67,100,70,69,89,66,83,78,81
C-212,2023-11-24,6.59295104067523,85,64,89,99,78,100,60,95,65
C-213,2023-03-29,7.2041087086071895,94,97,65,75,67,67,86,92,60
C-214,2023-04-18,1.6204968584740393,70,93,84,65,100,75,65,76,86
C-215,2023-10-16,6.953035178379074,94,74,73,100,93,69,91,71,94
C-216,2023-08-29,10.73326649402609,77,79,84,67,96,72,60,85,80
C-217,2023-01-08,2.794288773285966,89,78,87,68,63,72,77,60,94
C-218,2023-04-14,13.346807212473744,75,75,84,81,72,84,84,95,60
C-219,2023-05-11,10.612956477361285,83,100,67,90,60,71,67,90,99
C-220,2023-11-06,3.386602304079376,82,75,62,77,83,64,99,90,99
C-221,2023-01-27,13.364288927556505,71,77,84,75,81,95,64,77,80
C-222,2023-01-03,9.98838153667364,98,100,99,69,61,85,65,71,73
C-223,2023-12-18,14.358900569853457,79,69,75,80,86,78,68,66,61
C-224,2023-02-17,1.2443225962372377,96,88,67,82,100,69,62,65,94
C-225,2023-12-04,5.707441113555812,74,73,86,69,66,69,77,67,68
C-226,2023-03-30,14.021543206912074,96,83,68,74,96,82,100,83,96
C-227,2023-03-22,9.571915717924503,97,98,94,62,97,89,93,82,98
C-228,2023-11-11,1.1805601288077594,97,87,100,99,94,63,65,92,72
C-229,2023-06-08,10.443033082663652,96,93,91,97,81,61,62,98,66
C-230,2023-02-21,5.158751089093281,94,98,66,77,90,80,78,95,62
C-231,2023-12-01,9.154348760714978,62,99,93,63,63,78,69,77,83
C-232,2023-04-29,4.747365987317092,70,96,95,92,62,95,89,86,79
C-233,2023-04-02,3.1325667526509973,89,84,90,89,62,83,95,89,63
C-234,2023-02-11,10.71032550974517,80,100,98,89,61,100,72,74,63
C-235,2023-08-16,8.780975932577961,80,94,98,94,80,77,76,94,85
C-236,2023-12-02,11.387504529137294,66,88,88,98,100,83,90,82,89
C-237,2023-04-04,14.350083162056178,91,62,68,66,79,70,96,94,79
C-238,2023-01-15,10.342563435730849,72,69,77,62,79,78,69,94,85
C-239,2023-02-20,4.728218330917301,77,76,61,68,81,82,63,67,67
C-240,2023-08-22,13.262051370531521,93,100,93,96,87,87,70,81,88
C-241,2023-12-09,11.71450639850543,80,86,75,88,75,82,78,78,96
C-242,2023-09-20,11.406839754036016,97,76,83,96,89,61,88,75,60
C-243,2023-12-02,7.505859531488981,71,95,85,73,66,82,78,90,68
C-244,2023-12-17,4.0940340650100495,80,74,91,93,86,78,97,94,74
C-245,2023-06-10,14.901159643438245,72,99,64,76,71,64,72,60,73
C-246,2023-01-19,12.124520833608926,63,83,91,80,64,97,77,75,93
C-247,2023-03-13,12.8426946564398,69,83,87,77,74,88,96,74,76
C-248,2023-10-22,12.619204148569702,61,71,69,91,61,65,85,85,80
C-249,2023-11-20,11.957620030583218,75,76,86,75,77,86,98,92,91
C-250,2023-02-21,14.593095772113971,84,82,84,92,66,63,72,77,74
C-251,2023-01-19,7.57821527197624,92,95,94,98,91,62,62,85,78
C-252,2023-09-07,8.261500526623202,67,91,75,81,92,95,73,69,90
C-253,2023-08-24,14.070645143297947,97,66,99,72,63,63,64,67,60
C-254,2023-10-14,10.433623891508883,60,62,91,69,88,80,100,97,70
C-255,2023-03-13,3.098086176938591,93,96,66,90,86,87,88,78,68
C-256,2023-07-14,14.300441386656523,60,89,71,90,66,75,84,67,63
C-257,2023-04-28,6.105814063005105,96,100,90,63,99,77,100,89,63
C-258,2023-01-03,11.348184629070964,80,69,61,82,82,72,73,94,85
C-259,2023-06-27,6.979321209498831,99,93,68,84,67,68,66,88,93
C-260,2023-05-14,10.256543327919143,88,75,84,86,97,70,83,85,63
C-261,2023-04-21,8.262680775972736,76,65,85,66,89,86,69,68,65
C-262,2023-04-22,14.76884152235705,66,67,74,92,66,69,92,91,74
C-263,2023-08-07,11.245180668982952,85,62,96,81,99,97,84,69,94
C-264,2023-08-01,8.78372388712337,73,80,67,73,69,89,70,72,93
C-265,2023-04-09,1.8770207487648771,100,81,80,85,99,68,91,67,64
C-266,2023-07-23,4.516131922658681,74,70,66,95,80,85,62,93,79
C-267,2023-11-22,13.630119316098357,94,73,62,98,91,66,62,60,60
C-268,2023-11-04,11.625203925175084,72,70,93,84,80,66,95,92,86
C-269,2023-10-05,10.447199452101568,77,61,64,90,80,85,95,63,87
C-270,2023-04-15,13.063674864345133,97,63,97,63,74,94,95,66,86
C-271,2023-07-31,14.131198720466475,93,93,81,88,100,64,77,60,65
C-272,2023-08-19,7.954648685983094,94,73,68,97,69,90,98,78,76
C-273,2023-11-28,9.632687186531767,83,97,67,92,66,82,65,92,62
C-274,2023-09-08,8.932330001392634,75,90,62,89,64,78,66,69,98
C-275,2023-06-13,10.142606661889308,75,83,61,88,66,69,85,73,87
C-276,2023-04-01,0.8895182965839472,91,65,78,87,61,90,99,100,69
C-277,2023-07-17,5.807407001505276,100,63,97,60,68,91,87,61,66
C-278,2023-11-11,0.7804533497832169,89,61,85,65,77,67,76,72,72
C-279,2023-09-28,3.7505466064290296,86,82,75,87,84,92,61,87,65
C-280,2023-09-18,7.535936754840561,93,96,68,67,96,68,85,75,77
C-281,2023-12-26,9.329719056922391,80,61,91,77,89,71,63,63,87
C-282,2023-11-09,13.07974833528433,75,81,62,81,83,90,74,87,93
C-283,2023-12-16,5.566033225209814,87,91,74,82,70,95,96,69,95
C-284,2023-12-08,5.215132681232517,86,91,60,83,72,93,69,85,80
C-285,2023-02-17,10.704726576661129,63,89,96,88,88,100,62,73,87
C-286,2023-07-07,10.109598976915219,80,63,89,85,77,69,66,90,81
C-287,2023-02-22,0.6073457814056236,90,88,60,66,85,85,97,100,65
C-288,2023-06-08,14.519808856533793,86,78,99,67,76,83,90,60,64
C-289,2023-11-21,4.3850528356769924,72,73,75,85,75,96,92,89,62
C-290,2023-09-15,10.835664806786259,96,77,90,93,81,76,96,77,68
C-291,2023-07-19,6.88408215293732,94,77,82,75,61,90,94,66,70
C-292,2023-05-19,13.476320917919079,89,90,63,98,77,78,76,61,62
C-293,2023-02-11,11.290765244788968,83,86,60,93,82,95,66,60,94
C-294,2023-03-22,13.449594835201957,67,61,73,86,69,94,80,71,87
C-295,2023-11-18,5.819619841764345,73,86,76,61,65,69,64,69,64
C-296,2023-11-21,4.346768635316702,86,95,74,75,89,79,63,97,88
C-297,2023-01-07,13.217358162875872,83,85,77,79,75,94,99,70,81
C-298,2023-05-04,14.718233732466185,88,85,92,91,82,85,99,61,67
C-299,2023-12-17,11.94888950604077,98,68,70,88,91,70,77,85,85
C-300,2023-06-19,5.885351988300096,79,72,73,73,98,77,74,91,63
C-301,2023-09-17,7.530343343841055,78,95,91,98,77,81,96,77,72
C-302,2023-12-27,3.457415608834668,62,67,85,91,73,75,64,60,76
C-303,2023-09-13,7.609999788564101,68,85,80,93,66,66,99,98,100
C-304,2023-09-23,0.8966661166197183,89,84,98,84,94,81,97,92,69
C-305,2023-09-06,2.5231383828507603,91,93,95,97,86,89,65,64,68
C-306,2023-03-29,6.381580599995168,69,85,81,93,79,98,91,90,72
C-307,2023-03-14,7.856612504513155,67,76,90,88,87,62,88,80,68
C-308,2023-12-17,13.033018740416956,80,83,71,96,94,61,60,88,61
C-309,2023-06-23,4.370223523161796,78,99,80,69,82,84,89,98,97
C-310,2023-06-29,4.862686101147816,94,79,72,70,76,88,64,99,98
C-311,2023-11-04,9.481852503187978,77,94,69,100,60,79,65,91,79
C-312,2023-04-23,2.1957937438549893,69,72,90,66,61,98,93,82,62
C-313,2023-04-18,9.54756908026085,80,97,84,60,79,63,81,77,100
C-314,2023-12-17,8.262488266966972,86,75,69,73,77,67,86,64,98
C-315,2023-11-10,12.654304381976207,86,63,76,94,88,67,88,78,82
C-316,2023-07-20,9.076372004504295,65,89,63,72,87,81,79,88,100
C-317,2023-10-22,10.623586820016476,74,65,81,97,75,88,88,76,64
C-318,2023-05-26,10.511852663874413,95,82,86,100,92,75,76,68,71
C-319,2023-01-20,4.396622390719214,62,85,66,81,90,64,78,89,68
C-320,2023-11-23,12.133515325903542,60,65,73,84,78,70,83,66,95
C-321,2023-10-21,7.322827208073305,92,67,76,96,81,85,65,86,88
C-322,2023-01-28,10.136342018086525,100,99,80,99,71,62,68,71,86
C-323,2023-10-17,11.176453397000746,64,93,84,81,75,82,87,73,84
C-324,2023-06-18,14.918857776429476,79,77,61,83,73,66,92,89,67
C-325,2023-04-07,5.67323473524476,72,80,63,95,90,76,100,75,73
C-326,2023-03-13,7.908452276734921,83,97,81,93,67,78,84,91,61
C-327,2023-09-17,12.201907921888493,82,84,93,73,64,69,88,77,79
C-328,2023-11-25,9.744360730029511,75,61,99,72,69,66,86,73,60
C-329,2023-04-11,7.893722114908959,75,85,64,65,80,93,92,98,65
C-330,2023-07-27,6.51519131950295,60,89,93,96,79,69,76,72,78
C-331,2023-06-29,9.122504066252347,76,89,61,62,62,85,78,85,92
C-332,2023-10-05,11.341017327137312,99,99,97,87,72,86,62,66,65
C-333,2023-11-10,14.97063453301931,96,92,95,87,60,70,69,72,92
C-334,2023-03-07,2.999516800187743,60,95,75,64,82,93,73,95,93
C-335,2023-03-03,8.99946064201606,77,83,98,83,62,89,64,78,61
C-336,2023-12-05,12.024706041633841,63,98,66,68,66,68,64,89,98
C-337,2023-09-19,9.787060495611136,74,82,96,82,68,93,96,63,72
C-338,2023-01-25,13.876595282476547,63,81,77,93,98,88,86,62,74
C-339,2023-02-19,11.06253504366779,88,98,88,82,100,62,62,66,74
C-340,2023-07-12,3.0377271401358326,90,84,92,77,68,72,91,92,100
C-341,2023-09-14,11.146987622787094,83,93,91,76,86,92,86,73,78
C-342,2023-06-07,10.238954250601761,99,74,80,78,83,69,83,62,85
C-343,2023-02-11,13.608217422005142,66,63,62,78,99,76,71,66,66
C-344,2023-08-26,13.102062916562183,84,77,86,87,74,76,60,88,64
C-345,2023-08-11,12.904634138040597,60,96,64,96,94,73,62,79,60
C-346,2023-01-25,8.775953546329417,99,78,85,62,83,78,89,98,80
C-347,2023-08-02,13.500092226434093,63,62,70,61,80,79,81,100,92
C-348,2023-03-15,7.619920247283757,76,85,77,85,77,63,79,71,84
C-349,2023-06-02,14.424561725846424,62,65,66,66,80,67,66,83,84
C-350,2023-05-15,6.087860842778626,83,81,85,65,60,92,72,75,78
C-351,2023-04-20,5.913497719141995,69,86,78,68,60,88,90,91,90
C-352,2023-11-06,10.937239939677452,81,86,64,71,67,64,77,98,99
C-353,2023-06-15,4.684741415609422,89,91,63,77,93,64,82,64,91
C-354,2023-06-22,8.115305014397155,78,78,68,66,94,65,69,99,70
C-355,2023-12-01,10.950973764225983,77,75,99,90,90,82,80,85,68
C-356,2023-03-01,9.009405218971425,80,88,70,86,88,71,98,90,94
C-357,2023-09-22,12.001685651238729,66,72,91,83,75,88,66,74,95
C-358,2023-01-20,1.0883868600613227,63,72,65,87,69,99,98,95,68
C-359,2023-01-01,1.3948934304288063,63,84,70,60,83,87,75,77,97
C-360,2023-10-02,1.4352003807371894,79,63,76,69,75,88,98,79,94
C-361,2023-10-12,11.738876677457704,95,96,67,71,81,85,84,98,72
C-362,2023-09-28,5.343982233831402,81,100,91,97,63,88,100,82,80
C-363,2023-03-23,7.437053111063631,80,88,78,90,97,79,81,69,64
C-364,2023-01-04,9.904460244035072,86,62,99,67,75,63,87,86,97
C-365,2023-06-19,8.512764713763902,96,79,74,86,97,78,65,85,68
C-366,2023-07-03,6.2763605622607646,69,80,64,69,63,98,90,91,83
C-367,2023-01-01,12.430706818189908,95,85,81,77,75,62,91,69,87
C-368,2023-10-11,8.387226570220399,95,95,76,90,83,90,72,98,95
C-369,2023-07-18,4.674463872431518,85,68,81,71,78,60,62,89,97
C-370,2023-08-12,12.5572416198037,63,82,63,93,74,73,93,72,80
C-371,2023-08-14,4.873557251336803,73,78,65,88,64,66,75,91,72
