crew_id,date,task_completion_rate,quality_score,feedback_text
C-005,2023-09-03,77.76286760429394,75,Demonstrates excellent leadership qualities
C-005,2023-04-01,93.54359365347875,74,Could improve communication with team members
C-005,2023-11-03,81.82662444089412,96,Needs additional support with technical tasks
C-005,2023-10-09,88.22440873909139,91,Demonstrates excellent leadership qualities
C-006,2023-06-15,79.42154241895743,81,Consistently follows safety procedures
C-006,2023-09-04,94.99093811668082,100,Could improve communication with team members
C-006,2023-10-25,80.04040423612278,87,Required more training on equipment operation
C-006,2023-03-19,82.37297853274879,70,Could improve communication with team members
C-006,2023-01-25,79.55193566160489,85,Shows strong initiative in problem-solving
C-006,2023-01-02,84.99221112785007,96,Consistently follows safety procedures
C-007,2023-12-07,88.04519378230589,79,Needs additional support with technical tasks
C-007,2023-07-10,79.5372183727584,97,Could improve communication with team members
C-007,2023-03-19,78.8245142904436,77,Could improve communication with team members
C-007,2023-02-14,96.62388584004925,72,Consistently follows safety procedures
C-007,2024-03-11,78.33934594842775,98,Shows strong initiative in problem-solving
C-007,2023-01-08,97.66532195150734,80,Consistently follows safety procedures
C-008,2023-02-26,93.20741141734541,84,Could improve communication with team members
C-008,2024-03-21,86.95836700910615,100,Demonstrates excellent leadership qualities
C-008,2024-02-10,86.9043950521519,75,Required more training on equipment operation
C-008,2023-01-22,96.85244848592218,91,Shows strong initiative in problem-solving
C-008,2023-07-26,98.37360072681544,72,Shows strong initiative in problem-solving
C-008,2023-12-16,78.02288968226168,91,Consistently follows safety procedures
C-008,2023-11-01,95.16908914233852,94,Shows strong initiative in problem-solving
C-008,2024-01-14,99.49748986888183,72,Could improve communication with team members
C-008,2023-04-21,93.57487965737742,76,Could improve communication with team members
C-008,2023-11-05,95.80516836943717,84,Required more training on equipment operation
C-009,2023-12-22,86.69421305897541,94,Required more training on equipment operation
C-009,2023-10-20,89.56497158295251,82,Shows strong initiative in problem-solving
C-009,2023-12-20,91.63602501731786,90,Shows strong initiative in problem-solving
C-009,2023-05-28,84.84615005113412,74,Consistently follows safety procedures
C-009,2023-12-16,79.8188816998628,91,Required more training on equipment operation
C-009,2023-03-04,91.36390996531674,89,Needs additional support with technical tasks
C-009,2023-12-13,92.3747038014189,93,Could improve communication with team members
C-009,2023-09-09,88.27035424560133,94,Consistently follows safety procedures
C-009,2023-11-30,90.48218349042826,95,Required more training on equipment operation
C-010,2024-02-10,88.39152150871556,86,Required more training on equipment operation
C-010,2023-09-03,89.52042874510998,84,Shows strong initiative in problem-solving
C-010,2023-11-19,89.36180421645626,88,Required more training on equipment operation
C-010,2023-09-08,95.75571505256734,97,Consistently follows safety procedures
C-011,2023-01-28,96.43408710247188,90,Demonstrates excellent leadership qualities
C-011,2023-08-25,76.79624078015239,100,Required more training on equipment operation
C-011,2023-08-31,87.00122033227328,94,Shows strong initiative in problem-solving
C-012,2023-05-21,92.32410164476705,81,Shows strong initiative in problem-solving
C-012,2024-01-16,95.38657924718923,94,Consistently follows safety procedures
C-012,2023-09-09,97.77788025575016,89,Demonstrates excellent leadership qualities
C-012,2023-09-24,78.96985916001942,80,Could improve communication with team members
C-012,2023-02-01,94.80657762495136,70,Shows strong initiative in problem-solving
C-012,2023-03-25,77.17177510296429,89,Shows strong initiative in problem-solving
C-012,2023-10-20,94.17995047535297,74,Could improve communication with team members
C-012,2023-12-19,80.22900426054235,77,Needs additional support with technical tasks
C-012,2023-12-30,87.63738045390105,99,Needs additional support with technical tasks
C-013,2023-09-18,79.7714592637527,88,Needs additional support with technical tasks
C-013,2023-08-16,95.71170745675718,77,Needs additional support with technical tasks
C-013,2023-02-26,99.94023819536437,73,Required more training on equipment operation
C-014,2023-01-10,89.74171990375774,100,Demonstrates excellent leadership qualities
C-014,2023-08-03,90.71002598160764,85,Shows strong initiative in problem-solving
C-014,2023-11-25,98.1037273056933,87,Needs additional support with technical tasks
C-014,2023-02-06,81.1015017608029,86,Consistently follows safety procedures
C-014,2023-05-27,83.13212985675551,89,Demonstrates excellent leadership qualities
C-014,2023-09-08,77.46167652378004,88,Required more training on equipment operation
C-014,2023-05-16,85.02848438760395,93,Shows strong initiative in problem-solving
C-014,2023-07-15,99.14032037944443,79,Consistently follows safety procedures
C-014,2023-01-16,86.75066745450111,77,Demonstrates excellent leadership qualities
C-015,2023-01-20,83.19453550977026,74,Required more training on equipment operation
C-015,2023-12-31,76.92850916132191,73,Shows strong initiative in problem-solving
C-015,2023-07-29,87.49415931130616,77,Shows strong initiative in problem-solving
C-016,2024-02-03,80.46407791040744,84,Could improve communication with team members
C-016,2024-03-21,82.31905234550037,90,Consistently follows safety procedures
C-016,2023-02-23,77.45108747336448,96,Required more training on equipment operation
C-016,2023-07-04,77.23911045259014,79,Could improve communication with team members
C-016,2024-02-21,75.08941031399515,73,Needs additional support with technical tasks
C-016,2023-12-02,77.95728249294596,79,Could improve communication with team members
C-016,2023-06-10,98.71913558608716,87,Shows strong initiative in problem-solving
C-017,2023-07-18,77.03581403008847,71,Could improve communication with team members
C-017,2023-10-24,79.47417631636527,82,Demonstrates excellent leadership qualities
C-017,2023-12-05,96.70013971589331,99,Could improve communication with team members
C-017,2023-10-14,76.91018393573631,79,Could improve communication with team members
C-017,2023-06-23,76.93615834823564,84,Demonstrates excellent leadership qualities
C-017,2024-01-04,77.3556356875856,77,Required more training on equipment operation
C-017,2023-01-22,96.50203003597609,81,Demonstrates excellent leadership qualities
C-018,2023-02-17,80.91181200289375,86,Could improve communication with team members
C-018,2024-01-12,91.63861969883989,81,Required more training on equipment operation
C-018,2023-08-27,81.72301623387597,70,Consistently follows safety procedures
C-018,2023-03-15,93.11080027269584,90,Consistently follows safety procedures
C-018,2023-02-05,92.74693682905816,89,Shows strong initiative in problem-solving
C-018,2023-06-05,95.18607989325915,73,Needs additional support with technical tasks
C-018,2023-08-06,81.53442970380205,90,Consistently follows safety procedures
C-018,2024-01-12,92.10481166725057,76,Shows strong initiative in problem-solving
C-019,2023-03-24,76.64469699720021,73,Could improve communication with team members
C-019,2023-03-27,94.25322883903326,79,Could improve communication with team members
C-019,2023-09-19,95.69595031651572,92,Demonstrates excellent leadership qualities
C-020,2023-06-29,98.25018064735085,70,Consistently follows safety procedures
C-020,2023-05-02,82.94578446264954,93,Needs additional support with technical tasks
C-020,2023-02-04,84.76189752853082,83,Shows strong initiative in problem-solving
C-020,2023-12-22,96.81430276293116,86,Needs additional support with technical tasks
C-020,2023-12-10,85.70307830628421,71,Shows strong initiative in problem-solving
C-020,2023-05-04,76.35434558385971,96,Demonstrates excellent leadership qualities
C-020,2023-11-09,96.80562092298877,87,Required more training on equipment operation
C-020,2024-01-14,92.92927396531698,88,Could improve communication with team members
C-021,2024-02-22,89.0554065616617,91,Needs additional support with technical tasks
C-021,2023-09-03,86.32886145345,91,Required more training on equipment operation
C-021,2023-01-21,96.96537623971517,86,Shows strong initiative in problem-solving
C-021,2023-01-19,79.44405561070683,85,Could improve communication with team members
C-021,2023-03-14,99.25823312431554,92,Shows strong initiative in problem-solving
C-021,2023-02-07,89.47152853424144,75,Required more training on equipment operation
C-022,2024-01-22,90.33315536246056,74,Needs additional support with technical tasks
C-022,2024-03-11,75.84877589512678,97,Demonstrates excellent leadership qualities
C-022,2023-12-23,76.18718177180018,94,Needs additional support with technical tasks
C-022,2023-07-01,97.28463091360885,91,Demonstrates excellent leadership qualities
C-022,2023-09-26,82.22118166065395,96,Consistently follows safety procedures
C-022,2023-02-21,99.71000541863873,77,Could improve communication with team members
C-022,2023-11-07,87.8724088131838,96,Needs additional support with technical tasks
C-022,2023-07-27,79.43461077799599,86,Demonstrates excellent leadership qualities
C-022,2023-11-14,93.03902024278935,71,Consistently follows safety procedures
C-023,2023-11-24,93.30207834230244,94,Demonstrates excellent leadership qualities
C-023,2023-01-21,86.74457882513747,77,Needs additional support with technical tasks
C-023,2023-01-09,98.58595040383896,70,Demonstrates excellent leadership qualities
C-023,2024-03-23,80.53190018159,94,Consistently follows safety procedures
C-023,2023-05-17,86.76421018410643,78,Needs additional support with technical tasks
C-023,2023-04-02,84.19596251803094,73,Could improve communication with team members
C-023,2023-06-25,84.23773894851405,75,Needs additional support with technical tasks
C-023,2023-10-04,75.56656151284804,80,Shows strong initiative in problem-solving
C-023,2023-11-16,77.23487908806963,86,Could improve communication with team members
C-024,2023-02-03,83.22824112416666,79,Shows strong initiative in problem-solving
C-024,2024-02-12,94.90830416080502,77,Needs additional support with technical tasks
C-024,2023-01-07,96.40076790213945,100,Shows strong initiative in problem-solving
C-024,2023-04-21,77.27558866755255,100,Required more training on equipment operation
C-024,2023-05-25,84.76726721867581,95,Required more training on equipment operation
C-025,2023-12-21,82.81359238735162,80,Consistently follows safety procedures
C-025,2023-02-14,81.20012080093652,71,Could improve communication with team members
C-025,2024-03-11,97.93741904952915,100,Demonstrates excellent leadership qualities
C-025,2023-08-12,87.19137340358866,73,Shows strong initiative in problem-solving
C-025,2023-11-26,93.53198786926013,97,Needs additional support with technical tasks
C-026,2024-01-10,81.46877692739793,80,Could improve communication with team members
C-026,2023-03-14,81.30172723458143,95,Needs additional support with technical tasks
C-026,2023-02-27,82.3910639199911,95,Needs additional support with technical tasks
C-026,2023-10-11,93.48318884610549,74,Required more training on equipment operation
C-027,2023-06-21,93.81347607767084,74,Consistently follows safety procedures
C-027,2024-03-26,90.46817501682987,70,Needs additional support with technical tasks
C-027,2023-01-31,95.4480951024077,92,Demonstrates excellent leadership qualities
C-027,2024-03-10,93.90817343870822,98,Consistently follows safety procedures
C-027,2023-03-07,79.93399039988893,86,Required more training on equipment operation
C-027,2023-02-27,86.87804095883438,100,Could improve communication with team members
C-027,2023-12-07,86.5614844092715,95,Demonstrates excellent leadership qualities
C-027,2024-02-24,97.39870511707213,85,Could improve communication with team members
C-028,2023-12-31,82.57945617180378,71,Could improve communication with team members
C-028,2023-04-26,94.06153856067421,86,Shows strong initiative in problem-solving
C-028,2023-04-15,89.91892127208028,76,Could improve communication with team members
C-028,2023-01-07,93.16837494123489,73,Needs additional support with technical tasks
C-028,2023-11-05,87.4393713323924,76,Consistently follows safety procedures
C-028,2024-03-25,90.84162374617712,85,Shows strong initiative in problem-solving
C-029,2024-03-18,77.18660187578475,76,Needs additional support with technical tasks
C-029,2023-08-02,97.6780418161157,93,Consistently follows safety procedures
C-029,2023-07-21,81.5638662587274,81,Consistently follows safety procedures
C-029,2024-02-24,87.27865398354993,91,Shows strong initiative in problem-solving
C-029,2023-06-25,88.1002262707315,85,Required more training on equipment operation
C-029,2023-08-12,95.72905762323859,70,Could improve communication with team members
C-029,2023-02-19,98.53049478820631,72,Required more training on equipment operation
C-030,2023-09-10,76.08003662824882,74,Demonstrates excellent leadership qualities
C-030,2024-03-24,85.52180256921152,79,Shows strong initiative in problem-solving
C-030,2024-02-02,84.9082887832001,84,Shows strong initiative in problem-solving
C-030,2023-03-10,80.05577361670342,79,Could improve communication with team members
C-030,2023-03-07,81.12663377062361,82,Shows strong initiative in problem-solving
C-030,2023-02-16,75.39770737183,76,Could improve communication with team members
C-030,2023-01-31,83.40954811620333,99,Demonstrates excellent leadership qualities
C-030,2023-01-17,99.54900402888828,76,Consistently follows safety procedures
C-031,2023-12-08,92.82710990460518,73,Could improve communication with team members
C-031,2024-03-23,77.9574534459124,96,Consistently follows safety procedures
C-031,2023-10-10,91.37606552845897,100,Shows strong initiative in problem-solving
C-031,2023-04-23,96.56918945916675,82,Demonstrates excellent leadership qualities
C-031,2024-01-06,88.88455065091948,74,Required more training on equipment operation
C-031,2023-05-29,93.88878242973514,94,Consistently follows safety procedures
C-031,2023-09-01,75.66907542278997,84,Could improve communication with team members
C-031,2023-10-20,94.17100886350403,99,Demonstrates excellent leadership qualities
C-031,2023-04-23,81.29123040897635,87,Could improve communication with team members
C-031,2023-01-04,95.96840861319144,81,Consistently follows safety procedures
C-032,2023-11-20,75.74996769078398,75,Consistently follows safety procedures
C-032,2023-09-06,79.11791850317847,87,Could improve communication with team members
C-032,2023-04-02,99.292962510578,90,Consistently follows safety procedures
C-033,2023-07-10,97.54498408623704,75,Demonstrates excellent leadership qualities
C-033,2023-06-09,81.76381074011518,78,Consistently follows safety procedures
C-033,2023-01-27,97.60186270390024,76,Could improve communication with team members
C-033,2023-01-16,79.08875190818955,72,Demonstrates excellent leadership qualities
C-033,2023-02-08,93.54381242639124,90,Required more training on equipment operation
C-033,2023-12-03,91.53436715533954,80,Consistently follows safety procedures
C-034,2023-07-16,92.08404320298044,70,Required more training on equipment operation
C-034,2023-12-26,97.60957752132373,79,Needs additional support with technical tasks
C-034,2024-01-28,75.2322090201961,80,Required more training on equipment operation
C-034,2023-07-04,89.22325608773475,81,Demonstrates excellent leadership qualities
C-034,2023-10-03,84.69500630424024,78,Needs additional support with technical tasks
C-034,2024-01-20,81.02293024726609,73,Shows strong initiative in problem-solving
C-034,2023-02-05,98.18250385612018,92,Could improve communication with team members
C-034,2023-03-03,93.53113159492466,74,Shows strong initiative in problem-solving
C-035,2023-02-03,83.29526207509672,76,Demonstrates excellent leadership qualities
C-035,2023-11-05,92.86898322930402,87,Shows strong initiative in problem-solving
C-035,2023-04-23,89.99934609475876,89,Needs additional support with technical tasks
C-036,2024-01-18,86.79813774515544,83,Demonstrates excellent leadership qualities
C-036,2023-10-13,76.33935860333813,78,Shows strong initiative in problem-solving
C-036,2024-01-12,79.42783459040575,99,Consistently follows safety procedures
C-036,2023-11-02,87.25522298592308,80,Needs additional support with technical tasks
C-036,2023-10-21,77.75469254891225,96,Required more training on equipment operation
C-036,2023-05-16,77.41801449143914,100,Consistently follows safety procedures
C-036,2023-10-22,78.42358725221186,89,Needs additional support with technical tasks
C-036,2023-07-25,95.08983265290098,71,Needs additional support with technical tasks
C-036,2023-03-07,94.00480018478322,93,Consistently follows safety procedures
C-037,2023-05-19,81.21343614712734,79,Demonstrates excellent leadership qualities
C-037,2023-10-20,78.8258570239614,88,Could improve communication with team members
C-037,2023-03-23,81.30745986054463,78,Demonstrates excellent leadership qualities
C-037,2023-04-06,96.30277682100356,88,Demonstrates excellent leadership qualities
C-037,2023-02-21,97.21774109982695,88,Required more training on equipment operation
C-037,2024-03-09,84.9908129297751,96,Consistently follows safety procedures
C-037,2024-02-19,82.07215131190748,96,Consistently follows safety procedures
C-037,2023-05-10,93.45386414378099,90,Required more training on equipment operation
C-037,2023-01-15,80.22096042536592,75,Needs additional support with technical tasks
C-038,2023-10-31,98.58556569263712,91,Consistently follows safety procedures
C-038,2023-07-28,98.49588872956443,97,Required more training on equipment operation
C-038,2023-12-06,79.5528819338131,70,Shows strong initiative in problem-solving
C-038,2023-07-26,86.0471920834692,73,Could improve communication with team members
C-038,2023-12-03,83.83087508737589,93,Needs additional support with technical tasks
C-038,2023-06-03,92.99378484882607,73,Could improve communication with team members
C-038,2024-02-13,76.1315826001588,79,Shows strong initiative in problem-solving
C-038,2023-11-10,80.94880301763658,76,Shows strong initiative in problem-solving
C-038,2023-10-11,82.09512686302429,93,Required more training on equipment operation
C-039,2024-02-18,83.26633164200915,98,Could improve communication with team members
C-039,2023-07-17,76.68557350249954,93,Needs additional support with technical tasks
C-039,2023-06-05,94.82488600343189,90,Required more training on equipment operation
C-039,2023-06-13,99.01105468178568,89,Demonstrates excellent leadership qualities
C-039,2023-02-02,80.1277303665865,78,Demonstrates excellent leadership qualities
C-039,2023-09-05,98.93916766528308,80,Demonstrates excellent leadership qualities
C-040,2023-02-09,82.59918826466622,89,Required more training on equipment operation
C-040,2023-05-14,82.54217738230253,89,Shows strong initiative in problem-solving
C-040,2023-11-17,77.16036979977802,87,Required more training on equipment operation
C-040,2023-05-13,92.40439998223262,82,Could improve communication with team members
C-041,2023-04-23,91.65300331788953,80,Demonstrates excellent leadership qualities
C-041,2023-04-01,76.63804707457261,82,Needs additional support with technical tasks
C-041,2023-05-22,96.86701049591983,84,Shows strong initiative in problem-solving
C-041,2023-04-27,83.1056769056663,86,Consistently follows safety procedures
C-041,2024-01-12,90.56943345641903,84,Consistently follows safety procedures
C-041,2023-08-22,84.38919670067308,76,Demonstrates excellent leadership qualities
C-041,2023-08-25,97.34685185950332,97,Consistently follows safety procedures
C-041,2023-08-11,81.90430447066123,76,Required more training on equipment operation
C-042,2023-10-30,92.0609978881606,81,Required more training on equipment operation
C-042,2023-03-15,87.45126917011731,85,Could improve communication with team members
C-042,2023-10-06,99.52259096600261,80,Needs additional support with technical tasks
C-042,2023-10-14,94.66077756597912,73,Shows strong initiative in problem-solving
C-042,2023-08-23,97.73182950580373,98,Required more training on equipment operation
C-042,2023-11-11,79.81058231796193,99,Demonstrates excellent leadership qualities
C-042,2023-05-23,75.83620348219266,80,Shows strong initiative in problem-solving
C-042,2024-02-14,91.7332591762895,82,Demonstrates excellent leadership qualities
C-043,2023-10-16,90.24280376525064,85,Needs additional support with technical tasks
C-043,2023-04-28,82.28935276595443,84,Demonstrates excellent leadership qualities
C-043,2023-12-02,81.29398678267924,71,Required more training on equipment operation
C-043,2023-03-09,94.34364976963218,73,Required more training on equipment operation
C-043,2023-01-16,79.63894005146072,78,Consistently follows safety procedures
C-043,2023-10-05,90.76203126207798,78,Consistently follows safety procedures
C-043,2023-07-17,93.69054240554689,81,Demonstrates excellent leadership qualities
C-043,2023-01-06,78.0298367558843,71,Required more training on equipment operation
C-043,2023-02-14,86.67066485447609,85,Could improve communication with team members
C-043,2023-09-13,81.71732379268462,76,Shows strong initiative in problem-solving
C-044,2023-03-23,83.24071863063261,93,Needs additional support with technical tasks
C-044,2023-02-17,97.15906097096577,92,Required more training on equipment operation
C-044,2023-07-19,84.89617318825502,87,Required more training on equipment operation
C-044,2024-03-02,88.78317711361608,96,Shows strong initiative in problem-solving
C-044,2023-11-30,79.07119465819515,82,Demonstrates excellent leadership qualities
C-044,2023-10-12,86.55287515997676,77,Consistently follows safety procedures
C-044,2023-03-22,83.25096961342166,82,Needs additional support with technical tasks
C-044,2023-03-13,90.71850881317111,85,Needs additional support with technical tasks
C-044,2023-06-19,88.73963174814395,82,Required more training on equipment operation
C-044,2023-11-01,96.34700632634193,72,Demonstrates excellent leadership qualities
C-045,2024-02-14,82.47006279823333,76,Needs additional support with technical tasks
C-045,2023-12-04,77.26576557158893,74,Consistently follows safety procedures
C-045,2023-08-09,81.58850159864302,93,Consistently follows safety procedures
C-045,2023-03-28,97.3335556130516,72,Needs additional support with technical tasks
C-045,2023-02-06,86.44504441316386,81,Shows strong initiative in problem-solving
C-045,2023-01-30,79.89581082748236,93,Demonstrates excellent leadership qualities
C-045,2024-01-22,98.56024314816894,75,Shows strong initiative in problem-solving
C-045,2024-01-28,84.43994819204258,74,Consistently follows safety procedures
C-045,2023-06-18,76.86366656906145,87,Required more training on equipment operation
C-045,2023-10-04,93.11819768867616,95,Needs additional support with technical tasks
C-046,2023-07-28,84.62249364332466,85,Could improve communication with team members
C-046,2023-08-28,97.58696959802555,91,Needs additional support with technical tasks
C-046,2024-03-21,91.74444994191218,72,Needs additional support with technical tasks
C-046,2024-01-17,86.12766357860684,73,Shows strong initiative in problem-solving
C-046,2023-08-19,88.6489979720322,78,Shows strong initiative in problem-solving
C-046,2023-04-05,83.76482666345512,81,Demonstrates excellent leadership qualities
C-046,2024-01-29,81.2867713827465,75,Required more training on equipment operation
C-046,2023-05-10,79.49681070042863,75,Needs additional support with technical tasks
C-046,2023-05-19,75.08818010783575,92,Consistently follows safety procedures
C-047,2023-12-04,81.73267310518268,99,Demonstrates excellent leadership qualities
C-047,2023-09-15,95.6296047661821,90,Demonstrates excellent leadership qualities
C-047,2023-11-14,92.73616215574025,85,Shows strong initiative in problem-solving
C-047,2023-11-24,76.28797118560601,70,Required more training on equipment operation
C-047,2023-10-07,92.70252055030652,75,Needs additional support with technical tasks
C-047,2023-06-29,91.66241408289771,89,Consistently follows safety procedures
C-047,2023-07-13,78.47612725710285,93,Consistently follows safety procedures
C-047,2023-11-15,78.28200951954345,93,Needs additional support with technical tasks
C-048,2023-01-14,81.95477272355122,98,Required more training on equipment operation
C-048,2024-03-15,85.85729139504845,78,Required more training on equipment operation
C-048,2023-10-12,92.12194225012146,71,Required more training on equipment operation
C-048,2024-02-08,98.68317585586252,87,Demonstrates excellent leadership qualities
C-048,2023-12-10,93.31547607231339,83,Consistently follows safety procedures
C-048,2023-07-23,94.86950152963105,76,Required more training on equipment operation
C-049,2023-03-31,76.71719244349288,98,Shows strong initiative in problem-solving
C-049,2023-10-25,79.88307646418167,70,Demonstrates excellent leadership qualities
C-049,2023-06-07,90.51512677865058,95,Required more training on equipment operation
C-049,2023-04-24,89.7813730638978,95,Required more training on equipment operation
C-049,2023-07-25,94.82179743776518,73,Required more training on equipment operation
C-049,2023-10-22,91.8059390549543,72,Consistently follows safety procedures
C-049,2023-08-21,81.28204552456467,81,Could improve communication with team members
C-049,2023-06-21,84.94855287680726,75,Demonstrates excellent leadership qualities
C-050,2023-07-06,92.27283925041553,83,Consistently follows safety procedures
C-050,2023-04-03,90.87516482108396,98,Required more training on equipment operation
C-050,2023-11-16,78.35736643837463,74,Needs additional support with technical tasks
C-050,2023-09-11,81.00179511856473,89,Required more training on equipment operation
C-050,2023-11-20,98.57735325114618,93,Shows strong initiative in problem-solving
C-050,2023-10-04,78.10015648503358,76,Consistently follows safety procedures
C-050,2023-04-16,83.18355842188505,100,Needs additional support with technical tasks
C-050,2023-10-28,92.50989488520281,94,Required more training on equipment operation
C-050,2023-11-15,87.74797069987449,76,Consistently follows safety procedures
C-050,2023-06-30,84.21303144928729,74,Shows strong initiative in problem-solving
C-051,2023-05-25,80.16639300287261,73,Could improve communication with team members
C-051,2023-08-26,82.89022680121833,97,Could improve communication with team members
C-051,2023-10-12,79.15561486366606,96,Demonstrates excellent leadership qualities
C-052,2024-02-09,94.76352461191857,92,Consistently follows safety procedures
C-052,2023-11-19,82.56576713882612,82,Required more training on equipment operation
C-052,2023-10-01,88.86383655101406,76,Demonstrates excellent leadership qualities
C-052,2023-05-14,96.2110589199516,87,Required more training on equipment operation
C-052,2023-09-24,99.96337443098108,97,Needs additional support with technical tasks
C-053,2024-01-06,99.52145298396877,72,Shows strong initiative in problem-solving
C-053,2023-01-06,92.2144798193851,89,Consistently follows safety procedures
C-053,2023-06-02,88.2115641164993,86,Required more training on equipment operation
C-053,2024-03-20,83.55846283138008,87,Consistently follows safety procedures
C-053,2024-01-26,77.13565328492295,89,Shows strong initiative in problem-solving
C-053,2023-05-16,90.97174452402426,88,Demonstrates excellent leadership qualities
C-054,2023-10-17,96.35874813638584,70,Needs additional support with technical tasks
C-054,2023-03-11,91.46498411906686,97,Required more training on equipment operation
C-054,2023-10-25,92.09111320579771,96,Required more training on equipment operation
C-054,2023-10-01,90.27652273806427,71,Consistently follows safety procedures
C-054,2023-03-17,80.20114086123361,79,Shows strong initiative in problem-solving
C-054,2024-01-31,77.11131950424917,97,Demonstrates excellent leadership qualities
C-054,2023-11-14,83.97886628855159,77,Needs additional support with technical tasks
C-054,2024-02-29,85.02807756619907,80,Demonstrates excellent leadership qualities
C-054,2023-04-05,77.65207986804094,96,Shows strong initiative in problem-solving
C-055,2023-12-27,78.95402465939273,86,Required more training on equipment operation
C-055,2023-10-22,76.41974382106218,100,Required more training on equipment operation
C-055,2023-05-25,87.40980042819473,84,Could improve communication with team members
C-055,2023-11-29,95.64259317225223,72,Required more training on equipment operation
C-055,2024-03-14,90.68533305481014,76,Consistently follows safety procedures
C-056,2023-12-01,81.26975463658323,93,Consistently follows safety procedures
C-056,2023-02-03,98.71296353040705,100,Consistently follows safety procedures
C-056,2023-06-14,79.65457532577719,75,Needs additional support with technical tasks
C-057,2023-10-11,95.06145834315579,96,Consistently follows safety procedures
C-057,2023-07-29,96.25041796158712,85,Demonstrates excellent leadership qualities
C-057,2023-06-22,87.57117544805973,94,Shows strong initiative in problem-solving
C-057,2023-01-02,94.1125513507742,82,Needs additional support with technical tasks
C-057,2023-04-20,90.35955428884976,73,Demonstrates excellent leadership qualities
C-058,2023-03-05,92.20869775945233,93,Shows strong initiative in problem-solving
C-058,2023-04-28,77.24472781288556,97,Demonstrates excellent leadership qualities
C-058,2023-02-12,77.91585301684873,95,Needs additional support with technical tasks
C-059,2023-11-23,75.16776109292638,83,Required more training on equipment operation
C-059,2023-12-14,89.61802127399709,77,Required more training on equipment operation
C-059,2023-07-16,90.46200959499029,97,Needs additional support with technical tasks
C-059,2023-01-17,76.46695673806104,76,Demonstrates excellent leadership qualities
C-060,2023-08-16,88.66681737320745,93,Required more training on equipment operation
C-060,2023-09-09,81.4150203702894,72,Required more training on equipment operation
C-060,2023-08-27,90.46499677155043,76,Needs additional support with technical tasks
C-060,2023-04-19,78.60744609887647,81,Could improve communication with team members
C-060,2024-01-18,82.73294997175175,73,Consistently follows safety procedures
C-061,2023-03-28,92.09798454888364,92,Needs additional support with technical tasks
C-061,2024-03-19,99.07616217059245,78,Demonstrates excellent leadership qualities
C-061,2024-01-26,83.87268670117417,81,Could improve communication with team members
C-061,2023-08-09,88.88259844858203,100,Needs additional support with technical tasks
C-061,2023-12-22,79.5706676634777,85,Demonstrates excellent leadership qualities
C-061,2023-03-18,89.5882516029357,98,Consistently follows safety procedures
C-061,2023-02-16,85.44915089239716,91,Shows strong initiative in problem-solving
C-061,2024-02-16,83.94413947729016,97,Shows strong initiative in problem-solving
C-062,2023-05-08,98.91256781288754,95,Needs additional support with technical tasks
