crew_id,training_module,completion_date,score,feedback
C-042,Risk Assessment,2023-03-24,85,Excellent understanding of concepts
C-042,Emergency Response Protocol,2024-01-22,100,Excellent understanding of concepts
C-042,Advanced Technical Operations,2024-02-04,93,Good progress but needs more confidence
C-043,Team Building,2023-05-05,100,Outstanding performance and engagement
C-043,Communication Workshop,2024-01-03,97,Strong theoretical knowledge but requires practice
C-043,Emergency Response Protocol,2024-01-03,78,Good progress but needs more confidence
C-043,Emergency Response Protocol,2023-10-29,97,Needs improvement in practical application
C-043,Communication Workshop,2023-04-26,98,Good progress but needs more confidence
C-043,Team Building,2023-12-06,91,Excellent understanding of concepts
C-044,Communication Workshop,2023-07-29,70,Needs improvement in practical application
C-044,Leadership Development,2023-06-03,71,Outstanding performance and engagement
C-044,Risk Assessment,2023-12-02,77,Excellent understanding of concepts
C-044,Basic Safety Training,2023-07-18,85,Excellent understanding of concepts
C-044,Emergency Response Protocol,2023-06-15,77,Strong theoretical knowledge but requires practice
C-045,Communication Workshop,2023-07-12,80,Outstanding performance and engagement
C-045,Leadership Development,2023-10-31,74,Needs improvement in practical application
C-045,Advanced Technical Operations,2023-02-25,91,Outstanding performance and engagement
C-045,Risk Assessment,2023-08-10,84,Needs improvement in practical application
C-045,Equipment Handling,2023-10-27,85,Excellent understanding of concepts
C-045,Risk Assessment,2023-06-06,88,Needs improvement in practical application
C-045,Basic Safety Training,2024-03-24,88,Outstanding performance and engagement
C-046,Risk Assessment,2023-10-25,74,Good progress but needs more confidence
C-046,Advanced Technical Operations,2023-02-03,71,Needs improvement in practical application
C-046,Communication Workshop,2023-06-26,90,Needs improvement in practical application
C-046,Advanced Technical Operations,2023-03-28,88,Excellent understanding of concepts
C-046,Team Building,2024-03-25,83,Needs improvement in practical application
C-047,Basic Safety Training,2023-11-27,76,Needs improvement in practical application
C-047,Quality Management Systems,2023-03-07,80,Good progress but needs more confidence
C-048,Advanced Technical Operations,2023-11-11,85,Strong theoretical knowledge but requires practice
C-048,Team Building,2023-07-28,97,Excellent understanding of concepts
C-048,Equipment Handling,2023-02-02,71,Needs improvement in practical application
C-048,Team Building,2024-01-27,80,Needs improvement in practical application
C-048,Risk Assessment,2023-02-24,80,Excellent understanding of concepts
C-048,Communication Workshop,2023-03-02,90,Needs improvement in practical application
C-048,Risk Assessment,2023-03-30,91,Excellent understanding of concepts
C-049,Leadership Development,2023-02-28,71,Outstanding performance and engagement
C-049,Emergency Response Protocol,2024-01-14,77,Strong theoretical knowledge but requires practice
C-049,Leadership Development,2024-01-13,85,Good progress but needs more confidence
C-049,Emergency Response Protocol,2023-08-06,85,Strong theoretical knowledge but requires practice
C-049,Advanced Technical Operations,2024-02-14,91,Demonstrates great potential for advancement
C-049,Team Building,2023-12-10,99,Strong theoretical knowledge but requires practice
C-049,Quality Management Systems,2023-06-13,83,Strong theoretical knowledge but requires practice
C-050,Risk Assessment,2023-05-03,86,Outstanding performance and engagement
C-050,Communication Workshop,2023-12-07,93,Demonstrates great potential for advancement
C-050,Leadership Development,2023-04-21,99,Good progress but needs more confidence
C-050,Emergency Response Protocol,2023-05-04,94,Good progress but needs more confidence
C-050,Emergency Response Protocol,2024-03-10,80,Outstanding performance and engagement
C-050,Risk Assessment,2023-11-30,70,Good progress but needs more confidence
C-050,Equipment Handling,2024-01-30,87,Excellent understanding of concepts
C-050,Quality Management Systems,2023-02-04,87,Demonstrates great potential for advancement
C-051,Basic Safety Training,2024-03-03,81,Strong theoretical knowledge but requires practice
C-051,Communication Workshop,2023-06-15,90,Demonstrates great potential for advancement
C-051,Equipment Handling,2024-01-30,98,Excellent understanding of concepts
C-051,Basic Safety Training,2023-05-29,71,Excellent understanding of concepts
C-051,Leadership Development,2023-02-02,98,Needs improvement in practical application
C-051,Quality Management Systems,2024-02-08,81,Needs improvement in practical application
C-051,Emergency Response Protocol,2023-04-19,84,Needs improvement in practical application
C-051,Leadership Development,2023-01-23,95,Needs improvement in practical application
C-052,Quality Management Systems,2024-01-01,88,Demonstrates great potential for advancement
C-052,Leadership Development,2023-05-01,93,Needs improvement in practical application
C-052,Advanced Technical Operations,2023-01-29,96,Outstanding performance and engagement
C-052,Team Building,2023-02-08,87,Demonstrates great potential for advancement
C-052,Equipment Handling,2023-06-17,99,Strong theoretical knowledge but requires practice
C-052,Communication Workshop,2024-02-27,82,Needs improvement in practical application
C-052,Communication Workshop,2024-01-01,70,Outstanding performance and engagement
C-052,Risk Assessment,2023-10-19,82,Excellent understanding of concepts
C-053,Communication Workshop,2023-11-07,90,Needs improvement in practical application
C-053,Risk Assessment,2023-09-23,72,Demonstrates great potential for advancement
C-053,Leadership Development,2023-07-21,80,Demonstrates great potential for advancement
C-053,Emergency Response Protocol,2023-01-04,73,Demonstrates great potential for advancement
C-054,Risk Assessment,2023-11-01,95,Outstanding performance and engagement
C-054,Leadership Development,2023-09-27,98,Excellent understanding of concepts
C-054,Equipment Handling,2023-05-29,88,Needs improvement in practical application
C-054,Communication Workshop,2024-02-14,94,Good progress but needs more confidence
C-055,Risk Assessment,2024-02-11,70,Outstanding performance and engagement
C-055,Risk Assessment,2023-01-02,77,Good progress but needs more confidence
C-055,Team Building,2023-06-18,88,Demonstrates great potential for advancement
C-056,Quality Management Systems,2023-07-02,80,Strong theoretical knowledge but requires practice
C-056,Communication Workshop,2023-06-25,75,Strong theoretical knowledge but requires practice
C-056,Leadership Development,2023-02-08,76,Needs improvement in practical application
C-056,Equipment Handling,2023-10-30,75,Excellent understanding of concepts
C-056,Leadership Development,2024-02-07,81,Good progress but needs more confidence
C-057,Advanced Technical Operations,2024-03-02,90,Excellent understanding of concepts
C-057,Basic Safety Training,2023-05-24,91,Strong theoretical knowledge but requires practice
C-057,Risk Assessment,2023-09-18,76,Outstanding performance and engagement
C-057,Team Building,2023-09-08,71,Demonstrates great potential for advancement
C-057,Equipment Handling,2024-02-09,93,Needs improvement in practical application
C-057,Basic Safety Training,2023-09-11,96,Excellent understanding of concepts
C-058,Team Building,2023-11-03,85,Excellent understanding of concepts
C-058,Communication Workshop,2023-03-11,91,Excellent understanding of concepts
C-058,Advanced Technical Operations,2023-03-26,88,Excellent understanding of concepts
C-058,Leadership Development,2024-03-20,87,Needs improvement in practical application
C-058,Advanced Technical Operations,2024-02-17,76,Good progress but needs more confidence
C-059,Communication Workshop,2023-12-29,82,Strong theoretical knowledge but requires practice
C-059,Quality Management Systems,2023-09-04,86,Outstanding performance and engagement
C-059,Emergency Response Protocol,2023-07-12,96,Demonstrates great potential for advancement
C-059,Basic Safety Training,2024-01-11,97,Strong theoretical knowledge but requires practice
C-059,Team Building,2024-01-07,96,Good progress but needs more confidence
C-059,Basic Safety Training,2023-03-27,83,Needs improvement in practical application
C-059,Risk Assessment,2024-02-24,93,Good progress but needs more confidence
C-060,Risk Assessment,2023-01-18,83,Good progress but needs more confidence
C-060,Basic Safety Training,2023-07-29,99,Outstanding performance and engagement
C-060,Risk Assessment,2024-03-12,85,Needs improvement in practical application
C-060,Advanced Technical Operations,2023-11-16,70,Excellent understanding of concepts
C-060,Quality Management Systems,2024-01-14,99,Excellent understanding of concepts
C-061,Quality Management Systems,2023-04-08,100,Outstanding performance and engagement
C-061,Quality Management Systems,2023-03-01,94,Demonstrates great potential for advancement
C-061,Leadership Development,2023-07-19,88,Strong theoretical knowledge but requires practice
C-061,Communication Workshop,2023-06-22,88,Strong theoretical knowledge but requires practice
C-061,Emergency Response Protocol,2023-07-19,73,Demonstrates great potential for advancement
C-061,Equipment Handling,2023-06-15,78,Good progress but needs more confidence
C-061,Basic Safety Training,2024-03-08,85,Demonstrates great potential for advancement
C-062,Emergency Response Protocol,2024-01-02,71,Strong theoretical knowledge but requires practice
C-062,Team Building,2023-05-11,95,Strong theoretical knowledge but requires practice
C-062,Communication Workshop,2023-08-17,81,Needs improvement in practical application
C-062,Communication Workshop,2023-01-17,80,Demonstrates great potential for advancement
C-062,Emergency Response Protocol,2024-02-13,84,Demonstrates great potential for advancement
C-062,Leadership Development,2023-02-16,81,Outstanding performance and engagement
C-062,Emergency Response Protocol,2024-02-24,94,Outstanding performance and engagement
C-063,Team Building,2024-02-10,79,Demonstrates great potential for advancement
C-063,Advanced Technical Operations,2023-03-17,88,Outstanding performance and engagement
C-063,Emergency Response Protocol,2023-04-16,94,Demonstrates great potential for advancement
C-064,Leadership Development,2023-10-14,70,Excellent understanding of concepts
C-064,Leadership Development,2023-12-29,88,Needs improvement in practical application
C-065,Communication Workshop,2023-04-02,88,Demonstrates great potential for advancement
C-065,Leadership Development,2024-02-18,83,Outstanding performance and engagement
C-065,Emergency Response Protocol,2023-05-26,95,Demonstrates great potential for advancement
C-065,Communication Workshop,2023-10-27,75,Good progress but needs more confidence
C-065,Equipment Handling,2023-12-11,90,Needs improvement in practical application
C-065,Team Building,2023-03-23,80,Outstanding performance and engagement
C-066,Leadership Development,2023-07-05,73,Good progress but needs more confidence
C-066,Risk Assessment,2023-05-13,76,Demonstrates great potential for advancement
C-066,Advanced Technical Operations,2023-02-11,87,Needs improvement in practical application
C-066,Basic Safety Training,2023-06-12,84,Strong theoretical knowledge but requires practice
C-066,Emergency Response Protocol,2024-01-28,89,Needs improvement in practical application
C-066,Equipment Handling,2024-02-10,92,Needs improvement in practical application
C-066,Advanced Technical Operations,2023-02-04,94,Excellent understanding of concepts
C-067,Basic Safety Training,2023-11-14,87,Needs improvement in practical application
C-067,Quality Management Systems,2023-05-21,88,Excellent understanding of concepts
C-067,Team Building,2023-06-12,100,Good progress but needs more confidence
C-067,Communication Workshop,2023-05-16,89,Good progress but needs more confidence
C-067,Emergency Response Protocol,2023-08-28,83,Needs improvement in practical application
C-067,Quality Management Systems,2023-01-14,91,Needs improvement in practical application
C-067,Leadership Development,2023-04-06,92,Outstanding performance and engagement
C-067,Advanced Technical Operations,2023-03-30,99,Demonstrates great potential for advancement
C-068,Quality Management Systems,2023-06-18,79,Outstanding performance and engagement
C-068,Team Building,2024-01-12,88,Needs improvement in practical application
C-068,Risk Assessment,2023-06-14,88,Good progress but needs more confidence
C-068,Risk Assessment,2023-05-23,86,Good progress but needs more confidence
C-068,Risk Assessment,2023-03-13,84,Excellent understanding of concepts
C-069,Communication Workshop,2023-03-30,97,Needs improvement in practical application
C-069,Equipment Handling,2024-01-05,88,Needs improvement in practical application
C-069,Emergency Response Protocol,2023-09-27,73,Excellent understanding of concepts
C-069,Communication Workshop,2024-01-29,80,Strong theoretical knowledge but requires practice
C-069,Leadership Development,2023-10-28,80,Needs improvement in practical application
C-070,Communication Workshop,2023-07-05,77,Strong theoretical knowledge but requires practice
C-070,Leadership Development,2023-09-07,75,Demonstrates great potential for advancement
C-070,Basic Safety Training,2024-03-23,83,Good progress but needs more confidence
C-070,Leadership Development,2024-01-27,87,Excellent understanding of concepts
C-070,Emergency Response Protocol,2024-02-21,76,Good progress but needs more confidence
C-070,Quality Management Systems,2023-04-24,71,Excellent understanding of concepts
C-070,Equipment Handling,2023-05-10,96,Outstanding performance and engagement
C-071,Leadership Development,2023-01-22,84,Needs improvement in practical application
C-071,Basic Safety Training,2023-07-06,88,Outstanding performance and engagement
C-071,Communication Workshop,2023-01-06,98,Good progress but needs more confidence
C-071,Basic Safety Training,2023-04-23,91,Strong theoretical knowledge but requires practice
C-071,Communication Workshop,2023-10-28,75,Needs improvement in practical application
C-071,Leadership Development,2024-01-21,70,Excellent understanding of concepts
C-072,Team Building,2024-01-19,74,Outstanding performance and engagement
C-072,Emergency Response Protocol,2023-04-03,80,Needs improvement in practical application
C-072,Leadership Development,2024-01-31,84,Good progress but needs more confidence
C-072,Quality Management Systems,2023-08-06,86,Needs improvement in practical application
C-072,Leadership Development,2023-01-11,99,Demonstrates great potential for advancement
C-072,Basic Safety Training,2023-11-11,91,Excellent understanding of concepts
C-072,Communication Workshop,2023-06-27,100,Needs improvement in practical application
C-072,Basic Safety Training,2023-07-26,72,Good progress but needs more confidence
C-073,Leadership Development,2023-03-14,99,Demonstrates great potential for advancement
C-073,Communication Workshop,2023-07-27,71,Good progress but needs more confidence
C-073,Leadership Development,2023-11-07,90,Demonstrates great potential for advancement
C-074,Risk Assessment,2023-02-20,71,Needs improvement in practical application
C-074,Basic Safety Training,2024-01-05,79,Excellent understanding of concepts
C-074,Communication Workshop,2024-01-10,99,Needs improvement in practical application
C-074,Team Building,2023-02-12,72,Outstanding performance and engagement
C-075,Basic Safety Training,2024-01-22,74,Outstanding performance and engagement
C-075,Basic Safety Training,2023-05-22,93,Good progress but needs more confidence
