crew_id,join_date,experience_years,technical_knowledge_score,safety_procedures_score,equipment_operation_score,communication_score,leadership_score,problem_solving_score,emergency_response_score,quality_control_score,team_collaboration_score
C-036,2023-11-01,1.1587472275022188,68,89,85,73,75,93,63,85,95
C-037,2023-01-19,6.679698419215882,66,71,76,60,73,99,65,92,88
C-038,2023-02-20,12.739578480766887,87,70,66,63,92,82,99,84,96
C-039,2023-12-10,3.157002807166942,91,78,100,93,93,68,77,74,99
C-040,2023-06-09,2.2346919178653666,87,64,77,65,85,68,80,92,74
C-041,2023-09-21,8.629940747443078,96,96,83,96,74,65,66,82,64
C-042,2023-11-19,10.667351996891398,93,96,69,94,71,91,60,92,86
C-043,2023-07-15,4.7130002652241005,72,62,75,73,61,63,98,68,91
C-044,2023-06-12,3.263417073110487,95,73,77,85,64,88,92,72,100
C-045,2023-05-13,2.6105816170702765,86,86,61,72,72,89,95,92,64
C-046,2023-10-19,5.151490533333098,100,82,97,93,92,72,72,73,90
C-047,2023-11-04,2.547058327249516,84,91,68,71,68,82,68,73,100
C-048,2023-05-22,1.0341858484564228,72,76,83,65,99,85,71,95,74
C-049,2023-05-01,4.358872030140944,73,70,83,79,75,82,100,98,89
C-050,2023-06-15,3.0757677423727197,74,97,67,61,72,65,90,81,61
C-051,2023-11-30,12.326306305629153,97,67,81,72,81,69,93,100,60
C-052,2023-10-23,6.580070799936019,93,79,98,86,84,87,99,61,97
C-053,2023-07-24,2.8019831923069236,98,85,82,98,90,88,66,92,85
C-054,2023-10-12,9.723015482604916,72,81,69,79,76,75,66,88,92
C-055,2023-04-11,6.1537280130249385,66,94,78,98,67,80,74,84,62
C-056,2023-04-14,4.439955486456085,99,95,67,67,60,78,77,73,95
C-057,2023-12-19,4.070370232878528,66,61,74,81,83,71,79,80,98
C-058,2023-03-22,2.6814830725923016,76,73,65,100,87,98,77,77,64
C-059,2023-05-30,3.0880434527113696,68,97,88,91,90,60,60,71,98
C-060,2023-08-02,8.863695511960634,87,79,99,88,91,96,98,97,88
C-061,2023-03-26,7.056943995939637,67,87,72,85,68,65,96,99,73
C-062,2023-03-09,6.66860985842233,76,95,74,90,72,77,78,92,66
C-063,2023-03-14,8.745354415378849,70,75,98,90,97,84,92,76,65
C-064,2023-11-22,2.314181234094035,69,65,94,72,95,62,100,97,77
C-065,2023-12-01,4.58451080362352,97,99,70,74,86,70,94,98,74
C-066,2023-07-18,8.348928975218868,94,98,82,94,69,96,68,63,89
C-067,2023-10-24,8.066774878715101,63,62,82,83,87,97,94,60,63
C-068,2023-01-01,13.070511504049627,67,87,97,74,100,71,79,99,67
C-069,2023-06-01,12.839205681554354,72,100,86,96,94,70,60,93,64
C-070,2023-01-19,5.59775601315627,90,95,78,94,62,61,95,80,84
C-071,2023-07-30,5.238931406990237,83,90,96,89,92,84,96,96,64
C-072,2023-03-26,6.623807216018246,71,83,70,78,67,95,95,90,67
C-073,2023-08-18,9.381181876824144,91,74,65,89,84,62,67,65,61
C-074,2023-06-23,11.7004346618215,84,93,81,84,79,84,88,73,70
C-075,2023-05-27,3.627723376413234,98,95,82,64,99,99,88,61,68
C-076,2023-08-18,4.4580105818387885,75,81,89,80,70,71,93,60,70
C-077,2023-12-05,2.906769073545571,71,74,80,71,89,89,97,91,99
C-078,2023-01-22,1.4783501161655168,71,72,78,77,80,96,63,76,91
C-079,2023-10-11,4.397812271272048,99,77,68,64,71,82,81,93,90
C-080,2023-12-20,14.867907488627754,69,86,95,93,68,82,85,66,61
C-081,2023-09-23,5.050468844034157,67,72,94,95,91,81,61,84,68
C-082,2023-03-01,9.618885633729473,83,79,66,97,69,86,88,83,92
C-083,2023-11-30,8.80765237738479,99,66,93,98,83,92,93,88,89
C-084,2023-05-06,3.52019574813312,62,74,97,77,70,74,98,79,90
C-085,2023-11-17,13.867296287758569,73,83,62,62,92,87,77,74,95
C-086,2023-05-20,8.99239935199957,79,71,88,99,89,83,60,88,66
C-087,2023-12-19,2.5318352249738094,75,80,88,81,84,81,62,60,94
C-088,2023-06-12,14.440813045961296,63,63,79,71,67,83,96,83,66
C-089,2023-03-13,1.291969892939306,77,98,93,87,81,79,64,83,78
C-090,2023-05-22,12.28163502335088,81,61,92,86,66,94,92,69,96
C-091,2023-11-06,11.431885842398462,67,96,95,73,98,77,82,61,94
C-092,2023-11-26,4.548346153355151,75,84,79,96,63,90,67,63,93
C-093,2023-09-07,13.685309027748003,61,64,62,71,84,84,65,69,98
C-094,2023-05-27,10.621953629245112,81,85,74,87,99,98,100,77,61
C-095,2023-02-20,6.283347565600216,81,87,93,76,66,90,96,97,60
C-096,2023-08-30,10.613508988257049,83,62,88,78,75,79,88,83,68
C-097,2023-03-19,1.785321759372959,66,68,88,81,80,95,67,72,86
C-098,2023-07-24,9.245734829645853,67,85,76,100,68,91,73,60,82
C-099,2024-01-01,1.969846832870993,77,61,75,91,68,76,86,65,64
C-100,2023-09-28,5.41999086690016,94,78,83,95,79,83,96,77,99
C-101,2023-02-21,5.543654824079906,72,93,87,92,87,60,93,95,95
C-102,2023-08-16,7.339645232158023,69,60,78,64,79,87,90,99,61
C-103,2023-01-30,1.2630100184231006,69,73,76,95,97,90,95,92,82
C-104,2023-12-28,11.991236817367776,62,61,82,91,82,76,93,77,62
C-105,2023-01-08,8.360357167514834,96,97,65,63,66,76,66,73,70
C-106,2023-05-31,13.485842832206588,67,69,93,67,85,60,83,70,64
C-107,2023-11-27,12.333019822713842,60,82,89,62,75,81,97,83,81
C-108,2023-03-10,11.809202757169887,84,97,88,81,96,77,62,91,93
C-109,2023-03-19,1.1012715197443974,97,80,88,83,67,63,83,71,75
C-110,2023-02-25,4.987709302536246,78,96,86,81,69,94,97,71,95
C-111,2023-06-03,3.2236189990865243,68,69,86,99,82,85,66,69,61
C-112,2023-11-16,12.011187085523249,85,69,83,83,61,82,89,66,91
C-113,2023-12-20,11.892746367562724,98,73,96,76,79,97,60,66,63
C-114,2023-08-27,6.789643055722753,89,69,72,63,63,79,62,73,66
C-115,2023-03-16,10.57963417457612,88,81,65,82,84,84,83,99,71
C-116,2023-07-06,1.7998930148175132,96,82,75,94,84,65,80,94,90
C-117,2023-06-12,14.006944407348774,79,93,99,65,71,79,89,78,76
C-118,2023-08-04,9.440017510776979,86,95,86,99,73,89,98,84,67
C-119,2023-07-06,11.893091791605155,85,96,81,92,77,92,98,77,87
C-120,2023-02-26,10.013314909543137,91,89,76,99,99,79,85,80,72
C-121,2023-08-03,2.87395249404489,68,64,61,95,81,75,62,87,62
C-122,2023-05-08,7.677433967029008,98,60,75,69,96,85,79,81,78
C-123,2023-05-31,11.740131647632479,94,64,81,92,63,86,100,82,64
C-124,2023-05-31,6.6515861113487915,92,67,82,74,74,65,85,72,77
C-125,2023-10-01,4.205573277687527,69,71,62,64,79,68,95,97,60
C-126,2023-06-04,11.020210598096822,64,72,80,98,92,94,100,84,67
C-127,2023-06-17,5.651663567540411,94,84,98,61,98,94,90,69,82
C-128,2023-06-21,10.284957083222272,94,94,84,83,76,93,100,79,82
C-129,2023-10-01,12.02771235220146,61,98,96,96,89,99,82,80,97
C-130,2023-05-31,3.956385168173645,78,60,87,68,64,68,62,81,99
C-131,2023-09-14,12.237876834131683,84,62,62,84,64,71,95,92,74
C-132,2023-02-03,8.712945614129806,97,74,60,82,88,84,96,87,84
C-133,2023-11-18,12.477957620711653,61,84,98,85,78,65,73,95,66
C-134,2023-10-08,5.513413771132821,64,75,79,77,81,81,77,91,83
C-135,2023-07-21,3.819765843809791,98,63,97,79,68,82,86,71,87
C-136,2023-10-16,7.645220632261973,75,63,94,65,75,71,64,76,88
C-137,2023-03-04,9.289164539003123,91,74,75,70,100,91,91,96,64
C-138,2023-08-27,14.877598060730936,75,89,98,61,63,81,84,77,61
C-139,2023-02-16,8.014900031229509,78,63,94,66,64,67,84,98,82
C-140,2023-01-31,10.237816568981026,72,68,69,88,80,95,84,95,94
C-141,2023-10-27,9.520631343792779,84,74,97,98,66,75,79,100,94
C-142,2023-11-19,14.922995638509914,77,88,82,74,84,76,97,85,96
C-143,2023-07-12,7.379139721755473,73,90,90,87,68,76,81,77,89
C-144,2023-07-26,10.987806030239277,72,90,84,74,61,91,84,97,92
C-145,2023-09-04,1.0401315428668638,76,61,77,69,91,99,73,63,69
C-146,2023-03-15,2.0236044305757415,83,98,82,67,89,93,62,90,61
C-147,2023-10-13,6.259832625790156,87,96,64,87,91,74,98,86,67
C-148,2023-09-10,11.2965682865505,79,64,81,79,81,86,74,96,94
C-149,2023-03-30,2.452008849377643,79,76,78,77,99,88,100,79,74
C-150,2023-07-07,4.120822179818966,64,64,64,80,95,93,69,80,60
C-151,2023-09-14,6.387353410492637,83,72,93,100,61,97,86,78,78
C-152,2023-10-11,12.837024418586912,87,79,92,82,71,82,60,64,62
C-153,2023-05-21,6.420901532106609,81,84,81,99,93,63,75,64,67
C-154,2023-06-11,9.779069979585516,91,81,74,94,87,62,95,71,70
C-155,2023-11-03,13.613467476853879,88,72,83,79,87,61,66,80,95
C-156,2023-04-13,4.283561179219081,79,74,81,73,87,90,96,69,81
C-157,2023-10-09,2.996162773739742,76,69,76,87,66,60,76,78,98
C-158,2023-12-08,7.938500024757095,71,90,67,83,67,79,98,86,77
C-159,2023-03-08,13.041018443350431,89,72,68,75,68,60,94,94,81
C-160,2023-03-31,13.824966289856436,66,62,97,100,77,100,88,70,64
C-161,2023-02-05,9.907912753658769,90,96,82,85,81,77,72,98,63
C-162,2023-05-27,2.3393971841746586,98,95,70,64,75,100,92,74,62
C-163,2023-04-27,1.334950071730093,80,93,74,80,64,88,94,71,96
C-164,2023-08-23,6.217714140336802,71,75,77,73,100,100,65,100,81
C-165,2023-05-14,8.149170908420409,89,84,63,90,72,86,95,100,69
C-166,2023-05-02,12.71400952633447,67,92,67,84,69,90,62,72,76
C-167,2023-06-11,8.411346209828256,75,90,89,85,72,62,82,63,81
C-168,2023-10-10,3.9195163691103567,62,72,98,63,95,77,64,87,65
C-169,2023-04-11,3.1896114204011408,74,96,67,83,73,86,94,91,83
C-170,2023-03-29,2.088357215714927,95,95,66,95,94,65,87,98,95
C-171,2023-04-28,10.057522997802662,93,89,68,74,96,78,83,70,98
C-172,2023-10-14,8.731129918792401,65,83,63,60,68,67,68,78,89
C-173,2023-05-12,12.503871798023079,78,100,82,64,70,89,90,72,99
C-174,2023-02-12,13.207818162924884,97,67,67,76,61,77,89,78,69
C-175,2023-05-02,10.988760734531107,80,75,78,79,62,80,78,87,72
C-176,2023-07-02,11.487857638492871,68,61,86,79,96,69,100,92,66
C-177,2023-10-21,9.054124470665801,84,67,88,69,74,87,75,68,76
C-178,2023-12-29,6.642729521533449,91,90,100,75,98,61,88,76,61
C-179,2023-04-29,5.90109893850389,94,90,83,77,72,88,63,68,99
C-180,2023-01-18,6.708176863328663,66,84,66,96,85,70,72,63,89
C-181,2023-04-29,12.95660948688648,94,67,79,73,89,97,79,98,82
C-182,2023-09-01,4.561917203277096,67,96,61,68,78,91,70,65,81
C-183,2023-03-06,12.543719037894293,98,77,94,99,66,60,65,76,64
C-184,2023-04-07,1.3416814226169418,70,62,96,64,96,84,99,78,64
C-185,2023-12-23,6.594598545393023,90,99,66,94,62,90,99,62,75
C-186,2023-05-02,9.449711844555988,60,71,62,73,79,63,76,74,93
C-187,2023-03-03,14.280799876145432,94,97,64,96,74,70,97,97,61
C-188,2023-04-06,14.815768487479925,89,62,70,98,100,77,60,69,73
C-189,2023-12-19,4.612684950716684,72,96,60,68,88,71,89,93,63
C-190,2023-11-06,3.9153530847330558,95,62,75,90,79,83,80,82,91
C-191,2023-09-25,0.7166281529097691,74,88,66,98,92,67,83,74,70
C-192,2023-10-26,12.021632472070825,64,96,96,91,100,63,72,87,65
C-193,2023-11-05,7.7357679566480115,68,82,94,76,96,91,77,70,97
C-194,2023-11-30,9.894004205750152,67,95,80,66,95,88,82,73,83
C-195,2023-08-12,8.487899281538759,60,79,66,65,63,68,83,85,74
C-196,2023-01-20,14.759520974044937,65,84,81,60,97,93,69,76,77
C-197,2023-12-18,2.7597539044745867,77,74,81,98,67,84,96,94,98
C-198,2023-06-26,9.594089471725043,62,64,60,95,98,73,72,86,92
C-199,2023-02-17,12.71462205707841,64,86,62,68,90,61,74,95,88
C-200,2023-10-07,7.928220693990463,92,73,87,78,70,79,73,70,99
C-201,2023-12-04,8.743508885364376,93,96,91,74,99,65,97,74,77
C-202,2023-09-14,14.120998159133716,76,73,63,89,72,61,100,76,100
C-203,2023-10-10,6.21351299102268,98,79,92,70,79,69,89,71,100
C-204,2023-09-22,4.29888787014754,79,92,85,71,63,69,72,98,63
C-205,2023-01-31,14.23635012569397,84,63,83,64,63,65,68,66,91
C-206,2023-10-17,2.9008067601481233,76,67,75,66,83,89,84,61,79
C-207,2023-09-28,12.029942267836265,63,66,96,98,95,67,60,76,92
C-208,2023-03-06,9.629113855853833,87,77,88,60,67,78,93,80,81
C-209,2023-04-28,12.700351846172605,65,72,84,68,75,82,61,99,84
C-210,2023-08-12,4.413077112057303,76,72,72,93,90,95,92,71,70
C-211,2023-01-02,14.738214397157199,68,95,87,86,100,72,89,88,78
C-212,2023-10-21,5.89089318193443,84,60,64,86,89,81,76,97,70
C-213,2023-10-29,9.264221276920772,73,76,61,77,99,60,100,65,83
C-214,2023-05-11,6.398223647590699,60,68,96,97,96,72,100,66,89
C-215,2023-03-25,2.3312248685268737,93,87,100,78,97,96,77,92,76
C-216,2023-11-28,14.704973587128514,65,90,87,100,88,99,97,97,74
C-217,2023-01-31,9.249663053906678,69,70,97,91,85,72,87,85,96
C-218,2023-10-05,2.9918007086346696,91,81,81,87,76,70,81,96,96
C-219,2023-12-01,4.613167398435069,78,63,89,69,65,67,84,72,87
C-220,2023-03-08,5.644359099907847,95,82,61,88,61,74,67,80,89
C-221,2023-05-08,1.0486224704075537,65,79,69,73,89,93,90,71,60
C-222,2023-06-25,3.795663392913264,61,82,77,63,93,99,89,73,85
C-223,2023-08-28,8.758427838166352,64,60,94,65,92,64,94,91,84
C-224,2023-09-28,14.794813635371751,88,97,81,80,66,77,70,72,94
C-225,2023-02-15,5.7748671556238715,83,95,96,60,86,98,89,93,79
C-226,2023-10-30,4.1244995646117255,66,63,81,80,89,77,96,95,76
C-227,2023-11-13,12.682312725858333,77,90,85,71,84,73,93,68,84
C-228,2023-08-23,11.925362494557737,68,89,96,65,81,96,78,76,82
C-229,2023-12-29,5.426445093303504,84,78,81,87,98,72,69,72,77
C-230,2023-05-12,0.7989940446187467,97,63,100,64,91,81,62,89,75
C-231,2023-05-02,6.8555309709792756,75,82,60,64,74,91,92,82,90
C-232,2023-08-27,6.820822695931422,93,74,74,71,67,86,87,75,99
C-233,2023-12-12,3.626603368402378,60,84,78,81,69,85,67,92,61
C-234,2023-06-14,5.496031377308079,87,77,87,71,60,74,96,73,80
C-235,2023-09-26,13.886987286191653,73,67,71,78,94,97,61,77,62
C-236,2023-11-06,4.4488977439230455,73,94,66,71,83,83,85,81,88
C-237,2023-07-04,9.423838577836252,62,97,95,100,62,73,82,60,96
C-238,2023-05-30,1.3883382052887026,86,86,78,62,89,95,87,91,84
C-239,2023-09-01,12.599313288255123,64,78,88,63,92,75,76,98,73
C-240,2023-07-13,8.211809600008767,64,81,89,86,87,92,78,91,81
C-241,2023-08-26,12.584466407652256,88,68,83,99,94,97,82,81,63
C-242,2023-10-06,13.921601450174807,92,86,81,83,70,80,61,60,72
C-243,2023-02-07,3.24384172111753,79,81,92,80,82,81,63,62,67
C-244,2023-10-07,7.8242832406341964,74,71,81,62,97,86,76,100,93
C-245,2023-12-26,12.56245170813945,80,91,91,79,92,91,84,80,93
C-246,2023-09-26,8.214370518862337,60,73,72,95,71,69,80,77,63
C-247,2023-09-18,13.508730807975157,78,90,81,73,65,73,83,97,93
C-248,2023-04-24,7.913109699473671,90,86,65,100,84,66,63,76,69
C-249,2023-11-14,11.336307864503285,86,69,65,81,94,78,92,68,70
C-250,2023-01-27,6.235600302911795,84,89,76,75,73,90,94,78,73
C-251,2023-11-22,1.024302236778216,79,84,81,93,97,79,69,76,100
C-252,2023-12-20,14.860136398211425,97,82,60,66,61,72,87,80,100
C-253,2023-06-14,10.295031684498246,94,75,69,94,83,61,63,71,88
C-254,2023-02-12,10.192821826800914,67,70,60,91,92,62,89,84,69
C-255,2023-05-29,5.903526831985953,69,96,71,63,85,88,65,78,80
C-256,2023-01-11,12.049576178054627,72,68,89,67,70,95,61,70,64
C-257,2023-02-24,11.141215964887808,95,80,87,78,96,88,67,60,89
C-258,2023-03-03,13.273957573458253,74,65,94,60,93,69,69,65,64
C-259,2023-12-04,4.813391173433206,99,99,63,93,87,60,72,88,71
C-260,2023-02-24,3.910092574509867,93,84,86,83,99,70,99,78,68
C-261,2023-05-27,1.2393929098102676,67,60,72,74,84,81,71,70,66
C-262,2023-08-01,8.343197079941607,64,88,67,91,92,82,94,86,97
C-263,2023-01-11,7.606040408117614,63,76,60,67,64,60,92,83,64
C-264,2023-11-01,6.3226413225444675,95,92,89,72,98,95,65,97,88
C-265,2023-11-07,8.28941658352883,83,66,94,88,71,85,70,83,96
C-266,2023-08-04,7.014987779445225,94,65,74,88,66,69,63,79,98
C-267,2023-08-08,9.562431704884231,66,92,70,99,81,71,95,60,76
C-268,2023-07-15,0.5544277869693633,94,92,92,76,98,87,68,98,83
C-269,2023-02-10,1.5649687353387862,94,89,100,76,68,64,83,75,98
C-270,2023-04-19,9.233469084746272,97,79,66,60,90,99,68,72,100
C-271,2023-12-31,9.343651373534373,99,66,81,79,69,99,73,96,70
C-272,2023-02-24,8.134455757616006,85,64,72,72,86,90,89,76,91
C-273,2023-09-07,4.220018629038538,77,88,68,86,64,100,75,70,73
C-274,2023-06-24,4.413044255369529,73,62,89,66,63,69,80,85,84
C-275,2023-07-11,8.141801679285727,90,63,75,67,72,73,100,61,100
C-276,2023-10-26,1.6448338375998404,94,93,67,78,91,88,83,90,96
C-277,2023-03-16,9.392193270146615,66,92,97,66,84,91,99,80,86
C-278,2023-02-17,14.519052949420125,66,81,97,66,64,72,97,100,60
C-279,2023-09-15,13.84103044496154,100,65,90,100,95,99,80,87,81
C-280,2023-12-08,2.6392655384278685,83,73,82,65,69,71,81,82,99
C-281,2023-11-01,7.605951501806264,95,89,71,88,67,78,100,65,71
C-282,2023-12-13,11.206183488776615,80,89,96,87,84,61,62,64,88
C-283,2023-12-13,4.628251508364268,79,66,86,77,71,70,75,86,75
C-284,2023-01-31,12.595804125066277,75,93,96,80,76,74,65,100,88
C-285,2023-08-19,6.319586615288805,63,88,95,93,72,63,86,77,86
C-286,2023-12-31,10.783690253312121,93,73,64,77,93,100,66,94,91
C-287,2023-07-10,3.0536673287288956,64,82,66,71,99,65,81,100,90
C-288,2023-09-26,4.0450272718706515,65,72,88,89,75,66,87,83,76
C-289,2023-07-06,4.584481318024674,96,85,73,65,81,68,80,76,78
C-290,2023-05-03,9.47642482397872,67,90,97,90,64,60,77,74,77
C-291,2023-05-24,8.903246284239685,86,88,99,70,86,73,65,90,98
C-292,2023-12-04,1.714372674013918,63,70,84,79,83,96,63,85,73
C-293,2023-01-08,2.812901882478818,78,67,67,98,82,73,91,98,99
C-294,2023-06-07,14.980600915545644,86,89,77,86,67,100,70,83,83
C-295,2023-06-09,1.6134695223960152,69,95,88,86,74,62,68,83,87
C-296,2023-03-08,3.9180416672918517,90,86,64,83,87,73,64,94,68
C-297,2023-01-12,0.8005747078073905,69,96,61,77,71,83,93,60,62
C-298,2023-05-28,10.836625915459798,68,69,65,79,80,98,92,69,75
C-299,2023-06-15,6.0433351696922,86,62,78,92,61,62,81,80,68
C-300,2023-05-16,5.0936843365698286,65,86,83,63,96,63,67,75,82
C-301,2023-11-11,9.01143280295947,87,77,89,63,100,79,90,61,99
C-302,2023-04-14,5.656380628800922,90,86,89,100,85,61,63,66,90
C-303,2023-10-22,5.22091673596858,64,99,88,84,79,64,66,91,80
C-304,2023-09-29,13.234940983744115,73,79,70,80,78,92,75,63,77
C-305,2023-10-04,6.607677550807697,74,82,68,61,81,68,84,91,68
C-306,2023-01-08,1.171853604639164,90,60,79,86,64,85,72,82,73
C-307,2023-02-02,0.5770157230626187,81,73,68,66,65,68,93,61,64
C-308,2023-02-05,7.844472947169752,89,88,93,88,62,62,64,61,79
C-309,2023-11-30,9.158404744661917,83,95,91,96,100,80,81,96,69
C-310,2023-05-01,10.857270309672508,88,100,61,64,81,60,85,98,86
C-311,2023-10-21,2.2812800075478172,73,81,84,60,77,86,65,85,81
C-312,2023-12-20,5.358925219668861,90,66,66,90,60,71,70,78,90
C-313,2023-02-02,0.5504394496766233,97,93,86,87,72,96,79,82,71
C-314,2023-02-23,10.710246886667342,80,92,100,62,94,81,81,66,99
C-315,2023-01-21,3.5528315138076616,73,60,67,64,69,95,94,73,99
C-316,2023-06-15,14.50872832980012,93,70,93,61,90,100,83,100,98
C-317,2023-03-05,3.1124613917555184,79,71,71,60,86,98,69,67,99
C-318,2023-12-05,14.413668382022763,63,72,97,88,76,81,75,69,81
C-319,2023-06-24,3.073111999932652,83,61,82,63,72,84,72,90,75
C-320,2023-06-03,10.657506042741591,74,96,65,61,84,71,62,76,67
C-321,2023-08-11,7.697788275205556,73,98,81,89,67,60,75,86,95
C-322,2023-08-05,5.97745293743105,98,71,93,79,60,91,61,68,67
C-323,2023-10-03,7.738343505216043,97,70,97,64,76,60,66,65,72
C-324,2023-03-21,8.232240563042987,78,86,94,73,77,65,97,75,88
C-325,2023-08-21,10.547501470978252,85,95,99,82,97,90,96,85,71
C-326,2023-01-31,12.372849251126375,62,63,69,80,84,66,75,100,79
C-327,2023-07-25,1.4301512564680539,81,95,80,100,99,67,99,82,70
C-328,2023-04-28,8.572974494651282,80,83,96,61,70,99,74,73,71
C-329,2023-08-27,11.926963006300134,79,67,93,62,68,85,61,95,73
C-330,2023-04-17,0.7182586359777243,82,67,85,85,97,99,94,98,81
C-331,2023-12-14,0.9793224817395318,93,97,68,83,63,70,71,73,83
C-332,2023-04-24,1.9944948753590475,69,79,98,83,91,71,68,75,92
C-333,2023-02-19,2.081666826452098,78,74,66,90,70,88,100,73,77
C-334,2023-05-11,8.745852890287857,94,85,77,69,82,92,96,88,91
C-335,2023-12-04,12.811809286922587,78,93,62,89,69,70,81,87,75
C-336,2023-10-27,11.860020788482394,94,70,70,86,77,60,81,91,94
C-337,2023-08-06,4.97799375964386,91,83,83,83,94,83,94,67,61
C-338,2023-05-19,14.178358578895727,66,79,86,89,69,96,97,66,99
C-339,2023-12-31,6.672964146007454,62,95,81,65,62,99,65,94,81
C-340,2023-06-28,7.429070224546285,95,72,62,78,81,94,72,100,71
C-341,2023-09-26,7.64774984596368,83,64,85,79,87,80,71,95,68
C-342,2023-05-01,12.61204163387169,75,60,81,63,73,96,93,84,86
C-343,2023-01-17,6.971780771739209,85,99,63,82,64,62,69,60,79
C-344,2023-07-06,1.8113804117056271,60,69,86,71,83,94,63,84,90
C-345,2023-06-02,7.126129776048054,77,62,69,93,86,60,75,88,88
C-346,2023-09-25,2.220617489075218,86,84,76,99,99,91,65,94,64
C-347,2023-04-01,12.23950728803388,75,79,96,66,76,62,93,88,93
C-348,2023-08-07,8.46045021351991,100,77,71,80,100,70,94,88,74
C-349,2023-05-26,7.57762995571553,94,100,83,77,68,96,84,98,82
C-350,2023-02-27,12.455873673995255,60,81,60,77,74,84,67,99,78
C-351,2023-09-02,5.05512283744594,86,100,65,86,100,64,62,77,66
C-352,2023-04-01,12.401174295477638,76,83,93,94,91,70,94,72,97
C-353,2023-10-12,9.504245509322343,85,78,69,61,69,88,77,94,73
C-354,2023-07-19,8.493992113580333,63,72,95,64,72,67,64,83,91
C-355,2023-04-22,7.267700669879386,90,95,72,92,74,63,71,81,75
C-356,2023-11-14,3.9926605378209237,63,98,98,78,69,100,63,68,61
C-357,2023-11-15,0.8224157876556206,89,89,88,80,99,78,69,85,63
C-358,2023-03-07,12.196211762827973,65,73,77,82,100,77,70,83,85
C-359,2023-08-17,9.541344323710412,64,62,85,69,83,98,63,76,80
C-360,2023-08-09,9.267148753395682,82,70,76,63,90,63,91,78,91
C-361,2023-04-08,9.587001308082044,68,77,99,92,77,65,99,97,74
C-362,2023-08-21,10.18761716731206,78,78,60,98,82,74,61,80,88
C-363,2023-08-17,9.341232829572702,94,79,87,61,86,65,73,85,90
C-364,2023-11-02,2.2170412414195644,89,89,75,71,98,64,65,87,63
C-365,2023-05-16,6.054707438721528,73,84,94,80,60,69,98,86,84
C-366,2023-12-07,4.102513916561232,62,63,65,94,90,69,99,74,70
C-367,2023-11-12,12.520350168383267,78,79,91,96,74,94,60,64,83
C-368,2023-12-27,2.1618431002744303,70,98,88,82,65,84,94,67,97
C-369,2023-01-08,0.8612823750727401,76,78,67,83,80,98,73,91,71
C-370,2023-01-04,10.397274572046154,79,90,77,76,64,71,65,71,67
C-371,2023-11-20,2.1224597397499805,87,85,88,61,71,68,80,87,78
