Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-018,Equipment Operation and Maintenance,2023-06-03,105.11,50.24,584.9,4.45,Sunny,Equipment_A,7,16.65,0,2023-01-01 14:28:00,1
C-019,Emergency and Contingency Tasks,2023-07-22,49.92,35.44,595.74,4.44,Sunny,Equipment_B,5,6.92,1,2023-01-01 19:46:00,1
C-020,Baggage and Cargo Handling,2023-07-19,20.16,52.72,542.23,2.22,Rainy,Equipment_B,3,13.61,0,2023-01-01 00:20:00,2
C-021,Equipment Operation and Maintenance,2023-10-06,72.39,46.55,563.27,5.22,Sunny,Equipment_A,5,15.29,0,2023-01-01 09:39:00,3
C-022,Aircraft and Passenger Operations,2023-09-09,63.26,9.23,584.24,6.53,Windy,Equipment_C,9,16.23,1,2023-01-01 06:31:00,1
C-023,Equipment Operation and Maintenance,2023-01-31,52.55,16.02,579.22,2.04,Rainy,Equipment_D,9,8.69,0,2023-01-01 14:33:00,2
C-024,Safety and Maintenance Support,2023-04-14,72.08,5.27,577.93,2.53,Rainy,Equipment_A,8,1.54,1,2023-01-01 01:36:00,3
C-025,Baggage and Cargo Handling,2023-07-10,45.04,15.91,583.55,1.44,Rainy,Equipment_A,2,8.09,1,2023-01-01 07:25:00,4
C-026,Emergency and Contingency Tasks,2023-05-05,54.35,51.87,576.53,8.06,Windy,Equipment_B,2,13.68,1,2023-01-01 10:04:00,3
C-027,Aircraft Servicing,2023-10-25,72.89,7.34,595.72,9.82,Rainy,Equipment_B,5,8.12,0,2023-01-01 07:26:00,2
C-028,Aircraft Servicing,2023-11-28,76.58,46.35,565.89,2.65,Windy,Equipment_D,7,9.29,1,2023-01-01 07:32:00,3
C-029,Communication and Coordination,2023-03-19,67.35,23.83,591.31,7.97,Rainy,Equipment_B,3,1.61,0,2023-01-01 00:06:00,1
C-030,Emergency and Contingency Tasks,2023-05-09,30.4,31.77,493.59,3.08,Rainy,Equipment_B,3,8.32,1,2023-01-01 12:56:00,1
C-031,Safety and Maintenance Support,2023-03-23,103.68,38.65,486.95,6.38,Windy,Equipment_C,2,8.03,1,2023-01-01 03:22:00,3
C-032,Equipment Operation and Maintenance,2023-07-14,28.29,46.12,559.15,1.5,Windy,Equipment_C,6,3.42,1,2023-01-01 18:21:00,2
C-033,Emergency and Contingency Tasks,2023-02-28,109.99,10.12,488.77,7.87,Cloudy,Equipment_D,5,10.98,1,2023-01-01 14:10:00,2
C-034,Safety and Maintenance Support,2023-04-18,51.58,23.31,524.61,5.12,Rainy,Equipment_B,7,14.54,0,2023-01-01 12:31:00,3
C-035,Aircraft Servicing,2023-03-24,23.29,16.86,481.59,1.09,Cloudy,Equipment_D,5,8.22,1,2023-01-01 02:29:00,4
C-036,Aircraft and Passenger Operations,2023-03-01,84.25,14.31,491.08,3.31,Rainy,Equipment_B,7,16.26,1,2023-01-01 16:41:00,3
C-037,Communication and Coordination,2023-08-01,68.78,56.38,586.46,1.43,Rainy,Equipment_A,5,5.92,1,2023-01-01 10:21:00,4
C-038,Aircraft Servicing,2023-02-24,24.08,38.61,510.21,2.61,Cloudy,Equipment_B,9,6.39,1,2023-01-01 00:30:00,2
C-039,Aircraft and Passenger Operations,2023-03-25,73.34,13.24,531.87,3.36,Sunny,Equipment_B,4,9.38,0,2023-01-01 17:44:00,4
C-040,Communication and Coordination,2023-12-19,33.49,21.21,495.3,6.73,Cloudy,Equipment_A,3,18.65,1,2023-01-01 15:51:00,2
C-041,Emergency and Contingency Tasks,2023-07-25,54.74,32.6,504.2,4.5,Windy,Equipment_B,9,5.81,0,2023-01-01 11:05:00,2
C-042,Baggage and Cargo Handling,2023-04-17,49.7,24.74,587.7,8.15,Cloudy,Equipment_B,4,12.91,1,2023-01-01 17:54:00,4
C-043,Aircraft and Passenger Operations,2023-02-12,99.36,23.6,516.75,9.73,Cloudy,Equipment_A,3,13.83,1,2023-01-01 19:04:00,1
C-044,Communication and Coordination,2023-02-07,67.88,29.74,532.06,3.73,Cloudy,Equipment_A,3,15.31,0,2023-01-01 03:11:00,2
C-045,Aircraft and Passenger Operations,2023-02-21,10.02,40.55,529.62,6.88,Sunny,Equipment_A,5,4.71,0,2023-01-01 15:19:00,3
C-046,Safety and Maintenance Support,2023-03-15,35.48,22.96,485.31,4.94,Sunny,Equipment_D,9,1.6,0,2023-01-01 07:04:00,1
C-047,Safety and Maintenance Support,2023-01-29,35.71,32.41,551.4,4.29,Cloudy,Equipment_A,3,16.99,1,2023-01-01 06:49:00,3
C-048,Aircraft and Passenger Operations,2023-11-21,115.68,52.96,571.91,4.63,Rainy,Equipment_A,2,4.02,1,2023-01-01 08:44:00,3
C-049,Emergency and Contingency Tasks,2023-12-26,64.9,47.01,569.21,1.09,Sunny,Equipment_B,6,6.57,1,2023-01-01 21:32:00,1
C-050,Aircraft and Passenger Operations,2023-03-10,66.48,55.75,510.51,5.88,Sunny,Equipment_A,8,16.18,1,2023-01-01 07:06:00,3
C-051,Emergency and Contingency Tasks,2023-03-06,44.11,49.76,541.98,9.32,Cloudy,Equipment_A,9,1.57,0,2023-01-01 23:52:00,3
C-052,Emergency and Contingency Tasks,2023-10-06,42.82,43.64,550.24,7.75,Windy,Equipment_B,7,12.75,1,2023-01-01 07:57:00,2
C-053,Baggage and Cargo Handling,2023-08-19,69.48,14.25,486.43,1.96,Cloudy,Equipment_D,9,19.84,1,2023-01-01 19:17:00,1
C-054,Communication and Coordination,2023-10-08,54.84,56.9,538.69,2.62,Sunny,Equipment_A,3,6.59,1,2023-01-01 18:48:00,4
C-055,Baggage and Cargo Handling,2023-12-24,99.08,58.61,560.18,1.63,Sunny,Equipment_D,1,5.77,0,2023-01-01 12:12:00,4
C-056,Baggage and Cargo Handling,2023-08-21,81.74,11.97,594.48,1.57,Sunny,Equipment_A,7,15.47,0,2023-01-01 23:29:00,2
C-057,Baggage and Cargo Handling,2023-09-05,46.38,21.14,559.66,5.48,Sunny,Equipment_C,3,14.95,0,2023-01-01 11:18:00,1
C-058,Safety and Maintenance Support,2023-07-10,80.03,6.89,504.32,2.73,Sunny,Equipment_C,2,2.95,0,2023-01-01 18:04:00,2
C-059,Emergency and Contingency Tasks,2023-01-19,22.97,15.6,579.71,9.54,Cloudy,Equipment_D,7,19.26,1,2023-01-01 09:15:00,1
C-060,Safety and Maintenance Support,2023-02-26,25.96,6.51,483.7,7.86,Windy,Equipment_C,7,5.2,0,2023-01-01 17:07:00,3
C-061,Emergency and Contingency Tasks,2023-11-04,67.08,45.23,496.64,1.46,Sunny,Equipment_A,7,10.6,0,2023-01-01 00:11:00,1
C-062,Baggage and Cargo Handling,2023-03-08,69.74,25.94,568.0,1.14,Sunny,Equipment_D,7,19.23,1,2023-01-01 14:35:00,4
C-063,Baggage and Cargo Handling,2023-12-20,71.66,37.46,502.96,3.93,Rainy,Equipment_B,5,5.56,1,2023-01-01 11:50:00,2
C-064,Communication and Coordination,2023-05-14,75.47,55.48,542.39,6.98,Sunny,Equipment_A,1,3.62,1,2023-01-01 06:24:00,3
C-065,Emergency and Contingency Tasks,2023-07-28,113.96,34.61,482.52,1.57,Cloudy,Equipment_B,7,11.11,1,2023-01-01 06:08:00,3
C-066,Baggage and Cargo Handling,2023-12-05,108.38,52.37,497.18,2.9,Cloudy,Equipment_C,5,6.68,0,2023-01-01 16:06:00,1
C-067,Aircraft and Passenger Operations,2023-12-22,114.64,46.81,510.45,8.75,Sunny,Equipment_B,2,14.59,0,2023-01-01 17:15:00,4
C-068,Emergency and Contingency Tasks,2023-06-25,118.48,10.29,553.52,6.61,Cloudy,Equipment_A,8,10.78,0,2023-01-01 18:07:00,1
C-069,Baggage and Cargo Handling,2023-08-20,57.49,19.87,526.62,2.03,Windy,Equipment_B,1,9.89,1,2023-01-01 15:16:00,4
C-070,Emergency and Contingency Tasks,2023-07-26,32.99,49.6,541.84,6.1,Rainy,Equipment_B,2,18.54,1,2023-01-01 13:05:00,3
C-071,Equipment Operation and Maintenance,2023-10-13,61.84,33.47,559.35,8.25,Sunny,Equipment_A,1,8.81,1,2023-01-01 10:31:00,3
C-072,Aircraft and Passenger Operations,2023-02-08,104.85,54.38,589.64,4.94,Cloudy,Equipment_B,6,5.3,0,2023-01-01 18:35:00,2
C-073,Emergency and Contingency Tasks,2023-09-10,110.91,54.37,550.6,8.87,Windy,Equipment_C,6,13.22,0,2023-01-01 12:28:00,4
C-074,Baggage and Cargo Handling,2023-09-26,47.4,58.29,580.07,5.15,Rainy,Equipment_B,9,17.06,0,2023-01-01 04:58:00,4
C-075,Aircraft Servicing,2023-08-06,15.0,41.69,483.53,2.78,Rainy,Equipment_C,2,6.66,0,2023-01-01 19:13:00,4
C-076,Baggage and Cargo Handling,2023-02-01,113.18,9.54,521.45,9.76,Rainy,Equipment_B,4,9.47,1,2023-01-01 10:43:00,2
C-077,Emergency and Contingency Tasks,2023-11-06,22.71,56.71,572.05,6.47,Rainy,Equipment_A,2,4.66,1,2023-01-01 12:05:00,4
C-078,Communication and Coordination,2023-08-11,72.12,19.23,524.97,5.43,Windy,Equipment_B,8,7.42,0,2023-01-01 07:13:00,2
C-079,Communication and Coordination,2023-04-12,105.4,13.05,552.01,2.16,Windy,Equipment_A,5,10.91,1,2023-01-01 17:20:00,1
C-080,Aircraft and Passenger Operations,2023-10-17,66.62,55.77,534.43,5.54,Cloudy,Equipment_B,8,7.09,0,2023-01-01 07:11:00,1
C-081,Aircraft and Passenger Operations,2023-07-30,44.95,8.8,548.38,1.24,Cloudy,Equipment_B,1,1.3,1,2023-01-01 07:05:00,2
C-082,Equipment Operation and Maintenance,2023-10-06,112.63,17.08,565.66,1.32,Cloudy,Equipment_C,6,3.73,0,2023-01-01 06:43:00,4
C-083,Communication and Coordination,2023-09-18,79.6,35.68,597.3,1.36,Sunny,Equipment_B,2,3.4,1,2023-01-01 22:21:00,2
C-084,Communication and Coordination,2023-09-20,11.27,31.49,540.16,9.07,Rainy,Equipment_D,7,16.19,1,2023-01-01 04:35:00,2
C-085,Aircraft and Passenger Operations,2023-04-27,58.71,37.75,554.81,6.38,Windy,Equipment_B,2,12.8,1,2023-01-01 10:31:00,1
C-086,Aircraft Servicing,2023-07-09,116.69,57.28,558.76,6.79,Rainy,Equipment_B,4,18.28,1,2023-01-01 20:46:00,3
C-087,Communication and Coordination,2023-09-18,64.96,35.18,597.43,5.17,Sunny,Equipment_D,8,1.3,1,2023-01-01 08:24:00,4
C-088,Equipment Operation and Maintenance,2023-07-17,41.05,34.36,525.18,5.42,Sunny,Equipment_B,1,19.97,0,2023-01-01 16:07:00,1
C-089,Safety and Maintenance Support,2023-02-08,83.81,30.45,532.85,1.58,Rainy,Equipment_D,9,19.26,1,2023-01-01 04:57:00,4
C-090,Equipment Operation and Maintenance,2023-04-07,14.8,56.32,506.17,4.95,Windy,Equipment_C,4,17.83,0,2023-01-01 19:46:00,1
C-091,Baggage and Cargo Handling,2023-10-18,105.98,47.62,525.0,1.24,Rainy,Equipment_D,7,2.8,0,2023-01-01 14:39:00,1
C-092,Safety and Maintenance Support,2023-03-03,53.56,6.29,547.17,7.06,Cloudy,Equipment_A,4,16.49,0,2023-01-01 04:03:00,1
C-093,Aircraft Servicing,2023-02-01,83.79,20.65,493.94,6.7,Sunny,Equipment_B,8,9.86,0,2023-01-01 00:43:00,4
C-094,Baggage and Cargo Handling,2023-06-09,91.91,12.65,559.82,8.8,Windy,Equipment_C,1,1.97,1,2023-01-01 00:39:00,2
C-095,Aircraft Servicing,2023-11-28,86.26,39.35,543.39,8.83,Cloudy,Equipment_D,8,16.3,0,2023-01-01 12:49:00,4
C-096,Safety and Maintenance Support,2023-08-07,38.55,52.87,573.03,2.45,Cloudy,Equipment_D,6,2.15,1,2023-01-01 13:41:00,4
C-097,Baggage and Cargo Handling,2023-06-09,98.39,7.18,530.17,8.18,Rainy,Equipment_D,5,2.1,1,2023-01-01 06:51:00,2
C-098,Baggage and Cargo Handling,2023-05-15,65.9,42.57,497.3,4.0,Cloudy,Equipment_D,1,3.76,1,2023-01-01 07:24:00,4
C-099,Aircraft Servicing,2023-04-21,52.89,35.27,529.98,3.3,Rainy,Equipment_D,1,14.67,1,2023-01-01 03:10:00,2
C-100,Aircraft Servicing,2023-07-05,83.08,35.95,572.91,8.59,Rainy,Equipment_C,9,8.24,0,2023-01-01 11:41:00,1
C-101,Aircraft and Passenger Operations,2023-11-09,16.22,49.09,511.77,5.71,Windy,Equipment_B,8,7.25,0,2023-01-01 12:17:00,1
C-102,Baggage and Cargo Handling,2023-01-08,116.36,30.69,574.97,5.91,Windy,Equipment_B,5,1.33,0,2023-01-01 14:38:00,1
C-103,Baggage and Cargo Handling,2023-04-20,78.03,16.47,550.93,5.04,Sunny,Equipment_B,7,6.44,0,2023-01-01 10:22:00,3
C-104,Baggage and Cargo Handling,2023-07-05,16.93,14.78,572.28,7.4,Sunny,Equipment_B,7,13.9,1,2023-01-01 20:25:00,4
C-105,Safety and Maintenance Support,2023-09-25,73.38,57.67,481.01,5.96,Cloudy,Equipment_C,9,15.33,1,2023-01-01 08:56:00,4
C-106,Aircraft and Passenger Operations,2023-07-21,92.79,16.16,583.55,1.71,Sunny,Equipment_D,5,2.71,1,2023-01-01 12:35:00,4
C-107,Aircraft and Passenger Operations,2023-06-25,37.27,32.94,502.89,8.16,Cloudy,Equipment_B,6,12.92,0,2023-01-01 09:35:00,4
C-108,Emergency and Contingency Tasks,2023-08-10,58.01,37.53,509.94,3.04,Cloudy,Equipment_D,1,17.13,0,2023-01-01 13:58:00,4
C-109,Equipment Operation and Maintenance,2023-10-31,74.06,34.58,578.57,3.82,Rainy,Equipment_D,3,14.17,1,2023-01-01 18:26:00,1
C-110,Emergency and Contingency Tasks,2023-10-20,69.67,27.81,529.91,5.44,Rainy,Equipment_C,1,16.41,0,2023-01-01 08:19:00,2
C-111,Safety and Maintenance Support,2023-06-28,28.2,43.83,544.72,4.05,Sunny,Equipment_A,2,3.37,1,2023-01-01 12:31:00,2
C-112,Aircraft and Passenger Operations,2023-06-08,91.07,44.73,512.98,6.78,Windy,Equipment_B,2,2.5,0,2023-01-01 04:09:00,1
C-113,Communication and Coordination,2023-04-23,85.9,34.68,488.64,9.73,Windy,Equipment_A,8,19.46,1,2023-01-01 14:25:00,1
C-114,Safety and Maintenance Support,2023-02-18,57.39,24.32,508.85,6.67,Cloudy,Equipment_D,2,4.52,0,2023-01-01 08:16:00,2
C-115,Equipment Operation and Maintenance,2023-12-02,30.58,28.17,562.82,9.11,Sunny,Equipment_D,8,18.03,0,2023-01-01 13:40:00,4
C-116,Aircraft Servicing,2023-12-29,59.65,33.44,521.21,6.22,Sunny,Equipment_D,2,3.69,0,2023-01-01 05:55:00,3
C-117,Emergency and Contingency Tasks,2023-02-15,41.4,19.18,518.57,5.15,Rainy,Equipment_C,5,10.81,0,2023-01-01 22:41:00,3
C-118,Safety and Maintenance Support,2023-07-20,85.41,21.06,488.41,8.33,Cloudy,Equipment_A,1,6.76,1,2023-01-01 14:43:00,3
C-119,Emergency and Contingency Tasks,2023-09-09,21.61,39.08,485.35,8.15,Windy,Equipment_A,1,5.72,1,2023-01-01 09:58:00,1
C-120,Baggage and Cargo Handling,2023-03-22,104.5,38.86,514.07,6.71,Sunny,Equipment_D,2,14.47,0,2023-01-01 18:55:00,2
C-121,Equipment Operation and Maintenance,2023-04-14,105.63,26.96,498.0,1.75,Sunny,Equipment_A,1,4.35,1,2023-01-01 18:14:00,4
C-122,Aircraft and Passenger Operations,2023-09-29,22.07,52.03,571.46,2.9,Cloudy,Equipment_A,9,7.08,1,2023-01-01 07:20:00,2
C-123,Aircraft and Passenger Operations,2023-03-02,67.77,48.67,532.72,8.8,Cloudy,Equipment_C,1,11.7,0,2023-01-01 06:22:00,2
C-124,Aircraft and Passenger Operations,2023-12-23,29.67,17.9,499.36,1.47,Cloudy,Equipment_A,9,7.56,1,2023-01-01 08:24:00,4
C-125,Emergency and Contingency Tasks,2023-10-21,83.29,14.98,532.57,6.65,Rainy,Equipment_D,4,10.81,0,2023-01-01 09:32:00,4
C-126,Safety and Maintenance Support,2023-04-27,60.05,47.19,514.98,9.01,Cloudy,Equipment_C,7,19.11,0,2023-01-01 17:32:00,2
C-127,Emergency and Contingency Tasks,2023-03-25,98.87,24.48,581.55,6.44,Sunny,Equipment_D,3,6.86,1,2023-01-01 00:46:00,1
C-128,Emergency and Contingency Tasks,2023-11-29,16.02,36.66,480.41,2.86,Cloudy,Equipment_B,3,5.49,1,2023-01-01 13:28:00,4
C-129,Communication and Coordination,2023-06-14,88.53,14.53,520.14,4.42,Cloudy,Equipment_B,6,4.34,0,2023-01-01 04:45:00,1
C-130,Baggage and Cargo Handling,2023-08-04,84.95,28.63,540.41,9.37,Windy,Equipment_D,9,6.18,0,2023-01-01 20:10:00,1
C-131,Aircraft Servicing,2023-11-18,50.28,44.55,552.38,1.72,Windy,Equipment_A,9,17.9,1,2023-01-01 07:56:00,1
C-132,Communication and Coordination,2023-04-01,72.08,10.75,510.55,2.69,Sunny,Equipment_B,5,8.7,1,2023-01-01 16:33:00,4
C-133,Equipment Operation and Maintenance,2023-05-17,93.5,33.74,551.46,2.97,Cloudy,Equipment_A,6,4.21,1,2023-01-01 20:10:00,1
C-134,Baggage and Cargo Handling,2023-04-20,14.54,54.7,484.11,1.38,Rainy,Equipment_D,8,18.13,0,2023-01-01 22:30:00,3
C-135,Emergency and Contingency Tasks,2023-09-06,50.88,19.91,510.25,4.89,Windy,Equipment_C,1,8.89,0,2023-01-01 15:29:00,2
C-136,Baggage and Cargo Handling,2023-08-18,41.31,10.7,538.67,4.53,Rainy,Equipment_B,3,4.22,1,2023-01-01 09:32:00,1
C-137,Emergency and Contingency Tasks,2023-03-05,89.59,24.85,596.87,4.27,Windy,Equipment_A,7,16.13,1,2023-01-01 23:57:00,1
C-138,Aircraft and Passenger Operations,2023-11-02,43.59,24.06,577.78,3.78,Rainy,Equipment_B,2,11.56,1,2023-01-01 23:53:00,3
C-139,Emergency and Contingency Tasks,2023-06-09,35.51,15.2,587.68,8.75,Sunny,Equipment_C,5,14.3,1,2023-01-01 01:32:00,3
C-140,Baggage and Cargo Handling,2023-01-31,15.27,36.77,543.44,7.67,Windy,Equipment_D,4,18.94,0,2023-01-01 01:36:00,3
C-141,Aircraft and Passenger Operations,2023-02-25,54.22,34.62,567.4,5.88,Rainy,Equipment_C,9,6.41,1,2023-01-01 16:50:00,4
C-142,Aircraft and Passenger Operations,2023-09-19,72.12,59.32,549.72,4.66,Rainy,Equipment_D,9,12.84,0,2023-01-01 00:16:00,2
C-143,Aircraft Servicing,2023-01-23,102.54,23.94,560.29,7.8,Cloudy,Equipment_B,6,2.14,1,2023-01-01 13:30:00,1
C-144,Safety and Maintenance Support,2023-04-01,75.46,23.93,579.54,7.79,Rainy,Equipment_A,5,5.9,1,2023-01-01 19:24:00,2
C-145,Safety and Maintenance Support,2023-02-22,83.82,56.99,516.84,1.07,Windy,Equipment_A,2,1.0,0,2023-01-01 15:55:00,4
C-146,Emergency and Contingency Tasks,2023-01-02,76.32,49.18,552.39,2.68,Sunny,Equipment_C,6,11.15,1,2023-01-01 23:05:00,3
C-147,Safety and Maintenance Support,2023-12-15,113.03,12.41,537.6,7.22,Sunny,Equipment_B,9,3.8,1,2023-01-01 03:22:00,3
C-148,Communication and Coordination,2023-09-10,103.82,42.55,509.51,2.6,Windy,Equipment_A,8,1.79,1,2023-01-01 09:54:00,1
C-149,Communication and Coordination,2023-08-31,58.99,9.03,590.23,5.59,Rainy,Equipment_D,1,15.2,0,2023-01-01 00:54:00,4
C-150,Baggage and Cargo Handling,2023-09-21,22.06,31.87,500.42,9.77,Windy,Equipment_A,3,12.48,0,2023-01-01 17:27:00,3
C-151,Equipment Operation and Maintenance,2023-06-30,111.21,50.94,523.13,4.37,Rainy,Equipment_C,3,6.36,1,2023-01-01 15:30:00,4
C-152,Communication and Coordination,2023-08-05,112.95,41.73,598.23,1.54,Cloudy,Equipment_C,8,17.49,1,2023-01-01 22:28:00,3
C-153,Equipment Operation and Maintenance,2023-06-14,48.0,38.23,526.4,6.57,Windy,Equipment_B,2,11.3,1,2023-01-01 16:53:00,3
C-154,Communication and Coordination,2023-01-11,86.98,34.76,526.71,1.79,Rainy,Equipment_D,1,19.16,0,2023-01-01 02:45:00,4
C-155,Aircraft and Passenger Operations,2023-08-28,111.6,15.09,527.27,1.89,Cloudy,Equipment_C,8,18.53,0,2023-01-01 03:37:00,2
C-156,Baggage and Cargo Handling,2023-09-11,31.58,31.43,598.74,6.84,Windy,Equipment_B,5,19.75,0,2023-01-01 04:04:00,1
C-157,Emergency and Contingency Tasks,2023-09-20,33.67,8.56,596.99,9.04,Cloudy,Equipment_D,4,15.27,0,2023-01-01 17:34:00,4
C-158,Emergency and Contingency Tasks,2023-04-10,20.82,19.85,573.25,6.01,Windy,Equipment_D,4,3.85,1,2023-01-01 22:55:00,2
C-159,Equipment Operation and Maintenance,2023-02-04,61.16,29.36,596.15,5.13,Rainy,Equipment_A,8,11.19,0,2023-01-01 19:05:00,3
C-160,Aircraft Servicing,2023-07-01,88.58,42.52,562.0,8.17,Windy,Equipment_D,8,1.25,0,2023-01-01 15:05:00,2
C-161,Communication and Coordination,2023-05-17,38.4,57.26,486.85,3.27,Cloudy,Equipment_D,4,11.16,1,2023-01-01 01:27:00,2
C-162,Equipment Operation and Maintenance,2023-03-08,45.85,57.57,556.76,6.87,Sunny,Equipment_C,5,2.96,0,2023-01-01 10:10:00,4
C-163,Aircraft Servicing,2023-09-14,98.13,29.55,527.61,7.07,Sunny,Equipment_C,9,10.48,0,2023-01-01 02:11:00,1
C-164,Aircraft and Passenger Operations,2023-09-24,78.9,46.38,536.7,9.83,Sunny,Equipment_C,2,10.23,0,2023-01-01 01:26:00,2
C-165,Communication and Coordination,2023-04-29,102.31,22.58,531.12,2.71,Windy,Equipment_B,9,4.35,1,2023-01-01 16:54:00,2
C-166,Aircraft Servicing,2023-09-15,37.97,56.98,566.27,3.91,Rainy,Equipment_D,4,6.07,1,2023-01-01 19:02:00,4
C-167,Aircraft and Passenger Operations,2023-07-27,44.07,21.6,525.73,8.06,Sunny,Equipment_B,8,13.42,0,2023-01-01 06:45:00,3
C-168,Aircraft and Passenger Operations,2023-03-30,55.27,46.34,521.69,6.87,Rainy,Equipment_D,8,5.32,0,2023-01-01 07:08:00,2
C-169,Baggage and Cargo Handling,2023-05-27,39.15,12.79,481.07,2.31,Sunny,Equipment_B,6,4.64,1,2023-01-01 01:24:00,1
C-170,Safety and Maintenance Support,2023-09-19,59.52,59.26,586.15,7.23,Rainy,Equipment_C,9,9.78,1,2023-01-01 22:01:00,1
C-171,Communication and Coordination,2023-02-25,46.59,55.48,582.15,9.81,Sunny,Equipment_C,7,10.51,1,2023-01-01 04:57:00,1
C-172,Aircraft Servicing,2023-06-15,82.84,34.49,485.05,5.29,Rainy,Equipment_C,4,13.66,1,2023-01-01 22:03:00,3
C-173,Aircraft Servicing,2023-09-08,27.38,48.84,591.66,9.94,Windy,Equipment_D,2,19.57,0,2023-01-01 00:19:00,4
C-174,Emergency and Contingency Tasks,2023-10-18,44.91,22.72,538.91,2.58,Rainy,Equipment_B,4,11.83,1,2023-01-01 09:15:00,4
C-175,Communication and Coordination,2023-06-06,53.61,39.58,574.63,1.87,Rainy,Equipment_A,2,3.65,1,2023-01-01 23:32:00,3
C-176,Aircraft and Passenger Operations,2023-04-22,104.43,53.46,510.36,5.91,Sunny,Equipment_C,7,14.43,1,2023-01-01 14:32:00,3
C-177,Baggage and Cargo Handling,2023-01-25,118.63,24.25,497.74,4.52,Windy,Equipment_D,3,16.15,1,2023-01-01 15:03:00,4
C-178,Safety and Maintenance Support,2023-09-05,42.66,23.99,503.29,5.79,Sunny,Equipment_B,1,1.11,0,2023-01-01 21:59:00,1
C-179,Aircraft Servicing,2023-02-08,112.97,59.97,527.03,9.25,Windy,Equipment_B,2,12.35,1,2023-01-01 09:51:00,2
C-180,Communication and Coordination,2023-09-19,102.11,12.32,485.66,5.01,Windy,Equipment_D,2,15.65,0,2023-01-01 10:29:00,2
C-181,Safety and Maintenance Support,2023-04-17,25.23,33.44,524.03,1.04,Rainy,Equipment_B,9,12.93,0,2023-01-01 13:31:00,1
C-182,Aircraft and Passenger Operations,2023-09-17,55.54,23.75,593.2,4.01,Cloudy,Equipment_A,7,13.34,1,2023-01-01 12:53:00,4
C-183,Aircraft and Passenger Operations,2023-06-10,75.85,26.13,589.88,2.41,Cloudy,Equipment_A,5,6.06,1,2023-01-01 10:16:00,4
C-184,Aircraft and Passenger Operations,2023-09-08,21.59,24.72,569.03,3.37,Sunny,Equipment_B,3,4.04,0,2023-01-01 01:56:00,2
C-185,Communication and Coordination,2023-04-22,53.19,18.39,531.93,7.63,Sunny,Equipment_D,7,9.79,0,2023-01-01 00:06:00,4
