task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel
T-004,0,13,1,16
T-004,0,14,1,16
T-004,0,15,1,16
T-004,0,16,1,16
T-004,0,17,1,16
T-004,0,18,1,16
T-004,0,19,1,16
T-004,0,20,1,16
T-004,0,21,1,16
T-004,0,22,1,16
T-004,0,23,1,16
T-004,0,24,1,16
T-004,0,25,1,16
T-004,0,26,1,16
T-004,1,27,1,16
T-004,1,28,1,16
T-004,1,29,1,16
T-004,1,30,1,16
T-004,1,31,1,16
T-004,1,32,1,16
T-004,1,33,1,16
T-004,1,34,1,16
T-004,1,35,1,16
T-004,1,36,1,16
T-004,1,37,1,16
T-004,1,38,1,16
T-004,1,39,1,16
T-004,1,40,1,16
T-004,1,41,1,16
T-004,1,42,1,16
T-004,1,43,1,16
T-004,1,44,1,16
T-004,1,45,1,16
T-004,1,46,1,16
T-004,1,47,1,16
T-004,1,48,1,16
T-004,1,49,1,16
T-004,1,50,1,16
T-004,1,51,1,16
T-004,1,52,1,16
T-004,1,53,1,16
T-004,1,54,1,16
T-004,1,55,1,16
T-004,1,56,1,16
T-004,1,57,1,16
T-004,1,58,1,16
T-004,1,59,1,16
T-004,1,60,1,16
T-004,1,61,1,16
T-004,1,62,1,16
T-004,2,63,1,12
T-004,2,64,1,16
T-004,2,65,1,4
T-004,2,66,1,8
T-004,2,67,1,12
T-004,2,69,1,4
T-004,2,70,1,12
T-004,2,71,1,4
T-004,2,72,1,4
T-004,2,73,1,4
T-004,2,74,1,8
T-004,2,75,1,8
T-004,2,76,1,4
T-004,2,78,1,4
T-004,3,63,1,4
T-004,3,65,1,4
T-004,3,66,1,4
T-004,3,67,1,4
T-004,3,68,1,4
T-004,3,69,1,4
T-004,3,70,1,4
T-004,3,71,1,8
T-004,3,72,1,8
T-004,3,75,1,4
T-004,3,76,1,8
T-004,3,77,1,12
T-004,4,65,1,4
T-004,4,68,1,12
T-004,4,69,1,8
T-004,4,72,1,4
T-004,4,73,1,12
T-004,4,74,1,4
T-004,4,75,1,4
T-004,4,76,1,4
T-004,4,78,1,8
T-004,5,65,1,4
T-004,5,66,1,4
T-004,5,71,1,4
T-004,5,74,1,4
T-004,5,77,1,4
T-004,5,78,1,4
T-005,0,0,2,43
T-005,0,1,2,12
T-005,0,2,2,12
T-005,0,3,2,12
T-005,0,4,2,12
T-005,0,5,2,12
T-005,0,6,2,12
T-005,0,7,2,12
T-005,0,8,2,12
T-005,0,9,2,12
T-005,0,10,2,12
T-005,0,11,2,12
T-005,0,12,2,12
T-005,0,13,2,12
T-005,0,14,2,12
T-005,0,15,2,12
T-005,0,16,2,12
T-005,0,17,2,12
T-005,0,18,2,12
T-005,0,19,2,12
T-005,0,20,2,12
T-005,0,21,2,12
T-005,0,22,2,12
T-005,0,23,2,12
T-005,0,24,2,12
T-005,0,25,2,12
T-005,0,26,2,12
T-005,1,27,2,12
T-005,1,28,2,12
T-005,1,29,2,12
T-005,1,30,2,12
T-005,1,31,2,12
T-005,1,32,2,12
T-005,1,33,2,12
T-005,1,34,2,12
T-005,1,35,2,12
T-005,1,36,2,12
T-005,1,37,2,12
T-005,1,38,2,12
T-005,1,39,2,12
T-005,1,40,2,12
T-005,1,41,2,12
T-005,1,42,2,12
T-005,1,43,2,12
T-005,1,44,2,12
T-005,1,45,2,12
T-005,1,46,2,12
T-005,1,47,2,12
T-005,1,48,2,12
T-005,1,49,2,12
T-005,1,50,2,12
T-005,1,51,2,12
T-005,1,52,2,12
T-005,1,53,2,12
T-005,1,54,2,12
T-005,1,55,2,12
T-005,1,56,2,12
T-005,1,57,2,12
T-005,1,58,2,12
T-005,1,59,2,12
T-005,1,60,2,12
T-005,1,61,2,12
T-005,1,62,2,12
T-005,2,63,2,9
T-005,2,64,2,12
T-005,2,65,2,3
T-005,2,66,2,6
T-005,2,67,2,9
T-005,2,69,2,3
T-005,2,70,2,9
T-005,2,71,2,3
T-005,2,72,2,3
T-005,2,73,2,3
T-005,2,74,2,6
T-005,2,75,2,6
T-005,2,76,2,3
T-005,2,78,2,3
T-005,3,63,2,3
T-005,3,65,2,3
T-005,3,66,2,3
T-005,3,67,2,3
T-005,3,68,2,3
T-005,3,69,2,3
T-005,3,70,2,3
T-005,3,71,2,6
T-005,3,72,2,6
T-005,3,75,2,3
T-005,3,76,2,6
T-005,3,77,2,9
T-005,4,65,2,3
T-005,4,68,2,9
T-005,4,69,2,6
T-005,4,72,2,3
T-005,4,73,2,9
T-005,4,74,2,3
T-005,4,75,2,3
T-005,4,76,2,3
T-005,4,78,2,6
T-005,5,65,2,3
T-005,5,66,2,3
T-005,5,71,2,3
T-005,5,74,2,3
T-005,5,77,2,3
T-005,5,78,2,3
T-006,0,0,3,43
T-006,0,1,3,4
T-006,0,2,3,4
T-006,0,3,3,4
T-006,0,4,3,4
T-006,0,5,3,4
T-006,0,6,3,4
T-006,0,7,3,4
T-006,0,8,3,4
T-006,0,9,3,4
T-006,0,10,3,4
T-006,0,11,3,4
T-006,0,12,3,4
T-006,0,13,3,4
T-006,0,14,3,4
T-006,0,15,3,4
T-006,0,16,3,4
T-006,0,17,3,4
T-006,0,18,3,4
T-006,0,19,3,4
T-006,0,20,3,4
T-006,0,21,3,4
T-006,0,22,3,4
T-006,0,23,3,4
T-006,0,24,3,4
T-006,0,25,3,4
T-006,0,26,3,4
T-006,1,27,3,4
T-006,1,28,3,4
T-006,1,29,3,4
T-006,1,30,3,4
T-006,1,31,3,4
T-006,1,32,3,4
T-006,1,33,3,4
T-006,1,34,3,4
T-006,1,35,3,4
T-006,1,36,3,4
T-006,1,37,3,4
T-006,1,38,3,4
T-006,1,39,3,4
T-006,1,40,3,4
T-006,1,41,3,4
T-006,1,42,3,4
T-006,1,43,3,4
T-006,1,44,3,4
T-006,1,45,3,4
T-006,1,46,3,4
T-006,1,47,3,4
T-006,1,48,3,4
T-006,1,49,3,4
T-006,1,50,3,4
T-006,1,51,3,4
T-006,1,52,3,4
T-006,1,53,3,4
T-006,1,54,3,4
T-006,1,55,3,4
T-006,1,56,3,4
T-006,1,57,3,4
T-006,1,58,3,4
T-006,1,59,3,4
T-006,1,60,3,4
T-006,1,61,3,4
T-006,1,62,3,4
T-006,2,63,3,3
T-006,2,64,3,4
T-006,2,65,3,1
T-006,2,66,3,2
T-006,2,67,3,3
T-006,2,69,3,1
T-006,2,70,3,3
T-006,2,71,3,1
T-006,2,72,3,1
T-006,2,73,3,1
T-006,2,74,3,2
T-006,2,75,3,2
T-006,2,76,3,1
T-006,2,78,3,1
T-006,3,63,3,1
T-006,3,65,3,1
T-006,3,66,3,1
T-006,3,67,3,1
T-006,3,68,3,1
T-006,3,69,3,1
T-006,3,70,3,1
T-006,3,71,3,2
T-006,3,72,3,2
T-006,3,75,3,1
T-006,3,76,3,2
T-006,3,77,3,3
T-006,4,65,3,1
T-006,4,68,3,3
T-006,4,69,3,2
T-006,4,72,3,1
T-006,4,73,3,3
T-006,4,74,3,1
T-006,4,75,3,1
T-006,4,76,3,1
T-006,4,78,3,2
T-006,5,65,3,1
T-006,5,66,3,1
T-006,5,71,3,1
T-006,5,74,3,1
T-006,5,77,3,1
T-006,5,78,3,1
T-007,0,0,2,39
T-007,0,1,2,12
T-007,0,2,2,12
T-007,0,3,2,12
T-007,0,4,2,12
T-007,0,5,2,12
T-007,0,6,2,12
T-007,0,7,2,12
T-007,0,8,2,12
T-007,0,9,2,12
T-007,0,10,2,12
T-007,0,11,2,12
T-007,0,12,2,12
T-007,0,13,2,12
T-007,0,14,2,12
T-007,0,15,2,12
T-007,0,16,2,12
T-007,0,17,2,12
T-007,0,18,2,12
T-007,0,19,2,12
T-007,0,20,2,12
T-007,0,21,2,12
T-007,0,22,2,12
T-007,0,23,2,12
T-007,0,24,2,12
T-007,0,25,2,12
T-007,0,26,2,12
T-007,1,27,2,12
T-007,1,28,2,12
T-007,1,29,2,12
T-007,1,30,2,12
T-007,1,31,2,12
T-007,1,32,2,12
T-007,1,33,2,12
T-007,1,34,2,12
T-007,1,35,2,12
T-007,1,36,2,12
T-007,1,37,2,12
T-007,1,38,2,12
T-007,1,39,2,12
T-007,1,40,2,12
T-007,1,41,2,12
T-007,1,42,2,12
T-007,1,43,2,12
T-007,1,44,2,12
T-007,1,45,2,12
T-007,1,46,2,12
T-007,1,47,2,12
T-007,1,48,2,12
T-007,1,49,2,12
T-007,1,50,2,12
T-007,1,51,2,12
T-007,1,52,2,12
T-007,1,53,2,12
T-007,1,54,2,12
T-007,1,55,2,12
T-007,1,56,2,12
T-007,1,57,2,12
T-007,1,58,2,12
T-007,1,59,2,12
T-007,1,60,2,12
T-007,1,61,2,12
T-007,1,62,2,12
T-007,2,63,2,9
T-007,2,64,2,12
T-007,2,65,2,3
T-007,2,66,2,6
T-007,2,67,2,9
T-007,2,69,2,3
T-007,2,70,2,9
T-007,2,71,2,3
T-007,2,72,2,3
T-007,2,73,2,3
T-007,2,74,2,6
T-007,2,75,2,6
T-007,2,76,2,3
T-007,2,78,2,3
T-007,3,63,2,3
T-007,3,65,2,3
T-007,3,66,2,3
T-007,3,67,2,3
T-007,3,68,2,3
T-007,3,69,2,3
T-007,3,70,2,3
T-007,3,71,2,6
T-007,3,72,2,6
T-007,3,75,2,3
T-007,3,76,2,6
T-007,3,77,2,9
T-007,4,65,2,3
T-007,4,68,2,9
T-007,4,69,2,6
T-007,4,72,2,3
T-007,4,73,2,9
T-007,4,74,2,3
T-007,4,75,2,3
T-007,4,76,2,3
T-007,4,78,2,6
T-007,5,65,2,3
T-007,5,66,2,3
T-007,5,71,2,3
T-007,5,74,2,3
T-007,5,77,2,3
T-007,5,78,2,3
T-008,0,0,1,40
T-008,0,1,1,4
T-008,0,2,1,4
T-008,0,3,1,4
T-008,0,4,1,4
T-008,0,5,1,4
T-008,0,6,1,4
T-008,0,7,1,4
T-008,0,8,1,4
T-008,0,9,1,4
T-008,0,10,1,4
T-008,0,11,1,4
T-008,0,12,1,4
T-008,0,13,1,4
T-008,0,14,1,4
T-008,0,15,1,4
T-008,0,16,1,4
T-008,0,17,1,4
T-008,0,18,1,4
T-008,0,19,1,4
T-008,0,20,1,4
T-008,0,21,1,4
T-008,0,22,1,4
T-008,0,23,1,4
T-008,0,24,1,4
T-008,0,25,1,4
T-008,0,26,1,4
T-008,1,27,1,4
T-008,1,28,1,4
T-008,1,29,1,4
T-008,1,30,1,4
T-008,1,31,1,4
T-008,1,32,1,4
T-008,1,33,1,4
T-008,1,34,1,4
T-008,1,35,1,4
T-008,1,36,1,4
T-008,1,37,1,4
T-008,1,38,1,4
T-008,1,39,1,4
T-008,1,40,1,4
T-008,1,41,1,4
T-008,1,42,1,4
T-008,1,43,1,4
T-008,1,44,1,4
T-008,1,45,1,4
T-008,1,46,1,4
T-008,1,47,1,4
T-008,1,48,1,4
T-008,1,49,1,4
T-008,1,50,1,4
T-008,1,51,1,4
T-008,1,52,1,4
T-008,1,53,1,4
T-008,1,54,1,4
T-008,1,55,1,4
T-008,1,56,1,4
T-008,1,57,1,4
T-008,1,58,1,4
T-008,1,59,1,4
T-008,1,60,1,4
T-008,1,61,1,4
T-008,1,62,1,4
T-008,2,63,1,3
T-008,2,64,1,4
T-008,2,65,1,1
T-008,2,66,1,2
T-008,2,67,1,3
T-008,2,69,1,1
T-008,2,70,1,3
T-008,2,71,1,1
T-008,2,72,1,1
T-008,2,73,1,1
T-008,2,74,1,2
T-008,2,75,1,2
T-008,2,76,1,1
T-008,2,78,1,1
T-008,3,63,1,1
T-008,3,65,1,1
T-008,3,66,1,1
T-008,3,67,1,1
T-008,3,68,1,1
T-008,3,69,1,1
T-008,3,70,1,1
T-008,3,71,1,2
T-008,3,72,1,2
T-008,3,75,1,1
T-008,3,76,1,2
T-008,3,77,1,3
T-008,4,65,1,1
T-008,4,68,1,3
T-008,4,69,1,2
T-008,4,72,1,1
T-008,4,73,1,3
T-008,4,74,1,1
T-008,4,75,1,1
T-008,4,76,1,1
T-008,4,78,1,2
T-008,5,65,1,1
T-008,5,66,1,1
T-008,5,71,1,1
T-008,5,74,1,1
T-008,5,77,1,1
T-008,5,78,1,1
T-009,0,0,2,43
T-009,0,1,2,4
T-009,0,2,2,4
T-009,0,3,2,4
T-009,0,4,2,4
T-009,0,5,2,4
T-009,0,6,2,4
T-009,0,7,2,4
T-009,0,8,2,4
T-009,0,9,2,4
T-009,0,10,2,4
T-009,0,11,2,4
T-009,0,12,2,4
T-009,0,13,2,4
T-009,0,14,2,4
T-009,0,15,2,4
T-009,0,16,2,4
T-009,0,17,2,4
T-009,0,18,2,4
T-009,0,19,2,4
T-009,0,20,2,4
T-009,0,21,2,4
T-009,0,22,2,4
T-009,0,23,2,4
T-009,0,24,2,4
T-009,0,25,2,4
T-009,0,26,2,4
T-009,1,27,2,4
T-009,1,28,2,4
T-009,1,29,2,4
T-009,1,30,2,4
T-009,1,31,2,4
T-009,1,32,2,4
T-009,1,33,2,4
T-009,1,34,2,4
T-009,1,35,2,4
T-009,1,36,2,4
T-009,1,37,2,4
T-009,1,38,2,4
T-009,1,39,2,4
T-009,1,40,2,4
T-009,1,41,2,4
T-009,1,42,2,4
T-009,1,43,2,4
T-009,1,44,2,4
T-009,1,45,2,4
T-009,1,46,2,4
T-009,1,47,2,4
T-009,1,48,2,4
T-009,1,49,2,4
T-009,1,50,2,4
T-009,1,51,2,4
T-009,1,52,2,4
T-009,1,53,2,4
T-009,1,54,2,4
T-009,1,55,2,4
T-009,1,56,2,4
T-009,1,57,2,4
T-009,1,58,2,4
T-009,1,59,2,4
T-009,1,60,2,4
T-009,1,61,2,4
T-009,1,62,2,4
T-009,2,63,2,3
T-009,2,64,2,4
T-009,2,65,2,1
T-009,2,66,2,2
T-009,2,67,2,3
T-009,2,69,2,1
T-009,2,70,2,3
T-009,2,71,2,1
T-009,2,72,2,1
T-009,2,73,2,1
T-009,2,74,2,2
T-009,2,75,2,2
T-009,2,76,2,1
T-009,2,78,2,1
T-009,3,63,2,1
T-009,3,65,2,1
T-009,3,66,2,1
T-009,3,67,2,1
T-009,3,68,2,1
T-009,3,69,2,1
T-009,3,70,2,1
T-009,3,71,2,2
T-009,3,72,2,2
T-009,3,75,2,1
T-009,3,76,2,2
T-009,3,77,2,3
T-009,4,65,2,1
T-009,4,68,2,3
T-009,4,69,2,2
T-009,4,72,2,1
T-009,4,73,2,3
T-009,4,74,2,1
T-009,4,75,2,1
T-009,4,76,2,1
T-009,4,78,2,2
T-009,5,65,2,1
T-009,5,66,2,1
T-009,5,71,2,1
T-009,5,74,2,1
T-009,5,77,2,1
T-009,5,78,2,1
T-010,0,0,3,44
T-010,0,1,3,4
T-010,0,2,3,4
T-010,0,3,3,4
T-010,0,4,3,4
T-010,0,5,3,4
T-010,0,6,3,4
T-010,0,7,3,4
T-010,0,8,3,4
T-010,0,9,3,4
T-010,0,10,3,4
T-010,0,11,3,4
T-010,0,12,3,4
T-010,0,13,3,4
T-010,0,14,3,4
T-010,0,15,3,4
T-010,0,16,3,4
T-010,0,17,3,4
T-010,0,18,3,4
T-010,0,19,3,4
T-010,0,20,3,4
T-010,0,21,3,4
T-010,0,22,3,4
T-010,0,23,3,4
T-010,0,24,3,4
T-010,0,25,3,4
T-010,0,26,3,4
T-010,1,27,3,4
T-010,1,28,3,4
T-010,1,29,3,4
T-010,1,30,3,4
T-010,1,31,3,4
T-010,1,32,3,4
T-010,1,33,3,4
T-010,1,34,3,4
T-010,1,35,3,4
T-010,1,36,3,4
T-010,1,37,3,4
T-010,1,38,3,4
T-010,1,39,3,4
T-010,1,40,3,4
T-010,1,41,3,4
T-010,1,42,3,4
T-010,1,43,3,4
T-010,1,44,3,4
T-010,1,45,3,4
T-010,1,46,3,4
T-010,1,47,3,4
T-010,1,48,3,4
T-010,1,49,3,4
T-010,1,50,3,4
T-010,1,51,3,4
T-010,1,52,3,4
T-010,1,53,3,4
T-010,1,54,3,4
T-010,1,55,3,4
T-010,1,56,3,4
T-010,1,57,3,4
T-010,1,58,3,4
T-010,1,59,3,4
T-010,1,60,3,4
T-010,1,61,3,4
T-010,1,62,3,4
T-010,2,63,3,3
T-010,2,64,3,4
T-010,2,65,3,1
T-010,2,66,3,2
T-010,2,67,3,3
T-010,2,69,3,1
T-010,2,70,3,3
T-010,2,71,3,1
T-010,2,72,3,1
T-010,2,73,3,1
T-010,2,74,3,2
T-010,2,75,3,2
T-010,2,76,3,1
T-010,2,78,3,1
T-010,3,63,3,1
T-010,3,65,3,1
T-010,3,66,3,1
T-010,3,67,3,1
T-010,3,68,3,1
T-010,3,69,3,1
T-010,3,70,3,1
T-010,3,71,3,2
T-010,3,72,3,2
T-010,3,75,3,1
T-010,3,76,3,2
T-010,3,77,3,3
T-010,4,65,3,1
T-010,4,68,3,3
T-010,4,69,3,2
T-010,4,72,3,1
T-010,4,73,3,3
T-010,4,74,3,1
T-010,4,75,3,1
T-010,4,76,3,1
T-010,4,78,3,2
T-010,5,65,3,1
T-010,5,66,3,1
T-010,5,71,3,1
T-010,5,74,3,1
T-010,5,77,3,1
T-010,5,78,3,1
T-011,0,0,1,37
T-011,0,1,1,4
T-011,0,2,1,4
T-011,0,3,1,4
T-011,0,4,1,4
T-011,0,5,1,4
T-011,0,6,1,4
T-011,0,7,1,4
T-011,0,8,1,4
T-011,0,9,1,4
T-011,0,10,1,4
T-011,0,11,1,4
T-011,0,12,1,4
T-011,0,13,1,4
T-011,0,14,1,4
T-011,0,15,1,4
T-011,0,16,1,4
T-011,0,17,1,4
T-011,0,18,1,4
T-011,0,19,1,4
T-011,0,20,1,4
T-011,0,21,1,4
T-011,0,22,1,4
T-011,0,23,1,4
T-011,0,24,1,4
T-011,0,25,1,4
T-011,0,26,1,4
T-011,1,27,1,4
T-011,1,28,1,4
T-011,1,29,1,4
T-011,1,30,1,4
T-011,1,31,1,4
T-011,1,32,1,4
T-011,1,33,1,4
T-011,1,34,1,4
T-011,1,35,1,4
T-011,1,36,1,4
T-011,1,37,1,4
T-011,1,38,1,4
T-011,1,39,1,4
T-011,1,40,1,4
T-011,1,41,1,4
T-011,1,42,1,4
T-011,1,43,1,4
T-011,1,44,1,4
T-011,1,45,1,4
T-011,1,46,1,4
T-011,1,47,1,4
T-011,1,48,1,4
T-011,1,49,1,4
T-011,1,50,1,4
T-011,1,51,1,4
T-011,1,52,1,4
T-011,1,53,1,4
T-011,1,54,1,4
T-011,1,55,1,4
T-011,1,56,1,4
T-011,1,57,1,4
T-011,1,58,1,4
T-011,1,59,1,4
T-011,1,60,1,4
T-011,1,61,1,4
T-011,1,62,1,4
T-011,2,63,1,3
T-011,2,64,1,4
T-011,2,65,1,1
T-011,2,66,1,2
T-011,2,67,1,3
T-011,2,69,1,1
T-011,2,70,1,3
T-011,2,71,1,1
T-011,2,72,1,1
T-011,2,73,1,1
T-011,2,74,1,2
T-011,2,75,1,2
T-011,2,76,1,1
T-011,2,78,1,1
T-011,3,63,1,1
T-011,3,65,1,1
T-011,3,66,1,1
T-011,3,67,1,1
T-011,3,68,1,1
T-011,3,69,1,1
T-011,3,70,1,1
T-011,3,71,1,2
T-011,3,72,1,2
T-011,3,75,1,1
T-011,3,76,1,2
T-011,3,77,1,3
T-011,4,65,1,1
T-011,4,68,1,3
T-011,4,69,1,2
T-011,4,72,1,1
T-011,4,73,1,3
T-011,4,74,1,1
T-011,4,75,1,1
T-011,4,76,1,1
T-011,4,78,1,2
T-011,5,65,1,1
T-011,5,66,1,1
T-011,5,71,1,1
T-011,5,74,1,1
T-011,5,77,1,1
T-011,5,78,1,1
T-012,0,0,1,41
T-012,0,1,1,8
T-012,0,2,1,8
T-012,0,3,1,8
T-012,0,4,1,8
T-012,0,5,1,8
T-012,0,6,1,8
T-012,0,7,1,8
T-012,0,8,1,8
T-012,0,9,1,8
T-012,0,10,1,8
T-012,0,11,1,8
T-012,0,12,1,8
T-012,0,13,1,8
T-012,0,14,1,8
T-012,0,15,1,8
T-012,0,16,1,8
