Crew_ID,task_ID,task_Name,Floor_No,Gate_number,Shift_No
C-155,T-013,Pushback and Towing,0,0,1
C-156,T-013,Pushback and Towing,0,0,1
C-157,T-013,Pushback and Towing,0,0,1
C-158,T-013,Pushback and Towing,0,0,1
C-159,T-013,Pushback and Towing,0,0,1
C-160,T-013,Pushback and Towing,0,0,1
C-161,T-013,Pushback and Towing,0,0,1
C-162,T-013,Pushback and Towing,0,0,1
C-163,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-164,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-165,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-166,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-167,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-168,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-169,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-170,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-171,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-172,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-173,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-174,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-175,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-176,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-177,T-014,Conveyor Belts and Baggage Carts,0,0,1
C-178,T-015,Ramp Equipment Management,0,0,1
C-179,T-015,Ramp Equipment Management,0,0,1
C-180,T-015,Ramp Equipment Management,0,0,1
C-181,T-015,Ramp Equipment Management,0,0,1
C-182,T-015,Ramp Equipment Management,0,0,1
C-183,T-015,Ramp Equipment Management,0,0,1
C-184,T-015,Ramp Equipment Management,0,0,1
C-185,T-015,Ramp Equipment Management,0,0,1
C-186,T-015,Ramp Equipment Management,0,0,1
C-187,T-015,Ramp Equipment Management,0,0,1
C-188,T-015,Ramp Equipment Management,0,0,1
C-189,T-015,Ramp Equipment Management,0,0,1
C-190,T-015,Ramp Equipment Management,0,0,1
C-191,T-016,Liaison with ATC,0,0,1
C-192,T-016,Liaison with ATC,0,0,1
C-193,T-016,Liaison with ATC,0,0,1
C-194,T-016,Liaison with ATC,0,0,1
C-195,T-016,Liaison with ATC,0,0,1
C-196,T-016,Liaison with ATC,0,0,1
C-197,T-016,Liaison with ATC,0,0,1
C-198,T-016,Liaison with ATC,0,0,1
C-199,T-016,Liaison with ATC,0,0,1
C-200,T-016,Liaison with ATC,0,0,1
C-201,T-016,Liaison with ATC,0,0,1
C-202,T-017,Coordination with Airlines,0,0,1
C-203,T-017,Coordination with Airlines,0,0,1
C-204,T-017,Coordination with Airlines,0,0,1
C-205,T-017,Coordination with Airlines,0,0,1
C-206,T-017,Coordination with Airlines,0,0,1
C-207,T-017,Coordination with Airlines,0,0,1
C-208,T-017,Coordination with Airlines,0,0,1
C-209,T-017,Coordination with Airlines,0,0,1
C-210,T-017,Coordination with Airlines,0,0,1
C-211,T-017,Coordination with Airlines,0,0,1
C-212,T-017,Coordination with Airlines,0,0,1
C-213,T-017,Coordination with Airlines,0,0,1
C-214,T-018,Emergency Response,0,0,1
C-215,T-018,Emergency Response,0,0,1
C-216,T-018,Emergency Response,0,0,1
C-217,T-018,Emergency Response,0,0,1
C-218,T-018,Emergency Response,0,0,1
C-219,T-018,Emergency Response,0,0,1
C-220,T-018,Emergency Response,0,0,1
C-221,T-018,Emergency Response,0,0,1
C-222,T-018,Emergency Response,0,0,1
C-223,T-018,Emergency Response,0,0,1
C-224,T-019,Weather Adaptations,0,0,1
C-225,T-019,Weather Adaptations,0,0,1
C-226,T-019,Weather Adaptations,0,0,1
C-227,T-019,Weather Adaptations,0,0,1
C-228,T-019,Weather Adaptations,0,0,1
C-229,T-019,Weather Adaptations,0,0,1
C-230,T-019,Weather Adaptations,0,0,1
C-231,T-019,Weather Adaptations,0,0,1
C-232,T-019,Weather Adaptations,0,0,1
C-233,T-019,Weather Adaptations,0,0,1
C-234,T-001,Aircraft Marshalling,0,0,2
C-235,T-001,Aircraft Marshalling,0,0,2
C-236,T-001,Aircraft Marshalling,0,0,2
C-237,T-001,Aircraft Marshalling,0,0,2
C-238,T-001,Aircraft Marshalling,0,0,2
C-239,T-001,Aircraft Marshalling,0,0,2
C-240,T-001,Aircraft Marshalling,0,0,2
C-241,T-001,Aircraft Marshalling,0,0,2
C-242,T-001,Aircraft Marshalling,0,0,2
C-243,T-001,Aircraft Marshalling,0,0,2
C-244,T-001,Aircraft Marshalling,0,0,2
C-245,T-001,Aircraft Marshalling,0,0,2
C-246,T-001,Aircraft Marshalling,0,0,2
C-247,T-001,Aircraft Marshalling,0,0,2
C-248,T-002,Passenger Assistance,0,0,2
C-249,T-002,Passenger Assistance,0,0,2
C-250,T-002,Passenger Assistance,0,0,2
C-251,T-002,Passenger Assistance,0,0,2
C-252,T-002,Passenger Assistance,0,0,2
C-253,T-002,Passenger Assistance,0,0,2
C-254,T-002,Passenger Assistance,0,0,2
C-255,T-002,Passenger Assistance,0,0,2
C-256,T-002,Passenger Assistance,0,0,2
C-257,T-002,Passenger Assistance,0,0,2
C-258,T-002,Passenger Assistance,0,0,2
C-259,T-003,Loading and Unloading Baggage,0,0,2
C-260,T-003,Loading and Unloading Baggage,0,0,2
C-261,T-003,Loading and Unloading Baggage,0,0,2
C-262,T-003,Loading and Unloading Baggage,0,0,2
C-263,T-003,Loading and Unloading Baggage,0,0,2
C-264,T-003,Loading and Unloading Baggage,0,0,2
C-265,T-003,Loading and Unloading Baggage,0,0,2
C-266,T-003,Loading and Unloading Baggage,0,0,2
C-267,T-003,Loading and Unloading Baggage,0,0,2
C-268,T-003,Loading and Unloading Baggage,0,0,2
C-269,T-003,Loading and Unloading Baggage,0,0,2
C-270,T-003,Loading and Unloading Baggage,0,0,2
C-271,T-004,Baggage Sorting,0,0,2
C-272,T-004,Baggage Sorting,0,0,2
C-273,T-004,Baggage Sorting,0,0,2
C-274,T-004,Baggage Sorting,0,0,2
C-275,T-004,Baggage Sorting,0,0,2
C-276,T-004,Baggage Sorting,0,0,2
C-277,T-004,Baggage Sorting,0,0,2
C-278,T-004,Baggage Sorting,0,0,2
C-279,T-004,Baggage Sorting,0,0,2
C-280,T-004,Baggage Sorting,0,0,2
C-281,T-004,Baggage Sorting,0,0,2
C-282,T-004,Baggage Sorting,0,0,2
C-283,T-004,Baggage Sorting,0,0,2
C-284,T-005,Cargo Management,0,0,2
C-285,T-005,Cargo Management,0,0,2
C-286,T-005,Cargo Management,0,0,2
C-287,T-005,Cargo Management,0,0,2
C-288,T-005,Cargo Management,0,0,2
C-289,T-005,Cargo Management,0,0,2
C-290,T-005,Cargo Management,0,0,2
C-291,T-005,Cargo Management,0,0,2
C-292,T-005,Cargo Management,0,0,2
C-293,T-005,Cargo Management,0,0,2
C-294,T-005,Cargo Management,0,0,2
C-295,T-006,Refueling,0,0,2
C-296,T-006,Refueling,0,0,2
C-297,T-006,Refueling,0,0,2
C-298,T-006,Refueling,0,0,2
C-299,T-006,Refueling,0,0,2
C-300,T-006,Refueling,0,0,2
C-301,T-006,Refueling,0,0,2
C-302,T-006,Refueling,0,0,2
C-303,T-006,Refueling,0,0,2
C-304,T-006,Refueling,0,0,2
C-305,T-006,Refueling,0,0,2
C-306,T-006,Refueling,0,0,2
C-307,T-006,Refueling,0,0,2
C-308,T-006,Refueling,0,0,2
C-309,T-007,Cleaning,0,0,2
C-310,T-007,Cleaning,0,0,2
C-311,T-007,Cleaning,0,0,2
C-312,T-007,Cleaning,0,0,2
C-313,T-007,Cleaning,0,0,2
C-314,T-007,Cleaning,0,0,2
C-315,T-007,Cleaning,0,0,2
C-316,T-007,Cleaning,0,0,2
C-317,T-007,Cleaning,0,0,2
C-318,T-007,Cleaning,0,0,2
C-319,T-008,De-icing,0,0,2
C-320,T-008,De-icing,0,0,2
C-321,T-008,De-icing,0,0,2
C-322,T-008,De-icing,0,0,2
C-323,T-008,De-icing,0,0,2
C-324,T-008,De-icing,0,0,2
C-325,T-008,De-icing,0,0,2
C-326,T-008,De-icing,0,0,2
C-327,T-008,De-icing,0,0,2
C-328,T-008,De-icing,0,0,2
C-329,T-008,De-icing,0,0,2
C-330,T-008,De-icing,0,0,2
C-331,T-008,De-icing,0,0,2
C-332,T-008,De-icing,0,0,2
C-333,T-009,Water and Waste Services,0,0,2
C-334,T-009,Water and Waste Services,0,0,2
C-335,T-009,Water and Waste Services,0,0,2
C-336,T-009,Water and Waste Services,0,0,2
C-337,T-009,Water and Waste Services,0,0,2
C-338,T-009,Water and Waste Services,0,0,2
C-339,T-009,Water and Waste Services,0,0,2
C-340,T-009,Water and Waste Services,0,0,2
C-341,T-009,Water and Waste Services,0,0,2
C-342,T-009,Water and Waste Services,0,0,2
C-343,T-009,Water and Waste Services,0,0,2
C-344,T-009,Water and Waste Services,0,0,2
C-345,T-009,Water and Waste Services,0,0,2
C-346,T-009,Water and Waste Services,0,0,2
C-347,T-009,Water and Waste Services,0,0,2
C-348,T-010,Aircraft Inspections,0,0,2
C-349,T-010,Aircraft Inspections,0,0,2
C-350,T-010,Aircraft Inspections,0,0,2
C-351,T-010,Aircraft Inspections,0,0,2
C-352,T-010,Aircraft Inspections,0,0,2
C-353,T-010,Aircraft Inspections,0,0,2
C-354,T-010,Aircraft Inspections,0,0,2
C-355,T-010,Aircraft Inspections,0,0,2
C-356,T-010,Aircraft Inspections,0,0,2
C-357,T-010,Aircraft Inspections,0,0,2
C-358,T-010,Aircraft Inspections,0,0,2
C-359,T-010,Aircraft Inspections,0,0,2
C-360,T-010,Aircraft Inspections,0,0,2
C-361,T-010,Aircraft Inspections,0,0,2
C-362,T-010,Aircraft Inspections,0,0,2
C-363,T-011,Ground Power Unit Operations,0,0,2
C-364,T-011,Ground Power Unit Operations,0,0,2
C-365,T-011,Ground Power Unit Operations,0,0,2
C-366,T-011,Ground Power Unit Operations,0,0,2
C-367,T-011,Ground Power Unit Operations,0,0,2
C-368,T-011,Ground Power Unit Operations,0,0,2
C-369,T-011,Ground Power Unit Operations,0,0,2
C-370,T-011,Ground Power Unit Operations,0,0,2
C-371,T-011,Ground Power Unit Operations,0,0,2
C-372,T-011,Ground Power Unit Operations,0,0,2
C-373,T-011,Ground Power Unit Operations,0,0,2
C-374,T-011,Ground Power Unit Operations,0,0,2
C-375,T-011,Ground Power Unit Operations,0,0,2
C-376,T-012,Safety Zone Maintenance,0,0,2
C-377,T-012,Safety Zone Maintenance,0,0,2
C-378,T-012,Safety Zone Maintenance,0,0,2
C-379,T-012,Safety Zone Maintenance,0,0,2
C-380,T-012,Safety Zone Maintenance,0,0,2
C-381,T-012,Safety Zone Maintenance,0,0,2
C-382,T-012,Safety Zone Maintenance,0,0,2
C-383,T-012,Safety Zone Maintenance,0,0,2
C-384,T-012,Safety Zone Maintenance,0,0,2
C-385,T-012,Safety Zone Maintenance,0,0,2
C-386,T-012,Safety Zone Maintenance,0,0,2
C-387,T-012,Safety Zone Maintenance,0,0,2
C-388,T-012,Safety Zone Maintenance,0,0,2
C-389,T-012,Safety Zone Maintenance,0,0,2
C-390,T-013,Pushback and Towing,0,0,2
C-391,T-013,Pushback and Towing,0,0,2
C-392,T-013,Pushback and Towing,0,0,2
C-393,T-013,Pushback and Towing,0,0,2
C-394,T-013,Pushback and Towing,0,0,2
C-395,T-013,Pushback and Towing,0,0,2
C-396,T-013,Pushback and Towing,0,0,2
C-397,T-013,Pushback and Towing,0,0,2
C-398,T-013,Pushback and Towing,0,0,2
C-399,T-013,Pushback and Towing,0,0,2
C-400,T-013,Pushback and Towing,0,0,2
C-401,T-013,Pushback and Towing,0,0,2
C-402,T-013,Pushback and Towing,0,0,2
C-403,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-404,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-405,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-406,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-407,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-408,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-409,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-410,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-411,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-412,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-413,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-414,T-014,Conveyor Belts and Baggage Carts,0,0,2
C-415,T-015,Ramp Equipment Management,0,0,2
C-416,T-015,Ramp Equipment Management,0,0,2
C-417,T-015,Ramp Equipment Management,0,0,2
C-418,T-015,Ramp Equipment Management,0,0,2
C-419,T-015,Ramp Equipment Management,0,0,2
C-420,T-015,Ramp Equipment Management,0,0,2
C-421,T-015,Ramp Equipment Management,0,0,2
C-422,T-015,Ramp Equipment Management,0,0,2
C-423,T-015,Ramp Equipment Management,0,0,2
C-424,T-015,Ramp Equipment Management,0,0,2
C-425,T-015,Ramp Equipment Management,0,0,2
C-426,T-015,Ramp Equipment Management,0,0,2
C-427,T-015,Ramp Equipment Management,0,0,2
C-428,T-015,Ramp Equipment Management,0,0,2
C-429,T-015,Ramp Equipment Management,0,0,2
C-430,T-016,Liaison with ATC,0,0,2
C-431,T-016,Liaison with ATC,0,0,2
C-432,T-016,Liaison with ATC,0,0,2
C-433,T-016,Liaison with ATC,0,0,2
C-434,T-016,Liaison with ATC,0,0,2
C-435,T-016,Liaison with ATC,0,0,2
C-436,T-016,Liaison with ATC,0,0,2
C-437,T-016,Liaison with ATC,0,0,2
C-438,T-016,Liaison with ATC,0,0,2
C-439,T-016,Liaison with ATC,0,0,2
C-440,T-016,Liaison with ATC,0,0,2
C-441,T-017,Coordination with Airlines,0,0,2
C-442,T-017,Coordination with Airlines,0,0,2
C-443,T-017,Coordination with Airlines,0,0,2
C-444,T-017,Coordination with Airlines,0,0,2
C-445,T-017,Coordination with Airlines,0,0,2
C-446,T-017,Coordination with Airlines,0,0,2
C-447,T-017,Coordination with Airlines,0,0,2
C-448,T-017,Coordination with Airlines,0,0,2
C-449,T-017,Coordination with Airlines,0,0,2
C-450,T-017,Coordination with Airlines,0,0,2
C-451,T-017,Coordination with Airlines,0,0,2
C-452,T-017,Coordination with Airlines,0,0,2
C-453,T-018,Emergency Response,0,0,2
C-454,T-018,Emergency Response,0,0,2
C-455,T-018,Emergency Response,0,0,2
C-456,T-018,Emergency Response,0,0,2
C-457,T-018,Emergency Response,0,0,2
C-458,T-018,Emergency Response,0,0,2
C-459,T-018,Emergency Response,0,0,2
C-460,T-018,Emergency Response,0,0,2
C-461,T-018,Emergency Response,0,0,2
C-462,T-018,Emergency Response,0,0,2
C-463,T-018,Emergency Response,0,0,2
C-464,T-018,Emergency Response,0,0,2
C-465,T-019,Weather Adaptations,0,0,2
C-466,T-019,Weather Adaptations,0,0,2
C-467,T-019,Weather Adaptations,0,0,2
C-468,T-019,Weather Adaptations,0,0,2
C-469,T-019,Weather Adaptations,0,0,2
C-470,T-019,Weather Adaptations,0,0,2
C-471,T-019,Weather Adaptations,0,0,2
C-472,T-019,Weather Adaptations,0,0,2
C-473,T-019,Weather Adaptations,0,0,2
C-474,T-019,Weather Adaptations,0,0,2
C-475,T-019,Weather Adaptations,0,0,2
C-476,T-019,Weather Adaptations,0,0,2
C-477,T-019,Weather Adaptations,0,0,2
C-478,T-001,Aircraft Marshalling,0,0,3
C-479,T-001,Aircraft Marshalling,0,0,3
C-480,T-001,Aircraft Marshalling,0,0,3
C-481,T-001,Aircraft Marshalling,0,0,3
C-482,T-001,Aircraft Marshalling,0,0,3
C-483,T-001,Aircraft Marshalling,0,0,3
C-484,T-001,Aircraft Marshalling,0,0,3
C-485,T-001,Aircraft Marshalling,0,0,3
C-486,T-001,Aircraft Marshalling,0,0,3
C-487,T-001,Aircraft Marshalling,0,0,3
C-488,T-002,Passenger Assistance,0,0,3
C-489,T-002,Passenger Assistance,0,0,3
C-490,T-002,Passenger Assistance,0,0,3
C-491,T-002,Passenger Assistance,0,0,3
C-492,T-002,Passenger Assistance,0,0,3
C-493,T-002,Passenger Assistance,0,0,3
C-494,T-002,Passenger Assistance,0,0,3
C-495,T-002,Passenger Assistance,0,0,3
C-496,T-002,Passenger Assistance,0,0,3
C-497,T-002,Passenger Assistance,0,0,3
C-498,T-002,Passenger Assistance,0,0,3
C-499,T-002,Passenger Assistance,0,0,3
C-500,T-002,Passenger Assistance,0,0,3
C-501,T-002,Passenger Assistance,0,0,3
C-502,T-003,Loading and Unloading Baggage,0,0,3
C-503,T-003,Loading and Unloading Baggage,0,0,3
C-504,T-003,Loading and Unloading Baggage,0,0,3
C-505,T-003,Loading and Unloading Baggage,0,0,3
C-506,T-003,Loading and Unloading Baggage,0,0,3
C-507,T-003,Loading and Unloading Baggage,0,0,3
C-508,T-003,Loading and Unloading Baggage,0,0,3
C-509,T-003,Loading and Unloading Baggage,0,0,3
C-510,T-003,Loading and Unloading Baggage,0,0,3
C-511,T-003,Loading and Unloading Baggage,0,0,3
C-512,T-003,Loading and Unloading Baggage,0,0,3
C-513,T-003,Loading and Unloading Baggage,0,0,3
C-514,T-004,Baggage Sorting,0,0,3
C-515,T-004,Baggage Sorting,0,0,3
C-516,T-004,Baggage Sorting,0,0,3
C-517,T-004,Baggage Sorting,0,0,3
C-518,T-004,Baggage Sorting,0,0,3
C-519,T-004,Baggage Sorting,0,0,3
C-520,T-004,Baggage Sorting,0,0,3
C-521,T-004,Baggage Sorting,0,0,3
C-522,T-004,Baggage Sorting,0,0,3
C-523,T-004,Baggage Sorting,0,0,3
C-524,T-004,Baggage Sorting,0,0,3
C-525,T-004,Baggage Sorting,0,0,3
C-526,T-004,Baggage Sorting,0,0,3
C-527,T-004,Baggage Sorting,0,0,3
C-528,T-004,Baggage Sorting,0,0,3
C-529,T-005,Cargo Management,0,0,3
C-530,T-005,Cargo Management,0,0,3
C-531,T-005,Cargo Management,0,0,3
C-532,T-005,Cargo Management,0,0,3
C-533,T-005,Cargo Management,0,0,3
C-534,T-005,Cargo Management,0,0,3
C-535,T-005,Cargo Management,0,0,3
C-536,T-005,Cargo Management,0,0,3
C-537,T-005,Cargo Management,0,0,3
C-538,T-005,Cargo Management,0,0,3
C-539,T-005,Cargo Management,0,0,3
C-540,T-005,Cargo Management,0,0,3
C-541,T-005,Cargo Management,0,0,3
C-542,T-005,Cargo Management,0,0,3
C-543,T-006,Refueling,0,0,3
C-544,T-006,Refueling,0,0,3
C-545,T-006,Refueling,0,0,3
C-546,T-006,Refueling,0,0,3
C-547,T-006,Refueling,0,0,3
C-548,T-006,Refueling,0,0,3
C-549,T-006,Refueling,0,0,3
C-550,T-006,Refueling,0,0,3
C-551,T-006,Refueling,0,0,3
C-552,T-006,Refueling,0,0,3
C-553,T-006,Refueling,0,0,3
C-554,T-007,Cleaning,0,0,3
C-555,T-007,Cleaning,0,0,3
C-556,T-007,Cleaning,0,0,3
C-557,T-007,Cleaning,0,0,3
C-558,T-007,Cleaning,0,0,3
C-559,T-007,Cleaning,0,0,3
C-560,T-007,Cleaning,0,0,3
C-561,T-007,Cleaning,0,0,3
C-562,T-007,Cleaning,0,0,3
C-563,T-007,Cleaning,0,0,3
C-564,T-007,Cleaning,0,0,3
C-565,T-007,Cleaning,0,0,3
C-566,T-007,Cleaning,0,0,3
C-567,T-008,De-icing,0,0,3
C-568,T-008,De-icing,0,0,3
C-569,T-008,De-icing,0,0,3
C-570,T-008,De-icing,0,0,3
C-571,T-008,De-icing,0,0,3
C-572,T-008,De-icing,0,0,3
C-573,T-008,De-icing,0,0,3
C-574,T-008,De-icing,0,0,3
C-575,T-008,De-icing,0,0,3
C-576,T-008,De-icing,0,0,3
C-577,T-008,De-icing,0,0,3
C-578,T-009,Water and Waste Services,0,0,3
C-579,T-009,Water and Waste Services,0,0,3
C-580,T-009,Water and Waste Services,0,0,3
C-581,T-009,Water and Waste Services,0,0,3
C-582,T-009,Water and Waste Services,0,0,3
C-583,T-009,Water and Waste Services,0,0,3
C-584,T-009,Water and Waste Services,0,0,3
C-585,T-009,Water and Waste Services,0,0,3
C-586,T-009,Water and Waste Services,0,0,3
C-587,T-009,Water and Waste Services,0,0,3
C-588,T-009,Water and Waste Services,0,0,3
C-589,T-009,Water and Waste Services,0,0,3
C-590,T-009,Water and Waste Services,0,0,3
C-591,T-009,Water and Waste Services,0,0,3
C-592,T-009,Water and Waste Services,0,0,3
C-593,T-010,Aircraft Inspections,0,0,3
C-594,T-010,Aircraft Inspections,0,0,3
C-595,T-010,Aircraft Inspections,0,0,3
C-596,T-010,Aircraft Inspections,0,0,3
C-597,T-010,Aircraft Inspections,0,0,3
