task_ID,Floor_No,Gate_number,Criticality,Number_of_Personnel
T-004,0,6,1,12
T-004,0,7,1,12
T-004,0,8,1,12
T-004,0,9,1,12
T-004,0,10,1,12
T-004,0,11,1,12
T-004,0,12,1,12
T-004,1,13,1,12
T-004,1,14,1,12
T-004,1,15,1,12
T-004,1,16,1,12
T-004,1,17,1,12
T-004,1,18,1,12
T-004,1,19,1,12
T-004,1,20,1,12
T-004,1,21,1,12
T-004,1,22,1,12
T-004,1,23,1,12
T-004,1,24,1,12
T-004,1,25,1,12
T-004,1,26,1,12
T-004,1,27,1,12
T-004,1,28,1,12
T-004,1,29,1,12
T-004,1,30,1,12
T-004,1,31,1,12
T-004,1,32,1,12
T-004,1,33,1,12
T-004,1,34,1,12
T-004,1,35,1,12
T-004,1,36,1,12
T-004,1,37,1,12
T-004,1,38,1,12
T-004,1,39,1,12
T-004,1,40,1,12
T-004,1,41,1,12
T-004,1,42,1,12
T-004,2,45,1,3
T-004,2,46,1,6
T-004,2,48,1,6
T-004,2,49,1,3
T-004,2,50,1,3
T-004,2,51,1,6
T-004,2,53,1,3
T-004,2,55,1,9
T-004,3,43,1,3
T-004,3,44,1,3
T-004,3,47,1,6
T-004,3,49,1,3
T-004,4,43,1,3
T-004,4,44,1,6
T-004,4,45,1,6
T-004,4,47,1,3
T-004,4,48,1,3
T-004,4,49,1,3
T-004,4,50,1,3
T-004,4,52,1,3
T-004,4,53,1,6
T-004,5,43,1,6
T-004,5,44,1,3
T-004,5,45,1,3
T-004,5,46,1,6
T-004,5,47,1,3
T-004,5,48,1,3
T-004,5,49,1,3
T-004,5,50,1,6
T-004,5,51,1,6
T-004,5,52,1,9
T-004,5,53,1,3
T-004,5,54,1,12
T-004,5,55,1,3
T-005,0,0,2,36
T-005,0,1,2,12
T-005,0,2,2,12
T-005,0,3,2,12
T-005,0,4,2,12
T-005,0,5,2,12
T-005,0,6,2,12
T-005,0,7,2,12
T-005,0,8,2,12
T-005,0,9,2,12
T-005,0,10,2,12
T-005,0,11,2,12
T-005,0,12,2,12
T-005,1,13,2,12
T-005,1,14,2,12
T-005,1,15,2,12
T-005,1,16,2,12
T-005,1,17,2,12
T-005,1,18,2,12
T-005,1,19,2,12
T-005,1,20,2,12
T-005,1,21,2,12
T-005,1,22,2,12
T-005,1,23,2,12
T-005,1,24,2,12
T-005,1,25,2,12
T-005,1,26,2,12
T-005,1,27,2,12
T-005,1,28,2,12
T-005,1,29,2,12
T-005,1,30,2,12
T-005,1,31,2,12
T-005,1,32,2,12
T-005,1,33,2,12
T-005,1,34,2,12
T-005,1,35,2,12
T-005,1,36,2,12
T-005,1,37,2,12
T-005,1,38,2,12
T-005,1,39,2,12
T-005,1,40,2,12
T-005,1,41,2,12
T-005,1,42,2,12
T-005,2,45,2,3
T-005,2,46,2,6
T-005,2,48,2,6
T-005,2,49,2,3
T-005,2,50,2,3
T-005,2,51,2,6
T-005,2,53,2,3
T-005,2,55,2,9
T-005,3,43,2,3
T-005,3,44,2,3
T-005,3,47,2,6
T-005,3,49,2,3
T-005,4,43,2,3
T-005,4,44,2,6
T-005,4,45,2,6
T-005,4,47,2,3
T-005,4,48,2,3
T-005,4,49,2,3
T-005,4,50,2,3
T-005,4,52,2,3
T-005,4,53,2,6
T-005,5,43,2,6
T-005,5,44,2,3
T-005,5,45,2,3
T-005,5,46,2,6
T-005,5,47,2,3
T-005,5,48,2,3
T-005,5,49,2,3
T-005,5,50,2,6
T-005,5,51,2,6
T-005,5,52,2,9
T-005,5,53,2,3
T-005,5,54,2,12
T-005,5,55,2,3
T-006,0,0,3,40
T-006,0,1,3,8
T-006,0,2,3,8
T-006,0,3,3,8
T-006,0,4,3,8
T-006,0,5,3,8
T-006,0,6,3,8
T-006,0,7,3,8
T-006,0,8,3,8
T-006,0,9,3,8
T-006,0,10,3,8
T-006,0,11,3,8
T-006,0,12,3,8
T-006,1,13,3,8
T-006,1,14,3,8
T-006,1,15,3,8
T-006,1,16,3,8
T-006,1,17,3,8
T-006,1,18,3,8
T-006,1,19,3,8
T-006,1,20,3,8
T-006,1,21,3,8
T-006,1,22,3,8
T-006,1,23,3,8
T-006,1,24,3,8
T-006,1,25,3,8
T-006,1,26,3,8
T-006,1,27,3,8
T-006,1,28,3,8
T-006,1,29,3,8
T-006,1,30,3,8
T-006,1,31,3,8
T-006,1,32,3,8
T-006,1,33,3,8
T-006,1,34,3,8
T-006,1,35,3,8
T-006,1,36,3,8
T-006,1,37,3,8
T-006,1,38,3,8
T-006,1,39,3,8
T-006,1,40,3,8
T-006,1,41,3,8
T-006,1,42,3,8
T-006,2,45,3,2
T-006,2,46,3,4
T-006,2,48,3,4
T-006,2,49,3,2
T-006,2,50,3,2
T-006,2,51,3,4
T-006,2,53,3,2
T-006,2,55,3,6
T-006,3,43,3,2
T-006,3,44,3,2
T-006,3,47,3,4
T-006,3,49,3,2
T-006,4,43,3,2
T-006,4,44,3,4
T-006,4,45,3,4
T-006,4,47,3,2
T-006,4,48,3,2
T-006,4,49,3,2
T-006,4,50,3,2
T-006,4,52,3,2
T-006,4,53,3,4
T-006,5,43,3,4
T-006,5,44,3,2
T-006,5,45,3,2
T-006,5,46,3,4
T-006,5,47,3,2
T-006,5,48,3,2
T-006,5,49,3,2
T-006,5,50,3,4
T-006,5,51,3,4
T-006,5,52,3,6
T-006,5,53,3,2
T-006,5,54,3,8
T-006,5,55,3,2
T-007,0,0,2,41
T-007,0,1,2,12
T-007,0,2,2,12
T-007,0,3,2,12
T-007,0,4,2,12
T-007,0,5,2,12
T-007,0,6,2,12
T-007,0,7,2,12
T-007,0,8,2,12
T-007,0,9,2,12
T-007,0,10,2,12
T-007,0,11,2,12
T-007,0,12,2,12
T-007,1,13,2,12
T-007,1,14,2,12
T-007,1,15,2,12
T-007,1,16,2,12
T-007,1,17,2,12
T-007,1,18,2,12
T-007,1,19,2,12
T-007,1,20,2,12
T-007,1,21,2,12
T-007,1,22,2,12
T-007,1,23,2,12
T-007,1,24,2,12
T-007,1,25,2,12
T-007,1,26,2,12
T-007,1,27,2,12
T-007,1,28,2,12
T-007,1,29,2,12
T-007,1,30,2,12
T-007,1,31,2,12
T-007,1,32,2,12
T-007,1,33,2,12
T-007,1,34,2,12
T-007,1,35,2,12
T-007,1,36,2,12
T-007,1,37,2,12
T-007,1,38,2,12
T-007,1,39,2,12
T-007,1,40,2,12
T-007,1,41,2,12
T-007,1,42,2,12
T-007,2,45,2,3
T-007,2,46,2,6
T-007,2,48,2,6
T-007,2,49,2,3
T-007,2,50,2,3
T-007,2,51,2,6
T-007,2,53,2,3
T-007,2,55,2,9
T-007,3,43,2,3
T-007,3,44,2,3
T-007,3,47,2,6
T-007,3,49,2,3
T-007,4,43,2,3
T-007,4,44,2,6
T-007,4,45,2,6
T-007,4,47,2,3
T-007,4,48,2,3
T-007,4,49,2,3
T-007,4,50,2,3
T-007,4,52,2,3
T-007,4,53,2,6
T-007,5,43,2,6
T-007,5,44,2,3
T-007,5,45,2,3
T-007,5,46,2,6
T-007,5,47,2,3
T-007,5,48,2,3
T-007,5,49,2,3
T-007,5,50,2,6
T-007,5,51,2,6
T-007,5,52,2,9
T-007,5,53,2,3
T-007,5,54,2,12
T-007,5,55,2,3
T-008,0,0,1,47
T-008,0,1,1,4
T-008,0,2,1,4
T-008,0,3,1,4
T-008,0,4,1,4
T-008,0,5,1,4
T-008,0,6,1,4
T-008,0,7,1,4
T-008,0,8,1,4
T-008,0,9,1,4
T-008,0,10,1,4
T-008,0,11,1,4
T-008,0,12,1,4
T-008,1,13,1,4
T-008,1,14,1,4
T-008,1,15,1,4
T-008,1,16,1,4
T-008,1,17,1,4
T-008,1,18,1,4
T-008,1,19,1,4
T-008,1,20,1,4
T-008,1,21,1,4
T-008,1,22,1,4
T-008,1,23,1,4
T-008,1,24,1,4
T-008,1,25,1,4
T-008,1,26,1,4
T-008,1,27,1,4
T-008,1,28,1,4
T-008,1,29,1,4
T-008,1,30,1,4
T-008,1,31,1,4
T-008,1,32,1,4
T-008,1,33,1,4
T-008,1,34,1,4
T-008,1,35,1,4
T-008,1,36,1,4
T-008,1,37,1,4
T-008,1,38,1,4
T-008,1,39,1,4
T-008,1,40,1,4
T-008,1,41,1,4
T-008,1,42,1,4
T-008,2,45,1,1
T-008,2,46,1,2
T-008,2,48,1,2
T-008,2,49,1,1
T-008,2,50,1,1
T-008,2,51,1,2
T-008,2,53,1,1
T-008,2,55,1,3
T-008,3,43,1,1
T-008,3,44,1,1
T-008,3,47,1,2
T-008,3,49,1,1
T-008,4,43,1,1
T-008,4,44,1,2
T-008,4,45,1,2
T-008,4,47,1,1
T-008,4,48,1,1
T-008,4,49,1,1
T-008,4,50,1,1
T-008,4,52,1,1
T-008,4,53,1,2
T-008,5,43,1,2
T-008,5,44,1,1
T-008,5,45,1,1
T-008,5,46,1,2
T-008,5,47,1,1
T-008,5,48,1,1
T-008,5,49,1,1
T-008,5,50,1,2
T-008,5,51,1,2
T-008,5,52,1,3
T-008,5,53,1,1
T-008,5,54,1,4
T-008,5,55,1,1
T-009,0,0,2,44
T-009,0,1,2,4
T-009,0,2,2,4
T-009,0,3,2,4
T-009,0,4,2,4
T-009,0,5,2,4
T-009,0,6,2,4
T-009,0,7,2,4
T-009,0,8,2,4
T-009,0,9,2,4
T-009,0,10,2,4
T-009,0,11,2,4
T-009,0,12,2,4
T-009,1,13,2,4
T-009,1,14,2,4
T-009,1,15,2,4
T-009,1,16,2,4
T-009,1,17,2,4
T-009,1,18,2,4
T-009,1,19,2,4
T-009,1,20,2,4
T-009,1,21,2,4
T-009,1,22,2,4
T-009,1,23,2,4
T-009,1,24,2,4
T-009,1,25,2,4
T-009,1,26,2,4
T-009,1,27,2,4
T-009,1,28,2,4
T-009,1,29,2,4
T-009,1,30,2,4
T-009,1,31,2,4
T-009,1,32,2,4
T-009,1,33,2,4
T-009,1,34,2,4
T-009,1,35,2,4
T-009,1,36,2,4
T-009,1,37,2,4
T-009,1,38,2,4
T-009,1,39,2,4
T-009,1,40,2,4
T-009,1,41,2,4
T-009,1,42,2,4
T-009,2,45,2,1
T-009,2,46,2,2
T-009,2,48,2,2
T-009,2,49,2,1
T-009,2,50,2,1
T-009,2,51,2,2
T-009,2,53,2,1
T-009,2,55,2,3
T-009,3,43,2,1
T-009,3,44,2,1
T-009,3,47,2,2
T-009,3,49,2,1
T-009,4,43,2,1
T-009,4,44,2,2
T-009,4,45,2,2
T-009,4,47,2,1
T-009,4,48,2,1
T-009,4,49,2,1
T-009,4,50,2,1
T-009,4,52,2,1
T-009,4,53,2,2
T-009,5,43,2,2
T-009,5,44,2,1
T-009,5,45,2,1
T-009,5,46,2,2
T-009,5,47,2,1
T-009,5,48,2,1
T-009,5,49,2,1
T-009,5,50,2,2
T-009,5,51,2,2
T-009,5,52,2,3
T-009,5,53,2,1
T-009,5,54,2,4
T-009,5,55,2,1
T-010,0,0,3,41
T-010,0,1,3,4
T-010,0,2,3,4
T-010,0,3,3,4
T-010,0,4,3,4
T-010,0,5,3,4
T-010,0,6,3,4
T-010,0,7,3,4
T-010,0,8,3,4
T-010,0,9,3,4
T-010,0,10,3,4
T-010,0,11,3,4
T-010,0,12,3,4
T-010,1,13,3,4
T-010,1,14,3,4
T-010,1,15,3,4
T-010,1,16,3,4
T-010,1,17,3,4
T-010,1,18,3,4
T-010,1,19,3,4
T-010,1,20,3,4
T-010,1,21,3,4
T-010,1,22,3,4
T-010,1,23,3,4
T-010,1,24,3,4
T-010,1,25,3,4
T-010,1,26,3,4
T-010,1,27,3,4
T-010,1,28,3,4
T-010,1,29,3,4
T-010,1,30,3,4
T-010,1,31,3,4
T-010,1,32,3,4
T-010,1,33,3,4
T-010,1,34,3,4
T-010,1,35,3,4
T-010,1,36,3,4
T-010,1,37,3,4
T-010,1,38,3,4
T-010,1,39,3,4
T-010,1,40,3,4
T-010,1,41,3,4
T-010,1,42,3,4
T-010,2,45,3,1
T-010,2,46,3,2
T-010,2,48,3,2
T-010,2,49,3,1
T-010,2,50,3,1
T-010,2,51,3,2
T-010,2,53,3,1
T-010,2,55,3,3
T-010,3,43,3,1
T-010,3,44,3,1
T-010,3,47,3,2
T-010,3,49,3,1
T-010,4,43,3,1
T-010,4,44,3,2
T-010,4,45,3,2
T-010,4,47,3,1
T-010,4,48,3,1
T-010,4,49,3,1
T-010,4,50,3,1
T-010,4,52,3,1
T-010,4,53,3,2
T-010,5,43,3,2
T-010,5,44,3,1
T-010,5,45,3,1
T-010,5,46,3,2
T-010,5,47,3,1
T-010,5,48,3,1
T-010,5,49,3,1
T-010,5,50,3,2
T-010,5,51,3,2
T-010,5,52,3,3
T-010,5,53,3,1
T-010,5,54,3,4
T-010,5,55,3,1
T-011,0,0,1,47
T-011,0,1,1,4
T-011,0,2,1,4
T-011,0,3,1,4
T-011,0,4,1,4
T-011,0,5,1,4
T-011,0,6,1,4
T-011,0,7,1,4
T-011,0,8,1,4
T-011,0,9,1,4
T-011,0,10,1,4
T-011,0,11,1,4
T-011,0,12,1,4
T-011,1,13,1,4
T-011,1,14,1,4
T-011,1,15,1,4
T-011,1,16,1,4
T-011,1,17,1,4
T-011,1,18,1,4
T-011,1,19,1,4
T-011,1,20,1,4
T-011,1,21,1,4
T-011,1,22,1,4
T-011,1,23,1,4
T-011,1,24,1,4
T-011,1,25,1,4
T-011,1,26,1,4
T-011,1,27,1,4
T-011,1,28,1,4
T-011,1,29,1,4
T-011,1,30,1,4
T-011,1,31,1,4
T-011,1,32,1,4
T-011,1,33,1,4
T-011,1,34,1,4
T-011,1,35,1,4
T-011,1,36,1,4
T-011,1,37,1,4
T-011,1,38,1,4
T-011,1,39,1,4
T-011,1,40,1,4
T-011,1,41,1,4
T-011,1,42,1,4
T-011,2,45,1,1
T-011,2,46,1,2
T-011,2,48,1,2
T-011,2,49,1,1
T-011,2,50,1,1
T-011,2,51,1,2
T-011,2,53,1,1
T-011,2,55,1,3
T-011,3,43,1,1
T-011,3,44,1,1
T-011,3,47,1,2
T-011,3,49,1,1
T-011,4,43,1,1
T-011,4,44,1,2
T-011,4,45,1,2
T-011,4,47,1,1
T-011,4,48,1,1
T-011,4,49,1,1
T-011,4,50,1,1
T-011,4,52,1,1
T-011,4,53,1,2
T-011,5,43,1,2
T-011,5,44,1,1
T-011,5,45,1,1
T-011,5,46,1,2
T-011,5,47,1,1
T-011,5,48,1,1
T-011,5,49,1,1
T-011,5,50,1,2
T-011,5,51,1,2
T-011,5,52,1,3
T-011,5,53,1,1
T-011,5,54,1,4
T-011,5,55,1,1
T-012,0,0,1,43
T-012,0,1,1,4
T-012,0,2,1,4
T-012,0,3,1,4
T-012,0,4,1,4
T-012,0,5,1,4
T-012,0,6,1,4
T-012,0,7,1,4
T-012,0,8,1,4
T-012,0,9,1,4
T-012,0,10,1,4
T-012,0,11,1,4
T-012,0,12,1,4
T-012,1,13,1,4
T-012,1,14,1,4
T-012,1,15,1,4
T-012,1,16,1,4
T-012,1,17,1,4
T-012,1,18,1,4
T-012,1,19,1,4
T-012,1,20,1,4
T-012,1,21,1,4
T-012,1,22,1,4
T-012,1,23,1,4
T-012,1,24,1,4
T-012,1,25,1,4
T-012,1,26,1,4
T-012,1,27,1,4
T-012,1,28,1,4
T-012,1,29,1,4
T-012,1,30,1,4
T-012,1,31,1,4
T-012,1,32,1,4
T-012,1,33,1,4
T-012,1,34,1,4
T-012,1,35,1,4
T-012,1,36,1,4
T-012,1,37,1,4
T-012,1,38,1,4
T-012,1,39,1,4
T-012,1,40,1,4
T-012,1,41,1,4
T-012,1,42,1,4
T-012,2,45,1,1
T-012,2,46,1,2
T-012,2,48,1,2
T-012,2,49,1,1
T-012,2,50,1,1
T-012,2,51,1,2
T-012,2,53,1,1
T-012,2,55,1,3
T-012,3,43,1,1
T-012,3,44,1,1
T-012,3,47,1,2
T-012,3,49,1,1
T-012,4,43,1,1
T-012,4,44,1,2
T-012,4,45,1,2
T-012,4,47,1,1
T-012,4,48,1,1
T-012,4,49,1,1
T-012,4,50,1,1
T-012,4,52,1,1
T-012,4,53,1,2
T-012,5,43,1,2
T-012,5,44,1,1
T-012,5,45,1,1
T-012,5,46,1,2
T-012,5,47,1,1
T-012,5,48,1,1
T-012,5,49,1,1
T-012,5,50,1,2
T-012,5,51,1,2
T-012,5,52,1,3
T-012,5,53,1,1
T-012,5,54,1,4
T-012,5,55,1,1
T-013,0,0,2,37
T-013,0,1,2,8
T-013,0,2,2,8
T-013,0,3,2,8
T-013,0,4,2,8
T-013,0,5,2,8
T-013,0,6,2,8
T-013,0,7,2,8
T-013,0,8,2,8
T-013,0,9,2,8
T-013,0,10,2,8
T-013,0,11,2,8
T-013,0,12,2,8
T-013,1,13,2,8
T-013,1,14,2,8
T-013,1,15,2,8
T-013,1,16,2,8
T-013,1,17,2,8
T-013,1,18,2,8
T-013,1,19,2,8
T-013,1,20,2,8
T-013,1,21,2,8
T-013,1,22,2,8
T-013,1,23,2,8
T-013,1,24,2,8
T-013,1,25,2,8
T-013,1,26,2,8
T-013,1,27,2,8
T-013,1,28,2,8
T-013,1,29,2,8
T-013,1,30,2,8
T-013,1,31,2,8
T-013,1,32,2,8
T-013,1,33,2,8
T-013,1,34,2,8
T-013,1,35,2,8
T-013,1,36,2,8
T-013,1,37,2,8
T-013,1,38,2,8
T-013,1,39,2,8
T-013,1,40,2,8
T-013,1,41,2,8
T-013,1,42,2,8
T-013,2,45,2,2
T-013,2,46,2,4
T-013,2,48,2,4
T-013,2,49,2,2
T-013,2,50,2,2
T-013,2,51,2,4
T-013,2,53,2,2
T-013,2,55,2,6
T-013,3,43,2,2
T-013,3,44,2,2
T-013,3,47,2,4
T-013,3,49,2,2
T-013,4,43,2,2
T-013,4,44,2,4
T-013,4,45,2,4
T-013,4,47,2,2
T-013,4,48,2,2
T-013,4,49,2,2
T-013,4,50,2,2
T-013,4,52,2,2
T-013,4,53,2,4
T-013,5,43,2,4
T-013,5,44,2,2
T-013,5,45,2,2
T-013,5,46,2,4
T-013,5,47,2,2
T-013,5,48,2,2
T-013,5,49,2,2
T-013,5,50,2,4
T-013,5,51,2,4
T-013,5,52,2,6
T-013,5,53,2,2
T-013,5,54,2,8
T-013,5,55,2,2
T-014,0,0,1,38
T-014,0,1,1,4
T-014,0,2,1,4
T-014,0,3,1,4
T-014,0,4,1,4
T-014,0,5,1,4
T-014,0,6,1,4
T-014,0,7,1,4
T-014,0,8,1,4
T-014,0,9,1,4
T-014,0,10,1,4
T-014,0,11,1,4
T-014,0,12,1,4
T-014,1,13,1,4
T-014,1,14,1,4
T-014,1,15,1,4
T-014,1,16,1,4
T-014,1,17,1,4
T-014,1,18,1,4
T-014,1,19,1,4
T-014,1,20,1,4
T-014,1,21,1,4
T-014,1,22,1,4
T-014,1,23,1,4
T-014,1,24,1,4
T-014,1,25,1,4
T-014,1,26,1,4
T-014,1,27,1,4
T-014,1,28,1,4
T-014,1,29,1,4
T-014,1,30,1,4
T-014,1,31,1,4
T-014,1,32,1,4
T-014,1,33,1,4
T-014,1,34,1,4
T-014,1,35,1,4
T-014,1,36,1,4
T-014,1,37,1,4
T-014,1,38,1,4
T-014,1,39,1,4
T-014,1,40,1,4
T-014,1,41,1,4
T-014,1,42,1,4
T-014,2,45,1,1
T-014,2,46,1,2
T-014,2,48,1,2
T-014,2,49,1,1
T-014,2,50,1,1
T-014,2,51,1,2
T-014,2,53,1,1
T-014,2,55,1,3
T-014,3,43,1,1
T-014,3,44,1,1
T-014,3,47,1,2
T-014,3,49,1,1
T-014,4,43,1,1
T-014,4,44,1,2
T-014,4,45,1,2
T-014,4,47,1,1
T-014,4,48,1,1
T-014,4,49,1,1
T-014,4,50,1,1
T-014,4,52,1,1
T-014,4,53,1,2
T-014,5,43,1,2
T-014,5,44,1,1
T-014,5,45,1,1
T-014,5,46,1,2
T-014,5,47,1,1
T-014,5,48,1,1
T-014,5,49,1,1
T-014,5,50,1,2
T-014,5,51,1,2
T-014,5,52,1,3
T-014,5,53,1,1
T-014,5,54,1,4
T-014,5,55,1,1
T-015,0,0,1,41
T-015,0,1,1,4
T-015,0,2,1,4
T-015,0,3,1,4
T-015,0,4,1,4
T-015,0,5,1,4
T-015,0,6,1,4
T-015,0,7,1,4
T-015,0,8,1,4
T-015,0,9,1,4
T-015,0,10,1,4
T-015,0,11,1,4
T-015,0,12,1,4
T-015,1,13,1,4
T-015,1,14,1,4
T-015,1,15,1,4
T-015,1,16,1,4
T-015,1,17,1,4
T-015,1,18,1,4
T-015,1,19,1,4
T-015,1,20,1,4
T-015,1,21,1,4
T-015,1,22,1,4
T-015,1,23,1,4
T-015,1,24,1,4
T-015,1,25,1,4
T-015,1,26,1,4
T-015,1,27,1,4
T-015,1,28,1,4
T-015,1,29,1,4
T-015,1,30,1,4
T-015,1,31,1,4
T-015,1,32,1,4
T-015,1,33,1,4
T-015,1,34,1,4
T-015,1,35,1,4
T-015,1,36,1,4
T-015,1,37,1,4
T-015,1,38,1,4
T-015,1,39,1,4
T-015,1,40,1,4
T-015,1,41,1,4
T-015,1,42,1,4
T-015,2,45,1,1
T-015,2,46,1,2
T-015,2,48,1,2
T-015,2,49,1,1
T-015,2,50,1,1
T-015,2,51,1,2
T-015,2,53,1,1
T-015,2,55,1,3
T-015,3,43,1,1
T-015,3,44,1,1
T-015,3,47,1,2
T-015,3,49,1,1
T-015,4,43,1,1
T-015,4,44,1,2
T-015,4,45,1,2
T-015,4,47,1,1
T-015,4,48,1,1
T-015,4,49,1,1
T-015,4,50,1,1
T-015,4,52,1,1
T-015,4,53,1,2
T-015,5,43,1,2
T-015,5,44,1,1
T-015,5,45,1,1
T-015,5,46,1,2
T-015,5,47,1,1
T-015,5,48,1,1
T-015,5,49,1,1
T-015,5,50,1,2
T-015,5,51,1,2
T-015,5,52,1,3
T-015,5,53,1,1
T-015,5,54,1,4
T-015,5,55,1,1
T-016,0,0,3,38
T-016,0,1,3,4
T-016,0,2,3,4
T-016,0,3,3,4
T-016,0,4,3,4
T-016,0,5,3,4
