Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-022,Aircraft Servicing,2023-03-01,44.84,25.97,508.55,8.86,Cloudy,Equipment_B,6,18.98,1,2023-01-01 17:40:00,4
C-023,Aircraft Servicing,2023-07-15,99.09,58.91,589.82,6.92,Sunny,Equipment_A,8,17.48,0,2023-01-01 17:57:00,4
C-024,Aircraft and Passenger Operations,2023-08-24,21.03,20.16,544.8,3.98,Windy,Equipment_A,9,12.42,0,2023-01-01 19:07:00,2
C-025,Aircraft and Passenger Operations,2023-02-21,117.82,33.08,582.01,4.69,Sunny,Equipment_D,2,1.26,0,2023-01-01 07:05:00,1
C-026,Safety and Maintenance Support,2023-10-28,51.0,5.47,481.74,5.6,Sunny,Equipment_D,6,10.73,0,2023-01-01 10:04:00,2
C-027,Aircraft Servicing,2023-02-07,105.0,10.99,519.65,4.92,Cloudy,Equipment_C,8,11.42,0,2023-01-01 00:30:00,2
C-028,Emergency and Contingency Tasks,2023-07-27,117.73,36.46,502.49,9.96,Cloudy,Equipment_B,3,8.69,1,2023-01-01 22:24:00,4
C-029,Safety and Maintenance Support,2023-02-05,49.53,29.68,528.04,3.39,Sunny,Equipment_B,5,2.04,1,2023-01-01 07:44:00,3
C-030,Equipment Operation and Maintenance,2023-06-16,98.79,40.35,552.78,9.4,Sunny,Equipment_C,8,5.11,0,2023-01-01 12:53:00,3
C-031,Aircraft Servicing,2023-04-25,72.06,46.41,557.78,8.0,Rainy,Equipment_A,6,15.42,0,2023-01-01 23:14:00,4
C-032,Safety and Maintenance Support,2023-07-05,86.88,18.15,552.86,1.57,Rainy,Equipment_A,7,8.23,1,2023-01-01 14:32:00,2
C-033,Emergency and Contingency Tasks,2023-04-17,38.61,24.08,519.09,9.6,Cloudy,Equipment_A,8,13.08,1,2023-01-01 06:47:00,3
C-034,Emergency and Contingency Tasks,2023-01-13,78.98,10.42,522.91,7.66,Rainy,Equipment_A,5,19.27,0,2023-01-01 11:28:00,3
C-035,Aircraft and Passenger Operations,2023-09-09,111.35,48.22,557.29,6.01,Cloudy,Equipment_A,4,11.51,1,2023-01-01 15:24:00,3
C-036,Communication and Coordination,2023-05-02,118.3,53.56,558.62,3.08,Windy,Equipment_C,7,19.88,1,2023-01-01 14:50:00,2
C-037,Aircraft and Passenger Operations,2023-01-22,25.03,48.63,595.02,6.72,Sunny,Equipment_C,7,8.84,1,2023-01-01 14:47:00,3
C-038,Aircraft Servicing,2023-06-01,86.45,24.94,588.92,6.72,Sunny,Equipment_A,3,15.82,0,2023-01-01 13:26:00,3
C-039,Aircraft Servicing,2023-03-09,28.78,27.05,563.26,7.9,Sunny,Equipment_A,9,16.18,1,2023-01-01 14:23:00,2
C-040,Equipment Operation and Maintenance,2023-11-01,42.99,9.1,530.64,4.64,Cloudy,Equipment_D,1,14.48,1,2023-01-01 03:47:00,1
C-041,Safety and Maintenance Support,2023-09-08,93.99,28.44,507.47,2.04,Rainy,Equipment_C,9,1.54,0,2023-01-01 04:32:00,4
C-042,Emergency and Contingency Tasks,2023-08-20,68.5,23.68,570.7,8.48,Cloudy,Equipment_A,8,5.95,1,2023-01-01 20:14:00,2
C-043,Safety and Maintenance Support,2023-05-09,42.94,25.18,576.54,1.61,Rainy,Equipment_C,9,11.63,0,2023-01-01 01:10:00,4
C-044,Aircraft and Passenger Operations,2023-04-19,23.43,55.05,548.38,2.71,Sunny,Equipment_D,2,16.21,0,2023-01-01 01:45:00,1
C-045,Aircraft Servicing,2023-03-16,75.04,57.76,534.43,1.68,Windy,Equipment_C,7,9.96,0,2023-01-01 23:35:00,4
C-046,Safety and Maintenance Support,2023-05-19,84.5,47.82,548.01,1.74,Rainy,Equipment_C,9,17.0,0,2023-01-01 08:03:00,1
C-047,Baggage and Cargo Handling,2023-11-28,73.29,26.88,583.29,7.33,Sunny,Equipment_A,9,14.35,1,2023-01-01 20:43:00,1
C-048,Emergency and Contingency Tasks,2023-07-04,43.53,33.9,514.55,6.13,Cloudy,Equipment_D,6,7.09,1,2023-01-01 10:56:00,3
C-049,Communication and Coordination,2023-11-21,39.66,49.85,588.22,7.1,Sunny,Equipment_A,8,15.61,1,2023-01-01 03:34:00,2
C-050,Equipment Operation and Maintenance,2023-10-07,60.63,10.0,515.44,4.04,Windy,Equipment_D,6,15.3,0,2023-01-01 02:09:00,1
C-051,Aircraft and Passenger Operations,2023-03-03,44.17,30.16,513.91,2.16,Rainy,Equipment_A,4,18.12,1,2023-01-01 22:36:00,1
C-052,Aircraft Servicing,2023-08-19,74.02,52.03,490.76,9.12,Windy,Equipment_C,5,9.38,0,2023-01-01 05:22:00,2
C-053,Equipment Operation and Maintenance,2023-01-25,25.72,32.13,502.81,2.68,Rainy,Equipment_D,8,6.28,1,2023-01-01 08:16:00,4
C-054,Emergency and Contingency Tasks,2023-04-20,77.39,32.61,598.36,4.24,Sunny,Equipment_A,7,2.98,0,2023-01-01 04:22:00,3
C-055,Aircraft and Passenger Operations,2023-12-11,55.97,22.63,558.34,7.0,Cloudy,Equipment_B,2,14.96,0,2023-01-01 15:49:00,2
C-056,Communication and Coordination,2023-06-25,43.47,43.17,480.47,2.3,Sunny,Equipment_B,9,19.84,1,2023-01-01 01:15:00,4
C-057,Safety and Maintenance Support,2023-01-30,69.76,17.39,555.78,1.34,Windy,Equipment_B,4,3.48,0,2023-01-01 01:23:00,4
C-058,Equipment Operation and Maintenance,2023-02-23,91.74,29.71,556.77,6.9,Windy,Equipment_A,1,14.01,1,2023-01-01 01:11:00,1
C-059,Aircraft Servicing,2023-10-31,42.66,38.25,499.45,4.64,Sunny,Equipment_A,9,16.62,0,2023-01-01 21:12:00,1
C-060,Aircraft Servicing,2023-01-04,97.86,55.24,530.94,9.56,Cloudy,Equipment_B,3,6.14,1,2023-01-01 11:54:00,3
C-061,Aircraft Servicing,2023-08-24,19.03,31.88,535.05,7.6,Sunny,Equipment_A,9,7.87,0,2023-01-01 02:48:00,3
C-062,Communication and Coordination,2023-06-09,48.54,58.33,578.85,2.76,Sunny,Equipment_D,1,17.09,0,2023-01-01 09:28:00,3
C-063,Baggage and Cargo Handling,2023-06-20,80.88,27.61,489.83,2.76,Cloudy,Equipment_C,9,2.22,0,2023-01-01 00:02:00,3
C-064,Safety and Maintenance Support,2023-08-10,56.05,52.17,500.49,3.31,Rainy,Equipment_A,2,9.96,0,2023-01-01 00:49:00,3
C-065,Communication and Coordination,2023-06-21,15.73,16.59,549.04,9.78,Sunny,Equipment_B,7,12.25,0,2023-01-01 08:24:00,4
C-066,Baggage and Cargo Handling,2023-12-03,98.13,50.39,549.66,5.72,Sunny,Equipment_B,3,7.93,0,2023-01-01 16:30:00,3
C-067,Aircraft and Passenger Operations,2023-02-04,117.53,11.16,532.11,2.3,Windy,Equipment_A,7,19.29,0,2023-01-01 06:45:00,2
C-068,Equipment Operation and Maintenance,2023-01-07,116.85,57.6,522.51,5.8,Rainy,Equipment_D,5,2.58,1,2023-01-01 01:33:00,1
C-069,Safety and Maintenance Support,2023-11-26,92.34,55.24,480.26,8.54,Windy,Equipment_D,1,14.66,1,2023-01-01 06:06:00,2
C-070,Emergency and Contingency Tasks,2023-05-20,25.71,34.73,589.45,4.38,Windy,Equipment_D,8,17.79,0,2023-01-01 20:31:00,3
C-071,Aircraft Servicing,2023-06-27,98.73,39.95,576.8,6.04,Sunny,Equipment_A,8,8.2,1,2023-01-01 22:37:00,3
C-072,Communication and Coordination,2023-11-10,64.54,37.29,555.72,7.82,Sunny,Equipment_C,6,9.1,0,2023-01-01 08:24:00,3
C-073,Safety and Maintenance Support,2023-12-17,119.64,27.09,521.53,5.0,Sunny,Equipment_D,5,7.33,1,2023-01-01 10:03:00,3
C-074,Safety and Maintenance Support,2023-01-09,78.94,29.17,589.61,4.57,Rainy,Equipment_B,6,5.86,0,2023-01-01 10:39:00,3
C-075,Aircraft and Passenger Operations,2023-09-15,26.3,36.24,504.33,3.74,Sunny,Equipment_B,9,12.22,0,2023-01-01 13:25:00,3
C-076,Baggage and Cargo Handling,2023-06-01,27.27,37.8,595.83,1.05,Windy,Equipment_D,9,11.41,1,2023-01-01 19:10:00,1
C-077,Equipment Operation and Maintenance,2023-02-18,88.93,52.24,534.35,6.33,Sunny,Equipment_C,8,12.1,0,2023-01-01 22:32:00,2
C-078,Baggage and Cargo Handling,2023-08-18,87.63,16.53,511.5,5.85,Rainy,Equipment_D,9,12.4,0,2023-01-01 15:47:00,4
C-079,Emergency and Contingency Tasks,2023-10-13,67.48,8.3,583.74,2.49,Cloudy,Equipment_B,3,17.56,1,2023-01-01 13:55:00,4
C-080,Communication and Coordination,2023-12-20,107.18,5.36,546.29,8.03,Windy,Equipment_D,2,17.23,0,2023-01-01 09:52:00,3
C-081,Aircraft Servicing,2023-05-09,31.64,24.68,511.45,7.58,Rainy,Equipment_D,5,18.87,1,2023-01-01 12:19:00,2
C-082,Equipment Operation and Maintenance,2023-11-02,111.26,12.06,533.08,8.04,Cloudy,Equipment_C,9,10.48,1,2023-01-01 12:30:00,1
C-083,Aircraft and Passenger Operations,2023-07-18,61.06,9.59,516.37,4.99,Rainy,Equipment_C,9,14.61,1,2023-01-01 12:03:00,1
C-084,Aircraft Servicing,2023-08-31,55.88,47.12,554.87,9.2,Windy,Equipment_A,6,7.27,0,2023-01-01 07:14:00,3
C-085,Communication and Coordination,2023-02-13,38.88,35.27,496.38,5.78,Cloudy,Equipment_B,3,15.19,0,2023-01-01 12:25:00,3
C-086,Baggage and Cargo Handling,2023-01-08,17.55,20.12,584.07,2.22,Cloudy,Equipment_B,3,5.5,1,2023-01-01 02:55:00,1
C-087,Aircraft Servicing,2023-03-21,61.72,21.8,569.22,6.26,Cloudy,Equipment_B,3,11.44,1,2023-01-01 14:24:00,3
C-088,Safety and Maintenance Support,2023-11-22,17.89,48.97,537.3,8.01,Windy,Equipment_B,9,8.41,0,2023-01-01 03:10:00,1
C-089,Emergency and Contingency Tasks,2023-06-29,10.62,11.54,545.44,8.38,Windy,Equipment_A,8,19.6,0,2023-01-01 08:22:00,2
C-090,Communication and Coordination,2023-05-30,17.42,46.87,540.37,8.84,Rainy,Equipment_C,8,19.19,0,2023-01-01 23:58:00,3
C-091,Safety and Maintenance Support,2023-11-13,48.36,41.62,524.13,8.48,Cloudy,Equipment_A,7,1.88,1,2023-01-01 10:20:00,4
C-092,Communication and Coordination,2023-11-02,65.8,5.51,545.56,8.04,Windy,Equipment_B,8,1.48,1,2023-01-01 16:16:00,2
C-093,Emergency and Contingency Tasks,2023-08-08,28.83,10.98,536.73,9.67,Windy,Equipment_C,8,14.48,0,2023-01-01 16:48:00,2
C-094,Safety and Maintenance Support,2023-09-10,75.81,40.39,499.69,7.06,Rainy,Equipment_A,8,11.67,1,2023-01-01 18:35:00,4
C-095,Baggage and Cargo Handling,2023-11-15,61.92,23.94,563.52,9.25,Sunny,Equipment_D,3,1.98,0,2023-01-01 22:16:00,3
C-096,Communication and Coordination,2023-11-21,58.31,11.28,597.33,8.89,Sunny,Equipment_D,2,8.19,0,2023-01-01 04:01:00,1
C-097,Emergency and Contingency Tasks,2023-02-01,26.04,50.31,510.83,1.62,Rainy,Equipment_B,2,1.07,0,2023-01-01 23:40:00,4
C-098,Aircraft Servicing,2023-05-06,23.21,22.99,490.87,2.92,Sunny,Equipment_B,3,4.14,1,2023-01-01 11:51:00,2
C-099,Emergency and Contingency Tasks,2023-11-05,96.79,46.92,518.78,4.37,Windy,Equipment_D,3,7.61,0,2023-01-01 22:20:00,1
C-100,Communication and Coordination,2023-08-07,48.63,20.9,489.51,7.11,Sunny,Equipment_C,4,8.21,0,2023-01-01 05:21:00,1
C-101,Aircraft and Passenger Operations,2023-10-03,18.04,28.84,594.75,7.27,Sunny,Equipment_A,9,10.22,0,2023-01-01 14:29:00,1
C-102,Equipment Operation and Maintenance,2023-03-10,60.05,58.32,537.05,5.68,Rainy,Equipment_A,7,8.48,1,2023-01-01 18:57:00,2
C-103,Aircraft and Passenger Operations,2023-09-21,34.12,20.26,536.59,8.15,Cloudy,Equipment_C,1,16.71,0,2023-01-01 03:42:00,1
C-104,Aircraft Servicing,2023-08-19,76.4,32.51,553.58,7.01,Cloudy,Equipment_A,6,13.05,1,2023-01-01 02:44:00,2
C-105,Baggage and Cargo Handling,2023-04-13,94.77,24.84,558.16,2.87,Cloudy,Equipment_B,6,6.82,0,2023-01-01 09:43:00,1
C-106,Aircraft Servicing,2023-05-13,60.06,48.71,529.01,9.48,Rainy,Equipment_C,5,12.29,1,2023-01-01 03:05:00,2
C-107,Equipment Operation and Maintenance,2023-11-14,48.61,7.07,552.38,4.01,Rainy,Equipment_C,3,19.77,0,2023-01-01 22:14:00,2
C-108,Communication and Coordination,2023-10-15,27.41,47.19,563.95,8.22,Cloudy,Equipment_D,1,2.81,0,2023-01-01 19:55:00,3
C-109,Emergency and Contingency Tasks,2023-11-07,91.9,26.54,532.91,3.34,Cloudy,Equipment_D,9,13.76,1,2023-01-01 16:28:00,1
C-110,Baggage and Cargo Handling,2023-06-18,18.53,6.22,486.75,6.71,Cloudy,Equipment_C,5,17.76,0,2023-01-01 20:31:00,2
C-111,Equipment Operation and Maintenance,2023-10-23,13.04,18.89,515.01,1.15,Windy,Equipment_C,4,7.08,0,2023-01-01 16:44:00,2
C-112,Aircraft and Passenger Operations,2023-11-12,67.59,18.83,584.06,7.37,Sunny,Equipment_A,6,15.25,0,2023-01-01 05:24:00,3
C-113,Communication and Coordination,2023-12-17,56.38,47.52,545.98,5.17,Cloudy,Equipment_D,9,8.3,1,2023-01-01 23:35:00,1
C-114,Aircraft and Passenger Operations,2023-04-26,43.64,36.6,489.59,2.34,Cloudy,Equipment_C,8,18.73,1,2023-01-01 06:20:00,1
C-115,Baggage and Cargo Handling,2023-01-03,115.66,19.88,494.61,3.34,Cloudy,Equipment_A,5,13.14,1,2023-01-01 20:45:00,1
C-116,Aircraft Servicing,2023-07-23,92.36,22.33,492.34,5.14,Sunny,Equipment_B,9,16.86,1,2023-01-01 00:58:00,1
C-117,Aircraft Servicing,2023-04-05,29.35,55.01,492.81,9.79,Windy,Equipment_D,6,4.85,0,2023-01-01 16:15:00,4
C-118,Communication and Coordination,2023-08-16,47.14,28.35,510.56,2.31,Sunny,Equipment_A,6,7.08,0,2023-01-01 05:30:00,4
C-119,Equipment Operation and Maintenance,2023-11-10,50.13,51.86,534.61,3.31,Windy,Equipment_D,9,3.26,1,2023-01-01 19:07:00,3
C-120,Safety and Maintenance Support,2023-01-21,55.8,50.41,590.14,9.86,Rainy,Equipment_A,1,16.17,1,2023-01-01 17:17:00,4
C-121,Emergency and Contingency Tasks,2023-09-23,77.34,57.45,486.22,6.26,Rainy,Equipment_B,7,7.55,1,2023-01-01 10:56:00,2
C-122,Safety and Maintenance Support,2023-05-26,86.9,40.98,589.35,6.27,Cloudy,Equipment_C,4,7.96,0,2023-01-01 03:43:00,4
C-123,Communication and Coordination,2023-12-29,23.08,13.88,481.09,4.15,Windy,Equipment_C,1,9.04,1,2023-01-01 03:26:00,1
C-124,Baggage and Cargo Handling,2023-11-09,65.39,30.06,565.66,8.68,Cloudy,Equipment_D,3,16.04,1,2023-01-01 04:23:00,4
C-125,Emergency and Contingency Tasks,2023-02-06,30.43,22.44,562.76,4.95,Cloudy,Equipment_C,3,5.84,1,2023-01-01 03:14:00,2
C-126,Aircraft Servicing,2023-03-18,95.51,59.74,501.71,1.91,Rainy,Equipment_C,3,14.88,0,2023-01-01 07:49:00,4
C-127,Aircraft and Passenger Operations,2023-10-29,95.53,19.68,547.98,9.46,Sunny,Equipment_C,7,15.75,0,2023-01-01 10:12:00,4
C-128,Equipment Operation and Maintenance,2023-01-07,114.24,8.29,552.78,6.35,Windy,Equipment_A,7,12.27,1,2023-01-01 15:12:00,3
C-129,Aircraft and Passenger Operations,2023-08-10,42.91,45.59,584.15,9.98,Rainy,Equipment_C,8,6.08,0,2023-01-01 16:11:00,4
C-130,Emergency and Contingency Tasks,2023-07-02,22.9,37.64,594.07,8.37,Cloudy,Equipment_C,2,12.61,0,2023-01-01 07:32:00,4
C-131,Aircraft and Passenger Operations,2023-06-09,101.7,30.63,540.19,2.11,Windy,Equipment_C,6,11.15,1,2023-01-01 20:05:00,4
C-132,Baggage and Cargo Handling,2023-10-30,23.95,24.74,526.0,4.39,Sunny,Equipment_A,2,17.92,0,2023-01-01 03:53:00,4
C-133,Aircraft and Passenger Operations,2023-10-21,77.36,12.36,574.12,6.16,Rainy,Equipment_C,9,15.47,1,2023-01-01 02:33:00,1
C-134,Safety and Maintenance Support,2023-04-14,33.39,9.19,558.7,5.12,Rainy,Equipment_D,8,14.73,1,2023-01-01 09:15:00,3
C-135,Emergency and Contingency Tasks,2023-01-13,72.99,19.3,577.73,1.63,Windy,Equipment_C,7,11.3,1,2023-01-01 16:43:00,1
C-136,Emergency and Contingency Tasks,2023-03-06,65.0,41.57,575.94,8.78,Windy,Equipment_D,9,19.84,1,2023-01-01 00:51:00,2
C-137,Aircraft Servicing,2023-10-22,46.09,38.28,577.6,8.74,Cloudy,Equipment_C,5,19.01,0,2023-01-01 12:05:00,4
C-138,Baggage and Cargo Handling,2023-01-07,46.69,8.82,575.37,1.52,Windy,Equipment_A,4,18.64,0,2023-01-01 07:32:00,3
C-139,Emergency and Contingency Tasks,2023-01-11,107.06,34.19,524.91,2.44,Cloudy,Equipment_A,9,14.02,0,2023-01-01 17:45:00,3
C-140,Aircraft and Passenger Operations,2023-08-07,76.82,30.28,543.81,3.38,Cloudy,Equipment_A,9,16.48,1,2023-01-01 16:37:00,2
C-141,Aircraft Servicing,2023-06-30,107.43,53.02,510.15,6.8,Windy,Equipment_C,8,13.71,0,2023-01-01 04:38:00,2
C-142,Aircraft Servicing,2023-12-19,12.47,48.58,489.07,6.57,Sunny,Equipment_D,3,9.34,1,2023-01-01 06:26:00,2
C-143,Communication and Coordination,2023-01-24,65.41,10.37,530.2,2.48,Sunny,Equipment_B,6,7.75,0,2023-01-01 12:00:00,2
C-144,Aircraft Servicing,2023-03-21,74.73,22.8,594.48,8.61,Windy,Equipment_C,9,6.72,0,2023-01-01 10:17:00,1
C-145,Aircraft Servicing,2023-02-05,71.77,34.98,512.94,4.02,Cloudy,Equipment_C,2,15.13,1,2023-01-01 18:05:00,4
C-146,Emergency and Contingency Tasks,2023-10-31,95.75,29.55,515.27,5.64,Sunny,Equipment_B,4,6.27,1,2023-01-01 16:50:00,2
C-147,Safety and Maintenance Support,2023-10-05,110.8,21.81,571.58,6.43,Cloudy,Equipment_B,1,6.47,1,2023-01-01 16:46:00,4
C-148,Emergency and Contingency Tasks,2023-08-19,39.05,46.76,551.36,2.58,Rainy,Equipment_A,6,13.57,0,2023-01-01 16:47:00,2
C-149,Communication and Coordination,2023-01-13,52.56,8.95,543.06,6.74,Cloudy,Equipment_A,6,7.27,1,2023-01-01 06:36:00,3
C-150,Aircraft and Passenger Operations,2023-05-27,32.74,33.12,547.69,9.83,Rainy,Equipment_C,7,17.37,0,2023-01-01 09:57:00,4
C-151,Equipment Operation and Maintenance,2023-04-23,73.21,29.41,533.09,4.83,Windy,Equipment_A,4,12.75,0,2023-01-01 11:23:00,1
C-152,Equipment Operation and Maintenance,2023-12-14,91.61,14.56,583.41,6.16,Cloudy,Equipment_D,1,1.86,1,2023-01-01 10:26:00,4
C-153,Aircraft Servicing,2023-01-15,57.69,22.46,574.9,8.15,Rainy,Equipment_C,7,2.2,1,2023-01-01 10:29:00,4
C-154,Aircraft Servicing,2023-01-27,91.84,10.37,553.09,2.03,Windy,Equipment_D,5,16.96,1,2023-01-01 14:10:00,2
C-155,Baggage and Cargo Handling,2023-01-01,49.81,47.42,494.3,6.88,Cloudy,Equipment_D,2,1.25,1,2023-01-01 09:00:00,2
C-156,Equipment Operation and Maintenance,2023-01-06,73.49,24.89,587.24,9.17,Cloudy,Equipment_A,1,19.83,1,2023-01-01 23:11:00,4
C-157,Aircraft and Passenger Operations,2023-12-14,31.32,15.95,532.89,7.2,Sunny,Equipment_B,1,3.16,0,2023-01-01 11:23:00,1
C-158,Equipment Operation and Maintenance,2023-10-16,101.45,25.71,594.72,7.25,Windy,Equipment_D,3,10.89,0,2023-01-01 10:39:00,3
C-159,Aircraft Servicing,2023-06-02,57.28,37.96,504.36,6.89,Sunny,Equipment_C,6,1.85,0,2023-01-01 14:37:00,3
C-160,Emergency and Contingency Tasks,2023-03-03,109.6,21.94,572.38,2.67,Windy,Equipment_B,6,10.52,1,2023-01-01 03:37:00,1
C-161,Aircraft and Passenger Operations,2023-04-28,108.18,22.05,560.61,1.05,Rainy,Equipment_B,2,5.11,1,2023-01-01 15:24:00,3
C-162,Emergency and Contingency Tasks,2023-03-03,52.06,16.08,500.43,7.63,Windy,Equipment_C,3,17.25,1,2023-01-01 21:24:00,1
C-163,Equipment Operation and Maintenance,2023-04-15,111.12,20.53,497.22,9.81,Sunny,Equipment_A,5,2.38,0,2023-01-01 06:56:00,2
C-164,Baggage and Cargo Handling,2023-07-01,83.06,14.78,555.74,9.83,Cloudy,Equipment_C,8,3.55,1,2023-01-01 13:28:00,1
C-165,Aircraft and Passenger Operations,2023-09-30,52.42,6.88,503.93,2.3,Cloudy,Equipment_B,5,14.67,0,2023-01-01 01:34:00,2
C-166,Aircraft and Passenger Operations,2023-04-23,101.6,43.16,507.86,4.93,Cloudy,Equipment_A,6,5.96,0,2023-01-01 11:39:00,3
C-167,Emergency and Contingency Tasks,2023-04-01,85.42,47.3,489.16,3.25,Windy,Equipment_D,9,19.76,0,2023-01-01 22:27:00,1
C-168,Emergency and Contingency Tasks,2023-01-17,69.83,47.84,599.08,3.71,Sunny,Equipment_C,8,13.28,0,2023-01-01 15:47:00,3
C-169,Communication and Coordination,2023-07-19,14.03,35.67,572.03,7.4,Sunny,Equipment_D,2,15.63,1,2023-01-01 12:39:00,3
C-170,Baggage and Cargo Handling,2023-01-28,56.97,49.19,486.59,2.7,Sunny,Equipment_D,1,7.83,1,2023-01-01 07:22:00,3
C-171,Baggage and Cargo Handling,2023-06-08,19.45,41.01,573.69,4.09,Cloudy,Equipment_A,2,4.83,1,2023-01-01 06:47:00,3
C-172,Emergency and Contingency Tasks,2023-07-14,58.94,28.08,582.93,9.11,Sunny,Equipment_C,7,8.6,0,2023-01-01 04:22:00,1
C-173,Emergency and Contingency Tasks,2023-11-03,89.08,54.5,567.64,2.73,Rainy,Equipment_B,2,5.96,1,2023-01-01 12:55:00,3
C-174,Communication and Coordination,2023-05-13,88.38,50.12,570.16,3.71,Windy,Equipment_B,7,5.63,0,2023-01-01 12:23:00,1
C-175,Aircraft Servicing,2023-08-07,66.18,18.53,495.18,4.84,Rainy,Equipment_D,2,9.25,0,2023-01-01 10:04:00,1
C-176,Aircraft Servicing,2023-07-14,70.43,39.02,547.42,6.87,Cloudy,Equipment_A,5,1.81,0,2023-01-01 10:13:00,4
C-177,Safety and Maintenance Support,2023-11-10,35.01,47.45,491.97,7.04,Cloudy,Equipment_C,1,6.04,0,2023-01-01 19:03:00,2
C-178,Aircraft and Passenger Operations,2023-08-12,20.85,5.36,581.21,9.53,Windy,Equipment_D,1,18.93,1,2023-01-01 16:21:00,1
C-179,Communication and Coordination,2023-03-31,55.51,39.53,516.72,2.03,Cloudy,Equipment_C,1,9.35,0,2023-01-01 01:01:00,4
C-180,Communication and Coordination,2023-09-07,85.64,57.91,529.33,1.1,Cloudy,Equipment_B,7,16.57,1,2023-01-01 05:31:00,4
C-181,Aircraft and Passenger Operations,2023-01-19,36.45,52.8,569.84,2.26,Cloudy,Equipment_C,1,8.6,0,2023-01-01 18:47:00,2
C-182,Aircraft Servicing,2023-09-19,84.66,19.7,576.37,7.8,Sunny,Equipment_D,1,8.86,0,2023-01-01 11:26:00,3
C-183,Baggage and Cargo Handling,2023-10-19,106.04,54.39,583.48,1.66,Cloudy,Equipment_A,9,11.27,1,2023-01-01 13:29:00,1
C-184,Emergency and Contingency Tasks,2023-12-18,69.48,27.68,531.18,3.95,Windy,Equipment_B,6,14.03,0,2023-01-01 21:10:00,3
C-185,Equipment Operation and Maintenance,2023-02-07,30.89,53.91,584.41,3.71,Rainy,Equipment_A,2,8.47,1,2023-01-01 02:05:00,1
