crew_id,training_module,completion_date,score,feedback
C-014,Communication Workshop,2023-12-12,80,Needs improvement in practical application
C-014,Emergency Response Protocol,2024-03-07,100,Demonstrates great potential for advancement
C-015,Team Building,2023-01-10,82,Strong theoretical knowledge but requires practice
C-015,Quality Management Systems,2024-01-10,94,Strong theoretical knowledge but requires practice
C-015,Leadership Development,2023-03-21,86,Outstanding performance and engagement
C-015,Communication Workshop,2023-06-30,98,Outstanding performance and engagement
C-016,Leadership Development,2023-06-19,82,Strong theoretical knowledge but requires practice
C-016,Equipment Handling,2023-06-25,85,Outstanding performance and engagement
C-016,Leadership Development,2023-11-30,70,Needs improvement in practical application
C-016,Advanced Technical Operations,2024-03-07,89,Strong theoretical knowledge but requires practice
C-017,Advanced Technical Operations,2023-10-04,81,Good progress but needs more confidence
C-017,Basic Safety Training,2023-06-25,93,Outstanding performance and engagement
C-018,Equipment Handling,2023-02-01,89,Outstanding performance and engagement
C-018,Risk Assessment,2023-02-03,73,Excellent understanding of concepts
C-018,Leadership Development,2024-02-18,91,Outstanding performance and engagement
C-018,Equipment Handling,2023-08-26,77,Needs improvement in practical application
C-018,Quality Management Systems,2023-06-29,97,Excellent understanding of concepts
C-019,Risk Assessment,2023-08-16,79,Outstanding performance and engagement
C-019,Leadership Development,2023-08-28,94,Outstanding performance and engagement
C-019,Leadership Development,2023-01-17,71,Outstanding performance and engagement
C-019,Risk Assessment,2023-08-10,86,Needs improvement in practical application
C-019,Communication Workshop,2023-11-19,89,Strong theoretical knowledge but requires practice
C-019,Leadership Development,2023-11-13,73,Needs improvement in practical application
C-019,Equipment Handling,2023-04-09,100,Outstanding performance and engagement
C-019,Communication Workshop,2023-06-28,90,Excellent understanding of concepts
C-020,Advanced Technical Operations,2024-01-03,73,Needs improvement in practical application
C-020,Leadership Development,2024-02-16,82,Excellent understanding of concepts
C-020,Team Building,2023-05-21,72,Good progress but needs more confidence
C-021,Basic Safety Training,2023-02-23,99,Needs improvement in practical application
C-021,Basic Safety Training,2023-07-31,91,Excellent understanding of concepts
C-022,Quality Management Systems,2023-10-31,96,Good progress but needs more confidence
C-022,Quality Management Systems,2024-02-14,79,Excellent understanding of concepts
C-022,Team Building,2023-04-23,79,Excellent understanding of concepts
C-023,Risk Assessment,2023-02-02,98,Excellent understanding of concepts
C-023,Risk Assessment,2023-12-16,99,Excellent understanding of concepts
C-023,Equipment Handling,2023-01-12,80,Outstanding performance and engagement
C-023,Emergency Response Protocol,2023-12-23,79,Strong theoretical knowledge but requires practice
C-023,Communication Workshop,2023-01-07,96,Outstanding performance and engagement
C-024,Basic Safety Training,2023-04-02,91,Outstanding performance and engagement
C-024,Communication Workshop,2023-09-23,88,Strong theoretical knowledge but requires practice
C-024,Risk Assessment,2023-12-01,73,Outstanding performance and engagement
C-024,Basic Safety Training,2023-03-20,99,Outstanding performance and engagement
C-024,Risk Assessment,2023-07-09,71,Needs improvement in practical application
C-025,Leadership Development,2023-06-01,89,Needs improvement in practical application
C-025,Advanced Technical Operations,2023-10-04,82,Excellent understanding of concepts
C-025,Equipment Handling,2024-03-17,100,Demonstrates great potential for advancement
C-026,Advanced Technical Operations,2023-07-03,91,Good progress but needs more confidence
C-026,Risk Assessment,2023-05-26,82,Needs improvement in practical application
C-026,Equipment Handling,2023-07-02,84,Needs improvement in practical application
C-027,Communication Workshop,2023-01-15,81,Good progress but needs more confidence
C-027,Basic Safety Training,2023-08-17,92,Excellent understanding of concepts
C-027,Communication Workshop,2023-03-29,91,Excellent understanding of concepts
C-027,Emergency Response Protocol,2023-12-04,78,Outstanding performance and engagement
C-027,Leadership Development,2023-11-02,72,Good progress but needs more confidence
C-027,Quality Management Systems,2023-09-25,77,Demonstrates great potential for advancement
C-028,Leadership Development,2023-02-18,74,Excellent understanding of concepts
C-028,Advanced Technical Operations,2023-06-28,86,Strong theoretical knowledge but requires practice
C-029,Basic Safety Training,2023-02-16,83,Excellent understanding of concepts
C-029,Leadership Development,2023-09-12,99,Good progress but needs more confidence
C-029,Team Building,2023-10-09,76,Good progress but needs more confidence
C-029,Leadership Development,2023-12-16,99,Demonstrates great potential for advancement
C-029,Risk Assessment,2023-01-01,73,Outstanding performance and engagement
C-029,Advanced Technical Operations,2024-02-18,99,Good progress but needs more confidence
C-030,Equipment Handling,2023-01-17,79,Good progress but needs more confidence
C-030,Communication Workshop,2023-08-31,76,Outstanding performance and engagement
C-030,Communication Workshop,2024-03-23,98,Demonstrates great potential for advancement
C-031,Advanced Technical Operations,2024-02-25,89,Needs improvement in practical application
C-031,Team Building,2023-09-02,79,Demonstrates great potential for advancement
C-031,Emergency Response Protocol,2024-02-15,83,Good progress but needs more confidence
C-031,Equipment Handling,2024-02-28,97,Needs improvement in practical application
C-031,Leadership Development,2023-03-27,80,Excellent understanding of concepts
C-031,Leadership Development,2023-02-13,77,Needs improvement in practical application
C-032,Leadership Development,2023-02-09,93,Strong theoretical knowledge but requires practice
C-032,Equipment Handling,2023-10-10,73,Excellent understanding of concepts
C-032,Team Building,2023-09-25,75,Good progress but needs more confidence
C-032,Advanced Technical Operations,2023-01-01,71,Needs improvement in practical application
C-033,Team Building,2023-10-31,77,Good progress but needs more confidence
C-033,Quality Management Systems,2023-06-27,92,Demonstrates great potential for advancement
C-034,Team Building,2023-12-17,81,Strong theoretical knowledge but requires practice
C-034,Equipment Handling,2023-12-17,95,Needs improvement in practical application
C-034,Emergency Response Protocol,2023-01-30,94,Strong theoretical knowledge but requires practice
C-034,Emergency Response Protocol,2023-06-11,81,Good progress but needs more confidence
C-034,Advanced Technical Operations,2023-06-16,84,Demonstrates great potential for advancement
C-034,Basic Safety Training,2023-01-06,75,Demonstrates great potential for advancement
C-034,Communication Workshop,2023-01-08,88,Strong theoretical knowledge but requires practice
C-034,Advanced Technical Operations,2023-02-06,73,Excellent understanding of concepts
C-035,Communication Workshop,2023-01-16,77,Outstanding performance and engagement
C-035,Advanced Technical Operations,2024-03-21,92,Excellent understanding of concepts
C-035,Communication Workshop,2023-06-24,92,Demonstrates great potential for advancement
C-035,Quality Management Systems,2023-01-29,99,Good progress but needs more confidence
C-035,Emergency Response Protocol,2023-01-23,80,Needs improvement in practical application
C-035,Quality Management Systems,2023-08-17,96,Outstanding performance and engagement
C-035,Risk Assessment,2023-02-06,100,Good progress but needs more confidence
C-036,Equipment Handling,2024-03-26,90,Good progress but needs more confidence
C-036,Equipment Handling,2023-03-30,99,Good progress but needs more confidence
C-037,Leadership Development,2023-04-01,88,Good progress but needs more confidence
C-037,Leadership Development,2024-01-01,91,Demonstrates great potential for advancement
C-037,Advanced Technical Operations,2023-10-19,86,Good progress but needs more confidence
C-037,Leadership Development,2024-01-17,81,Strong theoretical knowledge but requires practice
C-037,Communication Workshop,2023-09-01,72,Excellent understanding of concepts
C-037,Team Building,2023-01-25,70,Demonstrates great potential for advancement
C-037,Quality Management Systems,2024-02-15,81,Needs improvement in practical application
C-038,Advanced Technical Operations,2023-09-19,81,Demonstrates great potential for advancement
C-038,Advanced Technical Operations,2023-01-24,79,Needs improvement in practical application
C-038,Quality Management Systems,2023-04-26,72,Demonstrates great potential for advancement
C-038,Team Building,2023-03-13,98,Good progress but needs more confidence
C-038,Leadership Development,2023-05-07,71,Strong theoretical knowledge but requires practice
C-038,Equipment Handling,2023-02-07,88,Good progress but needs more confidence
C-038,Emergency Response Protocol,2023-03-26,82,Outstanding performance and engagement
C-039,Risk Assessment,2023-04-28,100,Excellent understanding of concepts
C-039,Equipment Handling,2023-09-06,84,Needs improvement in practical application
C-039,Emergency Response Protocol,2023-12-18,92,Strong theoretical knowledge but requires practice
C-040,Team Building,2023-03-08,99,Needs improvement in practical application
C-040,Risk Assessment,2023-07-12,100,Needs improvement in practical application
C-040,Quality Management Systems,2023-09-16,88,Good progress but needs more confidence
C-040,Quality Management Systems,2024-02-14,99,Needs improvement in practical application
C-040,Risk Assessment,2023-08-21,78,Good progress but needs more confidence
C-040,Emergency Response Protocol,2023-06-04,78,Needs improvement in practical application
C-041,Team Building,2023-08-01,76,Demonstrates great potential for advancement
C-041,Team Building,2023-08-02,70,Outstanding performance and engagement
C-041,Emergency Response Protocol,2023-10-03,77,Demonstrates great potential for advancement
C-042,Equipment Handling,2023-12-06,98,Needs improvement in practical application
C-042,Team Building,2023-08-26,73,Strong theoretical knowledge but requires practice
C-042,Leadership Development,2024-02-05,76,Good progress but needs more confidence
C-042,Communication Workshop,2023-04-16,86,Excellent understanding of concepts
C-042,Equipment Handling,2023-02-25,98,Demonstrates great potential for advancement
C-042,Risk Assessment,2023-09-12,93,Demonstrates great potential for advancement
C-042,Emergency Response Protocol,2023-04-12,90,Strong theoretical knowledge but requires practice
C-042,Equipment Handling,2023-08-20,95,Excellent understanding of concepts
C-043,Communication Workshop,2023-09-29,93,Excellent understanding of concepts
C-043,Communication Workshop,2023-03-27,87,Strong theoretical knowledge but requires practice
C-043,Basic Safety Training,2023-07-04,77,Strong theoretical knowledge but requires practice
C-043,Team Building,2024-01-09,93,Demonstrates great potential for advancement
C-043,Quality Management Systems,2024-02-27,91,Demonstrates great potential for advancement
C-043,Emergency Response Protocol,2023-08-29,82,Good progress but needs more confidence
C-044,Quality Management Systems,2023-04-01,75,Outstanding performance and engagement
C-044,Leadership Development,2023-12-31,95,Outstanding performance and engagement
C-044,Risk Assessment,2023-01-12,80,Needs improvement in practical application
C-045,Leadership Development,2024-01-08,88,Demonstrates great potential for advancement
C-045,Communication Workshop,2023-09-06,91,Strong theoretical knowledge but requires practice
C-045,Leadership Development,2023-06-26,95,Excellent understanding of concepts
C-045,Advanced Technical Operations,2023-11-07,76,Strong theoretical knowledge but requires practice
C-045,Basic Safety Training,2023-06-02,90,Outstanding performance and engagement
C-045,Emergency Response Protocol,2023-12-17,93,Good progress but needs more confidence
C-045,Emergency Response Protocol,2024-02-01,90,Excellent understanding of concepts
C-045,Emergency Response Protocol,2024-01-31,70,Needs improvement in practical application
C-046,Equipment Handling,2023-03-26,99,Good progress but needs more confidence
C-046,Basic Safety Training,2023-02-01,93,Demonstrates great potential for advancement
C-046,Communication Workshop,2023-05-22,98,Strong theoretical knowledge but requires practice
C-046,Risk Assessment,2023-08-01,95,Excellent understanding of concepts
C-046,Team Building,2023-05-05,85,Good progress but needs more confidence
C-046,Equipment Handling,2023-07-10,72,Excellent understanding of concepts
C-046,Basic Safety Training,2023-05-04,90,Strong theoretical knowledge but requires practice
C-047,Leadership Development,2023-10-22,97,Good progress but needs more confidence
C-047,Advanced Technical Operations,2023-05-06,94,Good progress but needs more confidence
C-047,Equipment Handling,2023-09-23,86,Excellent understanding of concepts
C-047,Leadership Development,2024-03-18,85,Good progress but needs more confidence
C-047,Risk Assessment,2023-07-17,74,Needs improvement in practical application
C-047,Advanced Technical Operations,2023-10-18,74,Outstanding performance and engagement
C-048,Communication Workshop,2023-02-11,88,Strong theoretical knowledge but requires practice
C-048,Equipment Handling,2023-08-26,96,Needs improvement in practical application
C-048,Quality Management Systems,2023-11-25,91,Good progress but needs more confidence
C-048,Quality Management Systems,2023-07-17,70,Strong theoretical knowledge but requires practice
C-048,Quality Management Systems,2023-11-07,72,Good progress but needs more confidence
C-049,Team Building,2024-03-05,70,Outstanding performance and engagement
C-049,Quality Management Systems,2023-09-22,94,Excellent understanding of concepts
C-049,Basic Safety Training,2023-05-13,81,Outstanding performance and engagement
C-050,Leadership Development,2023-01-25,83,Excellent understanding of concepts
C-050,Advanced Technical Operations,2023-05-12,71,Needs improvement in practical application
C-050,Leadership Development,2024-01-03,77,Needs improvement in practical application
C-050,Advanced Technical Operations,2023-06-20,98,Demonstrates great potential for advancement
C-050,Team Building,2023-03-12,94,Excellent understanding of concepts
C-051,Equipment Handling,2023-02-15,92,Good progress but needs more confidence
C-051,Emergency Response Protocol,2023-10-11,93,Needs improvement in practical application
C-052,Basic Safety Training,2023-09-24,82,Demonstrates great potential for advancement
C-052,Quality Management Systems,2024-03-12,84,Good progress but needs more confidence
C-053,Leadership Development,2024-02-02,98,Good progress but needs more confidence
C-053,Equipment Handling,2024-02-11,70,Demonstrates great potential for advancement
C-054,Communication Workshop,2023-05-04,97,Excellent understanding of concepts
C-054,Advanced Technical Operations,2023-08-16,94,Excellent understanding of concepts
C-054,Advanced Technical Operations,2023-02-19,98,Outstanding performance and engagement
C-054,Equipment Handling,2023-12-16,87,Demonstrates great potential for advancement
C-055,Equipment Handling,2023-06-15,86,Good progress but needs more confidence
C-055,Team Building,2023-06-23,92,Good progress but needs more confidence
C-055,Team Building,2023-05-25,78,Strong theoretical knowledge but requires practice
C-055,Risk Assessment,2023-11-06,92,Strong theoretical knowledge but requires practice
C-056,Communication Workshop,2023-09-05,70,Outstanding performance and engagement
C-056,Advanced Technical Operations,2023-05-04,79,Needs improvement in practical application
C-056,Advanced Technical Operations,2024-03-08,78,Strong theoretical knowledge but requires practice
C-056,Communication Workshop,2024-01-08,76,Needs improvement in practical application
C-056,Emergency Response Protocol,2023-04-28,84,Strong theoretical knowledge but requires practice
C-056,Basic Safety Training,2023-05-28,92,Strong theoretical knowledge but requires practice
C-056,Basic Safety Training,2023-06-19,84,Excellent understanding of concepts
C-056,Quality Management Systems,2023-08-17,79,Demonstrates great potential for advancement
C-057,Quality Management Systems,2024-03-05,90,Outstanding performance and engagement
C-057,Equipment Handling,2023-12-25,79,Good progress but needs more confidence
C-058,Leadership Development,2023-07-31,72,Excellent understanding of concepts
C-058,Quality Management Systems,2023-04-05,93,Excellent understanding of concepts
C-058,Quality Management Systems,2023-01-03,70,Needs improvement in practical application
C-058,Advanced Technical Operations,2023-04-13,71,Outstanding performance and engagement
C-058,Leadership Development,2023-01-19,77,Excellent understanding of concepts
C-058,Basic Safety Training,2024-02-09,91,Outstanding performance and engagement
C-058,Advanced Technical Operations,2024-02-25,82,Strong theoretical knowledge but requires practice
C-059,Advanced Technical Operations,2024-02-08,78,Outstanding performance and engagement
C-059,Leadership Development,2023-08-02,96,Excellent understanding of concepts
C-059,Communication Workshop,2023-03-02,92,Excellent understanding of concepts
C-059,Leadership Development,2023-03-26,92,Needs improvement in practical application
C-060,Leadership Development,2024-03-24,95,Demonstrates great potential for advancement
C-060,Emergency Response Protocol,2023-08-24,78,Outstanding performance and engagement
C-060,Team Building,2023-07-08,76,Good progress but needs more confidence
C-060,Quality Management Systems,2023-07-15,74,Good progress but needs more confidence
C-060,Team Building,2023-05-13,96,Good progress but needs more confidence
C-060,Basic Safety Training,2023-07-21,90,Excellent understanding of concepts
C-061,Quality Management Systems,2023-01-05,87,Good progress but needs more confidence
C-061,Risk Assessment,2023-10-16,92,Good progress but needs more confidence
C-061,Advanced Technical Operations,2023-09-27,96,Demonstrates great potential for advancement
C-061,Communication Workshop,2024-02-13,96,Excellent understanding of concepts
C-062,Team Building,2024-02-27,71,Strong theoretical knowledge but requires practice
C-062,Team Building,2024-01-23,94,Strong theoretical knowledge but requires practice
C-063,Team Building,2023-08-06,82,Demonstrates great potential for advancement
C-063,Leadership Development,2023-06-08,100,Excellent understanding of concepts
C-063,Quality Management Systems,2024-01-10,89,Outstanding performance and engagement
C-063,Communication Workshop,2023-10-07,79,Needs improvement in practical application
C-064,Risk Assessment,2023-11-01,76,Excellent understanding of concepts
C-064,Equipment Handling,2023-07-31,74,Excellent understanding of concepts
C-064,Team Building,2023-03-14,76,Strong theoretical knowledge but requires practice
C-064,Risk Assessment,2023-10-23,91,Needs improvement in practical application
C-064,Risk Assessment,2023-07-02,81,Demonstrates great potential for advancement
C-064,Basic Safety Training,2023-07-07,99,Good progress but needs more confidence
C-065,Equipment Handling,2024-03-04,78,Demonstrates great potential for advancement
C-065,Leadership Development,2023-11-20,100,Needs improvement in practical application
C-066,Communication Workshop,2023-09-18,95,Excellent understanding of concepts
C-066,Risk Assessment,2023-04-28,88,Demonstrates great potential for advancement
C-066,Communication Workshop,2023-07-17,74,Excellent understanding of concepts
C-067,Advanced Technical Operations,2024-02-11,80,Outstanding performance and engagement
C-067,Leadership Development,2023-03-05,82,Demonstrates great potential for advancement
C-067,Emergency Response Protocol,2023-08-09,75,Needs improvement in practical application
C-067,Communication Workshop,2023-10-24,71,Excellent understanding of concepts
C-067,Leadership Development,2023-07-07,99,Outstanding performance and engagement
C-067,Team Building,2023-09-24,79,Needs improvement in practical application
C-067,Quality Management Systems,2023-05-28,84,Outstanding performance and engagement
C-068,Team Building,2023-03-08,85,Excellent understanding of concepts
C-068,Advanced Technical Operations,2023-09-18,94,Demonstrates great potential for advancement
C-068,Risk Assessment,2023-06-01,74,Outstanding performance and engagement
C-069,Team Building,2023-10-07,94,Good progress but needs more confidence
C-069,Team Building,2023-04-13,98,Demonstrates great potential for advancement
C-069,Equipment Handling,2023-04-25,90,Outstanding performance and engagement
C-070,Leadership Development,2024-03-18,74,Needs improvement in practical application
C-070,Basic Safety Training,2024-03-17,87,Needs improvement in practical application
C-070,Risk Assessment,2023-10-15,96,Excellent understanding of concepts
C-070,Communication Workshop,2023-06-21,79,Outstanding performance and engagement
C-070,Advanced Technical Operations,2023-01-04,73,Excellent understanding of concepts
C-071,Basic Safety Training,2023-01-04,80,Needs improvement in practical application
C-071,Advanced Technical Operations,2023-09-04,76,Needs improvement in practical application
C-071,Emergency Response Protocol,2023-11-28,83,Excellent understanding of concepts
C-071,Equipment Handling,2023-05-19,96,Excellent understanding of concepts
C-071,Team Building,2023-08-01,94,Good progress but needs more confidence
C-072,Leadership Development,2023-09-12,75,Strong theoretical knowledge but requires practice
C-072,Team Building,2023-09-30,78,Demonstrates great potential for advancement
C-072,Quality Management Systems,2024-03-25,77,Excellent understanding of concepts
C-072,Leadership Development,2023-01-13,85,Excellent understanding of concepts
C-072,Equipment Handling,2023-06-23,90,Excellent understanding of concepts
C-073,Quality Management Systems,2023-11-30,74,Excellent understanding of concepts
C-073,Risk Assessment,2023-08-28,91,Good progress but needs more confidence
C-074,Equipment Handling,2024-01-31,85,Excellent understanding of concepts
C-074,Basic Safety Training,2023-04-20,71,Strong theoretical knowledge but requires practice
C-074,Team Building,2023-12-28,85,Demonstrates great potential for advancement
C-075,Basic Safety Training,2023-04-11,92,Good progress but needs more confidence
C-075,Risk Assessment,2024-02-12,100,Demonstrates great potential for advancement
C-075,Advanced Technical Operations,2023-12-16,96,Excellent understanding of concepts
C-075,Team Building,2023-01-09,79,Demonstrates great potential for advancement
C-075,Advanced Technical Operations,2023-04-03,73,Outstanding performance and engagement
C-076,Emergency Response Protocol,2023-06-22,83,Strong theoretical knowledge but requires practice
C-076,Basic Safety Training,2023-09-02,93,Strong theoretical knowledge but requires practice
C-077,Quality Management Systems,2023-11-17,92,Excellent understanding of concepts
C-077,Equipment Handling,2023-11-20,78,Demonstrates great potential for advancement
C-077,Advanced Technical Operations,2023-10-02,80,Needs improvement in practical application
C-077,Equipment Handling,2023-03-05,85,Outstanding performance and engagement
C-078,Emergency Response Protocol,2023-10-20,88,Demonstrates great potential for advancement
C-078,Quality Management Systems,2024-02-15,98,Strong theoretical knowledge but requires practice
C-078,Equipment Handling,2023-08-22,89,Demonstrates great potential for advancement
C-079,Basic Safety Training,2023-01-10,71,Excellent understanding of concepts
C-079,Risk Assessment,2023-03-18,87,Outstanding performance and engagement
C-080,Quality Management Systems,2023-07-25,86,Needs improvement in practical application
C-080,Risk Assessment,2023-05-10,70,Strong theoretical knowledge but requires practice
C-080,Quality Management Systems,2024-02-12,93,Demonstrates great potential for advancement
C-080,Risk Assessment,2024-01-26,78,Outstanding performance and engagement
C-080,Quality Management Systems,2023-04-17,75,Demonstrates great potential for advancement
C-080,Team Building,2023-12-27,76,Strong theoretical knowledge but requires practice
C-080,Advanced Technical Operations,2024-03-12,96,Strong theoretical knowledge but requires practice
C-080,Basic Safety Training,2024-01-29,82,Strong theoretical knowledge but requires practice
C-081,Emergency Response Protocol,2023-08-27,78,Needs improvement in practical application
C-081,Advanced Technical Operations,2023-12-14,98,Strong theoretical knowledge but requires practice
C-081,Quality Management Systems,2023-03-13,75,Needs improvement in practical application
C-081,Leadership Development,2023-09-20,87,Outstanding performance and engagement
C-082,Basic Safety Training,2023-09-17,77,Strong theoretical knowledge but requires practice
C-082,Communication Workshop,2024-03-25,97,Outstanding performance and engagement
C-082,Emergency Response Protocol,2024-01-22,75,Good progress but needs more confidence
C-082,Communication Workshop,2023-03-09,97,Needs improvement in practical application
C-082,Basic Safety Training,2023-05-14,100,Needs improvement in practical application
C-083,Basic Safety Training,2023-08-27,71,Excellent understanding of concepts
C-083,Communication Workshop,2023-09-06,72,Needs improvement in practical application
C-083,Quality Management Systems,2024-03-21,77,Excellent understanding of concepts
C-083,Risk Assessment,2023-11-19,93,Demonstrates great potential for advancement
C-083,Advanced Technical Operations,2023-06-29,98,Excellent understanding of concepts
C-083,Team Building,2024-02-15,79,Needs improvement in practical application
C-083,Advanced Technical Operations,2023-05-29,83,Good progress but needs more confidence
C-084,Basic Safety Training,2023-12-22,99,Outstanding performance and engagement
C-084,Risk Assessment,2023-10-26,95,Strong theoretical knowledge but requires practice
C-085,Equipment Handling,2023-12-17,93,Strong theoretical knowledge but requires practice
C-085,Emergency Response Protocol,2023-08-22,96,Strong theoretical knowledge but requires practice
C-086,Advanced Technical Operations,2023-07-30,98,Good progress but needs more confidence
C-086,Communication Workshop,2023-10-22,92,Demonstrates great potential for advancement
C-086,Communication Workshop,2023-12-30,87,Demonstrates great potential for advancement
C-086,Advanced Technical Operations,2023-08-21,93,Good progress but needs more confidence
C-086,Communication Workshop,2023-12-26,80,Excellent understanding of concepts
C-086,Quality Management Systems,2024-03-14,75,Excellent understanding of concepts
C-086,Quality Management Systems,2023-02-20,79,Excellent understanding of concepts
C-086,Communication Workshop,2023-09-28,78,Demonstrates great potential for advancement
C-087,Quality Management Systems,2023-05-20,88,Good progress but needs more confidence
C-087,Leadership Development,2024-01-10,90,Excellent understanding of concepts
C-087,Basic Safety Training,2023-07-08,95,Strong theoretical knowledge but requires practice
C-087,Quality Management Systems,2023-09-13,91,Good progress but needs more confidence
C-087,Basic Safety Training,2023-03-07,77,Excellent understanding of concepts
C-087,Risk Assessment,2023-11-24,82,Excellent understanding of concepts
C-087,Leadership Development,2023-10-20,100,Excellent understanding of concepts
C-088,Communication Workshop,2023-02-25,74,Good progress but needs more confidence
C-088,Equipment Handling,2023-09-06,100,Excellent understanding of concepts
C-088,Advanced Technical Operations,2023-04-07,87,Outstanding performance and engagement
C-088,Quality Management Systems,2023-10-04,72,Strong theoretical knowledge but requires practice
C-088,Emergency Response Protocol,2023-12-27,86,Excellent understanding of concepts
C-088,Communication Workshop,2023-02-13,78,Demonstrates great potential for advancement
C-089,Equipment Handling,2023-07-27,80,Needs improvement in practical application
C-089,Equipment Handling,2023-04-29,99,Good progress but needs more confidence
C-089,Emergency Response Protocol,2023-01-22,95,Demonstrates great potential for advancement
C-089,Quality Management Systems,2023-08-09,91,Needs improvement in practical application
C-089,Risk Assessment,2023-07-28,94,Excellent understanding of concepts
C-089,Leadership Development,2023-08-02,82,Outstanding performance and engagement
C-089,Equipment Handling,2023-03-15,86,Demonstrates great potential for advancement
C-089,Leadership Development,2023-04-07,90,Demonstrates great potential for advancement
C-090,Team Building,2024-02-02,95,Excellent understanding of concepts
C-090,Team Building,2023-02-12,87,Good progress but needs more confidence
C-090,Communication Workshop,2023-07-10,93,Needs improvement in practical application
C-091,Leadership Development,2023-01-29,87,Outstanding performance and engagement
C-091,Risk Assessment,2023-05-05,81,Excellent understanding of concepts
C-092,Communication Workshop,2024-01-20,83,Good progress but needs more confidence
C-092,Emergency Response Protocol,2024-03-20,83,Demonstrates great potential for advancement
C-092,Quality Management Systems,2023-02-07,95,Needs improvement in practical application
C-092,Advanced Technical Operations,2023-09-22,74,Outstanding performance and engagement
C-092,Team Building,2023-04-15,79,Good progress but needs more confidence
C-093,Communication Workshop,2023-10-15,77,Excellent understanding of concepts
