crew_id,date,task_completion_rate,quality_score,feedback_text
C-008,2024-02-16,76.7033414410741,82,Demonstrates excellent leadership qualities
C-008,2023-03-22,95.721208100546,84,Could improve communication with team members
C-008,2023-03-18,89.15102909879496,86,Needs additional support with technical tasks
C-009,2024-02-04,81.42341406516563,84,Shows strong initiative in problem-solving
C-009,2023-09-09,81.5527601843329,70,Shows strong initiative in problem-solving
C-009,2023-01-13,81.96323727699375,95,Needs additional support with technical tasks
C-009,2023-01-25,75.4440179849875,73,Shows strong initiative in problem-solving
C-010,2023-06-18,90.73342357270728,72,Shows strong initiative in problem-solving
C-010,2024-03-15,96.44691066132681,99,Needs additional support with technical tasks
C-010,2023-02-08,93.59676656701197,98,Demonstrates excellent leadership qualities
C-010,2023-05-27,82.04423680973677,78,Needs additional support with technical tasks
C-011,2023-10-11,76.10880310952936,84,Consistently follows safety procedures
C-011,2023-08-21,95.1529113326171,95,Could improve communication with team members
C-011,2024-01-20,84.03989190321032,86,Consistently follows safety procedures
C-011,2023-08-15,99.9717319199769,72,Shows strong initiative in problem-solving
C-011,2023-07-14,78.18141775847025,87,Demonstrates excellent leadership qualities
C-011,2024-02-17,97.53348011041557,73,Demonstrates excellent leadership qualities
C-011,2023-10-16,77.09248126512173,74,Could improve communication with team members
C-012,2023-07-17,93.88616797935161,92,Needs additional support with technical tasks
C-012,2024-03-20,97.7382227098547,91,Demonstrates excellent leadership qualities
C-012,2023-10-13,84.95530873287092,86,Could improve communication with team members
C-012,2024-01-18,93.02614344825236,73,Could improve communication with team members
C-012,2023-03-13,94.78684852112751,98,Demonstrates excellent leadership qualities
C-012,2023-01-21,86.59348882710346,94,Consistently follows safety procedures
C-012,2023-05-13,97.42296151328061,71,Demonstrates excellent leadership qualities
C-013,2024-03-14,75.28271265266733,81,Could improve communication with team members
C-013,2024-02-04,95.94878203123119,92,Needs additional support with technical tasks
C-013,2023-09-26,99.00077441656836,85,Demonstrates excellent leadership qualities
C-013,2023-09-14,90.84207638771747,71,Needs additional support with technical tasks
C-013,2023-04-15,81.70645229084292,92,Required more training on equipment operation
C-013,2024-03-18,80.77660494252231,91,Needs additional support with technical tasks
C-013,2023-08-02,83.45475156235797,91,Required more training on equipment operation
C-014,2023-01-25,80.74600869800184,79,Demonstrates excellent leadership qualities
C-014,2023-07-29,94.61720392956639,97,Shows strong initiative in problem-solving
C-014,2024-03-19,95.08208222542304,95,Demonstrates excellent leadership qualities
C-014,2023-04-25,81.42160825913244,84,Needs additional support with technical tasks
C-015,2023-03-13,85.32841207836205,98,Could improve communication with team members
C-015,2023-05-23,98.6125659453421,95,Required more training on equipment operation
C-015,2023-09-06,93.44986962784112,77,Needs additional support with technical tasks
C-015,2023-03-19,90.36933793304608,90,Consistently follows safety procedures
C-016,2023-05-03,84.395174249223,95,Shows strong initiative in problem-solving
C-016,2023-05-09,93.69458923094426,94,Shows strong initiative in problem-solving
C-016,2023-09-21,95.17357653174298,70,Required more training on equipment operation
C-016,2023-08-01,89.27157450622767,80,Shows strong initiative in problem-solving
C-017,2023-10-19,81.73734643013103,93,Could improve communication with team members
C-017,2023-03-24,93.14553008616178,70,Needs additional support with technical tasks
C-017,2023-12-05,96.61174235134378,88,Could improve communication with team members
C-017,2023-09-01,89.40228383938009,89,Consistently follows safety procedures
C-017,2023-10-09,87.84581784340757,82,Needs additional support with technical tasks
C-017,2023-05-05,91.1477775276989,94,Shows strong initiative in problem-solving
C-017,2023-10-07,86.23832858055836,75,Consistently follows safety procedures
C-017,2023-06-04,81.87298458687785,83,Demonstrates excellent leadership qualities
C-018,2023-05-16,76.15428507323627,90,Consistently follows safety procedures
C-018,2023-05-05,89.02563026426891,100,Required more training on equipment operation
C-018,2023-12-05,84.38781671038973,73,Consistently follows safety procedures
C-018,2023-06-03,81.71095271254313,97,Needs additional support with technical tasks
C-018,2023-10-08,90.74989261002509,79,Could improve communication with team members
C-018,2023-06-29,98.44751960215314,81,Could improve communication with team members
C-019,2023-04-07,84.15338110092605,93,Needs additional support with technical tasks
C-019,2023-12-13,77.76095588537228,81,Could improve communication with team members
C-019,2023-02-06,87.2038697330166,76,Consistently follows safety procedures
C-019,2024-02-22,82.42290708830848,88,Demonstrates excellent leadership qualities
C-020,2023-04-16,88.13254155187117,80,Shows strong initiative in problem-solving
C-020,2023-02-07,98.3511659223784,90,Demonstrates excellent leadership qualities
C-020,2023-02-02,89.38124311527045,76,Consistently follows safety procedures
C-020,2023-02-18,98.46276118182688,92,Could improve communication with team members
C-020,2023-02-05,76.46199416632707,72,Needs additional support with technical tasks
C-020,2023-03-31,94.04480686094855,83,Demonstrates excellent leadership qualities
C-021,2023-07-14,99.66598785130188,92,Demonstrates excellent leadership qualities
C-021,2023-12-22,89.4968504890849,72,Required more training on equipment operation
C-021,2023-09-30,86.84616383424694,89,Consistently follows safety procedures
C-022,2024-02-25,75.62874590247944,70,Required more training on equipment operation
C-022,2023-03-17,77.25401267601086,73,Could improve communication with team members
C-022,2023-04-08,99.28616368093027,90,Could improve communication with team members
C-023,2024-02-21,96.48136592799065,90,Required more training on equipment operation
C-023,2023-09-09,85.50764187545968,79,Demonstrates excellent leadership qualities
C-023,2023-07-18,91.7151693889933,86,Could improve communication with team members
C-023,2024-02-18,75.06696974423448,73,Demonstrates excellent leadership qualities
C-023,2023-03-10,95.64864011848886,84,Shows strong initiative in problem-solving
C-023,2023-04-10,85.38093894623022,91,Consistently follows safety procedures
C-023,2023-02-16,83.19701022732878,90,Demonstrates excellent leadership qualities
C-023,2023-08-06,88.94495724125304,74,Shows strong initiative in problem-solving
C-023,2023-07-15,82.46093803860448,83,Demonstrates excellent leadership qualities
C-023,2023-05-16,81.77591912821099,72,Consistently follows safety procedures
C-024,2023-09-19,90.81397199282101,85,Required more training on equipment operation
C-024,2023-05-26,98.45790777694818,100,Could improve communication with team members
C-024,2024-01-13,79.78140448280334,77,Needs additional support with technical tasks
C-025,2024-03-22,93.36201083782646,76,Consistently follows safety procedures
C-025,2023-09-02,89.76841796562289,84,Required more training on equipment operation
C-025,2023-05-15,89.35056913095531,87,Consistently follows safety procedures
C-025,2023-12-06,84.48630161733708,82,Required more training on equipment operation
C-025,2024-01-24,78.57019898526296,78,Could improve communication with team members
C-025,2023-05-30,92.1054934010963,74,Could improve communication with team members
C-025,2023-10-18,99.26140813980724,95,Could improve communication with team members
C-025,2023-01-26,88.5135463210867,82,Shows strong initiative in problem-solving
C-026,2023-11-18,87.02133565136188,92,Demonstrates excellent leadership qualities
C-026,2024-01-01,95.04038616342302,95,Could improve communication with team members
C-026,2023-05-20,98.13627106146342,91,Shows strong initiative in problem-solving
C-026,2023-11-30,99.16149600605941,97,Demonstrates excellent leadership qualities
C-026,2023-06-24,75.32102312984615,100,Required more training on equipment operation
C-026,2023-07-14,92.9400180522324,90,Required more training on equipment operation
C-026,2023-12-17,79.24988245101268,86,Required more training on equipment operation
C-027,2023-11-12,89.61175116123337,86,Demonstrates excellent leadership qualities
C-027,2023-05-24,86.88533974033646,83,Consistently follows safety procedures
C-027,2023-11-10,97.27583734812464,72,Could improve communication with team members
C-027,2024-03-09,79.64041867786679,89,Demonstrates excellent leadership qualities
C-027,2023-05-04,81.63308330590647,85,Consistently follows safety procedures
C-027,2023-05-07,93.88930354668766,98,Required more training on equipment operation
C-027,2024-02-27,95.57467870221042,71,Demonstrates excellent leadership qualities
C-028,2023-07-21,83.5842562867098,81,Demonstrates excellent leadership qualities
C-028,2023-01-21,87.21156126241264,99,Could improve communication with team members
C-028,2023-09-30,85.42814958208069,84,Required more training on equipment operation
C-028,2023-02-28,76.44391615023285,87,Shows strong initiative in problem-solving
C-028,2023-06-03,89.90130410829568,74,Consistently follows safety procedures
C-028,2023-09-14,80.54201510546945,97,Demonstrates excellent leadership qualities
C-028,2023-07-05,75.99950804448692,98,Shows strong initiative in problem-solving
C-028,2023-05-19,77.7693988890963,78,Demonstrates excellent leadership qualities
C-028,2023-11-22,95.87208079311158,77,Consistently follows safety procedures
C-028,2023-09-16,87.40264039603721,92,Required more training on equipment operation
C-029,2023-02-28,92.31174324674092,74,Demonstrates excellent leadership qualities
C-029,2023-09-21,92.01345842428685,88,Needs additional support with technical tasks
C-029,2023-07-07,84.3688903179466,96,Needs additional support with technical tasks
C-029,2023-12-14,79.40750212132961,72,Consistently follows safety procedures
C-029,2023-04-06,83.2144995495073,75,Demonstrates excellent leadership qualities
C-029,2023-09-23,93.81140811189874,70,Shows strong initiative in problem-solving
C-029,2024-02-21,92.59146734869057,70,Shows strong initiative in problem-solving
C-029,2023-11-05,83.92794630226196,71,Demonstrates excellent leadership qualities
C-029,2023-08-23,80.13694862251872,78,Needs additional support with technical tasks
C-030,2023-04-26,77.82629197132871,89,Consistently follows safety procedures
C-030,2023-01-09,80.01648368137924,77,Required more training on equipment operation
C-030,2023-04-07,84.85707783069367,81,Consistently follows safety procedures
C-030,2023-01-22,95.00672762664561,86,Needs additional support with technical tasks
C-030,2023-06-26,96.58227735918442,96,Could improve communication with team members
C-030,2023-03-30,86.21647334057432,85,Needs additional support with technical tasks
C-030,2023-12-30,89.793814018349,89,Needs additional support with technical tasks
C-031,2023-07-05,97.22902988627393,71,Could improve communication with team members
C-031,2024-03-16,75.5038456017176,80,Needs additional support with technical tasks
C-031,2023-11-11,92.20581911681796,71,Could improve communication with team members
C-031,2023-12-15,98.91713144047276,92,Consistently follows safety procedures
C-032,2023-07-03,81.43770919500581,93,Needs additional support with technical tasks
C-032,2023-05-16,90.6403677369652,95,Demonstrates excellent leadership qualities
C-032,2023-05-15,88.50653733721747,85,Consistently follows safety procedures
C-032,2024-03-04,98.31017434206524,78,Needs additional support with technical tasks
C-032,2024-02-15,92.15595801396772,97,Required more training on equipment operation
C-033,2023-02-26,82.82683850425722,81,Needs additional support with technical tasks
C-033,2023-03-15,93.13508024731647,76,Could improve communication with team members
C-033,2023-12-28,97.64640152831727,97,Shows strong initiative in problem-solving
C-033,2024-01-05,82.221801959803,84,Required more training on equipment operation
C-033,2023-11-09,95.74887760372843,73,Could improve communication with team members
C-033,2023-01-03,92.45375386882046,70,Required more training on equipment operation
C-033,2023-09-09,83.50760500464139,90,Demonstrates excellent leadership qualities
C-033,2023-02-20,76.73759874281158,88,Required more training on equipment operation
C-033,2023-07-09,91.54746578653278,90,Shows strong initiative in problem-solving
C-033,2024-01-05,75.77848716123437,87,Consistently follows safety procedures
C-034,2023-04-27,95.2533045728488,99,Needs additional support with technical tasks
C-034,2023-12-13,81.6552360618378,100,Required more training on equipment operation
C-034,2023-04-25,75.2572021138401,73,Consistently follows safety procedures
C-034,2023-10-19,91.77364217353738,72,Consistently follows safety procedures
C-034,2023-11-15,86.97979504082474,100,Could improve communication with team members
C-034,2023-02-26,87.17171593224296,82,Could improve communication with team members
C-034,2023-08-09,94.53327692134596,78,Demonstrates excellent leadership qualities
C-034,2024-03-06,88.23478079597899,80,Could improve communication with team members
C-034,2024-03-10,84.3261382900658,71,Demonstrates excellent leadership qualities
C-034,2024-02-21,97.75835933137341,81,Required more training on equipment operation
C-035,2023-07-20,95.49802569586778,86,Demonstrates excellent leadership qualities
C-035,2023-01-12,75.50349377698028,85,Could improve communication with team members
C-035,2023-03-13,76.9445881572095,76,Demonstrates excellent leadership qualities
C-035,2023-01-28,77.61523899467811,95,Demonstrates excellent leadership qualities
C-035,2024-03-19,85.89307413792913,97,Required more training on equipment operation
C-035,2023-12-05,87.03745581669028,71,Shows strong initiative in problem-solving
C-035,2023-09-28,80.50880826479556,92,Shows strong initiative in problem-solving
C-035,2023-11-14,97.89095957400623,84,Required more training on equipment operation
C-035,2023-03-03,76.09190498644493,70,Consistently follows safety procedures
C-036,2023-02-01,89.26787110414156,90,Required more training on equipment operation
C-036,2024-01-24,94.21547994679148,95,Consistently follows safety procedures
C-036,2023-02-14,99.95366974378841,82,Demonstrates excellent leadership qualities
C-036,2023-01-13,90.5756114517037,86,Consistently follows safety procedures
C-037,2023-05-16,77.8132490475439,87,Shows strong initiative in problem-solving
C-037,2023-06-07,92.09740239669468,90,Required more training on equipment operation
C-037,2024-01-22,80.61083499961069,84,Could improve communication with team members
C-037,2024-01-04,92.22720242774828,83,Could improve communication with team members
C-037,2023-11-24,87.85684278101611,93,Shows strong initiative in problem-solving
C-037,2023-12-30,78.5325191096779,80,Needs additional support with technical tasks
C-037,2024-03-24,83.39577115467644,82,Demonstrates excellent leadership qualities
C-038,2023-12-04,78.36253966918467,81,Demonstrates excellent leadership qualities
C-038,2023-12-16,81.36772447085443,72,Shows strong initiative in problem-solving
C-038,2023-03-27,84.76228300410385,100,Required more training on equipment operation
C-038,2023-03-02,87.83641540064806,97,Needs additional support with technical tasks
C-038,2023-03-22,87.88029674673709,81,Shows strong initiative in problem-solving
C-038,2023-06-02,76.86962547141884,89,Consistently follows safety procedures
C-038,2023-07-07,81.34755777636151,74,Needs additional support with technical tasks
C-039,2024-01-04,97.2020899758723,84,Could improve communication with team members
C-039,2023-02-04,82.63424586234603,89,Needs additional support with technical tasks
C-039,2023-03-02,76.67578455146146,82,Needs additional support with technical tasks
C-039,2023-11-24,98.42882858328056,82,Needs additional support with technical tasks
C-039,2023-03-03,87.171383312655,86,Needs additional support with technical tasks
C-040,2023-11-05,85.06656918746228,94,Could improve communication with team members
C-040,2023-12-26,82.24836802003709,94,Demonstrates excellent leadership qualities
C-040,2023-07-15,98.53693226713939,76,Consistently follows safety procedures
C-040,2024-03-12,90.00554501019239,98,Shows strong initiative in problem-solving
C-040,2023-07-08,97.75249210817375,80,Needs additional support with technical tasks
C-040,2023-02-25,88.98270620591653,73,Could improve communication with team members
C-040,2023-11-21,87.98733732689195,98,Required more training on equipment operation
C-041,2023-03-16,78.68480937852216,73,Could improve communication with team members
C-041,2023-12-26,88.47838368959488,98,Demonstrates excellent leadership qualities
C-041,2023-06-18,76.42799458534232,80,Consistently follows safety procedures
C-041,2023-10-05,88.69174176922324,89,Needs additional support with technical tasks
C-041,2023-04-08,81.74939650607479,76,Consistently follows safety procedures
C-041,2023-05-24,81.47045941696105,73,Needs additional support with technical tasks
C-041,2023-11-07,95.06560802547132,89,Required more training on equipment operation
C-041,2023-05-15,96.5748275646677,98,Demonstrates excellent leadership qualities
C-041,2023-08-15,80.32668379993481,100,Demonstrates excellent leadership qualities
C-041,2023-01-24,84.5022436168361,72,Needs additional support with technical tasks
C-042,2023-11-09,77.15095322821753,75,Could improve communication with team members
C-042,2024-03-16,77.89496991433569,70,Consistently follows safety procedures
C-042,2023-03-14,99.06146533070239,87,Needs additional support with technical tasks
C-043,2023-11-26,79.93122879039484,72,Consistently follows safety procedures
C-043,2023-08-21,79.2082956672003,87,Consistently follows safety procedures
C-043,2023-12-14,95.17172953576089,88,Required more training on equipment operation
C-043,2023-07-04,98.8520465608538,75,Needs additional support with technical tasks
C-043,2023-12-28,89.22157420153792,99,Required more training on equipment operation
C-043,2024-02-11,82.46225097183999,72,Required more training on equipment operation
C-043,2024-03-01,79.3894722562626,100,Consistently follows safety procedures
C-043,2023-05-03,96.52226727176,91,Could improve communication with team members
C-044,2023-04-08,87.70255026779918,76,Consistently follows safety procedures
C-044,2024-02-20,82.34351710335758,98,Needs additional support with technical tasks
C-044,2023-06-01,95.42511447496982,77,Required more training on equipment operation
C-044,2024-01-05,86.0386952685001,83,Could improve communication with team members
C-044,2024-03-22,94.2157217634748,74,Needs additional support with technical tasks
C-044,2023-06-15,99.11048964132785,76,Could improve communication with team members
C-044,2023-06-02,88.59358857298685,81,Shows strong initiative in problem-solving
C-044,2023-07-25,96.68897479984362,73,Required more training on equipment operation
C-044,2023-04-22,77.95705809194041,75,Could improve communication with team members
C-045,2023-06-21,94.03521635873953,81,Shows strong initiative in problem-solving
C-045,2023-09-03,92.98439805013518,88,Shows strong initiative in problem-solving
C-045,2023-11-18,99.17178155459371,78,Consistently follows safety procedures
C-045,2023-03-02,88.56251168780139,84,Consistently follows safety procedures
C-045,2024-01-03,80.79408816495118,76,Consistently follows safety procedures
C-045,2023-02-05,83.78764823277292,72,Required more training on equipment operation
C-045,2023-01-17,76.16448863866621,77,Shows strong initiative in problem-solving
C-045,2023-05-12,76.96102177560131,96,Could improve communication with team members
C-046,2023-03-27,97.09935599550766,72,Consistently follows safety procedures
C-046,2024-03-01,84.92576809771114,73,Shows strong initiative in problem-solving
C-046,2023-09-26,94.76943806414718,82,Shows strong initiative in problem-solving
C-046,2024-01-08,97.4726105105166,86,Could improve communication with team members
C-046,2024-02-24,79.29005143021843,98,Demonstrates excellent leadership qualities
C-046,2023-05-26,91.56255749864202,91,Required more training on equipment operation
C-046,2023-01-27,94.33049431474628,74,Shows strong initiative in problem-solving
C-046,2023-09-07,80.49797343480606,77,Shows strong initiative in problem-solving
C-046,2023-01-10,88.57362556702952,98,Demonstrates excellent leadership qualities
C-046,2023-11-17,75.9437566836399,80,Demonstrates excellent leadership qualities
C-047,2023-12-27,88.27109308214115,72,Demonstrates excellent leadership qualities
C-047,2023-05-03,84.65114933193072,77,Consistently follows safety procedures
C-047,2023-11-29,89.91043688235324,73,Consistently follows safety procedures
C-047,2024-02-01,92.67361518684898,100,Consistently follows safety procedures
C-047,2023-03-13,87.92688907026476,88,Needs additional support with technical tasks
C-047,2023-02-23,91.13932095653806,89,Shows strong initiative in problem-solving
C-048,2023-04-24,90.56004122003908,73,Could improve communication with team members
C-048,2023-12-11,76.66933055949141,100,Demonstrates excellent leadership qualities
C-048,2023-06-23,82.74861605481321,70,Could improve communication with team members
C-048,2023-08-19,81.9825113056549,70,Demonstrates excellent leadership qualities
C-048,2023-11-20,91.85682638022769,70,Needs additional support with technical tasks
C-048,2023-11-06,98.23511910713994,96,Demonstrates excellent leadership qualities
C-048,2023-11-13,80.91166317721016,97,Shows strong initiative in problem-solving
C-048,2023-08-30,96.80364309487048,83,Shows strong initiative in problem-solving
C-048,2023-08-17,81.05855526080538,70,Needs additional support with technical tasks
C-048,2023-10-02,94.07766317117864,76,Shows strong initiative in problem-solving
C-049,2023-09-23,94.63867102239671,78,Demonstrates excellent leadership qualities
C-049,2023-12-25,84.73020763648012,98,Could improve communication with team members
C-049,2023-07-19,96.3832917101788,98,Could improve communication with team members
C-049,2023-01-06,77.84053876020103,88,Shows strong initiative in problem-solving
C-049,2023-02-02,91.29092897004212,83,Demonstrates excellent leadership qualities
C-049,2023-02-12,77.46829933128812,96,Could improve communication with team members
C-049,2023-11-08,91.8649918089199,98,Shows strong initiative in problem-solving
C-049,2023-12-05,96.77076088535364,82,Could improve communication with team members
C-049,2023-10-30,92.64669500264611,92,Consistently follows safety procedures
C-049,2023-10-06,80.82572439963059,83,Needs additional support with technical tasks
C-050,2023-10-25,84.25368311178018,88,Shows strong initiative in problem-solving
C-050,2023-01-28,85.14383999682777,99,Demonstrates excellent leadership qualities
C-050,2023-01-21,90.53372410276133,98,Shows strong initiative in problem-solving
C-050,2023-03-25,75.10369716967588,75,Consistently follows safety procedures
C-050,2023-03-10,84.48928488750245,95,Required more training on equipment operation
C-050,2023-10-12,88.09097077991586,72,Needs additional support with technical tasks
C-050,2023-12-26,81.20495904855672,71,Shows strong initiative in problem-solving
C-050,2023-01-25,77.15182622499432,70,Shows strong initiative in problem-solving
C-051,2023-09-14,90.26034591443604,73,Demonstrates excellent leadership qualities
C-051,2024-03-12,76.8117903511445,94,Demonstrates excellent leadership qualities
C-051,2023-06-30,86.21965431574793,97,Could improve communication with team members
C-052,2023-12-09,86.37973519038367,73,Consistently follows safety procedures
C-052,2024-01-11,75.92387982472292,96,Demonstrates excellent leadership qualities
C-052,2023-10-20,98.46012004472253,84,Required more training on equipment operation
C-052,2024-01-20,97.74402155140467,96,Shows strong initiative in problem-solving
C-052,2023-11-05,86.23461276397731,89,Demonstrates excellent leadership qualities
C-052,2023-12-14,75.27746563735653,88,Required more training on equipment operation
C-052,2023-12-31,89.84572944509816,99,Could improve communication with team members
C-052,2024-01-11,81.82346331704144,81,Shows strong initiative in problem-solving
C-052,2023-04-05,77.72382309885278,98,Required more training on equipment operation
C-053,2023-05-25,86.09615355422267,73,Could improve communication with team members
C-053,2024-03-19,78.16659013614222,95,Demonstrates excellent leadership qualities
C-053,2023-06-30,92.47112064873173,80,Demonstrates excellent leadership qualities
C-053,2023-02-12,85.49510160664106,73,Needs additional support with technical tasks
C-053,2023-03-08,86.83031749472917,90,Required more training on equipment operation
C-053,2023-06-06,75.5826052502174,83,Could improve communication with team members
C-054,2023-08-22,88.84000126862718,89,Required more training on equipment operation
C-054,2023-02-24,97.97663583172277,100,Could improve communication with team members
C-054,2023-01-26,99.13295581455287,73,Consistently follows safety procedures
C-054,2023-05-03,99.42948186276207,84,Shows strong initiative in problem-solving
C-054,2023-02-03,81.24418768938537,73,Could improve communication with team members
C-054,2023-06-07,89.00468946700616,90,Could improve communication with team members
C-054,2023-06-20,77.3471844532027,76,Shows strong initiative in problem-solving
C-055,2023-05-23,85.93911897326986,98,Required more training on equipment operation
C-055,2023-10-04,87.11459651312066,82,Shows strong initiative in problem-solving
C-055,2023-01-12,97.69868554931159,91,Demonstrates excellent leadership qualities
C-055,2023-11-18,82.02543781303929,96,Consistently follows safety procedures
C-055,2024-03-17,91.8241245250753,90,Could improve communication with team members
C-055,2023-10-06,88.48306121778951,83,Could improve communication with team members
C-055,2024-01-05,97.16323264210891,78,Demonstrates excellent leadership qualities
C-056,2023-11-23,88.5933391853811,87,Demonstrates excellent leadership qualities
C-056,2023-11-30,75.87679143292371,91,Could improve communication with team members
C-056,2024-03-26,87.35733467488878,82,Needs additional support with technical tasks
C-056,2023-09-11,96.4207209643294,84,Consistently follows safety procedures
C-056,2024-03-17,99.9485548717178,90,Consistently follows safety procedures
C-056,2024-03-08,76.25121376574448,79,Shows strong initiative in problem-solving
C-056,2023-04-03,98.24567674341804,85,Needs additional support with technical tasks
C-056,2023-06-13,81.12438676154215,74,Consistently follows safety procedures
C-056,2024-02-22,92.96521858522232,77,Required more training on equipment operation
C-056,2024-01-07,95.13588795653135,81,Shows strong initiative in problem-solving
C-057,2023-12-08,94.44040181830005,81,Demonstrates excellent leadership qualities
C-057,2023-11-07,84.93624284709719,99,Required more training on equipment operation
C-057,2024-02-05,82.062150084048,83,Needs additional support with technical tasks
C-057,2023-10-05,75.72658345971901,83,Could improve communication with team members
C-057,2023-03-15,87.89075611267586,77,Demonstrates excellent leadership qualities
C-057,2023-01-29,86.35145470819049,90,Could improve communication with team members
C-057,2023-11-13,88.07627923332966,91,Required more training on equipment operation
C-058,2023-09-24,80.72825945887574,73,Demonstrates excellent leadership qualities
C-058,2023-07-12,92.86997091462604,94,Needs additional support with technical tasks
C-058,2024-02-23,94.29859116289111,100,Shows strong initiative in problem-solving
C-059,2024-01-08,99.1642045395811,96,Shows strong initiative in problem-solving
C-059,2023-04-07,94.59048906247997,100,Required more training on equipment operation
C-059,2023-06-20,90.16710706996274,74,Shows strong initiative in problem-solving
C-059,2024-01-15,97.8972090826302,88,Required more training on equipment operation
C-059,2023-06-15,88.75813603183259,87,Demonstrates excellent leadership qualities
C-059,2024-01-22,90.00979703460794,71,Required more training on equipment operation
C-059,2023-01-20,88.08769352576135,79,Demonstrates excellent leadership qualities
C-059,2023-11-13,95.10444498710964,78,Consistently follows safety procedures
C-059,2023-12-07,86.65177902882553,73,Consistently follows safety procedures
C-059,2023-04-13,88.8688210790867,92,Needs additional support with technical tasks
C-060,2023-09-30,99.65615864355486,87,Demonstrates excellent leadership qualities
C-060,2023-01-09,81.53876423246274,100,Demonstrates excellent leadership qualities
C-060,2024-01-13,89.01457979126567,84,Needs additional support with technical tasks
C-060,2024-03-20,83.88216804365048,89,Shows strong initiative in problem-solving
C-061,2023-07-14,85.20540570525418,89,Consistently follows safety procedures
C-061,2023-09-14,92.3847505943618,81,Could improve communication with team members
