crew_id,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken,Location
C-170,2023-12-27,110.64,14.72,510.94,8.29,Sunny,Equipment_C,1,11.42,1,2023-01-01 07:38:00,3,DT3
C-062,2023-12-31,16.29,32.36,500.36,1.37,Rainy,Equipment_C,2,19.19,0,2023-01-01 00:09:00,1,MT1
C-193,2023-09-19,85.92,37.84,492.84,1.81,Sunny,Equipment_A,5,1.57,0,2023-01-01 12:34:00,4,DT1
C-110,2023-12-13,21.48,57.57,509.22,4.95,Windy,Equipment_A,7,3.66,1,2023-01-01 00:30:00,2,BT2
C-007,2023-07-29,62.31,34.46,594.61,9.73,Rainy,Equipment_D,3,13.24,0,2023-01-01 18:44:00,1,MT1
C-027,2023-02-04,109.61,37.03,578.11,7.16,Sunny,Equipment_C,3,11.71,0,2023-01-01 06:22:00,3,HT1
C-141,2023-12-26,65.4,10.52,590.45,8.93,Windy,Equipment_A,2,2.85,0,2023-01-01 07:44:00,4,MT2
C-117,2023-08-07,109.52,18.61,506.88,9.84,Windy,Equipment_A,8,15.75,1,2023-01-01 01:22:00,4,BT2
C-150,2023-12-19,17.0,44.27,554.56,6.22,Cloudy,Equipment_B,9,19.92,1,2023-01-01 16:55:00,1,DT2
C-014,2023-08-01,58.44,19.28,545.56,8.76,Windy,Equipment_A,2,13.19,1,2023-01-01 06:26:00,3,MT1
C-075,2023-04-19,96.41,53.04,558.98,3.0,Rainy,Equipment_A,4,8.32,0,2023-01-01 20:37:00,4,BT1
C-015,2023-06-25,63.37,52.97,536.21,3.0,Windy,Equipment_A,2,14.98,1,2023-01-01 14:39:00,3,DT2
C-242,2023-01-31,73.9,28.17,490.55,7.13,Rainy,Equipment_D,1,2.68,0,2023-01-01 22:52:00,4,DT1
C-102,2023-11-10,87.68,19.66,490.74,4.0,Rainy,Equipment_A,6,17.82,0,2023-01-01 09:37:00,2,BT2
C-045,2023-10-04,48.16,56.81,594.87,1.45,Rainy,Equipment_C,6,2.9,1,2023-01-01 23:05:00,3,BT1
C-014,2023-04-06,86.47,51.88,570.48,6.13,Rainy,Equipment_A,4,5.03,0,2023-01-01 07:10:00,4,MT1
C-233,2023-12-07,62.03,40.39,573.58,9.02,Sunny,Equipment_D,8,2.49,0,2023-01-01 09:06:00,2,BT1
C-153,2023-03-31,28.83,26.57,591.9,4.62,Cloudy,Equipment_A,6,16.32,1,2023-01-01 04:55:00,1,MT1
C-138,2023-01-18,95.97,21.37,491.05,8.87,Cloudy,Equipment_C,7,15.49,0,2023-01-01 15:23:00,4,DT1
C-226,2023-12-05,83.8,40.49,595.19,7.64,Rainy,Equipment_C,2,10.67,1,2023-01-01 16:06:00,4,HT1
C-043,2023-02-08,81.51,24.86,522.03,8.58,Windy,Equipment_D,1,7.97,0,2023-01-01 21:27:00,2,DT3
C-158,2023-07-20,93.4,47.36,596.19,4.01,Rainy,Equipment_A,9,7.91,0,2023-01-01 13:18:00,2,MT1
C-070,2023-03-05,53.32,46.36,567.28,6.09,Windy,Equipment_A,7,1.91,0,2023-01-01 00:11:00,3,MT2
C-037,2023-09-11,46.41,18.25,508.75,6.71,Sunny,Equipment_C,7,8.7,0,2023-01-01 20:37:00,4,DT2
C-119,2023-07-16,50.96,8.69,593.33,8.2,Rainy,Equipment_C,3,13.4,1,2023-01-01 20:43:00,2,DT2
C-188,2023-02-21,67.04,38.14,557.33,5.62,Cloudy,Equipment_B,3,14.1,1,2023-01-01 19:27:00,3,HT1
C-028,2023-01-24,25.68,52.84,561.73,6.53,Rainy,Equipment_B,8,10.81,0,2023-01-01 17:27:00,4,MT2
C-164,2023-07-13,92.34,6.46,488.21,4.16,Sunny,Equipment_B,4,18.56,1,2023-01-01 16:33:00,1,DT1
C-017,2023-09-26,104.98,27.48,504.3,9.97,Rainy,Equipment_D,4,2.13,1,2023-01-01 07:49:00,1,BT2
C-061,2023-01-22,51.17,53.3,559.99,6.72,Cloudy,Equipment_B,6,7.45,0,2023-01-01 22:16:00,1,DT3
C-196,2023-05-24,114.69,55.28,543.01,2.24,Cloudy,Equipment_D,3,19.77,1,2023-01-01 11:45:00,2,MT2
C-240,2023-09-22,70.91,37.34,596.97,7.49,Cloudy,Equipment_D,1,4.51,1,2023-01-01 10:08:00,3,MT1
C-035,2023-05-20,77.09,55.03,531.56,6.23,Sunny,Equipment_C,6,8.46,0,2023-01-01 15:02:00,4,DT2
C-131,2023-09-09,54.4,47.73,503.01,1.99,Cloudy,Equipment_B,1,15.59,0,2023-01-01 12:27:00,4,DT3
C-010,2023-06-01,38.54,5.43,593.97,1.48,Windy,Equipment_D,9,6.69,1,2023-01-01 00:22:00,4,DT2
C-064,2023-07-28,113.52,26.58,484.67,3.57,Windy,Equipment_A,6,12.66,0,2023-01-01 21:30:00,3,BT2
C-059,2023-04-20,47.53,45.28,565.03,2.83,Sunny,Equipment_B,5,14.99,1,2023-01-01 06:51:00,1,MT1
C-216,2023-06-07,45.02,47.7,585.27,9.33,Windy,Equipment_A,1,19.72,0,2023-01-01 09:54:00,4,HT1
C-134,2023-03-15,10.53,41.25,568.11,5.42,Windy,Equipment_C,3,6.51,1,2023-01-01 13:45:00,3,HT1
C-207,2023-07-18,88.42,41.21,597.24,9.04,Windy,Equipment_B,2,15.96,0,2023-01-01 12:50:00,4,DT3
C-110,2023-05-23,23.0,36.14,588.01,4.61,Cloudy,Equipment_B,5,7.55,0,2023-01-01 05:49:00,1,BT2
C-235,2023-08-05,42.86,44.69,524.76,9.74,Windy,Equipment_D,6,4.08,1,2023-01-01 19:35:00,2,BT2
C-052,2023-11-09,92.7,37.33,485.2,7.39,Rainy,Equipment_D,2,19.35,1,2023-01-01 10:39:00,2,DT1
C-216,2023-08-20,108.79,22.85,517.88,9.02,Rainy,Equipment_D,9,17.92,0,2023-01-01 14:52:00,2,HT1
C-088,2023-02-13,87.42,58.15,531.45,4.5,Windy,Equipment_A,6,7.69,0,2023-01-01 06:27:00,1,BT2
C-026,2023-07-10,56.06,27.8,551.35,1.49,Rainy,Equipment_B,8,1.05,0,2023-01-01 06:03:00,4,DT2
C-161,2023-05-08,104.25,17.83,573.65,1.39,Cloudy,Equipment_A,8,12.82,0,2023-01-01 16:51:00,1,DT2
C-081,2023-04-12,114.49,29.2,558.64,8.89,Rainy,Equipment_A,8,7.67,0,2023-01-01 22:33:00,2,BT2
C-115,2023-01-25,62.48,39.4,499.36,6.71,Sunny,Equipment_D,8,15.52,1,2023-01-01 10:17:00,1,DT1
C-144,2023-04-14,80.07,21.76,558.13,1.6,Windy,Equipment_D,3,7.55,0,2023-01-01 09:15:00,4,MT1
C-226,2023-12-28,37.08,17.6,539.17,7.11,Windy,Equipment_A,7,10.38,1,2023-01-01 18:49:00,2,HT1
C-124,2023-11-18,92.77,54.19,585.3,6.78,Windy,Equipment_C,2,10.12,0,2023-01-01 20:41:00,2,MT1
C-146,2023-07-31,21.39,13.5,515.4,3.8,Windy,Equipment_D,5,8.79,0,2023-01-01 17:10:00,2,DT3
C-157,2023-01-30,80.2,28.04,491.52,3.24,Cloudy,Equipment_C,2,2.84,1,2023-01-01 15:00:00,2,BT1
C-187,2023-01-29,54.57,9.45,500.99,5.95,Sunny,Equipment_A,3,6.34,0,2023-01-01 09:02:00,4,HT1
C-141,2023-11-08,97.22,53.5,524.72,3.5,Rainy,Equipment_D,1,19.07,1,2023-01-01 05:40:00,1,MT2
C-127,2023-02-11,43.95,57.23,537.05,4.38,Sunny,Equipment_B,1,14.27,1,2023-01-01 12:39:00,3,MT2
C-055,2023-01-11,73.07,11.55,501.11,5.86,Windy,Equipment_C,9,17.99,0,2023-01-01 10:00:00,2,BT1
C-207,2023-05-10,75.43,34.87,488.09,3.09,Cloudy,Equipment_B,4,6.86,1,2023-01-01 21:22:00,4,DT3
C-176,2023-03-13,21.26,54.47,526.91,1.9,Cloudy,Equipment_D,9,16.33,1,2023-01-01 03:15:00,1,BT1
C-083,2023-07-15,29.73,15.27,553.37,6.01,Sunny,Equipment_A,7,9.57,1,2023-01-01 04:25:00,4,BT1
C-176,2023-10-12,79.53,55.56,521.0,7.67,Sunny,Equipment_D,2,1.47,1,2023-01-01 21:19:00,2,BT1
C-210,2023-12-03,111.61,24.6,516.77,7.23,Sunny,Equipment_A,4,19.26,1,2023-01-01 17:35:00,1,DT3
C-072,2023-02-26,15.8,22.55,484.43,6.67,Sunny,Equipment_C,9,1.59,0,2023-01-01 20:06:00,4,BT2
C-029,2023-05-26,19.94,48.97,576.44,2.61,Rainy,Equipment_C,8,18.51,0,2023-01-01 07:19:00,2,DT1
C-157,2023-09-14,89.99,30.48,545.68,4.09,Sunny,Equipment_A,8,10.89,0,2023-01-01 19:39:00,2,BT1
C-130,2023-12-23,75.9,16.56,578.61,9.88,Sunny,Equipment_D,4,7.02,1,2023-01-01 12:37:00,4,BT1
C-038,2023-08-04,36.19,56.04,540.4,6.96,Rainy,Equipment_D,3,10.13,0,2023-01-01 21:15:00,3,HT1
C-015,2023-04-23,97.84,45.61,595.4,3.19,Cloudy,Equipment_A,2,1.67,1,2023-01-01 13:54:00,2,DT2
C-046,2023-12-06,83.21,35.76,559.34,2.01,Rainy,Equipment_B,3,13.33,1,2023-01-01 11:50:00,3,BT2
C-152,2023-12-26,62.72,5.81,485.7,1.82,Cloudy,Equipment_D,6,5.69,1,2023-01-01 22:39:00,3,HT1
C-192,2023-05-12,22.82,9.79,588.62,7.16,Windy,Equipment_B,5,10.35,1,2023-01-01 00:24:00,3,DT3
C-060,2023-03-01,50.21,41.41,544.66,9.64,Rainy,Equipment_B,2,6.04,0,2023-01-01 16:43:00,3,DT2
C-229,2023-03-19,31.18,53.26,484.57,1.43,Cloudy,Equipment_D,4,14.57,1,2023-01-01 09:50:00,3,BT1
C-114,2023-07-13,39.55,57.51,597.56,4.6,Cloudy,Equipment_D,1,16.04,1,2023-01-01 21:29:00,2,DT1
C-128,2023-04-08,41.36,19.41,510.26,4.75,Windy,Equipment_B,8,5.53,0,2023-01-01 03:24:00,2,BT1
C-162,2023-06-16,20.52,18.94,575.95,1.92,Rainy,Equipment_A,1,17.13,1,2023-01-01 21:14:00,3,HT1
C-069,2023-06-21,102.21,44.27,493.76,1.0,Windy,Equipment_D,4,16.04,0,2023-01-01 15:12:00,1,MT1
C-085,2023-12-29,97.44,39.71,574.51,2.49,Windy,Equipment_B,8,17.44,0,2023-01-01 06:09:00,1,DT3
C-076,2023-07-05,15.02,29.78,486.31,9.13,Cloudy,Equipment_B,4,16.23,1,2023-01-01 09:19:00,3,MT2
C-039,2023-05-21,91.65,31.71,562.22,1.99,Sunny,Equipment_A,5,8.85,0,2023-01-01 19:05:00,2,MT1
C-174,2023-05-18,27.14,13.45,503.89,3.54,Sunny,Equipment_D,9,3.65,1,2023-01-01 02:45:00,4,DT1
C-245,2023-04-11,80.03,29.05,512.19,7.06,Rainy,Equipment_B,2,14.96,0,2023-01-01 09:04:00,2,DT1
C-213,2023-08-27,64.77,19.75,575.85,7.63,Sunny,Equipment_B,4,3.23,0,2023-01-01 13:21:00,2,DT2
C-194,2023-07-20,12.07,18.52,553.13,5.96,Sunny,Equipment_B,5,15.73,1,2023-01-01 22:09:00,4,BT1
C-077,2023-07-04,105.71,38.66,535.55,7.54,Rainy,Equipment_C,4,19.67,1,2023-01-01 02:22:00,1,BT1
C-198,2023-05-13,16.79,58.17,492.37,8.66,Rainy,Equipment_B,6,12.67,0,2023-01-01 17:35:00,1,BT1
C-089,2023-05-02,79.23,49.08,529.56,2.08,Rainy,Equipment_D,4,18.92,1,2023-01-01 20:15:00,1,BT2
C-133,2023-05-14,20.2,39.05,581.04,2.6,Cloudy,Equipment_C,7,12.82,0,2023-01-01 05:25:00,4,HT1
C-208,2023-07-14,22.62,36.51,557.67,7.8,Rainy,Equipment_C,6,13.07,0,2023-01-01 13:31:00,4,MT1
C-140,2023-04-13,93.76,42.88,521.44,5.87,Rainy,Equipment_C,9,13.07,1,2023-01-01 17:48:00,1,DT1
C-055,2023-03-20,97.88,40.52,535.01,3.82,Windy,Equipment_C,5,1.77,1,2023-01-01 10:22:00,4,BT1
C-184,2023-12-18,54.71,57.92,510.77,5.67,Rainy,Equipment_C,8,3.22,0,2023-01-01 16:42:00,4,MT2
C-088,2023-10-12,103.86,27.29,575.0,9.4,Cloudy,Equipment_D,9,19.75,0,2023-01-01 03:07:00,2,BT2
C-167,2023-09-26,67.96,51.71,550.38,1.89,Cloudy,Equipment_B,7,5.9,0,2023-01-01 14:12:00,3,DT2
C-174,2023-06-16,25.1,21.49,580.9,9.7,Cloudy,Equipment_A,7,10.14,1,2023-01-01 11:17:00,2,DT1
C-188,2023-04-07,87.45,28.42,584.03,3.6,Windy,Equipment_C,7,6.03,1,2023-01-01 09:41:00,3,HT1
C-212,2023-11-09,105.18,9.36,484.08,7.25,Cloudy,Equipment_B,5,9.6,0,2023-01-01 14:58:00,4,BT1
C-118,2023-12-26,84.03,31.96,507.16,2.55,Sunny,Equipment_A,8,4.58,0,2023-01-01 09:00:00,1,HT1
C-242,2023-05-24,21.42,27.21,594.71,5.47,Cloudy,Equipment_B,8,4.88,1,2023-01-01 00:13:00,3,DT1
C-030,2023-10-22,50.25,44.32,595.95,2.88,Cloudy,Equipment_A,2,1.6,1,2023-01-01 20:13:00,4,MT2
C-116,2023-02-22,35.74,41.44,596.51,4.54,Rainy,Equipment_D,3,1.11,0,2023-01-01 08:56:00,2,DT3
C-088,2023-05-05,103.31,20.72,512.52,4.01,Rainy,Equipment_B,4,15.02,1,2023-01-01 15:15:00,4,BT2
C-163,2023-04-05,35.28,38.79,496.38,1.74,Cloudy,Equipment_D,1,12.41,0,2023-01-01 22:51:00,2,MT2
C-233,2023-03-23,43.64,36.8,527.2,9.34,Rainy,Equipment_D,2,13.45,0,2023-01-01 15:31:00,1,BT1
C-056,2023-03-25,26.71,31.4,527.85,9.96,Windy,Equipment_C,8,4.15,1,2023-01-01 22:17:00,4,MT2
C-080,2023-01-06,89.74,22.78,584.24,8.64,Windy,Equipment_A,7,7.26,1,2023-01-01 19:49:00,2,DT2
C-068,2023-12-24,10.5,58.11,508.15,1.48,Rainy,Equipment_A,6,18.84,1,2023-01-01 22:03:00,3,BT2
C-076,2023-10-23,80.57,8.12,513.19,3.39,Sunny,Equipment_D,2,8.9,1,2023-01-01 21:13:00,4,MT2
C-007,2023-10-05,50.33,54.5,484.89,2.37,Sunny,Equipment_A,2,17.53,0,2023-01-01 15:09:00,3,MT1
C-188,2023-11-09,101.47,54.59,539.28,4.54,Windy,Equipment_D,4,14.96,0,2023-01-01 16:53:00,2,HT1
C-095,2023-07-04,63.92,32.94,541.01,1.33,Cloudy,Equipment_C,3,16.52,1,2023-01-01 02:10:00,3,DT3
C-123,2023-05-23,107.8,54.58,518.51,9.55,Sunny,Equipment_A,7,13.84,0,2023-01-01 02:09:00,2,DT3
C-074,2023-10-22,85.66,44.55,599.53,1.43,Rainy,Equipment_A,3,17.95,0,2023-01-01 20:35:00,3,BT1
C-127,2023-10-17,49.37,8.93,514.69,7.28,Rainy,Equipment_D,2,5.47,1,2023-01-01 01:38:00,2,MT2
C-012,2023-02-17,98.28,31.27,562.07,6.12,Cloudy,Equipment_D,6,7.05,1,2023-01-01 00:05:00,3,DT1
C-058,2023-03-05,99.34,39.4,501.06,3.63,Rainy,Equipment_A,4,13.3,0,2023-01-01 08:17:00,1,MT2
C-024,2023-11-03,84.71,15.04,564.13,8.83,Sunny,Equipment_C,5,7.25,1,2023-01-01 11:28:00,3,MT1
C-232,2023-02-07,119.75,48.18,538.01,2.52,Cloudy,Equipment_A,2,18.1,0,2023-01-01 02:03:00,2,MT1
C-156,2023-12-24,76.74,14.18,527.35,9.31,Windy,Equipment_A,5,2.65,1,2023-01-01 23:30:00,1,DT3
C-101,2023-04-29,36.44,7.2,553.16,6.96,Windy,Equipment_C,9,16.63,0,2023-01-01 06:53:00,2,DT1
C-067,2023-11-01,117.03,51.81,507.58,2.33,Sunny,Equipment_D,2,17.99,1,2023-01-01 23:38:00,4,HT1
C-021,2023-02-01,61.81,37.97,488.28,8.67,Rainy,Equipment_C,9,10.55,0,2023-01-01 09:39:00,1,HT1
C-189,2023-04-20,95.73,45.52,514.55,3.05,Windy,Equipment_A,8,12.01,1,2023-01-01 22:04:00,3,BT2
C-117,2023-04-15,83.51,14.11,583.67,5.41,Sunny,Equipment_D,5,9.42,0,2023-01-01 01:40:00,1,BT2
C-229,2023-01-14,51.68,41.91,597.84,4.32,Cloudy,Equipment_C,5,19.96,0,2023-01-01 07:29:00,4,BT1
C-053,2023-05-30,78.64,58.28,502.21,4.4,Cloudy,Equipment_D,6,11.73,1,2023-01-01 09:18:00,1,DT3
C-021,2023-10-17,12.94,53.04,550.82,9.37,Windy,Equipment_A,9,10.56,0,2023-01-01 04:56:00,1,HT1
C-138,2023-01-18,116.25,8.02,485.57,8.57,Sunny,Equipment_D,8,18.88,1,2023-01-01 18:30:00,1,DT1
C-114,2023-10-25,87.49,37.48,485.29,2.97,Rainy,Equipment_B,5,14.15,1,2023-01-01 08:21:00,1,DT1
C-025,2023-12-30,54.43,52.92,545.59,5.34,Sunny,Equipment_B,2,11.24,0,2023-01-01 17:45:00,3,DT2
C-042,2023-01-13,20.93,14.05,528.31,4.76,Rainy,Equipment_D,4,9.58,1,2023-01-01 21:27:00,2,MT2
C-238,2023-03-17,68.44,49.79,597.98,2.38,Rainy,Equipment_C,8,11.2,1,2023-01-01 22:24:00,2,BT1
C-018,2023-04-25,56.23,41.16,542.98,8.71,Windy,Equipment_D,6,18.94,1,2023-01-01 13:46:00,1,DT2
C-065,2023-12-02,76.08,38.67,575.11,2.21,Rainy,Equipment_A,5,9.9,0,2023-01-01 12:22:00,3,DT2
C-075,2023-09-28,39.51,42.58,533.04,2.48,Rainy,Equipment_B,8,3.92,0,2023-01-01 22:04:00,2,BT1
C-146,2023-09-29,74.83,42.38,547.65,6.82,Windy,Equipment_D,6,15.2,1,2023-01-01 23:53:00,4,DT3
C-074,2023-04-30,100.3,16.17,484.82,4.08,Cloudy,Equipment_D,9,7.38,0,2023-01-01 23:07:00,1,BT1
C-177,2023-10-02,95.35,47.97,519.99,6.19,Rainy,Equipment_B,4,5.33,1,2023-01-01 20:41:00,1,MT1
C-243,2023-03-19,66.39,42.17,545.77,7.16,Sunny,Equipment_D,8,11.37,1,2023-01-01 03:32:00,1,BT1
C-002,2023-12-29,111.13,49.87,563.54,9.76,Windy,Equipment_D,4,2.27,0,2023-01-01 14:34:00,4,DT2
C-088,2023-02-11,94.88,37.32,568.2,7.46,Cloudy,Equipment_C,8,17.64,1,2023-01-01 18:41:00,1,BT2
C-117,2023-08-24,100.73,37.66,510.88,5.6,Sunny,Equipment_C,4,13.32,0,2023-01-01 01:15:00,3,BT2
C-159,2023-04-29,102.41,29.78,559.69,1.41,Rainy,Equipment_B,3,16.86,0,2023-01-01 19:15:00,1,HT1
C-225,2023-06-14,59.07,9.16,572.94,2.17,Windy,Equipment_B,3,6.46,0,2023-01-01 21:48:00,3,MT1
C-095,2023-11-18,75.22,41.67,522.81,9.34,Cloudy,Equipment_A,5,8.54,0,2023-01-01 21:32:00,3,DT3
C-128,2023-11-05,50.19,33.59,485.3,6.84,Sunny,Equipment_C,4,5.61,0,2023-01-01 20:48:00,1,BT1
C-098,2023-11-18,34.1,16.61,553.57,4.68,Windy,Equipment_A,5,5.18,1,2023-01-01 08:44:00,1,HT1
C-138,2023-02-04,107.76,35.88,538.22,4.51,Windy,Equipment_D,4,7.7,1,2023-01-01 05:04:00,4,DT1
C-227,2023-11-03,28.09,41.6,544.35,9.59,Rainy,Equipment_C,3,5.18,0,2023-01-01 15:02:00,2,MT1
C-137,2023-09-13,79.84,8.38,499.37,9.26,Windy,Equipment_D,8,16.59,0,2023-01-01 23:50:00,3,BT1
C-173,2023-11-13,76.07,54.2,559.4,4.77,Sunny,Equipment_C,1,13.31,0,2023-01-01 03:21:00,4,DT3
C-181,2023-11-22,94.29,14.69,557.34,2.43,Windy,Equipment_A,4,10.08,0,2023-01-01 05:12:00,2,MT1
C-147,2023-09-25,83.38,22.72,568.23,9.22,Cloudy,Equipment_D,5,5.74,0,2023-01-01 15:18:00,3,BT1
C-111,2023-01-31,22.68,45.3,597.98,2.31,Cloudy,Equipment_C,3,5.15,0,2023-01-01 22:31:00,2,BT1
C-182,2023-03-09,10.77,35.6,524.11,7.41,Windy,Equipment_A,4,5.3,1,2023-01-01 04:59:00,1,MT1
C-212,2023-09-21,96.66,16.54,500.61,1.12,Cloudy,Equipment_C,8,17.1,0,2023-01-01 10:00:00,3,BT1
C-187,2023-04-05,30.32,53.3,594.03,5.68,Rainy,Equipment_B,1,19.66,0,2023-01-01 00:39:00,4,HT1
C-192,2023-10-19,47.82,49.15,492.05,5.11,Rainy,Equipment_A,4,17.86,1,2023-01-01 23:36:00,3,DT3
C-134,2023-02-10,79.63,32.48,511.9,4.59,Rainy,Equipment_C,3,12.21,0,2023-01-01 05:38:00,4,HT1
C-040,2023-09-17,31.83,36.58,584.01,1.52,Rainy,Equipment_D,9,10.06,0,2023-01-01 11:39:00,4,DT2
C-041,2023-04-28,57.29,45.94,535.92,2.87,Rainy,Equipment_A,8,10.98,1,2023-01-01 05:17:00,2,DT1
C-235,2023-10-25,41.69,29.11,485.98,8.44,Cloudy,Equipment_C,6,18.67,1,2023-01-01 15:13:00,4,BT2
C-121,2023-05-27,105.88,12.88,499.12,9.27,Sunny,Equipment_B,3,5.2,0,2023-01-01 03:41:00,1,DT2
C-052,2023-06-30,61.15,37.91,493.82,9.15,Cloudy,Equipment_B,3,2.11,1,2023-01-01 13:44:00,2,DT1
C-015,2023-09-18,95.13,19.55,495.68,8.28,Cloudy,Equipment_D,5,2.74,1,2023-01-01 11:24:00,4,DT2
C-084,2023-06-25,81.43,33.71,526.3,1.18,Rainy,Equipment_A,8,11.93,0,2023-01-01 23:52:00,2,BT1
C-028,2023-02-18,60.61,29.79,551.46,2.04,Windy,Equipment_C,2,1.92,1,2023-01-01 07:32:00,4,MT2
C-129,2023-10-26,37.13,56.91,531.11,1.1,Windy,Equipment_C,6,13.04,1,2023-01-01 17:34:00,1,MT2
C-013,2023-10-05,114.76,10.16,545.68,4.2,Sunny,Equipment_A,9,4.33,1,2023-01-01 01:40:00,1,BT2
C-030,2023-04-17,72.49,31.67,572.07,9.45,Cloudy,Equipment_D,4,2.56,0,2023-01-01 22:20:00,4,MT2
C-096,2023-01-11,37.24,12.28,507.11,8.99,Rainy,Equipment_B,4,5.86,0,2023-01-01 14:00:00,1,DT2
C-063,2023-01-21,101.19,12.28,492.53,2.98,Rainy,Equipment_D,1,2.2,0,2023-01-01 20:05:00,1,MT2
C-050,2023-07-16,92.89,38.59,521.22,9.04,Cloudy,Equipment_B,9,9.49,0,2023-01-01 05:53:00,2,MT2
C-193,2023-09-06,48.97,52.15,573.77,6.06,Rainy,Equipment_B,9,7.12,0,2023-01-01 05:53:00,1,DT1
C-201,2023-03-21,34.56,7.4,511.01,5.29,Cloudy,Equipment_C,3,17.6,0,2023-01-01 02:22:00,2,BT1
