crew_id,join_date,experience_years,technical_knowledge_score,safety_procedures_score,equipment_operation_score,communication_score,leadership_score,problem_solving_score,emergency_response_score,quality_control_score,team_collaboration_score
C-117,2023-10-24,6.491094957687052,78,75,65,87,93,63,62,96,88
C-118,2023-09-06,4.539172360513992,71,69,64,80,60,63,84,60,80
C-119,2023-01-04,11.417259477245434,95,70,91,93,95,70,78,71,84
C-120,2023-03-15,0.8147894531371902,76,92,88,88,95,87,71,61,82
C-121,2023-01-11,1.2730255064824125,62,67,95,82,62,77,72,67,83
C-122,2023-05-28,12.608851758371179,77,91,98,94,100,77,66,72,89
C-123,2023-09-01,4.10707580572171,93,90,63,63,82,94,69,82,96
C-124,2023-10-23,7.269585188876824,75,90,82,72,94,66,65,73,65
C-125,2023-02-06,10.381830305272361,83,64,77,67,72,94,71,77,71
C-126,2023-07-20,12.638820298941312,92,84,69,92,89,87,94,73,86
C-127,2023-08-29,14.133484507745052,82,83,84,96,74,95,94,79,62
C-128,2023-06-02,10.041195755471264,91,80,96,89,62,67,62,65,67
C-129,2023-12-06,3.5730725360655984,65,78,84,98,71,60,92,98,62
C-130,2023-01-04,3.107166650917391,65,62,88,89,98,82,90,91,71
C-131,2023-03-16,13.188868609102128,81,77,94,78,89,87,99,82,80
C-132,2023-07-05,5.03048513500514,81,84,66,69,100,77,73,95,73
C-133,2023-02-12,9.073105023641181,64,71,85,84,70,70,97,76,69
C-134,2023-03-18,10.507016744609857,98,79,77,85,82,72,91,61,96
C-135,2023-11-22,1.97042729928252,70,68,99,71,80,81,64,82,84
C-136,2023-02-28,1.450428625514054,96,91,100,76,62,83,75,96,99
C-137,2023-07-30,6.390562967470649,80,99,79,95,100,89,99,74,90
C-138,2023-10-10,8.372809484168787,73,72,84,69,97,83,87,85,91
C-139,2023-12-11,3.093082089824988,91,93,72,85,99,89,100,75,95
C-140,2023-11-16,9.6662685819956,78,97,77,88,88,96,68,75,63
C-141,2023-07-15,2.485548767653766,100,75,61,92,97,70,80,67,67
C-142,2023-08-15,10.479191943253202,77,71,97,60,90,77,80,92,68
C-143,2023-12-11,13.011837536803242,62,87,74,66,92,84,63,97,93
C-144,2023-06-07,0.575476387454926,60,93,73,66,87,88,95,70,66
C-145,2023-11-03,9.907731244980539,61,77,65,87,85,72,78,66,72
C-146,2023-09-06,11.788338432531047,63,81,67,63,69,88,80,76,69
C-147,2023-09-05,3.479717737737125,67,68,89,85,99,86,89,91,94
C-148,2023-04-17,11.457737034494254,67,65,100,69,98,68,67,90,97
C-149,2023-10-24,13.028545603170338,63,85,91,76,89,84,100,81,82
C-150,2023-06-04,5.073265022218976,85,64,70,63,90,72,89,63,61
C-151,2023-02-05,8.345041248999788,93,60,76,80,65,77,80,78,96
C-152,2023-04-08,7.218687361747462,94,74,96,79,89,63,71,87,93
C-153,2023-07-28,14.500104540312078,73,62,79,89,92,83,75,90,64
C-154,2023-06-14,7.101955172061084,97,66,89,85,62,88,91,99,89
C-155,2023-09-19,8.378405383874043,86,76,74,72,70,63,64,69,73
C-156,2023-07-02,12.087507162799328,90,88,90,80,97,93,67,61,82
C-157,2023-12-14,1.0695346249864979,90,67,62,88,80,85,79,70,97
C-158,2023-05-12,10.680239367702653,60,63,62,71,89,61,63,82,99
C-159,2023-09-16,12.334151853319488,62,98,81,66,81,87,91,90,100
C-160,2023-10-03,13.507048686636715,68,90,100,64,61,75,81,95,86
C-161,2023-07-04,2.3255030159982244,84,74,74,99,96,84,69,97,76
C-162,2023-11-15,11.331717431348077,85,85,72,62,97,82,61,60,95
C-163,2023-09-08,3.600418505865725,63,88,96,87,61,63,98,75,67
C-164,2023-02-01,10.085558796128252,61,99,72,78,79,88,84,74,69
C-165,2023-07-23,11.872766536555533,89,73,89,95,69,80,62,96,90
C-166,2023-05-18,7.425132392105109,100,76,73,66,88,87,79,63,92
C-167,2023-10-19,2.86122673938539,87,86,83,95,89,83,82,85,66
C-168,2023-11-17,11.047858475509603,95,99,64,71,74,99,82,76,90
C-169,2023-01-12,11.689820573989193,83,76,73,73,78,92,62,65,70
C-170,2023-03-17,14.070380984661877,90,64,65,69,90,77,70,78,78
C-171,2023-04-02,7.684337197320694,97,84,95,95,65,79,62,90,64
C-172,2023-06-16,10.968477355911215,67,92,64,87,99,71,96,74,70
C-173,2023-08-13,14.761691846976731,73,61,94,77,70,67,62,100,98
C-174,2023-02-05,2.521189328560085,72,83,67,92,72,100,65,81,73
C-175,2023-12-05,2.725965609461531,82,66,95,77,93,93,98,97,82
C-176,2023-05-30,12.795185889743708,76,72,71,93,82,84,85,75,70
C-177,2023-06-02,8.262378507090938,98,65,90,91,62,91,76,94,98
C-178,2023-03-02,2.1399469649756364,80,91,88,99,69,92,87,64,82
C-179,2023-01-16,12.370565354419794,73,84,76,63,60,61,97,74,78
C-180,2023-01-30,2.032280959208747,86,60,96,61,72,61,86,81,96
C-181,2023-09-28,13.442956258380562,64,79,84,61,81,61,76,64,85
C-182,2023-06-24,6.580116500434338,78,86,87,70,71,69,66,87,87
C-183,2023-01-05,12.597863818954819,65,90,99,87,79,84,70,71,79
C-184,2023-02-24,10.892705951798677,84,72,67,79,66,94,89,64,88
C-185,2023-12-19,4.374987011136659,69,79,71,84,94,68,81,93,94
C-186,2023-09-17,0.7128746991555017,75,68,98,83,71,73,97,65,82
C-187,2023-03-28,4.935513446668938,95,67,69,80,89,75,98,73,90
C-188,2023-06-03,3.383379212249606,63,82,97,100,71,82,84,72,67
C-189,2023-11-21,8.914591540939096,68,87,95,63,99,70,69,89,92
C-190,2023-09-17,11.635018039616709,99,99,90,90,81,90,84,67,68
C-191,2023-08-13,3.109707409495227,87,99,61,87,77,71,88,78,95
C-192,2023-03-02,13.26431767503521,73,90,92,77,74,100,92,89,80
C-193,2023-12-09,9.705415627077322,61,61,87,84,65,65,94,66,74
C-194,2023-11-15,5.319230580720233,69,91,79,91,86,60,98,63,86
C-195,2023-08-13,13.048047183363286,82,76,80,75,69,77,72,76,69
C-196,2023-02-24,13.270118149164535,71,67,67,73,77,94,80,85,72
C-197,2023-08-19,11.954381627437536,62,66,98,87,92,83,85,71,61
C-198,2023-06-20,11.51373962413827,100,76,73,68,90,82,80,84,68
C-199,2023-01-12,3.646572875652915,79,70,87,92,82,89,91,79,81
C-200,2023-12-11,3.1219370927602665,90,61,98,72,61,93,85,100,87
C-201,2023-12-15,7.7353527758597185,71,71,88,66,97,77,80,60,78
C-202,2023-12-05,10.523394628548658,88,79,83,81,63,73,92,91,62
C-203,2023-07-03,11.114936356753706,81,69,78,63,83,68,61,96,94
C-204,2023-09-07,6.5268714445219125,83,83,78,78,94,79,96,82,74
C-205,2023-06-22,2.38168795732963,83,81,87,61,83,96,96,85,60
C-206,2023-03-27,9.075955111781518,88,62,85,71,99,62,67,75,62
C-207,2023-06-16,2.5482898665960536,70,73,70,77,82,77,86,86,69
C-208,2023-09-23,0.9996562667290987,74,94,94,83,94,66,98,68,62
C-209,2024-01-01,11.895614467484886,74,72,87,95,80,86,79,87,82
C-210,2023-01-06,14.372715286334243,79,70,75,99,99,96,87,93,79
C-211,2023-07-25,13.868155666658135,88,85,72,91,92,92,95,72,88
C-212,2023-09-08,4.773681559651311,93,98,67,82,74,83,72,67,64
C-213,2023-01-10,6.111957033415577,67,65,70,92,79,88,99,96,67
C-214,2023-10-26,9.363934546524742,78,65,70,70,93,85,76,100,91
C-215,2023-09-21,14.480932383233373,75,100,66,92,66,73,71,96,67
C-216,2023-02-04,14.015944730129895,89,98,73,88,83,86,84,74,99
C-217,2023-12-02,1.5235623460350203,100,74,95,87,76,89,63,64,70
C-218,2023-10-20,1.6524345701027008,89,88,97,84,74,63,73,70,100
C-219,2023-02-09,1.340386677160895,74,100,61,78,94,78,91,86,69
C-220,2023-08-24,1.886380503334457,96,62,79,74,84,61,90,81,92
C-221,2023-08-05,4.590425470172028,92,93,92,70,74,63,73,70,87
C-222,2023-10-06,7.657530819707087,81,96,89,64,93,76,91,67,68
C-223,2023-03-03,0.5797691389387405,85,71,63,60,81,62,92,77,85
C-224,2023-06-16,10.633984877385458,76,70,60,77,79,79,65,62,93
C-225,2023-07-12,11.485020881940017,92,95,72,97,80,100,64,89,60
C-226,2023-08-13,14.39277461478958,66,80,82,68,73,93,98,94,87
C-227,2023-08-22,13.020967070891514,77,89,83,85,81,97,76,88,73
C-228,2023-12-04,12.881606276524172,88,96,63,84,74,61,84,73,70
C-229,2023-09-19,11.100376421270653,87,66,95,83,70,63,93,99,74
C-230,2023-01-23,10.714628541966471,86,66,64,95,70,99,70,66,78
C-231,2023-01-27,12.47777908011192,72,90,68,66,85,68,66,72,69
C-232,2023-04-28,14.74222940064107,97,85,67,69,93,95,76,71,96
C-233,2023-12-20,10.34419510975266,94,68,72,80,79,98,82,86,76
C-234,2023-05-18,14.754151075511775,67,84,63,80,79,62,90,91,83
C-235,2023-05-12,13.786643865426496,80,100,75,97,98,75,87,95,73
C-236,2023-04-09,1.081174997056405,60,72,66,94,94,67,96,90,75
C-237,2023-04-23,13.950003892386452,70,60,77,93,96,71,75,67,69
C-238,2023-04-28,7.107129319637922,96,68,98,78,85,74,63,74,60
C-239,2023-08-12,2.143219954865583,71,69,76,60,64,63,90,60,92
C-240,2023-08-26,11.44174159559021,70,70,74,69,88,60,62,87,64
C-241,2023-02-27,10.44826180724816,84,97,97,76,83,62,83,84,79
C-242,2023-02-12,9.188027675813283,93,79,100,63,72,91,97,99,65
C-243,2023-09-25,11.150246890982064,70,66,94,72,87,97,80,64,77
C-244,2023-08-20,5.486252798964341,82,94,78,66,89,66,98,64,75
C-245,2023-03-06,5.762191632675381,87,92,90,60,86,99,82,99,85
C-246,2023-09-17,13.66320160742438,68,94,83,71,69,89,86,93,87
C-247,2023-05-05,7.952887994678117,76,77,71,80,98,93,89,95,91
C-248,2023-08-04,13.646415356988323,68,76,66,73,100,88,61,100,81
C-249,2023-10-08,14.691037743162061,97,74,91,95,82,88,69,77,83
C-250,2023-05-01,3.1331057912769498,62,99,60,91,75,93,65,87,60
C-251,2023-03-29,3.4667889574498107,89,76,80,76,79,60,98,84,97
C-252,2023-12-08,11.101887900306934,85,90,73,68,63,65,67,99,74
C-253,2023-12-04,3.8315176733083867,97,70,100,78,86,87,61,88,96
C-254,2023-09-28,4.12560009311804,84,77,72,72,98,72,91,61,65
C-255,2023-06-17,5.168598655863618,83,83,61,63,94,83,66,69,81
C-256,2023-12-13,9.944243658378243,66,68,77,83,86,62,95,78,61
C-257,2023-11-18,9.049595015038452,84,77,65,79,82,85,99,69,98
C-258,2023-02-01,5.707380000995686,94,97,87,64,63,98,60,81,78
C-259,2023-11-18,0.9822776462014995,68,67,79,93,77,86,76,63,84
C-260,2023-12-03,13.084817966424053,95,65,81,68,64,89,73,78,100
C-261,2023-09-17,3.7849851013864133,85,79,98,92,90,97,83,82,60
C-262,2023-09-23,8.852340047691317,96,81,76,65,61,99,73,77,69
C-263,2023-09-08,8.068043610331113,67,82,99,64,68,66,93,92,92
C-264,2023-07-24,6.675656988437526,66,71,100,77,79,82,98,65,80
C-265,2023-12-11,1.6606115153744168,85,90,76,63,92,62,99,62,80
C-266,2023-06-03,0.8262602026608459,78,89,91,81,71,85,73,72,69
C-267,2023-09-27,1.323644717697556,99,91,89,99,97,76,68,89,60
C-268,2023-07-29,2.7351139733576475,82,72,60,64,71,83,97,75,100
C-269,2023-10-03,2.9363867052675703,62,81,61,74,62,97,68,84,77
C-270,2023-08-14,8.577894047628561,100,65,86,66,64,86,85,93,100
C-271,2023-03-14,6.8011574850136896,64,80,67,93,100,84,63,71,99
C-272,2023-01-16,4.747806481862009,95,85,73,88,79,73,73,62,93
C-273,2023-01-27,12.93292825213619,85,79,61,99,83,75,74,88,70
C-274,2023-07-08,6.117696660818679,73,70,73,67,86,68,60,71,79
C-275,2023-03-30,3.6322823830489392,64,84,62,95,64,92,85,94,88
C-276,2023-06-28,6.756800183079922,100,96,64,77,66,99,84,89,85
C-277,2023-06-10,1.171150536262629,65,70,70,93,71,85,89,87,78
C-278,2023-08-11,4.893226349597735,71,96,61,85,89,67,74,64,73
C-279,2023-09-09,12.228215839875917,76,62,80,77,74,74,95,91,77
C-280,2023-06-01,13.52202763149117,100,63,81,78,85,84,80,81,100
C-281,2023-02-10,6.3635354200921235,93,79,100,62,88,99,76,68,87
C-282,2023-12-11,11.751280084025302,83,83,99,74,79,72,73,85,86
C-283,2023-01-29,10.607733622961637,73,98,78,99,63,65,69,75,99
C-284,2023-07-24,3.3677337375676277,83,78,100,83,81,98,86,99,61
C-285,2023-06-17,7.67032649728415,100,93,69,98,100,75,90,91,68
C-286,2023-12-06,8.421510560970997,96,63,61,65,93,97,79,83,63
C-287,2023-01-08,0.540420270620571,95,81,76,65,62,95,100,60,66
C-288,2023-08-02,11.621908633202453,66,79,97,79,81,95,97,77,70
C-289,2023-04-07,0.7082613300226528,84,77,79,99,78,73,76,95,95
C-290,2023-06-01,12.593904356190395,67,68,96,97,80,68,96,80,68
C-291,2023-04-24,12.69058724855322,67,79,86,63,74,67,98,72,88
C-292,2023-04-19,12.558431216527898,94,60,78,74,87,67,68,99,74
C-293,2023-05-06,10.816374903094786,97,60,83,81,69,72,74,76,69
C-294,2023-09-04,3.695268751720242,74,100,100,74,89,80,62,100,74
C-295,2023-03-14,1.7284654027986561,94,70,70,68,67,99,79,75,82
C-296,2023-01-22,2.8951066731744812,78,76,94,93,82,90,74,77,82
C-297,2023-07-05,8.344580768953268,64,70,93,98,87,93,96,64,99
C-298,2023-08-29,0.79307203821425,68,82,70,69,60,84,93,84,90
C-299,2023-09-05,5.98427035007731,75,73,77,74,81,83,61,82,63
C-300,2023-10-04,14.765811893192437,71,70,97,62,85,74,62,63,92
C-301,2023-10-05,9.668360540055382,79,67,96,84,76,100,98,81,89
C-302,2023-04-10,0.8014843182378559,92,66,87,72,81,66,71,61,79
C-303,2023-07-23,10.754063323489296,62,84,75,86,84,90,93,89,73
C-304,2023-06-29,14.011020503074883,69,61,78,79,78,77,78,99,79
C-305,2023-11-18,6.716492946414403,68,66,78,88,64,94,93,96,89
C-306,2023-06-07,10.95927391873462,69,79,84,70,83,90,66,79,78
C-307,2023-10-30,11.277651644860015,86,85,67,86,71,90,98,75,77
C-308,2023-04-24,2.8940267490435745,83,81,92,88,76,69,86,62,66
C-309,2023-06-20,8.038856570476714,81,84,66,71,84,79,75,68,76
C-310,2023-02-28,10.13447510477805,75,71,72,86,77,66,97,90,85
C-311,2023-09-15,12.24899156325988,72,98,76,66,77,90,88,83,92
C-312,2023-11-27,7.921014212675075,73,67,96,91,61,62,80,90,84
C-313,2023-04-14,8.123913311491725,76,79,87,98,71,70,80,85,70
C-314,2023-02-26,9.777742773902737,97,93,94,91,87,90,60,62,84
C-315,2023-03-18,4.691774953447463,66,75,71,83,70,70,89,94,80
C-316,2023-08-26,4.423753322759469,66,72,83,65,68,67,69,70,72
C-317,2023-11-15,12.633991831032505,73,66,74,100,63,68,93,82,69
C-318,2023-10-01,0.6275926280820892,64,80,61,79,87,67,85,90,75
C-319,2023-04-22,1.5406012865981114,83,81,68,68,82,98,82,100,82
C-320,2023-08-01,11.149687565528318,90,83,81,69,63,85,93,63,90
C-321,2023-01-18,9.295805744900509,74,71,62,75,80,88,62,73,64
C-322,2023-02-13,1.525005931703339,97,60,77,63,71,81,60,62,91
C-323,2023-06-27,7.63542192449498,85,87,82,96,95,96,61,62,64
C-324,2023-06-27,6.050751055681893,71,87,94,89,62,85,63,90,67
C-325,2023-03-02,7.28620590179243,72,81,86,100,89,99,87,84,66
C-326,2023-06-20,2.5834034724296417,72,69,96,69,60,79,90,95,70
C-327,2023-06-09,12.288761331049201,71,86,72,74,98,98,82,77,61
C-328,2023-06-26,7.534866702615758,62,71,72,84,63,97,82,79,78
C-329,2023-07-02,1.7628238132955016,84,61,80,92,91,76,86,70,60
C-330,2023-05-09,7.29222619577248,70,66,82,85,60,93,62,62,88
C-331,2023-02-10,12.034986653033046,65,99,94,97,79,76,79,79,84
C-332,2023-06-13,5.880203747855877,93,100,77,71,76,62,65,81,73
C-333,2023-10-26,11.195955884062823,97,61,80,65,69,67,83,70,90
C-334,2023-02-27,8.09877080181165,75,93,88,82,73,84,75,98,84
C-335,2023-06-07,13.522738765042044,77,77,92,94,68,76,63,93,65
C-336,2023-05-27,7.806821698718946,93,85,99,63,94,100,79,90,62
C-337,2023-11-01,7.820525275576842,97,87,71,65,87,76,82,72,72
C-338,2023-10-29,14.743370220836841,89,86,64,83,78,60,97,92,73
C-339,2023-06-19,8.011399797679811,100,79,62,69,75,91,76,83,83
C-340,2023-10-14,1.8341959806327073,82,85,99,98,92,88,64,78,62
C-341,2023-06-12,9.855856816368068,98,81,88,89,97,65,72,96,100
C-342,2023-11-16,2.225160217178938,83,89,63,88,99,96,65,88,70
C-343,2023-12-25,9.224559739037598,86,87,70,89,96,86,99,75,93
C-344,2023-02-02,6.890161906107511,68,60,78,84,76,89,81,67,76
C-345,2023-02-16,14.816306900174563,96,80,83,76,78,63,96,69,100
C-346,2023-01-29,1.587489317329125,61,73,94,92,62,86,61,95,72
C-347,2023-02-09,13.212534184315599,92,98,83,99,60,77,95,77,72
C-348,2023-03-15,14.30526942266542,78,77,70,60,64,79,95,89,80
C-349,2023-11-27,7.76960456578458,73,83,94,81,63,98,60,72,67
C-350,2023-06-24,5.834126276504881,94,89,68,81,86,75,76,95,72
C-351,2023-08-14,12.655067416987345,90,73,91,67,80,73,94,64,68
C-352,2023-09-27,12.48549872752968,69,74,60,64,69,67,88,99,74
C-353,2023-06-20,11.176857134487559,77,74,73,84,79,60,69,77,69
C-354,2023-04-06,2.338728321840172,79,100,87,70,71,75,86,81,98
C-355,2023-09-29,11.182978607847986,98,79,69,99,61,71,92,82,84
C-356,2023-09-14,2.4594445826521762,82,72,68,65,82,66,81,81,88
C-357,2023-09-27,3.5338687309732593,65,66,93,69,81,94,61,81,98
C-358,2023-04-24,3.2108492196131215,82,72,77,93,80,82,100,96,76
C-359,2023-03-13,5.002864788071381,67,65,72,64,87,94,94,77,91
C-360,2023-10-24,9.471943487544511,91,66,86,66,84,82,69,67,86
C-361,2023-06-02,5.640815115124778,81,71,98,82,74,89,60,78,75
C-362,2023-06-29,12.825627983524532,70,99,92,84,79,92,99,89,66
C-363,2023-01-30,9.547727829518209,95,87,78,75,73,73,99,74,96
C-364,2023-04-25,3.920594058086193,86,80,91,80,94,87,96,66,69
C-365,2023-05-13,10.764825646746218,95,73,89,78,84,68,98,79,84
C-366,2023-10-22,5.759153094499792,84,76,92,98,91,91,83,79,94
C-367,2023-11-18,0.5507600972722588,62,89,65,90,89,67,76,60,80
C-368,2023-12-20,6.232597355848579,74,87,89,71,89,70,94,62,98
C-369,2023-11-11,12.361311222548474,70,71,93,97,99,73,85,65,93
C-370,2023-12-19,12.096855990919078,87,83,85,71,88,86,93,100,72
C-371,2023-12-13,10.968730551215558,89,84,86,63,82,87,74,82,66
