Crew_ID,task_ID,task_Name,Floor_No,Gate_number,Shift_No
C-083,T-009,Water and Waste Services,1,0,1
C-084,T-009,Water and Waste Services,1,0,1
C-085,T-009,Water and Waste Services,1,0,1
C-086,T-009,Water and Waste Services,1,0,1
C-087,T-009,Water and Waste Services,1,0,1
C-088,T-010,Aircraft Inspections,1,0,1
C-089,T-010,Aircraft Inspections,1,0,1
C-090,T-010,Aircraft Inspections,1,0,1
C-091,T-010,Aircraft Inspections,1,0,1
C-092,T-010,Aircraft Inspections,1,0,1
C-093,T-010,Aircraft Inspections,1,0,1
C-094,T-010,Aircraft Inspections,1,0,1
C-095,T-010,Aircraft Inspections,1,0,1
C-096,T-011,Ground Power Unit Operations,1,0,1
C-097,T-011,Ground Power Unit Operations,1,0,1
C-098,T-011,Ground Power Unit Operations,1,0,1
C-099,T-011,Ground Power Unit Operations,1,0,1
C-100,T-011,Ground Power Unit Operations,1,0,1
C-101,T-011,Ground Power Unit Operations,1,0,1
C-102,T-011,Ground Power Unit Operations,1,0,1
C-103,T-011,Ground Power Unit Operations,1,0,1
C-104,T-011,Ground Power Unit Operations,1,0,1
C-105,T-011,Ground Power Unit Operations,1,0,1
C-106,T-012,Safety Zone Maintenance,1,0,1
C-107,T-012,Safety Zone Maintenance,1,0,1
C-108,T-012,Safety Zone Maintenance,1,0,1
C-109,T-012,Safety Zone Maintenance,1,0,1
C-110,T-012,Safety Zone Maintenance,1,0,1
C-111,T-012,Safety Zone Maintenance,1,0,1
C-112,T-012,Safety Zone Maintenance,1,0,1
C-113,T-012,Safety Zone Maintenance,1,0,1
C-114,T-012,Safety Zone Maintenance,1,0,1
C-115,T-012,Safety Zone Maintenance,1,0,1
C-116,T-012,Safety Zone Maintenance,1,0,1
C-117,T-012,Safety Zone Maintenance,1,0,1
C-118,T-013,Pushback and Towing,1,0,1
C-119,T-013,Pushback and Towing,1,0,1
C-120,T-013,Pushback and Towing,1,0,1
C-121,T-013,Pushback and Towing,1,0,1
C-122,T-013,Pushback and Towing,1,0,1
C-123,T-013,Pushback and Towing,1,0,1
C-124,T-013,Pushback and Towing,1,0,1
C-125,T-013,Pushback and Towing,1,0,1
C-126,T-013,Pushback and Towing,1,0,1
C-127,T-013,Pushback and Towing,1,0,1
C-128,T-013,Pushback and Towing,1,0,1
C-129,T-013,Pushback and Towing,1,0,1
C-130,T-014,Ramp Equipment Management,1,0,1
C-131,T-014,Ramp Equipment Management,1,0,1
C-132,T-014,Ramp Equipment Management,1,0,1
C-133,T-014,Ramp Equipment Management,1,0,1
C-134,T-014,Ramp Equipment Management,1,0,1
C-135,T-014,Ramp Equipment Management,1,0,1
C-136,T-014,Ramp Equipment Management,1,0,1
C-137,T-014,Ramp Equipment Management,1,0,1
C-138,T-014,Ramp Equipment Management,1,0,1
C-139,T-014,Ramp Equipment Management,1,0,1
C-140,T-014,Ramp Equipment Management,1,0,1
C-141,T-015,Liaison with ATC,1,0,1
C-142,T-015,Liaison with ATC,1,0,1
C-143,T-015,Liaison with ATC,1,0,1
C-144,T-015,Liaison with ATC,1,0,1
C-145,T-015,Liaison with ATC,1,0,1
C-146,T-015,Liaison with ATC,1,0,1
C-147,T-015,Liaison with ATC,1,0,1
C-148,T-015,Liaison with ATC,1,0,1
C-149,T-015,Liaison with ATC,1,0,1
C-150,T-015,Liaison with ATC,1,0,1
C-151,T-016,Coordination with Airlines,1,0,1
C-152,T-016,Coordination with Airlines,1,0,1
C-153,T-016,Coordination with Airlines,1,0,1
C-154,T-016,Coordination with Airlines,1,0,1
C-155,T-016,Coordination with Airlines,1,0,1
C-156,T-016,Coordination with Airlines,1,0,1
C-157,T-016,Coordination with Airlines,1,0,1
C-158,T-016,Coordination with Airlines,1,0,1
C-159,T-016,Coordination with Airlines,1,0,1
C-160,T-016,Coordination with Airlines,1,0,1
C-161,T-017,Emergency Response,1,0,1
C-162,T-017,Emergency Response,1,0,1
C-163,T-017,Emergency Response,1,0,1
C-164,T-017,Emergency Response,1,0,1
C-165,T-017,Emergency Response,1,0,1
C-166,T-017,Emergency Response,1,0,1
C-167,T-017,Emergency Response,1,0,1
C-168,T-017,Emergency Response,1,0,1
C-169,T-001,Aircraft Marshalling,1,0,2
C-170,T-001,Aircraft Marshalling,1,0,2
C-171,T-001,Aircraft Marshalling,1,0,2
C-172,T-001,Aircraft Marshalling,1,0,2
C-173,T-001,Aircraft Marshalling,1,0,2
C-174,T-001,Aircraft Marshalling,1,0,2
C-175,T-001,Aircraft Marshalling,1,0,2
C-176,T-001,Aircraft Marshalling,1,0,2
C-177,T-001,Aircraft Marshalling,1,0,2
C-178,T-001,Aircraft Marshalling,1,0,2
C-179,T-001,Aircraft Marshalling,1,0,2
C-180,T-001,Aircraft Marshalling,1,0,2
C-181,T-002,Passenger Assistance,1,0,2
C-182,T-002,Passenger Assistance,1,0,2
C-183,T-002,Passenger Assistance,1,0,2
C-184,T-002,Passenger Assistance,1,0,2
C-185,T-002,Passenger Assistance,1,0,2
C-186,T-002,Passenger Assistance,1,0,2
C-187,T-002,Passenger Assistance,1,0,2
C-188,T-002,Passenger Assistance,1,0,2
C-189,T-002,Passenger Assistance,1,0,2
C-190,T-002,Passenger Assistance,1,0,2
C-191,T-002,Passenger Assistance,1,0,2
C-192,T-003,Loading and Unloading Baggage,1,0,2
C-193,T-003,Loading and Unloading Baggage,1,0,2
C-194,T-003,Loading and Unloading Baggage,1,0,2
C-195,T-003,Loading and Unloading Baggage,1,0,2
C-196,T-003,Loading and Unloading Baggage,1,0,2
C-197,T-003,Loading and Unloading Baggage,1,0,2
C-198,T-003,Loading and Unloading Baggage,1,0,2
C-199,T-003,Loading and Unloading Baggage,1,0,2
C-200,T-004,Baggage Sorting,1,0,2
C-201,T-004,Baggage Sorting,1,0,2
C-202,T-004,Baggage Sorting,1,0,2
C-203,T-004,Baggage Sorting,1,0,2
C-204,T-004,Baggage Sorting,1,0,2
C-205,T-004,Baggage Sorting,1,0,2
C-206,T-004,Baggage Sorting,1,0,2
C-207,T-004,Baggage Sorting,1,0,2
C-208,T-005,Cargo Management,1,0,2
C-209,T-005,Cargo Management,1,0,2
C-210,T-005,Cargo Management,1,0,2
C-211,T-005,Cargo Management,1,0,2
C-212,T-005,Cargo Management,1,0,2
C-213,T-005,Cargo Management,1,0,2
C-214,T-005,Cargo Management,1,0,2
C-215,T-005,Cargo Management,1,0,2
C-216,T-005,Cargo Management,1,0,2
C-217,T-005,Cargo Management,1,0,2
C-218,T-005,Cargo Management,1,0,2
C-219,T-005,Cargo Management,1,0,2
C-220,T-006,Refueling,1,0,2
C-221,T-006,Refueling,1,0,2
C-222,T-006,Refueling,1,0,2
C-223,T-006,Refueling,1,0,2
C-224,T-006,Refueling,1,0,2
C-225,T-006,Refueling,1,0,2
C-226,T-006,Refueling,1,0,2
C-227,T-006,Refueling,1,0,2
C-228,T-006,Refueling,1,0,2
C-229,T-006,Refueling,1,0,2
C-230,T-007,Cleaning,1,0,2
C-231,T-007,Cleaning,1,0,2
C-232,T-007,Cleaning,1,0,2
C-233,T-007,Cleaning,1,0,2
C-234,T-007,Cleaning,1,0,2
C-235,T-007,Cleaning,1,0,2
C-236,T-007,Cleaning,1,0,2
C-237,T-007,Cleaning,1,0,2
C-238,T-007,Cleaning,1,0,2
C-239,T-007,Cleaning,1,0,2
C-240,T-008,De-icing,1,0,2
C-241,T-008,De-icing,1,0,2
C-242,T-008,De-icing,1,0,2
C-243,T-008,De-icing,1,0,2
C-244,T-008,De-icing,1,0,2
C-245,T-008,De-icing,1,0,2
C-246,T-008,De-icing,1,0,2
C-247,T-008,De-icing,1,0,2
C-248,T-008,De-icing,1,0,2
C-249,T-008,De-icing,1,0,2
C-250,T-008,De-icing,1,0,2
C-251,T-009,Water and Waste Services,1,0,2
C-252,T-009,Water and Waste Services,1,0,2
C-253,T-009,Water and Waste Services,1,0,2
C-254,T-009,Water and Waste Services,1,0,2
C-255,T-009,Water and Waste Services,1,0,2
C-256,T-009,Water and Waste Services,1,0,2
C-257,T-009,Water and Waste Services,1,0,2
C-258,T-009,Water and Waste Services,1,0,2
C-259,T-009,Water and Waste Services,1,0,2
C-260,T-009,Water and Waste Services,1,0,2
C-261,T-010,Aircraft Inspections,1,0,2
C-262,T-010,Aircraft Inspections,1,0,2
C-263,T-010,Aircraft Inspections,1,0,2
C-264,T-010,Aircraft Inspections,1,0,2
C-265,T-010,Aircraft Inspections,1,0,2
C-266,T-010,Aircraft Inspections,1,0,2
C-267,T-010,Aircraft Inspections,1,0,2
C-268,T-010,Aircraft Inspections,1,0,2
C-269,T-010,Aircraft Inspections,1,0,2
C-270,T-010,Aircraft Inspections,1,0,2
C-271,T-010,Aircraft Inspections,1,0,2
C-272,T-010,Aircraft Inspections,1,0,2
C-273,T-011,Ground Power Unit Operations,1,0,2
C-274,T-011,Ground Power Unit Operations,1,0,2
C-275,T-011,Ground Power Unit Operations,1,0,2
C-276,T-011,Ground Power Unit Operations,1,0,2
C-277,T-011,Ground Power Unit Operations,1,0,2
C-278,T-011,Ground Power Unit Operations,1,0,2
C-279,T-011,Ground Power Unit Operations,1,0,2
C-280,T-011,Ground Power Unit Operations,1,0,2
C-281,T-011,Ground Power Unit Operations,1,0,2
C-282,T-012,Safety Zone Maintenance,1,0,2
C-283,T-012,Safety Zone Maintenance,1,0,2
C-284,T-012,Safety Zone Maintenance,1,0,2
C-285,T-012,Safety Zone Maintenance,1,0,2
C-286,T-012,Safety Zone Maintenance,1,0,2
C-287,T-012,Safety Zone Maintenance,1,0,2
C-288,T-012,Safety Zone Maintenance,1,0,2
C-289,T-012,Safety Zone Maintenance,1,0,2
C-290,T-013,Pushback and Towing,1,0,2
C-291,T-013,Pushback and Towing,1,0,2
C-292,T-013,Pushback and Towing,1,0,2
C-293,T-013,Pushback and Towing,1,0,2
C-294,T-013,Pushback and Towing,1,0,2
C-295,T-013,Pushback and Towing,1,0,2
C-296,T-013,Pushback and Towing,1,0,2
C-297,T-013,Pushback and Towing,1,0,2
C-298,T-013,Pushback and Towing,1,0,2
C-299,T-014,Ramp Equipment Management,1,0,2
C-300,T-014,Ramp Equipment Management,1,0,2
C-301,T-014,Ramp Equipment Management,1,0,2
C-302,T-014,Ramp Equipment Management,1,0,2
C-303,T-014,Ramp Equipment Management,1,0,2
C-304,T-014,Ramp Equipment Management,1,0,2
C-305,T-014,Ramp Equipment Management,1,0,2
C-306,T-014,Ramp Equipment Management,1,0,2
C-307,T-014,Ramp Equipment Management,1,0,2
C-308,T-014,Ramp Equipment Management,1,0,2
C-309,T-015,Liaison with ATC,1,0,2
C-310,T-015,Liaison with ATC,1,0,2
C-311,T-015,Liaison with ATC,1,0,2
C-312,T-015,Liaison with ATC,1,0,2
C-313,T-015,Liaison with ATC,1,0,2
C-314,T-015,Liaison with ATC,1,0,2
C-315,T-015,Liaison with ATC,1,0,2
C-316,T-015,Liaison with ATC,1,0,2
C-317,T-015,Liaison with ATC,1,0,2
C-318,T-015,Liaison with ATC,1,0,2
C-319,T-015,Liaison with ATC,1,0,2
C-320,T-016,Coordination with Airlines,1,0,2
C-321,T-016,Coordination with Airlines,1,0,2
C-322,T-016,Coordination with Airlines,1,0,2
C-323,T-016,Coordination with Airlines,1,0,2
C-324,T-016,Coordination with Airlines,1,0,2
C-325,T-016,Coordination with Airlines,1,0,2
C-326,T-016,Coordination with Airlines,1,0,2
C-327,T-016,Coordination with Airlines,1,0,2
C-328,T-016,Coordination with Airlines,1,0,2
C-329,T-017,Emergency Response,1,0,2
C-330,T-017,Emergency Response,1,0,2
C-331,T-017,Emergency Response,1,0,2
C-332,T-017,Emergency Response,1,0,2
C-333,T-017,Emergency Response,1,0,2
C-334,T-017,Emergency Response,1,0,2
C-335,T-017,Emergency Response,1,0,2
C-336,T-017,Emergency Response,1,0,2
C-337,T-017,Emergency Response,1,0,2
C-338,T-017,Emergency Response,1,0,2
C-339,T-001,Aircraft Marshalling,1,0,3
C-340,T-001,Aircraft Marshalling,1,0,3
C-341,T-001,Aircraft Marshalling,1,0,3
C-342,T-001,Aircraft Marshalling,1,0,3
C-343,T-001,Aircraft Marshalling,1,0,3
C-344,T-001,Aircraft Marshalling,1,0,3
C-345,T-001,Aircraft Marshalling,1,0,3
C-346,T-001,Aircraft Marshalling,1,0,3
C-347,T-001,Aircraft Marshalling,1,0,3
C-348,T-001,Aircraft Marshalling,1,0,3
C-349,T-001,Aircraft Marshalling,1,0,3
C-350,T-001,Aircraft Marshalling,1,0,3
C-351,T-002,Passenger Assistance,1,0,3
C-352,T-002,Passenger Assistance,1,0,3
C-353,T-002,Passenger Assistance,1,0,3
C-354,T-002,Passenger Assistance,1,0,3
C-355,T-002,Passenger Assistance,1,0,3
C-356,T-002,Passenger Assistance,1,0,3
C-357,T-002,Passenger Assistance,1,0,3
C-358,T-002,Passenger Assistance,1,0,3
C-359,T-002,Passenger Assistance,1,0,3
C-360,T-002,Passenger Assistance,1,0,3
C-361,T-002,Passenger Assistance,1,0,3
C-362,T-003,Loading and Unloading Baggage,1,0,3
C-363,T-003,Loading and Unloading Baggage,1,0,3
C-364,T-003,Loading and Unloading Baggage,1,0,3
C-365,T-003,Loading and Unloading Baggage,1,0,3
C-366,T-003,Loading and Unloading Baggage,1,0,3
C-367,T-003,Loading and Unloading Baggage,1,0,3
C-368,T-003,Loading and Unloading Baggage,1,0,3
C-369,T-003,Loading and Unloading Baggage,1,0,3
C-370,T-004,Baggage Sorting,1,0,3
C-371,T-004,Baggage Sorting,1,0,3
C-372,T-004,Baggage Sorting,1,0,3
C-373,T-004,Baggage Sorting,1,0,3
C-374,T-004,Baggage Sorting,1,0,3
C-375,T-004,Baggage Sorting,1,0,3
C-376,T-004,Baggage Sorting,1,0,3
C-377,T-004,Baggage Sorting,1,0,3
C-378,T-004,Baggage Sorting,1,0,3
C-379,T-004,Baggage Sorting,1,0,3
C-380,T-004,Baggage Sorting,1,0,3
C-381,T-004,Baggage Sorting,1,0,3
C-382,T-005,Cargo Management,1,0,3
C-383,T-005,Cargo Management,1,0,3
C-384,T-005,Cargo Management,1,0,3
C-385,T-005,Cargo Management,1,0,3
C-386,T-005,Cargo Management,1,0,3
C-387,T-005,Cargo Management,1,0,3
C-388,T-005,Cargo Management,1,0,3
C-389,T-005,Cargo Management,1,0,3
C-390,T-006,Refueling,1,0,3
C-391,T-006,Refueling,1,0,3
C-392,T-006,Refueling,1,0,3
C-393,T-006,Refueling,1,0,3
C-394,T-006,Refueling,1,0,3
C-395,T-006,Refueling,1,0,3
C-396,T-006,Refueling,1,0,3
C-397,T-006,Refueling,1,0,3
C-398,T-006,Refueling,1,0,3
C-399,T-006,Refueling,1,0,3
C-400,T-006,Refueling,1,0,3
C-401,T-006,Refueling,1,0,3
C-402,T-007,Cleaning,1,0,3
C-403,T-007,Cleaning,1,0,3
C-404,T-007,Cleaning,1,0,3
C-405,T-007,Cleaning,1,0,3
C-406,T-007,Cleaning,1,0,3
C-407,T-007,Cleaning,1,0,3
C-408,T-007,Cleaning,1,0,3
C-409,T-007,Cleaning,1,0,3
C-410,T-007,Cleaning,1,0,3
C-411,T-008,De-icing,1,0,3
C-412,T-008,De-icing,1,0,3
C-413,T-008,De-icing,1,0,3
C-414,T-008,De-icing,1,0,3
C-415,T-008,De-icing,1,0,3
C-416,T-008,De-icing,1,0,3
C-417,T-008,De-icing,1,0,3
C-418,T-008,De-icing,1,0,3
C-419,T-008,De-icing,1,0,3
C-420,T-008,De-icing,1,0,3
C-421,T-009,Water and Waste Services,1,0,3
C-422,T-009,Water and Waste Services,1,0,3
C-423,T-009,Water and Waste Services,1,0,3
C-424,T-009,Water and Waste Services,1,0,3
C-425,T-009,Water and Waste Services,1,0,3
C-426,T-009,Water and Waste Services,1,0,3
C-427,T-009,Water and Waste Services,1,0,3
C-428,T-009,Water and Waste Services,1,0,3
C-429,T-009,Water and Waste Services,1,0,3
C-430,T-010,Aircraft Inspections,1,0,3
C-431,T-010,Aircraft Inspections,1,0,3
C-432,T-010,Aircraft Inspections,1,0,3
C-433,T-010,Aircraft Inspections,1,0,3
C-434,T-010,Aircraft Inspections,1,0,3
C-435,T-010,Aircraft Inspections,1,0,3
C-436,T-010,Aircraft Inspections,1,0,3
C-437,T-010,Aircraft Inspections,1,0,3
C-438,T-011,Ground Power Unit Operations,1,0,3
C-439,T-011,Ground Power Unit Operations,1,0,3
C-440,T-011,Ground Power Unit Operations,1,0,3
C-441,T-011,Ground Power Unit Operations,1,0,3
C-442,T-011,Ground Power Unit Operations,1,0,3
C-443,T-011,Ground Power Unit Operations,1,0,3
C-444,T-011,Ground Power Unit Operations,1,0,3
C-445,T-011,Ground Power Unit Operations,1,0,3
C-446,T-011,Ground Power Unit Operations,1,0,3
C-447,T-012,Safety Zone Maintenance,1,0,3
C-448,T-012,Safety Zone Maintenance,1,0,3
C-449,T-012,Safety Zone Maintenance,1,0,3
C-450,T-012,Safety Zone Maintenance,1,0,3
C-451,T-012,Safety Zone Maintenance,1,0,3
C-452,T-012,Safety Zone Maintenance,1,0,3
C-453,T-012,Safety Zone Maintenance,1,0,3
C-454,T-012,Safety Zone Maintenance,1,0,3
C-455,T-012,Safety Zone Maintenance,1,0,3
C-456,T-012,Safety Zone Maintenance,1,0,3
C-457,T-012,Safety Zone Maintenance,1,0,3
C-458,T-013,Pushback and Towing,1,0,3
C-459,T-013,Pushback and Towing,1,0,3
C-460,T-013,Pushback and Towing,1,0,3
C-461,T-013,Pushback and Towing,1,0,3
C-462,T-013,Pushback and Towing,1,0,3
C-463,T-013,Pushback and Towing,1,0,3
C-464,T-013,Pushback and Towing,1,0,3
C-465,T-013,Pushback and Towing,1,0,3
C-466,T-014,Ramp Equipment Management,1,0,3
C-467,T-014,Ramp Equipment Management,1,0,3
C-468,T-014,Ramp Equipment Management,1,0,3
C-469,T-014,Ramp Equipment Management,1,0,3
C-470,T-014,Ramp Equipment Management,1,0,3
C-471,T-014,Ramp Equipment Management,1,0,3
C-472,T-014,Ramp Equipment Management,1,0,3
C-473,T-014,Ramp Equipment Management,1,0,3
C-474,T-014,Ramp Equipment Management,1,0,3
C-475,T-014,Ramp Equipment Management,1,0,3
C-476,T-015,Liaison with ATC,1,0,3
C-477,T-015,Liaison with ATC,1,0,3
C-478,T-015,Liaison with ATC,1,0,3
C-479,T-015,Liaison with ATC,1,0,3
C-480,T-015,Liaison with ATC,1,0,3
C-481,T-015,Liaison with ATC,1,0,3
C-482,T-015,Liaison with ATC,1,0,3
C-483,T-015,Liaison with ATC,1,0,3
C-484,T-016,Coordination with Airlines,1,0,3
C-485,T-016,Coordination with Airlines,1,0,3
C-486,T-016,Coordination with Airlines,1,0,3
C-487,T-016,Coordination with Airlines,1,0,3
C-488,T-016,Coordination with Airlines,1,0,3
C-489,T-016,Coordination with Airlines,1,0,3
C-490,T-016,Coordination with Airlines,1,0,3
C-491,T-016,Coordination with Airlines,1,0,3
C-492,T-017,Emergency Response,1,0,3
C-493,T-017,Emergency Response,1,0,3
C-494,T-017,Emergency Response,1,0,3
C-495,T-017,Emergency Response,1,0,3
C-496,T-017,Emergency Response,1,0,3
C-497,T-017,Emergency Response,1,0,3
C-498,T-017,Emergency Response,1,0,3
C-499,T-017,Emergency Response,1,0,3
C-500,T-017,Emergency Response,1,0,3
C-501,T-001,Aircraft Marshalling,1,0,4
C-502,T-001,Aircraft Marshalling,1,0,4
C-503,T-001,Aircraft Marshalling,1,0,4
C-504,T-001,Aircraft Marshalling,1,0,4
C-505,T-001,Aircraft Marshalling,1,0,4
C-506,T-001,Aircraft Marshalling,1,0,4
C-507,T-001,Aircraft Marshalling,1,0,4
C-508,T-001,Aircraft Marshalling,1,0,4
C-509,T-001,Aircraft Marshalling,1,0,4
C-510,T-001,Aircraft Marshalling,1,0,4
C-511,T-002,Passenger Assistance,1,0,4
C-512,T-002,Passenger Assistance,1,0,4
C-513,T-002,Passenger Assistance,1,0,4
C-514,T-002,Passenger Assistance,1,0,4
C-515,T-002,Passenger Assistance,1,0,4
C-516,T-002,Passenger Assistance,1,0,4
C-517,T-002,Passenger Assistance,1,0,4
C-518,T-002,Passenger Assistance,1,0,4
C-519,T-002,Passenger Assistance,1,0,4
C-520,T-002,Passenger Assistance,1,0,4
C-521,T-002,Passenger Assistance,1,0,4
C-522,T-002,Passenger Assistance,1,0,4
C-523,T-003,Loading and Unloading Baggage,1,0,4
C-524,T-003,Loading and Unloading Baggage,1,0,4
C-525,T-003,Loading and Unloading Baggage,1,0,4
C-526,T-003,Loading and Unloading Baggage,1,0,4
C-527,T-003,Loading and Unloading Baggage,1,0,4
C-528,T-003,Loading and Unloading Baggage,1,0,4
C-529,T-003,Loading and Unloading Baggage,1,0,4
C-530,T-003,Loading and Unloading Baggage,1,0,4
C-531,T-003,Loading and Unloading Baggage,1,0,4
C-532,T-003,Loading and Unloading Baggage,1,0,4
C-533,T-003,Loading and Unloading Baggage,1,0,4
C-534,T-004,Baggage Sorting,1,0,4
C-535,T-004,Baggage Sorting,1,0,4
C-536,T-004,Baggage Sorting,1,0,4
C-537,T-004,Baggage Sorting,1,0,4
C-538,T-004,Baggage Sorting,1,0,4
C-539,T-004,Baggage Sorting,1,0,4
C-540,T-004,Baggage Sorting,1,0,4
C-541,T-004,Baggage Sorting,1,0,4
C-542,T-004,Baggage Sorting,1,0,4
C-543,T-004,Baggage Sorting,1,0,4
C-544,T-004,Baggage Sorting,1,0,4
C-545,T-005,Cargo Management,1,0,4
C-546,T-005,Cargo Management,1,0,4
C-547,T-005,Cargo Management,1,0,4
C-548,T-005,Cargo Management,1,0,4
C-549,T-005,Cargo Management,1,0,4
C-550,T-005,Cargo Management,1,0,4
C-551,T-005,Cargo Management,1,0,4
C-552,T-005,Cargo Management,1,0,4
C-553,T-005,Cargo Management,1,0,4
C-554,T-005,Cargo Management,1,0,4
C-555,T-005,Cargo Management,1,0,4
C-556,T-005,Cargo Management,1,0,4
C-557,T-006,Refueling,1,0,4
C-558,T-006,Refueling,1,0,4
C-559,T-006,Refueling,1,0,4
C-560,T-006,Refueling,1,0,4
C-561,T-006,Refueling,1,0,4
C-562,T-006,Refueling,1,0,4
C-563,T-006,Refueling,1,0,4
C-564,T-006,Refueling,1,0,4
C-565,T-006,Refueling,1,0,4
C-566,T-006,Refueling,1,0,4
C-567,T-007,Cleaning,1,0,4
C-568,T-007,Cleaning,1,0,4
C-569,T-007,Cleaning,1,0,4
C-570,T-007,Cleaning,1,0,4
C-571,T-007,Cleaning,1,0,4
C-572,T-007,Cleaning,1,0,4
C-573,T-007,Cleaning,1,0,4
C-574,T-007,Cleaning,1,0,4
C-575,T-007,Cleaning,1,0,4
C-576,T-007,Cleaning,1,0,4
C-577,T-007,Cleaning,1,0,4
C-578,T-007,Cleaning,1,0,4
C-579,T-008,De-icing,1,0,4
C-580,T-008,De-icing,1,0,4
C-581,T-008,De-icing,1,0,4
C-582,T-008,De-icing,1,0,4
C-583,T-008,De-icing,1,0,4
C-584,T-008,De-icing,1,0,4
C-585,T-008,De-icing,1,0,4
C-586,T-008,De-icing,1,0,4
C-587,T-009,Water and Waste Services,1,0,4
C-588,T-009,Water and Waste Services,1,0,4
C-589,T-009,Water and Waste Services,1,0,4
C-590,T-009,Water and Waste Services,1,0,4
C-591,T-009,Water and Waste Services,1,0,4
C-592,T-009,Water and Waste Services,1,0,4
C-593,T-009,Water and Waste Services,1,0,4
C-594,T-009,Water and Waste Services,1,0,4
C-595,T-009,Water and Waste Services,1,0,4
C-596,T-009,Water and Waste Services,1,0,4
C-597,T-010,Aircraft Inspections,1,0,4
C-598,T-010,Aircraft Inspections,1,0,4
C-599,T-010,Aircraft Inspections,1,0,4
C-600,T-010,Aircraft Inspections,1,0,4
C-601,T-010,Aircraft Inspections,1,0,4
C-602,T-010,Aircraft Inspections,1,0,4
C-603,T-010,Aircraft Inspections,1,0,4
C-604,T-010,Aircraft Inspections,1,0,4
C-605,T-011,Ground Power Unit Operations,1,0,4
C-606,T-011,Ground Power Unit Operations,1,0,4
