crew_id,join_date,experience_years,technical_knowledge_score,safety_procedures_score,equipment_operation_score,communication_score,leadership_score,problem_solving_score,emergency_response_score,quality_control_score,team_collaboration_score
C-109,2023-04-07,1.011361629912893,72,60,71,78,99,80,98,63,87
C-110,2023-11-27,3.1713059958208785,60,85,92,62,99,91,87,64,66
C-111,2023-08-15,4.189180418545698,73,80,85,97,87,94,98,65,88
C-112,2023-07-17,13.855799858635274,67,87,100,90,94,95,82,68,83
C-113,2023-10-05,8.88749302140242,60,95,89,66,72,79,62,98,86
C-114,2023-04-14,14.347465950206999,71,97,94,97,95,98,63,75,80
C-115,2023-07-13,13.579534440902696,97,82,69,85,77,79,98,88,94
C-116,2023-10-15,10.234934151968627,82,89,68,65,68,83,92,82,95
C-117,2023-12-02,0.6224488663377014,64,61,86,90,64,91,91,76,98
C-118,2023-02-20,5.310772207532753,81,65,88,74,96,80,61,82,70
C-119,2023-10-25,1.0455121968059249,68,72,96,82,100,69,99,93,79
C-120,2023-09-17,8.542465706553994,61,96,85,98,93,90,97,62,92
C-121,2023-11-22,4.0299904777291164,66,78,77,94,79,99,96,94,76
C-122,2023-04-04,4.204250692658569,65,61,95,100,93,64,93,76,61
C-123,2023-10-29,6.542371752294561,69,84,100,83,75,84,61,87,63
C-124,2023-12-23,4.427490563701465,74,94,69,67,94,66,75,82,94
C-125,2023-06-03,12.641335676494165,66,78,70,69,97,81,82,85,90
C-126,2023-12-27,10.778144222340089,91,84,85,61,95,86,62,81,66
C-127,2023-03-03,3.8181529151661486,92,78,98,88,97,74,99,82,60
C-128,2023-10-16,3.055890968819209,62,76,99,81,81,70,66,94,69
C-129,2023-01-02,4.563489326127284,89,79,85,93,81,66,98,97,72
C-130,2023-03-06,0.7704921652403232,70,82,97,74,67,90,63,97,96
C-131,2023-02-02,14.525445937411188,98,85,76,73,83,97,90,74,74
C-132,2023-05-17,4.5474737640843035,65,80,66,63,83,73,93,100,69
C-133,2023-07-04,7.002718154642125,89,72,81,85,61,85,78,97,68
C-134,2023-10-12,8.672599501182468,69,72,83,62,75,91,99,70,84
C-135,2023-08-04,10.903980662430088,72,92,98,67,82,88,71,81,100
C-136,2023-04-30,6.408689149809646,92,91,73,95,73,97,96,66,70
C-137,2023-09-28,11.25727245644789,64,95,77,75,74,90,76,80,83
C-138,2023-01-03,5.328654523367782,89,76,97,80,71,72,83,87,74
C-139,2023-03-03,0.6800651539773166,73,74,79,66,79,80,74,81,74
C-140,2023-08-20,2.0801028623951257,88,83,93,77,96,95,96,63,75
C-141,2023-03-18,8.862648281804542,64,98,92,76,80,65,97,71,75
C-142,2023-10-17,9.485296160948932,95,74,76,62,75,89,89,91,87
C-143,2023-07-07,8.173870272473355,77,99,83,76,68,93,99,79,82
C-144,2023-11-14,13.767618843481594,93,87,62,97,82,63,77,77,78
C-145,2023-02-24,14.202124452186426,66,92,65,92,83,89,91,81,99
C-146,2023-03-10,10.457129111660562,69,86,63,69,66,98,66,95,78
C-147,2023-07-05,10.70497375533151,63,97,86,87,63,73,97,60,90
C-148,2023-02-05,3.941171883989969,60,89,94,62,89,75,62,99,77
C-149,2023-02-28,11.142929917097378,84,63,99,92,90,63,80,73,79
C-150,2023-08-25,12.951557670360828,83,69,75,72,81,69,71,97,90
C-151,2023-09-18,3.1952356383803076,63,64,88,60,64,93,72,100,98
C-152,2023-02-16,3.108855243680246,78,73,63,90,97,75,88,68,91
C-153,2023-09-04,3.8387566336866907,75,68,91,91,64,76,94,67,84
C-154,2023-08-29,14.306755343703824,91,65,67,65,73,76,66,67,85
C-155,2023-09-14,3.920047974679445,88,83,92,66,86,84,64,64,94
C-156,2023-06-08,10.783693467330178,90,74,71,67,70,70,96,100,85
C-157,2023-10-24,0.879976079518791,86,74,100,87,81,61,77,85,78
C-158,2023-02-10,6.138559411977502,98,62,94,93,92,83,94,83,79
C-159,2023-01-22,1.711986799602128,99,62,76,60,66,84,79,66,61
C-160,2023-12-26,7.236445281563163,72,87,86,61,85,79,99,88,87
C-161,2023-11-09,8.438822790494271,99,61,85,71,76,85,73,82,93
C-162,2023-12-22,14.83196281045423,73,74,72,64,84,87,95,62,75
C-163,2023-08-20,7.538580262070695,61,86,99,82,65,85,87,96,92
C-164,2023-04-25,5.515065327260746,67,86,72,87,91,75,92,85,71
C-165,2023-06-17,2.013747529787699,80,74,68,76,77,96,66,97,78
C-166,2023-10-12,6.324110216601566,91,60,91,94,78,100,79,86,89
C-167,2023-12-16,2.2480734447538424,100,88,97,70,83,83,96,60,74
C-168,2023-12-04,10.06027784860436,73,88,94,85,85,79,85,80,65
C-169,2023-07-23,7.663522083585704,64,60,79,98,85,72,80,67,94
C-170,2023-09-27,8.611207382659234,76,76,70,71,96,60,70,85,90
C-171,2023-06-09,10.951421521822406,91,60,70,96,85,94,71,76,74
C-172,2023-06-30,5.232274879499537,91,63,80,62,87,91,91,89,92
C-173,2023-06-24,6.778135623776171,74,79,98,85,63,95,100,72,67
C-174,2023-08-21,4.651038271443008,93,73,72,75,96,70,84,98,75
C-175,2023-11-08,11.928955249305723,95,99,100,92,93,77,100,65,83
C-176,2023-12-29,6.4587437104820244,93,68,96,98,93,85,99,99,71
C-177,2023-09-21,10.694478408968784,66,94,92,86,90,78,96,83,71
C-178,2023-04-25,4.033223541809769,99,76,96,84,93,89,62,76,70
C-179,2023-05-24,4.319712018333245,84,89,79,61,60,81,79,78,85
C-180,2023-01-23,10.03551949523771,81,99,76,88,86,73,95,62,72
C-181,2023-10-15,14.397436000762001,75,98,61,67,77,69,80,66,95
C-182,2023-07-04,0.5115834516231201,96,82,77,100,85,95,86,92,81
C-183,2023-04-07,13.316299989204293,90,99,93,73,68,77,68,76,97
C-184,2023-11-06,1.0029843462185024,61,83,62,98,72,99,83,74,86
C-185,2023-02-12,7.331964224174053,86,88,80,82,97,95,62,86,63
C-186,2023-11-04,7.584372619519209,70,85,90,81,77,95,97,94,83
C-187,2023-11-25,9.387679708272815,87,99,80,93,63,89,93,99,82
C-188,2023-04-05,7.508341843741533,70,70,77,92,93,83,74,90,87
C-189,2023-03-22,13.359274151814674,67,87,79,84,94,94,67,80,96
C-190,2023-08-31,12.07984912167542,71,70,96,81,73,100,84,65,72
C-191,2023-05-17,1.2455712831285037,62,93,74,90,75,96,84,62,63
C-192,2023-08-28,8.936791022498147,81,86,61,78,65,72,72,63,87
C-193,2023-02-27,14.567792640819931,86,92,80,75,91,73,90,69,69
C-194,2023-03-06,4.439456086180771,68,73,100,76,88,99,76,62,84
C-195,2023-09-01,3.002867141624493,100,90,72,91,88,99,70,92,70
C-196,2023-12-17,10.106635214899615,73,84,81,89,96,93,91,77,95
C-197,2023-07-01,0.9904620646516673,79,81,82,81,85,86,87,66,90
C-198,2023-02-23,6.78675148906031,94,89,60,85,90,87,79,61,85
C-199,2023-01-04,14.795370514043155,89,82,94,100,98,98,61,76,98
C-200,2023-05-03,6.949891981686784,82,86,81,66,72,80,97,94,97
C-201,2023-05-25,3.918853076200986,90,84,65,62,91,84,72,66,81
C-202,2023-03-23,4.099349341772518,87,68,77,87,84,62,93,76,84
C-203,2023-08-19,10.944030275104177,65,64,64,66,82,87,87,83,85
C-204,2023-08-30,7.314411307018441,62,72,92,66,84,67,99,68,90
C-205,2023-04-10,11.566505578303378,61,92,63,86,68,98,73,68,98
C-206,2023-08-13,7.677690006602565,99,63,97,88,83,83,74,75,78
C-207,2023-08-10,1.7962895226759208,66,93,94,85,74,82,75,76,95
C-208,2023-10-07,5.025280769940821,96,88,86,98,100,86,79,82,82
C-209,2023-09-05,6.779101902658635,70,65,62,95,63,87,67,60,80
C-210,2023-09-16,2.052461552782912,83,98,61,97,84,94,93,80,79
C-211,2023-03-12,0.5341626757063136,99,65,76,92,72,79,99,60,91
C-212,2023-05-14,9.756512680471799,83,72,91,74,94,82,68,80,85
C-213,2023-01-01,9.951619892921489,97,98,98,83,67,86,64,69,99
C-214,2023-07-02,11.790561444086558,62,64,69,88,66,87,74,97,65
C-215,2023-02-28,14.418911406631912,63,71,79,99,81,91,69,84,65
C-216,2023-10-17,11.30900798177894,77,63,91,66,93,96,68,99,63
C-217,2023-04-06,4.219559049131567,82,94,84,97,73,71,88,69,62
C-218,2023-04-25,1.1839615023501435,100,79,95,65,94,76,74,95,81
C-219,2023-12-15,3.8758422572837445,64,92,65,99,72,82,87,81,70
C-220,2023-01-23,2.0429227135311687,83,90,83,92,64,89,79,71,71
C-221,2023-12-18,6.177143242616795,94,93,77,92,82,80,69,99,65
C-222,2023-11-18,0.6426645439181486,60,66,87,88,76,75,66,77,71
C-223,2023-04-05,5.6307773835187485,76,84,85,86,96,63,88,66,91
C-224,2023-04-28,14.489913350597028,94,65,95,97,100,83,89,60,93
C-225,2023-10-15,7.872971391452858,71,62,69,76,98,95,70,78,60
C-226,2023-09-12,13.200929555089305,77,85,99,87,70,83,91,94,86
C-227,2023-12-12,1.217656568810402,71,61,62,93,94,66,81,67,72
C-228,2023-08-10,11.303919666263116,83,89,97,74,98,75,83,98,73
C-229,2023-12-27,5.397794119954743,87,80,96,80,75,83,92,94,79
C-230,2023-02-01,12.123510384364087,96,70,63,63,74,64,87,66,87
C-231,2023-11-29,10.27922749033344,76,70,71,72,86,78,98,100,61
C-232,2023-09-12,6.831870140329881,88,60,99,74,100,63,98,100,70
C-233,2023-01-02,3.211682485164357,69,64,90,60,100,98,60,60,93
C-234,2023-06-24,1.739360565225691,64,95,72,79,69,93,95,79,66
C-235,2023-01-10,5.210570499942722,95,64,98,87,99,71,87,93,66
C-236,2023-08-26,11.683007012971903,93,61,96,75,86,94,90,60,96
C-237,2023-07-05,10.017451903650503,60,94,96,95,80,79,62,62,90
C-238,2023-09-05,11.073510539025447,68,91,90,83,79,100,70,69,91
C-239,2023-05-13,2.8477150118111694,62,80,77,91,81,76,82,66,68
C-240,2023-10-24,6.659928249316939,98,92,86,61,94,94,91,63,87
C-241,2023-04-21,5.285340670003401,99,71,71,93,93,78,85,74,83
C-242,2023-03-02,6.660269138981561,91,97,92,77,62,86,73,64,62
C-243,2023-12-27,13.174840652340903,73,66,65,92,64,89,78,64,67
C-244,2023-03-26,8.316637684222016,95,64,99,79,81,83,66,75,92
C-245,2023-08-02,12.85716215546799,72,60,93,74,78,60,85,73,68
C-246,2023-05-31,2.370155426542177,96,68,74,71,89,69,96,84,84
C-247,2023-03-11,12.352874702448265,98,74,95,96,72,63,82,60,63
C-248,2023-01-05,0.5497249928042769,93,90,96,87,80,83,62,62,69
C-249,2023-07-02,2.6384930558639703,62,94,71,68,92,85,87,93,90
C-250,2023-06-12,4.285927298740187,79,71,98,85,80,93,80,66,98
C-251,2023-02-27,7.313886662599993,89,87,99,78,93,74,86,92,68
C-252,2023-06-04,8.260804855726237,89,79,97,91,64,70,99,75,70
C-253,2023-08-28,13.121772275535251,83,62,64,90,82,64,95,67,76
C-254,2023-06-29,9.364064148064774,65,95,63,83,84,62,65,74,87
C-255,2023-08-28,0.9504394579017221,69,66,97,64,79,70,97,86,63
C-256,2023-07-11,1.4210360041436567,72,60,91,62,92,60,76,60,82
C-257,2023-04-19,2.6081268156051807,61,69,86,74,85,94,99,95,84
C-258,2023-01-22,9.907859250080959,89,66,71,94,71,65,65,91,85
C-259,2023-08-09,7.03168184628619,83,90,70,61,76,92,99,62,93
C-260,2023-02-22,1.9059040013628015,89,71,87,86,60,85,83,96,63
C-261,2023-02-01,7.319439794557217,93,87,74,65,90,65,75,72,78
C-262,2023-10-23,3.908432712729055,74,97,99,84,75,96,61,64,92
C-263,2023-06-28,11.43386102677955,70,94,81,95,83,68,98,86,64
C-264,2023-09-02,9.232863998810725,98,85,91,82,78,92,74,100,61
C-265,2023-04-07,12.249264391787797,91,67,76,88,79,62,87,66,83
C-266,2023-07-29,10.852872625247562,98,96,91,62,93,65,86,72,98
C-267,2023-06-24,10.167414343253771,72,98,94,75,76,77,63,63,83
C-268,2023-12-10,2.1369500550817135,96,90,96,73,81,79,95,93,60
C-269,2023-10-25,2.1880850526733764,85,95,64,85,60,67,70,86,62
C-270,2023-02-21,12.280120219458142,87,66,75,73,83,66,73,74,100
C-271,2023-11-20,12.357714842762407,75,82,92,94,91,98,76,70,91
C-272,2023-01-16,4.511575289707898,73,85,63,88,66,92,87,95,66
C-273,2023-10-27,11.91500327245078,74,95,94,76,93,97,83,77,98
C-274,2023-01-26,10.266750983350493,82,80,65,90,85,69,70,75,86
C-275,2023-05-25,5.95572098247078,69,87,86,90,81,83,99,69,64
C-276,2023-01-03,6.389756356928789,77,75,88,68,72,93,68,99,79
C-277,2023-04-08,1.2477580785482905,69,90,70,98,72,90,66,85,63
C-278,2023-12-26,4.997057061648987,100,77,80,92,70,70,61,60,93
C-279,2023-05-08,4.230605077212067,76,92,76,68,80,65,65,88,79
C-280,2023-06-08,6.39316135709833,93,62,73,67,67,62,64,70,64
C-281,2023-05-14,1.7275444469029069,74,80,61,83,95,91,73,69,61
C-282,2023-08-04,12.507437012193737,87,78,71,99,100,63,71,68,98
C-283,2023-08-18,6.1956620013455055,68,98,70,75,80,62,85,88,86
C-284,2023-02-20,11.698707459776283,81,91,82,70,62,74,75,96,61
C-285,2023-06-11,14.504222982500167,98,93,84,87,60,80,93,88,94
C-286,2023-02-09,7.312675915134537,68,93,69,61,65,93,72,63,85
C-287,2023-02-25,5.727060772954873,95,63,75,65,85,95,82,92,97
C-288,2023-04-30,8.885291465440153,76,64,90,65,63,97,91,83,61
C-289,2023-04-26,6.936747831108737,60,88,92,91,93,68,93,93,63
C-290,2023-09-27,10.261016976166427,73,85,72,92,69,85,79,89,62
C-291,2023-05-24,12.991397163343507,96,62,97,69,88,79,81,94,88
C-292,2023-08-16,6.3310355535712,92,95,61,82,86,89,80,92,95
C-293,2023-02-07,8.804757581246886,85,99,76,75,95,69,78,73,74
C-294,2023-09-09,6.683426129516242,90,94,62,85,74,99,84,74,72
C-295,2023-05-14,4.669583526362901,96,62,85,84,81,92,70,80,83
C-296,2023-02-13,14.099871118031608,95,81,96,70,62,64,78,98,87
C-297,2023-07-09,9.747827120019753,74,64,94,94,72,72,89,99,91
C-298,2023-12-13,11.548126084078946,63,92,100,98,94,97,82,71,87
C-299,2023-09-09,1.1322841956571355,69,82,64,82,69,95,63,74,60
C-300,2023-07-02,10.03676318174499,90,74,83,76,80,79,71,85,85
C-301,2023-05-12,14.786770116785545,100,75,74,93,71,92,66,84,69
C-302,2023-11-21,2.139213934493486,82,88,67,75,95,91,93,86,90
C-303,2023-09-07,11.794603549972555,79,82,80,67,99,73,71,69,75
C-304,2023-02-28,9.695020725160507,94,78,81,87,77,78,82,99,79
C-305,2023-07-21,3.496731727770426,91,79,91,87,78,89,93,76,82
C-306,2023-10-16,0.7706295224326118,85,68,86,75,100,74,69,84,97
C-307,2023-03-09,12.314760693045905,73,70,74,65,86,80,72,70,89
C-308,2023-07-13,12.220504942145157,72,97,98,63,73,85,96,67,64
C-309,2023-03-28,4.078410035993851,77,80,94,67,60,75,88,79,64
C-310,2023-12-07,14.036183831075016,74,61,81,97,95,84,80,91,88
C-311,2023-12-11,9.048097672274185,83,92,87,86,63,82,80,92,90
C-312,2023-01-06,7.847860157220041,79,92,96,88,91,63,83,68,67
C-313,2023-11-22,0.7646920297299099,94,97,78,74,61,76,94,82,69
C-314,2023-12-24,14.865596905676561,63,85,90,90,97,88,87,61,79
C-315,2023-10-12,2.73521055836787,69,76,82,82,78,98,61,79,78
C-316,2023-09-19,6.4882931135515065,97,79,100,76,84,75,75,93,81
C-317,2023-01-28,1.4141684823648148,93,77,62,99,95,65,63,83,98
C-318,2023-01-23,0.8830791793870252,72,97,62,81,90,74,79,76,92
C-319,2023-10-08,13.73036833121809,87,63,60,60,68,64,68,62,72
C-320,2023-02-20,1.6738921071077497,99,96,99,82,84,85,86,67,83
C-321,2023-04-25,0.8227620978401176,78,60,69,94,66,71,93,98,90
C-322,2023-11-08,13.40724611134962,91,92,89,94,63,81,85,95,71
C-323,2023-08-23,12.262822242370456,83,81,82,69,99,80,98,74,70
C-324,2023-07-01,3.9775215254576923,65,69,84,90,98,78,93,78,94
C-325,2023-01-06,5.015904454872915,81,65,90,87,91,89,99,92,61
C-326,2023-03-19,2.9118071818715467,75,63,88,83,62,74,81,85,73
C-327,2023-06-08,1.1563369960154621,79,88,99,94,79,71,70,91,68
C-328,2023-12-23,3.338178250859928,81,100,88,62,70,74,62,63,64
C-329,2023-08-09,3.792453123383202,78,90,78,83,68,71,91,76,86
C-330,2023-04-09,4.5240141831866145,93,87,62,73,92,76,76,73,79
C-331,2023-03-21,8.012150612557422,88,91,70,96,73,60,82,90,70
C-332,2023-05-30,1.7957761351228165,100,96,99,82,89,70,82,97,69
C-333,2023-06-13,3.152322704708405,76,63,75,80,62,67,90,78,61
C-334,2023-08-17,9.493318946792757,60,65,69,85,86,97,85,99,94
C-335,2023-04-01,7.347752446012206,98,89,100,99,60,84,79,62,65
C-336,2023-06-27,14.298700869413832,87,96,86,75,62,66,86,92,80
C-337,2023-02-01,1.56611958756341,76,97,65,68,87,65,73,73,89
C-338,2023-02-14,7.1795666333831,67,83,97,60,88,62,95,73,93
C-339,2023-09-12,9.377307703286396,90,86,95,95,67,96,63,65,76
C-340,2023-08-21,6.765217598730491,95,89,100,80,68,67,99,62,93
C-341,2023-02-05,8.800611474293847,61,87,93,93,82,92,98,78,75
C-342,2023-11-13,7.972668156048677,83,84,79,60,97,75,60,99,78
C-343,2023-10-02,3.2360800946798722,70,67,91,86,60,67,86,76,84
C-344,2023-07-18,13.369446389066296,60,99,75,72,77,64,81,92,77
C-345,2023-01-03,9.383519947237629,75,66,92,81,88,93,99,75,86
C-346,2023-07-08,2.2367960531387583,79,65,88,77,76,67,99,80,67
C-347,2023-08-08,3.1896234379609205,66,72,76,63,62,74,65,97,82
C-348,2023-12-11,4.302274607555171,87,97,85,97,67,100,84,93,61
C-349,2023-06-20,10.090796148000726,68,84,70,77,86,65,70,97,64
C-350,2023-10-25,0.7250494313637417,75,72,72,77,86,100,82,65,89
C-351,2023-12-08,6.263614608947369,100,94,72,100,79,87,61,61,84
C-352,2023-11-18,14.42128120194832,79,94,67,96,82,82,67,80,95
C-353,2023-03-11,14.4876773466658,64,96,100,95,92,75,90,69,87
C-354,2023-09-14,2.383087332743213,99,86,79,98,87,92,78,97,70
C-355,2023-03-11,7.046426192033891,64,90,86,86,89,81,89,74,81
C-356,2023-10-14,9.152146944794099,86,75,66,70,78,63,87,77,93
C-357,2023-03-25,9.139978592983953,92,74,70,80,72,69,70,93,91
C-358,2023-12-03,0.6323216443248761,68,70,99,68,72,69,63,61,71
C-359,2023-09-18,10.959769382007488,75,96,98,63,78,68,78,75,64
C-360,2023-07-14,0.9356218010096019,74,67,84,77,97,92,91,97,98
C-361,2023-10-02,8.837500996490624,99,77,70,68,85,90,89,97,63
C-362,2023-04-20,4.61597246414225,79,63,73,83,62,77,78,69,86
C-363,2023-07-19,6.923956255339483,83,87,83,72,84,76,64,83,84
C-364,2023-03-02,7.9824983122461886,77,99,76,85,84,82,89,65,77
C-365,2023-08-23,13.591819453533182,91,79,96,80,93,64,96,80,78
C-366,2023-11-24,13.531795829114591,87,75,95,100,67,76,99,76,100
C-367,2023-06-02,8.427075555080478,66,62,97,75,65,68,94,85,68
C-368,2023-07-23,1.7384981856593686,80,64,77,63,84,69,77,75,81
C-369,2023-11-29,1.7253335550171613,96,64,67,79,78,89,82,94,85
C-370,2023-09-01,0.6055775280071942,65,84,86,62,65,90,76,95,63
C-371,2024-01-01,6.239412832131251,61,95,69,61,73,77,76,68,60
