Crew_ID,department,Date,Task_Completion_Time,Idle_Time,Shift_Duration,Fatigue_Level,Weather_Condition,Equipment_Used,Tasks_Completed,Experience_Level,Safety_Incidents,Shift_Start_Time,Breaks_Taken
C-046,Communication and Coordination,2023-09-11,72.15,47.23,506.32,2.82,Windy,Equipment_A,4,6.87,0,2023-01-01 23:24:00,4
C-047,Communication and Coordination,2023-07-12,12.19,33.53,523.7,6.13,Rainy,Equipment_B,1,8.99,0,2023-01-01 00:21:00,4
C-048,Equipment Operation and Maintenance,2023-02-22,116.63,50.14,545.51,6.65,Rainy,Equipment_A,6,12.11,0,2023-01-01 15:09:00,2
C-049,Equipment Operation and Maintenance,2023-10-17,66.27,58.99,499.17,4.62,Windy,Equipment_D,6,8.29,1,2023-01-01 14:48:00,2
C-050,Equipment Operation and Maintenance,2023-03-14,33.61,36.49,568.95,4.68,Windy,Equipment_C,6,19.94,1,2023-01-01 03:36:00,2
C-051,Aircraft Servicing,2023-11-04,21.69,55.78,548.33,8.23,Sunny,Equipment_B,7,19.26,0,2023-01-01 15:25:00,3
C-052,Communication and Coordination,2023-10-08,98.69,21.3,590.26,5.0,Sunny,Equipment_B,6,9.73,0,2023-01-01 22:55:00,1
C-053,Safety and Maintenance Support,2023-07-21,108.07,59.51,562.16,1.82,Sunny,Equipment_C,2,4.96,0,2023-01-01 05:08:00,3
C-054,Safety and Maintenance Support,2023-09-08,10.69,46.11,527.39,2.1,Rainy,Equipment_D,5,8.91,1,2023-01-01 06:05:00,1
C-055,Baggage and Cargo Handling,2023-01-05,11.05,30.48,483.63,6.65,Windy,Equipment_C,2,2.96,1,2023-01-01 21:22:00,2
C-056,Emergency and Contingency Tasks,2023-01-12,109.51,52.02,573.38,9.22,Sunny,Equipment_B,8,19.69,1,2023-01-01 10:40:00,2
C-057,Aircraft and Passenger Operations,2023-08-31,65.66,38.93,575.12,5.63,Windy,Equipment_C,8,17.01,0,2023-01-01 05:07:00,1
C-058,Communication and Coordination,2023-10-31,113.33,9.54,591.44,2.68,Windy,Equipment_B,2,11.92,1,2023-01-01 22:06:00,1
C-059,Safety and Maintenance Support,2023-06-16,47.19,9.05,544.64,5.43,Cloudy,Equipment_B,5,4.84,0,2023-01-01 18:26:00,3
C-060,Emergency and Contingency Tasks,2023-01-02,111.76,27.82,543.27,2.67,Rainy,Equipment_D,6,8.4,0,2023-01-01 05:17:00,2
C-061,Aircraft and Passenger Operations,2023-01-25,76.45,50.2,513.2,8.81,Sunny,Equipment_D,8,8.15,0,2023-01-01 05:22:00,4
C-062,Safety and Maintenance Support,2023-10-30,43.51,48.48,595.0,1.39,Windy,Equipment_D,2,3.59,1,2023-01-01 08:19:00,4
C-063,Safety and Maintenance Support,2023-05-22,93.2,21.4,551.22,6.9,Windy,Equipment_D,7,1.45,1,2023-01-01 11:17:00,3
C-064,Aircraft Servicing,2023-08-08,108.34,9.11,555.07,5.7,Cloudy,Equipment_D,5,7.27,0,2023-01-01 14:39:00,2
C-065,Emergency and Contingency Tasks,2023-08-24,21.6,51.98,520.0,2.43,Windy,Equipment_B,1,6.97,0,2023-01-01 19:27:00,1
C-066,Safety and Maintenance Support,2023-12-23,62.25,11.08,565.72,2.23,Windy,Equipment_C,5,12.62,1,2023-01-01 04:57:00,2
C-067,Equipment Operation and Maintenance,2023-08-01,109.88,34.23,585.76,4.65,Rainy,Equipment_D,2,4.37,0,2023-01-01 08:41:00,3
C-068,Emergency and Contingency Tasks,2023-01-17,18.25,37.37,538.63,1.72,Rainy,Equipment_C,9,12.84,1,2023-01-01 12:37:00,3
C-069,Communication and Coordination,2023-09-11,69.7,8.12,496.51,3.73,Rainy,Equipment_D,7,14.74,1,2023-01-01 05:46:00,2
C-070,Aircraft and Passenger Operations,2023-07-20,41.43,46.06,545.37,9.68,Rainy,Equipment_C,2,1.81,0,2023-01-01 03:39:00,1
C-071,Equipment Operation and Maintenance,2023-08-30,39.31,17.22,574.23,8.96,Windy,Equipment_A,1,19.37,0,2023-01-01 07:14:00,2
C-072,Aircraft and Passenger Operations,2023-07-13,70.64,37.55,562.53,9.0,Rainy,Equipment_A,6,12.72,1,2023-01-01 12:35:00,4
C-073,Aircraft and Passenger Operations,2023-04-07,16.05,29.73,552.19,1.26,Cloudy,Equipment_C,2,11.75,0,2023-01-01 23:42:00,1
C-074,Aircraft and Passenger Operations,2023-04-30,93.78,47.44,559.82,8.92,Windy,Equipment_C,8,10.15,0,2023-01-01 02:12:00,4
C-075,Equipment Operation and Maintenance,2023-10-08,46.22,34.79,546.22,2.06,Rainy,Equipment_D,6,13.93,0,2023-01-01 15:16:00,4
C-076,Communication and Coordination,2023-04-18,86.34,29.65,521.83,8.4,Cloudy,Equipment_D,6,2.74,1,2023-01-01 23:01:00,2
C-077,Aircraft and Passenger Operations,2023-11-24,91.05,36.65,484.28,3.75,Windy,Equipment_A,1,10.48,1,2023-01-01 13:29:00,3
C-078,Aircraft and Passenger Operations,2023-03-01,64.22,41.53,531.1,6.06,Rainy,Equipment_A,1,8.29,0,2023-01-01 14:45:00,3
C-079,Baggage and Cargo Handling,2023-03-25,65.88,43.05,594.32,8.36,Windy,Equipment_C,1,2.16,0,2023-01-01 22:10:00,2
C-080,Equipment Operation and Maintenance,2023-02-03,25.49,7.42,547.46,6.03,Windy,Equipment_C,1,4.65,0,2023-01-01 21:22:00,4
C-081,Emergency and Contingency Tasks,2023-08-23,87.99,41.63,590.94,1.97,Cloudy,Equipment_D,6,16.89,0,2023-01-01 01:44:00,1
C-082,Emergency and Contingency Tasks,2023-04-18,22.58,10.04,561.2,9.75,Rainy,Equipment_D,2,10.57,0,2023-01-01 07:04:00,4
C-083,Equipment Operation and Maintenance,2023-05-17,95.59,52.82,530.65,9.13,Windy,Equipment_B,9,13.45,1,2023-01-01 10:44:00,1
C-084,Aircraft and Passenger Operations,2023-08-17,82.87,47.95,511.63,6.88,Sunny,Equipment_D,7,12.37,0,2023-01-01 13:42:00,2
C-085,Safety and Maintenance Support,2023-07-05,116.72,53.35,571.36,5.6,Windy,Equipment_C,8,18.47,1,2023-01-01 21:45:00,2
C-086,Communication and Coordination,2023-10-26,118.12,16.94,485.28,5.72,Rainy,Equipment_B,3,6.15,0,2023-01-01 13:39:00,4
C-087,Aircraft and Passenger Operations,2023-08-01,45.94,17.16,508.34,5.35,Rainy,Equipment_D,1,8.89,1,2023-01-01 17:15:00,3
C-088,Aircraft and Passenger Operations,2023-02-15,77.67,54.56,487.6,6.21,Rainy,Equipment_A,7,10.27,0,2023-01-01 07:55:00,3
C-089,Aircraft and Passenger Operations,2023-10-28,15.37,20.9,493.0,7.68,Sunny,Equipment_A,7,17.15,0,2023-01-01 06:58:00,3
C-090,Baggage and Cargo Handling,2023-10-16,85.32,56.67,552.03,7.88,Rainy,Equipment_C,2,3.6,0,2023-01-01 14:28:00,3
C-091,Baggage and Cargo Handling,2023-02-08,83.51,44.59,556.03,4.03,Windy,Equipment_C,7,14.85,0,2023-01-01 03:09:00,3
C-092,Safety and Maintenance Support,2023-10-26,58.24,37.78,492.33,1.35,Cloudy,Equipment_C,4,15.41,0,2023-01-01 01:55:00,1
C-093,Equipment Operation and Maintenance,2023-07-05,39.32,43.24,583.74,7.47,Windy,Equipment_D,6,5.19,1,2023-01-01 08:02:00,2
C-094,Aircraft Servicing,2023-09-15,26.85,31.7,588.27,4.49,Sunny,Equipment_C,3,5.61,0,2023-01-01 15:03:00,1
C-095,Aircraft and Passenger Operations,2023-10-09,75.65,38.08,575.14,9.84,Rainy,Equipment_D,1,7.25,0,2023-01-01 18:31:00,1
C-096,Equipment Operation and Maintenance,2023-12-28,117.91,10.98,531.41,2.72,Cloudy,Equipment_B,9,13.66,1,2023-01-01 14:40:00,3
C-097,Safety and Maintenance Support,2023-01-04,73.73,47.81,569.78,9.11,Rainy,Equipment_B,1,6.37,0,2023-01-01 21:56:00,1
C-098,Equipment Operation and Maintenance,2023-03-25,105.18,16.27,569.06,6.67,Rainy,Equipment_A,8,14.45,1,2023-01-01 14:25:00,2
C-099,Communication and Coordination,2023-11-14,40.32,28.18,580.61,9.77,Sunny,Equipment_C,6,8.61,0,2023-01-01 16:17:00,3
C-100,Aircraft Servicing,2023-04-22,69.34,20.91,531.86,1.17,Cloudy,Equipment_D,9,11.76,1,2023-01-01 12:40:00,2
C-101,Equipment Operation and Maintenance,2023-11-03,28.15,25.7,583.71,5.85,Rainy,Equipment_D,2,17.59,1,2023-01-01 12:30:00,3
C-102,Aircraft Servicing,2023-05-10,78.75,13.6,536.82,2.54,Windy,Equipment_C,1,3.3,1,2023-01-01 11:57:00,4
C-103,Baggage and Cargo Handling,2023-03-15,27.61,27.31,502.93,7.09,Cloudy,Equipment_A,9,1.83,1,2023-01-01 07:14:00,4
C-104,Communication and Coordination,2023-03-21,66.26,23.83,503.23,4.5,Cloudy,Equipment_B,6,3.73,0,2023-01-01 13:28:00,3
C-105,Emergency and Contingency Tasks,2023-12-03,64.81,9.97,530.78,8.03,Cloudy,Equipment_B,5,10.97,1,2023-01-01 13:13:00,2
C-106,Aircraft Servicing,2023-04-07,58.07,17.84,507.21,6.72,Cloudy,Equipment_B,8,18.79,0,2023-01-01 18:14:00,4
C-107,Aircraft and Passenger Operations,2023-12-11,80.05,20.18,535.8,2.18,Windy,Equipment_A,8,14.73,1,2023-01-01 23:37:00,1
C-108,Equipment Operation and Maintenance,2023-06-07,92.0,51.81,485.75,8.9,Rainy,Equipment_B,8,14.77,1,2023-01-01 19:40:00,3
C-109,Aircraft Servicing,2023-12-13,81.45,21.82,530.55,7.4,Sunny,Equipment_D,5,13.58,1,2023-01-01 12:41:00,3
C-110,Aircraft and Passenger Operations,2023-12-05,110.52,5.38,593.76,9.46,Sunny,Equipment_D,6,13.44,0,2023-01-01 17:29:00,3
C-111,Baggage and Cargo Handling,2023-08-20,45.85,46.62,552.52,3.91,Rainy,Equipment_A,5,8.19,0,2023-01-01 14:37:00,3
C-112,Safety and Maintenance Support,2023-01-30,98.21,19.28,530.71,4.98,Rainy,Equipment_A,6,16.14,1,2023-01-01 23:14:00,3
C-113,Aircraft Servicing,2023-03-19,38.82,24.86,575.01,1.63,Cloudy,Equipment_B,5,2.49,0,2023-01-01 19:14:00,3
C-114,Equipment Operation and Maintenance,2023-03-14,99.5,57.04,567.38,3.39,Rainy,Equipment_C,6,14.41,0,2023-01-01 21:48:00,2
C-115,Safety and Maintenance Support,2023-07-29,104.92,40.95,593.41,1.34,Cloudy,Equipment_D,2,13.56,0,2023-01-01 16:00:00,4
C-116,Communication and Coordination,2023-01-08,63.76,50.73,598.4,8.42,Cloudy,Equipment_C,8,7.77,0,2023-01-01 15:29:00,1
C-117,Communication and Coordination,2023-12-17,40.94,5.02,559.55,1.05,Sunny,Equipment_C,2,15.53,0,2023-01-01 06:37:00,1
C-118,Aircraft and Passenger Operations,2023-01-26,63.99,44.42,554.96,7.69,Windy,Equipment_A,6,14.69,0,2023-01-01 15:04:00,1
C-119,Emergency and Contingency Tasks,2023-12-03,51.41,41.74,583.6,7.48,Sunny,Equipment_D,6,4.36,0,2023-01-01 11:52:00,4
C-120,Baggage and Cargo Handling,2023-03-29,116.71,21.53,537.04,3.05,Cloudy,Equipment_B,9,6.22,1,2023-01-01 23:19:00,2
C-121,Safety and Maintenance Support,2023-10-12,16.99,44.82,563.29,5.66,Windy,Equipment_B,6,7.41,0,2023-01-01 15:45:00,2
C-122,Emergency and Contingency Tasks,2023-10-02,87.36,28.15,536.88,3.84,Sunny,Equipment_C,7,12.81,0,2023-01-01 12:42:00,3
C-123,Safety and Maintenance Support,2023-09-14,73.75,33.49,547.85,1.13,Rainy,Equipment_C,5,16.08,0,2023-01-01 06:44:00,4
C-124,Aircraft and Passenger Operations,2023-09-14,113.54,57.92,556.17,3.0,Windy,Equipment_D,3,8.6,0,2023-01-01 02:18:00,2
C-125,Aircraft and Passenger Operations,2023-07-10,53.96,51.04,537.71,7.3,Cloudy,Equipment_A,8,3.19,1,2023-01-01 05:54:00,2
C-126,Aircraft and Passenger Operations,2023-12-23,102.16,44.31,542.57,8.34,Sunny,Equipment_A,1,6.84,1,2023-01-01 04:25:00,1
C-127,Equipment Operation and Maintenance,2023-03-18,102.93,53.61,576.7,3.75,Cloudy,Equipment_B,3,1.3,1,2023-01-01 23:35:00,4
C-128,Communication and Coordination,2023-09-28,116.94,49.6,509.56,1.52,Rainy,Equipment_A,5,14.77,1,2023-01-01 21:31:00,1
C-129,Emergency and Contingency Tasks,2023-06-02,82.52,18.35,505.22,9.08,Sunny,Equipment_A,4,12.74,1,2023-01-01 10:30:00,2
C-130,Aircraft Servicing,2023-01-08,37.41,23.33,541.9,4.67,Sunny,Equipment_C,3,5.6,0,2023-01-01 11:58:00,1
C-131,Safety and Maintenance Support,2023-10-04,108.25,12.37,581.32,4.22,Rainy,Equipment_D,1,16.1,1,2023-01-01 15:35:00,3
C-132,Equipment Operation and Maintenance,2023-12-09,90.58,7.98,524.03,5.52,Sunny,Equipment_A,5,12.87,0,2023-01-01 08:52:00,4
C-133,Equipment Operation and Maintenance,2023-12-13,27.47,47.71,579.06,4.46,Rainy,Equipment_C,8,12.6,1,2023-01-01 06:16:00,3
C-134,Communication and Coordination,2023-08-31,59.42,16.63,518.41,8.69,Cloudy,Equipment_A,3,18.13,1,2023-01-01 19:53:00,2
C-135,Aircraft and Passenger Operations,2023-02-02,78.5,55.81,564.46,1.53,Windy,Equipment_D,1,12.39,1,2023-01-01 19:26:00,1
C-136,Aircraft Servicing,2023-08-12,49.83,34.84,575.86,2.18,Rainy,Equipment_A,9,11.62,0,2023-01-01 15:41:00,1
C-137,Aircraft Servicing,2023-09-24,37.19,53.08,498.25,8.26,Cloudy,Equipment_D,3,11.97,0,2023-01-01 01:04:00,2
C-138,Aircraft Servicing,2023-01-23,29.39,53.61,587.05,6.64,Cloudy,Equipment_D,2,12.42,1,2023-01-01 07:13:00,3
C-139,Communication and Coordination,2023-01-27,82.23,52.32,533.95,2.6,Cloudy,Equipment_D,2,14.64,1,2023-01-01 13:20:00,1
C-140,Aircraft and Passenger Operations,2023-09-08,101.99,27.48,598.82,8.17,Windy,Equipment_A,1,18.74,0,2023-01-01 10:03:00,1
C-141,Emergency and Contingency Tasks,2023-07-26,78.01,30.42,535.91,9.24,Rainy,Equipment_D,4,9.79,1,2023-01-01 01:38:00,1
C-142,Baggage and Cargo Handling,2023-02-16,18.54,52.34,546.38,7.95,Windy,Equipment_A,5,14.87,0,2023-01-01 12:03:00,2
C-143,Equipment Operation and Maintenance,2023-06-02,41.45,34.65,544.91,3.42,Sunny,Equipment_C,9,2.06,1,2023-01-01 04:15:00,3
C-144,Safety and Maintenance Support,2023-10-08,68.99,30.25,498.32,5.18,Cloudy,Equipment_B,7,4.72,0,2023-01-01 14:35:00,1
C-145,Communication and Coordination,2023-12-25,29.87,42.17,531.46,1.18,Sunny,Equipment_B,3,10.76,1,2023-01-01 15:20:00,3
C-146,Aircraft Servicing,2023-10-28,62.13,6.48,528.68,4.97,Rainy,Equipment_C,6,15.49,0,2023-01-01 00:51:00,4
C-147,Baggage and Cargo Handling,2023-07-26,47.71,27.75,522.23,9.05,Cloudy,Equipment_A,1,9.91,0,2023-01-01 22:40:00,2
C-148,Aircraft Servicing,2023-09-03,63.83,29.97,541.94,6.22,Rainy,Equipment_A,2,14.05,1,2023-01-01 06:51:00,2
C-149,Aircraft Servicing,2023-03-18,93.15,44.67,563.03,8.09,Windy,Equipment_C,3,19.15,1,2023-01-01 04:18:00,4
C-150,Emergency and Contingency Tasks,2023-01-09,90.68,46.43,520.19,1.08,Rainy,Equipment_A,9,2.82,1,2023-01-01 12:59:00,1
C-151,Aircraft Servicing,2023-12-25,79.23,53.84,549.8,8.88,Windy,Equipment_C,1,17.19,0,2023-01-01 22:16:00,3
C-152,Equipment Operation and Maintenance,2023-03-14,118.98,16.63,529.34,3.51,Cloudy,Equipment_C,6,14.58,1,2023-01-01 16:49:00,1
C-153,Safety and Maintenance Support,2023-03-29,59.18,9.35,550.45,7.02,Sunny,Equipment_B,5,3.32,1,2023-01-01 10:45:00,4
C-154,Emergency and Contingency Tasks,2023-11-10,32.9,36.72,486.12,6.63,Rainy,Equipment_A,7,12.67,1,2023-01-01 05:59:00,1
C-155,Emergency and Contingency Tasks,2023-09-27,110.41,45.64,521.23,5.23,Rainy,Equipment_C,5,6.67,1,2023-01-01 09:35:00,1
C-156,Emergency and Contingency Tasks,2023-02-19,48.21,21.82,599.64,1.51,Rainy,Equipment_D,8,6.38,0,2023-01-01 06:31:00,4
C-157,Emergency and Contingency Tasks,2023-01-30,91.76,22.07,594.75,4.56,Cloudy,Equipment_D,4,14.67,1,2023-01-01 04:34:00,2
C-158,Equipment Operation and Maintenance,2023-01-16,56.86,15.62,506.72,7.24,Windy,Equipment_A,7,16.68,0,2023-01-01 11:19:00,3
C-159,Baggage and Cargo Handling,2023-01-24,114.34,30.32,500.39,8.93,Windy,Equipment_B,8,3.38,1,2023-01-01 13:10:00,3
C-160,Equipment Operation and Maintenance,2023-09-25,11.33,20.88,556.28,9.93,Sunny,Equipment_C,8,16.48,0,2023-01-01 16:10:00,2
C-161,Equipment Operation and Maintenance,2023-12-15,71.83,15.24,566.3,7.18,Windy,Equipment_C,9,15.67,1,2023-01-01 18:41:00,3
C-162,Emergency and Contingency Tasks,2023-12-22,11.34,27.74,497.17,9.59,Sunny,Equipment_A,3,18.12,1,2023-01-01 13:29:00,4
C-163,Equipment Operation and Maintenance,2023-07-03,77.82,28.76,536.42,1.04,Sunny,Equipment_D,9,19.4,1,2023-01-01 14:52:00,4
C-164,Baggage and Cargo Handling,2023-10-25,94.52,46.33,483.0,7.42,Cloudy,Equipment_A,1,14.25,0,2023-01-01 14:26:00,2
C-165,Emergency and Contingency Tasks,2023-01-14,68.23,51.9,555.49,8.71,Rainy,Equipment_C,4,3.32,1,2023-01-01 23:56:00,4
C-166,Emergency and Contingency Tasks,2023-11-12,98.95,53.47,513.37,1.6,Cloudy,Equipment_D,8,10.06,1,2023-01-01 22:07:00,2
C-167,Communication and Coordination,2023-09-02,106.76,40.3,542.39,5.85,Sunny,Equipment_A,3,4.44,0,2023-01-01 01:11:00,3
C-168,Aircraft and Passenger Operations,2023-12-30,22.12,24.49,485.39,5.34,Rainy,Equipment_C,3,13.77,0,2023-01-01 14:44:00,4
C-169,Safety and Maintenance Support,2023-08-04,94.8,33.53,547.37,7.0,Rainy,Equipment_D,3,5.77,1,2023-01-01 04:18:00,1
C-170,Emergency and Contingency Tasks,2023-12-17,87.43,19.59,587.25,2.94,Windy,Equipment_B,4,4.32,1,2023-01-01 14:38:00,1
C-171,Communication and Coordination,2023-07-16,111.08,15.33,518.43,5.19,Sunny,Equipment_A,6,1.92,0,2023-01-01 08:34:00,3
C-172,Emergency and Contingency Tasks,2023-12-24,85.57,20.87,561.0,7.08,Cloudy,Equipment_D,5,13.03,1,2023-01-01 04:04:00,2
C-173,Baggage and Cargo Handling,2023-04-15,113.73,13.43,488.02,1.5,Sunny,Equipment_C,6,4.4,1,2023-01-01 18:11:00,3
C-174,Equipment Operation and Maintenance,2023-08-25,44.99,26.24,533.19,2.4,Windy,Equipment_B,9,16.9,1,2023-01-01 08:09:00,3
C-175,Equipment Operation and Maintenance,2023-02-19,82.56,37.38,596.53,1.08,Sunny,Equipment_B,3,2.38,0,2023-01-01 00:10:00,2
C-176,Emergency and Contingency Tasks,2023-12-13,117.52,44.86,489.2,3.79,Cloudy,Equipment_B,4,20.0,1,2023-01-01 13:29:00,3
C-177,Communication and Coordination,2023-02-27,86.16,59.44,555.64,6.96,Cloudy,Equipment_A,1,18.49,0,2023-01-01 06:32:00,1
C-178,Equipment Operation and Maintenance,2023-04-19,69.87,31.47,549.89,2.83,Cloudy,Equipment_D,6,10.4,1,2023-01-01 09:04:00,3
C-179,Aircraft and Passenger Operations,2023-12-04,111.8,28.96,554.25,1.17,Windy,Equipment_D,4,18.08,0,2023-01-01 10:48:00,2
C-180,Equipment Operation and Maintenance,2023-07-07,45.8,36.1,519.47,2.95,Cloudy,Equipment_B,2,6.88,1,2023-01-01 14:49:00,1
C-181,Aircraft and Passenger Operations,2023-06-29,90.91,41.83,515.17,7.44,Cloudy,Equipment_A,4,12.75,1,2023-01-01 10:17:00,1
C-182,Safety and Maintenance Support,2023-05-25,11.3,26.96,486.08,8.47,Rainy,Equipment_C,2,11.63,1,2023-01-01 10:06:00,4
C-183,Equipment Operation and Maintenance,2023-09-29,109.27,51.89,543.82,4.95,Windy,Equipment_D,8,13.86,0,2023-01-01 03:52:00,1
C-184,Safety and Maintenance Support,2023-01-12,72.09,30.42,549.08,5.23,Sunny,Equipment_C,7,7.7,0,2023-01-01 00:20:00,2
C-185,Aircraft Servicing,2023-04-26,49.46,50.58,543.0,1.3,Windy,Equipment_B,8,10.64,1,2023-01-01 08:22:00,2
