task_ID,Gate_number,Floor_No,shift_no,date,Number_of_Personnel
T-001,0,1,4,2023-11-23,40
T-001,0,1,4,2023-11-11,40
T-001,0,1,4,2023-12-08,40
T-001,0,1,4,2023-12-12,40
T-001,0,1,4,2023-12-21,40
T-001,0,1,4,2023-12-27,40
T-001,1,1,1,2023-01-20,4
T-001,1,1,1,2023-01-18,4
T-001,1,1,1,2023-01-12,4
T-001,1,1,1,2023-01-25,4
T-001,1,1,1,2023-02-16,4
T-001,1,1,1,2023-02-03,4
T-001,1,1,1,2023-02-11,4
T-001,1,1,1,2023-02-28,4
T-001,1,1,1,2023-03-27,4
T-001,1,1,1,2023-03-02,4
T-001,1,1,1,2023-03-14,4
T-001,1,1,1,2023-03-22,4
T-001,1,1,1,2023-04-06,4
T-001,1,1,1,2023-04-15,4
T-001,1,1,1,2023-04-20,4
T-001,1,1,1,2023-04-04,4
T-001,1,1,1,2023-05-06,4
T-001,1,1,1,2023-05-29,4
T-001,1,1,1,2023-05-22,4
T-001,1,1,1,2023-05-27,4
T-001,1,1,1,2023-06-02,4
T-001,1,1,1,2023-06-30,4
T-001,1,1,1,2023-06-19,4
T-001,1,1,1,2023-06-12,4
T-001,1,1,1,2023-07-29,4
T-001,1,1,1,2023-07-08,4
T-001,1,1,1,2023-07-09,4
T-001,1,1,1,2023-07-26,4
T-001,1,1,1,2023-08-19,4
T-001,1,1,1,2023-08-17,4
T-001,1,1,1,2023-08-11,4
T-001,1,1,1,2023-08-05,4
T-001,1,1,1,2023-09-04,4
T-001,1,1,1,2023-09-07,4
T-001,1,1,1,2023-09-17,4
T-001,1,1,1,2023-09-23,4
T-001,1,1,1,2023-10-04,4
T-001,1,1,1,2023-10-21,4
T-001,1,1,1,2023-10-14,4
T-001,1,1,1,2023-10-18,4
T-001,1,1,1,2023-11-07,4
T-001,1,1,1,2023-11-05,4
T-001,1,1,1,2023-11-23,4
T-001,1,1,1,2023-11-11,4
T-001,1,1,1,2023-12-08,4
T-001,1,1,1,2023-12-12,4
T-001,1,1,1,2023-12-21,4
T-001,1,1,1,2023-12-27,4
T-001,1,1,2,2023-01-20,4
T-001,1,1,2,2023-01-18,4
T-001,1,1,2,2023-01-12,4
T-001,1,1,2,2023-01-25,4
T-001,1,1,2,2023-02-16,4
T-001,1,1,2,2023-02-03,4
T-001,1,1,2,2023-02-11,4
T-001,1,1,2,2023-02-28,4
T-001,1,1,2,2023-03-27,4
T-001,1,1,2,2023-03-02,4
T-001,1,1,2,2023-03-14,4
T-001,1,1,2,2023-03-22,4
T-001,1,1,2,2023-04-06,4
T-001,1,1,2,2023-04-15,4
T-001,1,1,2,2023-04-20,4
T-001,1,1,2,2023-04-04,4
T-001,1,1,2,2023-05-06,4
T-001,1,1,2,2023-05-29,4
T-001,1,1,2,2023-05-22,4
T-001,1,1,2,2023-05-27,4
T-001,1,1,2,2023-06-02,4
T-001,1,1,2,2023-06-30,4
T-001,1,1,2,2023-06-19,4
T-001,1,1,2,2023-06-12,4
T-001,1,1,2,2023-07-29,4
T-001,1,1,2,2023-07-08,4
T-001,1,1,2,2023-07-09,4
T-001,1,1,2,2023-07-26,4
T-001,1,1,2,2023-08-19,4
T-001,1,1,2,2023-08-17,4
T-001,1,1,2,2023-08-11,4
T-001,1,1,2,2023-08-05,4
T-001,1,1,2,2023-09-04,4
T-001,1,1,2,2023-09-07,4
T-001,1,1,2,2023-09-17,4
T-001,1,1,2,2023-09-23,4
T-001,1,1,2,2023-10-04,4
T-001,1,1,2,2023-10-21,4
T-001,1,1,2,2023-10-14,4
T-001,1,1,2,2023-10-18,4
T-001,1,1,2,2023-11-07,4
T-001,1,1,2,2023-11-05,4
T-001,1,1,2,2023-11-23,4
T-001,1,1,2,2023-11-11,4
T-001,1,1,2,2023-12-08,4
T-001,1,1,2,2023-12-12,4
T-001,1,1,2,2023-12-21,4
T-001,1,1,2,2023-12-27,4
T-001,1,1,3,2023-01-20,4
T-001,1,1,3,2023-01-18,4
T-001,1,1,3,2023-01-12,4
T-001,1,1,3,2023-01-25,4
T-001,1,1,3,2023-02-16,4
T-001,1,1,3,2023-02-03,4
T-001,1,1,3,2023-02-11,4
T-001,1,1,3,2023-02-28,4
T-001,1,1,3,2023-03-27,4
T-001,1,1,3,2023-03-02,4
T-001,1,1,3,2023-03-14,4
T-001,1,1,3,2023-03-22,4
T-001,1,1,3,2023-04-06,4
T-001,1,1,3,2023-04-15,4
T-001,1,1,3,2023-04-20,4
T-001,1,1,3,2023-04-04,4
T-001,1,1,3,2023-05-06,4
T-001,1,1,3,2023-05-29,4
T-001,1,1,3,2023-05-22,4
T-001,1,1,3,2023-05-27,4
T-001,1,1,3,2023-06-02,4
T-001,1,1,3,2023-06-30,4
T-001,1,1,3,2023-06-19,4
T-001,1,1,3,2023-06-12,4
T-001,1,1,3,2023-07-29,4
T-001,1,1,3,2023-07-08,4
T-001,1,1,3,2023-07-09,4
T-001,1,1,3,2023-07-26,4
T-001,1,1,3,2023-08-19,4
T-001,1,1,3,2023-08-17,4
T-001,1,1,3,2023-08-11,4
T-001,1,1,3,2023-08-05,4
T-001,1,1,3,2023-09-04,4
T-001,1,1,3,2023-09-07,4
T-001,1,1,3,2023-09-17,4
T-001,1,1,3,2023-09-23,4
T-001,1,1,3,2023-10-04,4
T-001,1,1,3,2023-10-21,4
T-001,1,1,3,2023-10-14,4
T-001,1,1,3,2023-10-18,4
T-001,1,1,3,2023-11-07,4
T-001,1,1,3,2023-11-05,4
T-001,1,1,3,2023-11-23,4
T-001,1,1,3,2023-11-11,4
T-001,1,1,3,2023-12-08,4
T-001,1,1,3,2023-12-12,4
T-001,1,1,3,2023-12-21,4
T-001,1,1,3,2023-12-27,4
T-001,1,1,4,2023-01-20,4
T-001,1,1,4,2023-01-18,4
T-001,1,1,4,2023-01-12,4
T-001,1,1,4,2023-01-25,4
T-001,1,1,4,2023-02-16,4
T-001,1,1,4,2023-02-03,4
T-001,1,1,4,2023-02-11,4
T-001,1,1,4,2023-02-28,4
T-001,1,1,4,2023-03-27,4
T-001,1,1,4,2023-03-02,4
T-001,1,1,4,2023-03-14,4
T-001,1,1,4,2023-03-22,4
T-001,1,1,4,2023-04-06,4
T-001,1,1,4,2023-04-15,4
T-001,1,1,4,2023-04-20,4
T-001,1,1,4,2023-04-04,4
T-001,1,1,4,2023-05-06,4
T-001,1,1,4,2023-05-29,4
T-001,1,1,4,2023-05-22,4
T-001,1,1,4,2023-05-27,4
T-001,1,1,4,2023-06-02,4
T-001,1,1,4,2023-06-30,4
T-001,1,1,4,2023-06-19,4
T-001,1,1,4,2023-06-12,4
T-001,1,1,4,2023-07-29,4
T-001,1,1,4,2023-07-08,4
T-001,1,1,4,2023-07-09,4
T-001,1,1,4,2023-07-26,4
T-001,1,1,4,2023-08-19,4
T-001,1,1,4,2023-08-17,4
T-001,1,1,4,2023-08-11,4
T-001,1,1,4,2023-08-05,4
T-001,1,1,4,2023-09-04,4
T-001,1,1,4,2023-09-07,4
T-001,1,1,4,2023-09-17,4
T-001,1,1,4,2023-09-23,4
T-001,1,1,4,2023-10-04,4
T-001,1,1,4,2023-10-21,4
T-001,1,1,4,2023-10-14,4
T-001,1,1,4,2023-10-18,4
T-001,1,1,4,2023-11-07,4
T-001,1,1,4,2023-11-05,4
T-001,1,1,4,2023-11-23,4
T-001,1,1,4,2023-11-11,4
T-001,1,1,4,2023-12-08,4
T-001,1,1,4,2023-12-12,4
T-001,1,1,4,2023-12-21,4
T-001,1,1,4,2023-12-27,4
T-001,2,1,1,2023-01-20,4
T-001,2,1,1,2023-01-18,4
T-001,2,1,1,2023-01-12,4
T-001,2,1,1,2023-01-25,4
T-001,2,1,1,2023-02-16,4
T-001,2,1,1,2023-02-03,4
T-001,2,1,1,2023-02-11,4
T-001,2,1,1,2023-02-28,4
T-001,2,1,1,2023-03-27,4
T-001,2,1,1,2023-03-02,4
T-001,2,1,1,2023-03-14,4
T-001,2,1,1,2023-03-22,4
T-001,2,1,1,2023-04-06,4
T-001,2,1,1,2023-04-15,4
T-001,2,1,1,2023-04-20,4
T-001,2,1,1,2023-04-04,4
T-001,2,1,1,2023-05-06,4
T-001,2,1,1,2023-05-29,4
T-001,2,1,1,2023-05-22,4
T-001,2,1,1,2023-05-27,4
T-001,2,1,1,2023-06-02,4
T-001,2,1,1,2023-06-30,4
T-001,2,1,1,2023-06-19,4
T-001,2,1,1,2023-06-12,4
T-001,2,1,1,2023-07-29,4
T-001,2,1,1,2023-07-08,4
T-001,2,1,1,2023-07-09,4
T-001,2,1,1,2023-07-26,4
T-001,2,1,1,2023-08-19,4
T-001,2,1,1,2023-08-17,4
T-001,2,1,1,2023-08-11,4
T-001,2,1,1,2023-08-05,4
T-001,2,1,1,2023-09-04,4
T-001,2,1,1,2023-09-07,4
T-001,2,1,1,2023-09-17,4
T-001,2,1,1,2023-09-23,4
T-001,2,1,1,2023-10-04,4
T-001,2,1,1,2023-10-21,4
T-001,2,1,1,2023-10-14,4
T-001,2,1,1,2023-10-18,4
T-001,2,1,1,2023-11-07,4
T-001,2,1,1,2023-11-05,4
T-001,2,1,1,2023-11-23,4
T-001,2,1,1,2023-11-11,4
T-001,2,1,1,2023-12-08,4
T-001,2,1,1,2023-12-12,4
T-001,2,1,1,2023-12-21,4
T-001,2,1,1,2023-12-27,4
T-001,2,1,2,2023-01-20,4
T-001,2,1,2,2023-01-18,4
T-001,2,1,2,2023-01-12,4
T-001,2,1,2,2023-01-25,4
T-001,2,1,2,2023-02-16,4
T-001,2,1,2,2023-02-03,4
T-001,2,1,2,2023-02-11,4
T-001,2,1,2,2023-02-28,4
T-001,2,1,2,2023-03-27,4
T-001,2,1,2,2023-03-02,4
T-001,2,1,2,2023-03-14,4
T-001,2,1,2,2023-03-22,4
T-001,2,1,2,2023-04-06,4
T-001,2,1,2,2023-04-15,4
T-001,2,1,2,2023-04-20,4
T-001,2,1,2,2023-04-04,4
T-001,2,1,2,2023-05-06,4
T-001,2,1,2,2023-05-29,4
T-001,2,1,2,2023-05-22,4
T-001,2,1,2,2023-05-27,4
T-001,2,1,2,2023-06-02,4
T-001,2,1,2,2023-06-30,4
T-001,2,1,2,2023-06-19,4
T-001,2,1,2,2023-06-12,4
T-001,2,1,2,2023-07-29,4
T-001,2,1,2,2023-07-08,4
T-001,2,1,2,2023-07-09,4
T-001,2,1,2,2023-07-26,4
T-001,2,1,2,2023-08-19,4
T-001,2,1,2,2023-08-17,4
T-001,2,1,2,2023-08-11,4
T-001,2,1,2,2023-08-05,4
T-001,2,1,2,2023-09-04,4
T-001,2,1,2,2023-09-07,4
T-001,2,1,2,2023-09-17,4
T-001,2,1,2,2023-09-23,4
T-001,2,1,2,2023-10-04,4
T-001,2,1,2,2023-10-21,4
T-001,2,1,2,2023-10-14,4
T-001,2,1,2,2023-10-18,4
T-001,2,1,2,2023-11-07,4
T-001,2,1,2,2023-11-05,4
T-001,2,1,2,2023-11-23,4
T-001,2,1,2,2023-11-11,4
T-001,2,1,2,2023-12-08,4
T-001,2,1,2,2023-12-12,4
T-001,2,1,2,2023-12-21,4
T-001,2,1,2,2023-12-27,4
T-001,2,1,3,2023-01-20,4
T-001,2,1,3,2023-01-18,4
T-001,2,1,3,2023-01-12,4
T-001,2,1,3,2023-01-25,4
T-001,2,1,3,2023-02-16,4
T-001,2,1,3,2023-02-03,4
T-001,2,1,3,2023-02-11,4
T-001,2,1,3,2023-02-28,4
T-001,2,1,3,2023-03-27,4
T-001,2,1,3,2023-03-02,4
T-001,2,1,3,2023-03-14,4
T-001,2,1,3,2023-03-22,4
T-001,2,1,3,2023-04-06,4
T-001,2,1,3,2023-04-15,4
T-001,2,1,3,2023-04-20,4
T-001,2,1,3,2023-04-04,4
T-001,2,1,3,2023-05-06,4
T-001,2,1,3,2023-05-29,4
T-001,2,1,3,2023-05-22,4
T-001,2,1,3,2023-05-27,4
T-001,2,1,3,2023-06-02,4
T-001,2,1,3,2023-06-30,4
T-001,2,1,3,2023-06-19,4
T-001,2,1,3,2023-06-12,4
T-001,2,1,3,2023-07-29,4
T-001,2,1,3,2023-07-08,4
T-001,2,1,3,2023-07-09,4
T-001,2,1,3,2023-07-26,4
T-001,2,1,3,2023-08-19,4
T-001,2,1,3,2023-08-17,4
T-001,2,1,3,2023-08-11,4
T-001,2,1,3,2023-08-05,4
T-001,2,1,3,2023-09-04,4
T-001,2,1,3,2023-09-07,4
T-001,2,1,3,2023-09-17,4
T-001,2,1,3,2023-09-23,4
T-001,2,1,3,2023-10-04,4
T-001,2,1,3,2023-10-21,4
T-001,2,1,3,2023-10-14,4
T-001,2,1,3,2023-10-18,4
T-001,2,1,3,2023-11-07,4
T-001,2,1,3,2023-11-05,4
T-001,2,1,3,2023-11-23,4
T-001,2,1,3,2023-11-11,4
T-001,2,1,3,2023-12-08,4
T-001,2,1,3,2023-12-12,4
T-001,2,1,3,2023-12-21,4
T-001,2,1,3,2023-12-27,4
T-001,2,1,4,2023-01-20,4
T-001,2,1,4,2023-01-18,4
T-001,2,1,4,2023-01-12,4
T-001,2,1,4,2023-01-25,4
T-001,2,1,4,2023-02-16,4
T-001,2,1,4,2023-02-03,4
T-001,2,1,4,2023-02-11,4
T-001,2,1,4,2023-02-28,4
T-001,2,1,4,2023-03-27,4
T-001,2,1,4,2023-03-02,4
T-001,2,1,4,2023-03-14,4
T-001,2,1,4,2023-03-22,4
T-001,2,1,4,2023-04-06,4
T-001,2,1,4,2023-04-15,4
T-001,2,1,4,2023-04-20,4
T-001,2,1,4,2023-04-04,4
T-001,2,1,4,2023-05-06,4
T-001,2,1,4,2023-05-29,4
T-001,2,1,4,2023-05-22,4
T-001,2,1,4,2023-05-27,4
T-001,2,1,4,2023-06-02,4
T-001,2,1,4,2023-06-30,4
T-001,2,1,4,2023-06-19,4
T-001,2,1,4,2023-06-12,4
T-001,2,1,4,2023-07-29,4
T-001,2,1,4,2023-07-08,4
T-001,2,1,4,2023-07-09,4
T-001,2,1,4,2023-07-26,4
T-001,2,1,4,2023-08-19,4
T-001,2,1,4,2023-08-17,4
T-001,2,1,4,2023-08-11,4
T-001,2,1,4,2023-08-05,4
T-001,2,1,4,2023-09-04,4
T-001,2,1,4,2023-09-07,4
T-001,2,1,4,2023-09-17,4
T-001,2,1,4,2023-09-23,4
T-001,2,1,4,2023-10-04,4
T-001,2,1,4,2023-10-21,4
T-001,2,1,4,2023-10-14,4
T-001,2,1,4,2023-10-18,4
T-001,2,1,4,2023-11-07,4
T-001,2,1,4,2023-11-05,4
T-001,2,1,4,2023-11-23,4
T-001,2,1,4,2023-11-11,4
T-001,2,1,4,2023-12-08,4
T-001,2,1,4,2023-12-12,4
T-001,2,1,4,2023-12-21,4
T-001,2,1,4,2023-12-27,4
T-001,3,1,1,2023-01-20,4
T-001,3,1,1,2023-01-18,4
T-001,3,1,1,2023-01-12,4
T-001,3,1,1,2023-01-25,4
T-001,3,1,1,2023-02-16,4
T-001,3,1,1,2023-02-03,4
T-001,3,1,1,2023-02-11,4
T-001,3,1,1,2023-02-28,4
T-001,3,1,1,2023-03-27,4
T-001,3,1,1,2023-03-02,4
T-001,3,1,1,2023-03-14,4
T-001,3,1,1,2023-03-22,4
T-001,3,1,1,2023-04-06,4
T-001,3,1,1,2023-04-15,4
T-001,3,1,1,2023-04-20,4
T-001,3,1,1,2023-04-04,4
T-001,3,1,1,2023-05-06,4
T-001,3,1,1,2023-05-29,4
T-001,3,1,1,2023-05-22,4
T-001,3,1,1,2023-05-27,4
T-001,3,1,1,2023-06-02,4
T-001,3,1,1,2023-06-30,4
T-001,3,1,1,2023-06-19,4
T-001,3,1,1,2023-06-12,4
T-001,3,1,1,2023-07-29,4
T-001,3,1,1,2023-07-08,4
T-001,3,1,1,2023-07-09,4
T-001,3,1,1,2023-07-26,4
T-001,3,1,1,2023-08-19,4
T-001,3,1,1,2023-08-17,4
T-001,3,1,1,2023-08-11,4
T-001,3,1,1,2023-08-05,4
T-001,3,1,1,2023-09-04,4
T-001,3,1,1,2023-09-07,4
T-001,3,1,1,2023-09-17,4
T-001,3,1,1,2023-09-23,4
T-001,3,1,1,2023-10-04,4
T-001,3,1,1,2023-10-21,4
T-001,3,1,1,2023-10-14,4
T-001,3,1,1,2023-10-18,4
T-001,3,1,1,2023-11-07,4
T-001,3,1,1,2023-11-05,4
T-001,3,1,1,2023-11-23,4
T-001,3,1,1,2023-11-11,4
T-001,3,1,1,2023-12-08,4
T-001,3,1,1,2023-12-12,4
T-001,3,1,1,2023-12-21,4
T-001,3,1,1,2023-12-27,4
T-001,3,1,2,2023-01-20,4
T-001,3,1,2,2023-01-18,4
T-001,3,1,2,2023-01-12,4
T-001,3,1,2,2023-01-25,4
T-001,3,1,2,2023-02-16,4
T-001,3,1,2,2023-02-03,4
T-001,3,1,2,2023-02-11,4
T-001,3,1,2,2023-02-28,4
T-001,3,1,2,2023-03-27,4
T-001,3,1,2,2023-03-02,4
T-001,3,1,2,2023-03-14,4
T-001,3,1,2,2023-03-22,4
T-001,3,1,2,2023-04-06,4
T-001,3,1,2,2023-04-15,4
T-001,3,1,2,2023-04-20,4
T-001,3,1,2,2023-04-04,4
T-001,3,1,2,2023-05-06,4
T-001,3,1,2,2023-05-29,4
T-001,3,1,2,2023-05-22,4
T-001,3,1,2,2023-05-27,4
T-001,3,1,2,2023-06-02,4
T-001,3,1,2,2023-06-30,4
T-001,3,1,2,2023-06-19,4
T-001,3,1,2,2023-06-12,4
T-001,3,1,2,2023-07-29,4
T-001,3,1,2,2023-07-08,4
T-001,3,1,2,2023-07-09,4
T-001,3,1,2,2023-07-26,4
T-001,3,1,2,2023-08-19,4
T-001,3,1,2,2023-08-17,4
T-001,3,1,2,2023-08-11,4
T-001,3,1,2,2023-08-05,4
T-001,3,1,2,2023-09-04,4
T-001,3,1,2,2023-09-07,4
T-001,3,1,2,2023-09-17,4
T-001,3,1,2,2023-09-23,4
T-001,3,1,2,2023-10-04,4
T-001,3,1,2,2023-10-21,4
T-001,3,1,2,2023-10-14,4
T-001,3,1,2,2023-10-18,4
T-001,3,1,2,2023-11-07,4
T-001,3,1,2,2023-11-05,4
T-001,3,1,2,2023-11-23,4
T-001,3,1,2,2023-11-11,4
T-001,3,1,2,2023-12-08,4
T-001,3,1,2,2023-12-12,4
T-001,3,1,2,2023-12-21,4
T-001,3,1,2,2023-12-27,4
T-001,3,1,3,2023-01-20,4
T-001,3,1,3,2023-01-18,4
T-001,3,1,3,2023-01-12,4
T-001,3,1,3,2023-01-25,4
T-001,3,1,3,2023-02-16,4
T-001,3,1,3,2023-02-03,4
T-001,3,1,3,2023-02-11,4
T-001,3,1,3,2023-02-28,4
T-001,3,1,3,2023-03-27,4
T-001,3,1,3,2023-03-02,4
T-001,3,1,3,2023-03-14,4
T-001,3,1,3,2023-03-22,4
T-001,3,1,3,2023-04-06,4
T-001,3,1,3,2023-04-15,4
T-001,3,1,3,2023-04-20,4
T-001,3,1,3,2023-04-04,4
T-001,3,1,3,2023-05-06,4
T-001,3,1,3,2023-05-29,4
T-001,3,1,3,2023-05-22,4
T-001,3,1,3,2023-05-27,4
T-001,3,1,3,2023-06-02,4
T-001,3,1,3,2023-06-30,4
T-001,3,1,3,2023-06-19,4
T-001,3,1,3,2023-06-12,4
T-001,3,1,3,2023-07-29,4
T-001,3,1,3,2023-07-08,4
T-001,3,1,3,2023-07-09,4
T-001,3,1,3,2023-07-26,4
T-001,3,1,3,2023-08-19,4
T-001,3,1,3,2023-08-17,4
T-001,3,1,3,2023-08-11,4
T-001,3,1,3,2023-08-05,4
T-001,3,1,3,2023-09-04,4
T-001,3,1,3,2023-09-07,4
T-001,3,1,3,2023-09-17,4
T-001,3,1,3,2023-09-23,4
T-001,3,1,3,2023-10-04,4
T-001,3,1,3,2023-10-21,4
T-001,3,1,3,2023-10-14,4
T-001,3,1,3,2023-10-18,4
T-001,3,1,3,2023-11-07,4
T-001,3,1,3,2023-11-05,4
T-001,3,1,3,2023-11-23,4
T-001,3,1,3,2023-11-11,4
T-001,3,1,3,2023-12-08,4
T-001,3,1,3,2023-12-12,4
T-001,3,1,3,2023-12-21,4
T-001,3,1,3,2023-12-27,4
T-001,3,1,4,2023-01-20,4
T-001,3,1,4,2023-01-18,4
T-001,3,1,4,2023-01-12,4
T-001,3,1,4,2023-01-25,4
T-001,3,1,4,2023-02-16,4
T-001,3,1,4,2023-02-03,4
T-001,3,1,4,2023-02-11,4
T-001,3,1,4,2023-02-28,4
T-001,3,1,4,2023-03-27,4
T-001,3,1,4,2023-03-02,4
T-001,3,1,4,2023-03-14,4
T-001,3,1,4,2023-03-22,4
T-001,3,1,4,2023-04-06,4
