ds,yhat,task_ID,shift_no
2023-03-19,1.5425298989256153,T-001,2
2023-03-22,1.5348279920673993,T-001,2
2023-03-30,1.4866742450027237,T-001,2
2023-04-06,1.4857468493320996,T-001,2
2023-04-14,1.3440008993717598,T-001,2
2023-04-16,1.5388203175976503,T-001,2
2023-04-27,1.4829646670619554,T-001,2
2023-05-13,1.50841035528195,T-001,2
2023-05-14,1.5351107495772747,T-001,2
2023-05-26,1.3384365488029646,T-001,2
2023-05-28,1.5332559682955238,T-001,2
2023-06-09,1.3365817678443501,T-001,2
2023-06-19,1.2847630101563303,T-001,2
2023-06-20,1.5486604764032206,T-001,2
2023-06-25,1.5295529243738233,T-001,2
2023-07-04,1.5468209919127616,T-001,2
2023-07-10,1.2820038121173392,T-001,2
2023-07-22,1.4991726037269677,T-001,2
2023-07-31,1.2792450680424543,T-001,2
2023-08-04,1.3292136654527595,T-001,2
2023-08-05,1.4973338454459295,T-001,2
2023-08-08,1.5422232986634954,T-001,2
2023-08-22,1.5403846903522498,T-001,2
2023-09-14,1.4645152391668432,T-001,2
2023-09-16,1.491818019911723,T-001,2
2023-09-24,1.5176002639647117,T-001,2
2023-09-29,1.3218592295014366,T-001,2
2023-10-12,1.4608380171414574,T-001,2
2023-10-16,1.269132717252711,T-001,2
2023-10-21,1.487221494995824,T-001,2
2023-10-30,1.2672941133660722,T-001,2
2023-11-01,1.5053053059279278,T-001,2
2023-11-09,1.4571608096553748,T-001,2
2023-11-13,1.2654555109103405,T-001,2
2023-11-27,1.263616908454989,T-001,2
2023-12-22,1.3108276035981667,T-001,2
2023-12-24,1.5056493339087804,T-001,2
2023-12-25,1.2599397035440654,T-001,2
2023-12-27,1.4979508961057093,T-001,2
2023-12-28,1.450725701060823,T-001,2
2023-12-29,1.3099083023710938,T-001,2
2023-12-30,1.4780284827177381,T-001,2
2023-12-31,1.5047300326805306,T-001,2
2024-01-01,1.2590204023161993,T-001,2
2024-01-02,1.5229179377154043,T-001,2
2024-01-03,1.4970315948777377,T-001,2
2024-01-04,1.4498063998327972,T-001,2
2024-01-05,1.308989001143632,T-001,2
2024-01-06,1.477109181490461,T-001,2
2024-01-07,1.5038107314527298,T-001,2
2024-01-08,1.258101101088444,T-001,2
2024-01-09,1.5219986364877862,T-001,2
2024-01-10,1.4961122936501707,T-001,2
2024-01-11,1.4488870986051732,T-001,2
2024-01-12,1.3080696999155152,T-001,2
2024-01-13,1.476189880262143,T-001,2
2024-01-14,1.5028914302244802,T-001,2
2024-01-15,1.2571817998605779,T-001,2
2024-01-16,1.521079335260168,T-001,2
2024-01-17,1.4951929924221994,T-001,2
2024-01-18,1.4479677973771472,T-001,2
2024-01-19,1.3071503986873982,T-001,2
2024-01-20,1.4752705790343268,T-001,2
2024-01-21,1.5019721289971282,T-001,2
2024-01-22,1.2562624986327118,T-001,2
2024-01-23,1.5201600340325119,T-001,2
2024-01-24,1.4942736911945997,T-001,2
2024-01-25,1.447048496149523,T-001,2
2024-01-26,1.306231097459803,T-001,2
2023-01-08,1.4354950333118963,T-001,3
2023-01-12,1.3798551308766793,T-001,3
2023-01-16,1.2485482489721529,T-001,3
2023-01-18,1.253383342526577,T-001,3
2023-02-03,1.8005069663710538,T-001,3
2023-02-07,1.293421281303447,T-001,3
2023-02-26,1.4551527951900525,T-001,3
2023-02-28,1.3018460166481747,T-001,3
2023-03-18,1.3313883845139434,T-001,3
2023-03-19,1.463577529155701,T-001,3
2023-03-22,1.278657547319871,T-001,3
2023-03-30,1.410745853126003,T-001,3
2023-04-06,1.413554098396018,T-001,3
2023-04-14,1.8285894135158296,T-001,3
2023-04-16,1.4748105059869958,T-001,3
2023-04-27,1.4219788228452634,T-001,3
2023-05-13,1.3538521121630969,T-001,3
2023-05-14,1.486041117694836,T-001,3
2023-05-26,1.8454348439957347,T-001,3
2023-05-28,1.491655658517865,T-001,3
2023-06-09,1.8510493745714423,T-001,3
2023-06-19,1.3103222460133028,T-001,3
2023-06-20,1.3467703941450493,T-001,3
2023-06-25,1.5028847176628934,T-001,3
2023-07-04,1.3523849257619056,T-001,3
2023-07-10,1.3187440427536659,T-001,3
2023-07-22,1.3819247752628854,T-001,3
2023-07-31,1.327165836561909,T-001,3
2023-08-04,1.8735074934112559,T-001,3
2023-08-05,1.3875393019576223,T-001,3
2023-08-08,1.366421246922739,T-001,3
2023-08-22,1.372035772137833,T-001,3
2023-09-14,1.4781241361086441,T-001,3
2023-09-16,1.4043828774313671,T-001,3
2023-09-24,1.5393791440850202,T-001,3
2023-09-29,1.8959655935692052,T-001,3
2023-10-12,1.489353185594815,T-001,3
2023-10-16,1.3580457223344025,T-001,3
2023-10-21,1.4184191854442452,T-001,3
2023-10-30,1.3636602421538648,T-001,3
2023-11-01,1.3684950452997728,T-001,3
2023-11-09,1.5005822253656325,T-001,3
2023-11-13,1.369274762649145,T-001,3
2023-11-27,1.3748892831434998,T-001,3
2023-12-22,1.9296527194461055,T-001,3
2023-12-24,1.5758735316981114,T-001,3
2023-12-25,1.3861183241322892,T-001,3
2023-12-27,1.3909531272787634,T-001,3
2023-12-28,1.5202330470983474,T-001,3
2023-12-29,1.9324599796940534,T-001,3
2023-12-30,1.4464917879187633,T-001,3
2023-12-31,1.578680791945926,T-001,3
2024-01-01,1.3889255843799293,T-001,3
2024-01-02,1.425373731872814,T-001,3
2024-01-03,1.3937603875254612,T-001,3
2024-01-04,1.5230403073458267,T-001,3
2024-01-05,1.9352672399421498,T-001,3
2024-01-06,1.4492990481659724,T-001,3
2024-01-07,1.5814880521932275,T-001,3
2024-01-08,1.3917328446275292,T-001,3
2024-01-09,1.4281809921198962,T-001,3
2024-01-10,1.396567647774289,T-001,3
2024-01-11,1.525847567594143,T-001,3
2024-01-12,1.9380745001892121,T-001,3
2024-01-13,1.4521063084142793,T-001,3
2024-01-14,1.584295312441042,T-001,3
2024-01-15,1.3945401048751693,T-001,3
2024-01-16,1.4309882523669781,T-001,3
2024-01-17,1.3993749080209865,T-001,3
2024-01-18,1.5286548278416225,T-001,3
2024-01-19,1.9408817604362743,T-001,3
2024-01-20,1.4549135686615269,T-001,3
2024-01-21,1.5871025726878307,T-001,3
2024-01-22,1.3973473651228092,T-001,3
2024-01-23,1.4337955126151425,T-001,3
2024-01-24,1.402182168268259,T-001,3
2024-01-25,1.5314620880899388,T-001,3
2024-01-26,1.9436890206837791,T-001,3
2023-01-08,1.4689975475151738,T-001,4
2023-01-12,1.4649700764861318,T-001,4
2023-01-16,1.55549397059754,T-001,4
2023-01-18,1.5830870806691255,T-001,4
2023-02-03,1.8515163655579188,T-001,4
2023-02-07,1.79767638009174,T-001,4
2023-02-26,1.4752043362255347,T-001,4
2023-02-28,1.8003364325818718,T-001,4
2023-03-18,1.3931502056214806,T-001,4
2023-03-19,1.477765441887528,T-001,4
2023-03-22,1.590952665595771,T-001,4
2023-03-30,1.4745673614947177,T-001,4
2023-04-06,1.475417586024953,T-001,4
2023-04-14,1.860148838576462,T-001,4
2023-04-16,1.481166339540156,T-001,4
2023-04-27,1.4779682576025455,T-001,4
2023-05-13,1.399951997917327,T-001,4
2023-05-14,1.4845672332814752,T-001,4
2023-05-26,1.8652501797088585,T-001,4
2023-05-28,1.4862676807858857,T-001,4
2023-06-09,1.8669506273975118,T-001,4
2023-06-19,1.574422882808988,T-001,4
2023-06-20,1.8139400313218434,T-001,4
2023-06-25,1.4896685762413187,T-001,4
2023-07-04,1.8156404792894998,T-001,4
2023-07-10,1.5769735548341384,T-001,4
2023-07-22,1.4084542369843627,T-001,4
2023-07-31,1.5795242265154028,T-001,4
2023-08-04,1.8737524188755685,T-001,4
2023-08-05,1.4101546845680353,T-001,4
2023-08-08,1.8198915988457898,T-001,4
2023-08-22,1.8215920451346639,T-001,4
2023-09-14,1.4949727300151363,T-001,4
2023-09-16,1.415256023470445,T-001,4
2023-09-24,1.5007214813359173,T-001,4
2023-09-29,1.8805542032826796,T-001,4
2023-10-12,1.4983736201551459,T-001,4
2023-10-16,1.5888766792734228,T-001,4
2023-10-21,1.4195071364608423,T-001,4
2023-10-30,1.5905771243855118,T-001,4
2023-11-01,1.6181598168413756,T-001,4
2023-11-09,1.5017745103174203,T-001,4
2023-11-13,1.5922775692053164,T-001,4
2023-11-27,1.59397801402292,T-001,4
2023-12-22,1.8907568726846034,T-001,4
2023-12-24,1.5117743733229796,T-001,4
2023-12-25,1.5973789036609176,T-001,4
2023-12-27,1.62496159611737,T-001,4
2023-12-28,1.5077260671841959,T-001,4
2023-12-29,1.8916070950945354,T-001,4
2023-12-30,1.4280093605557556,T-001,4
2023-12-31,1.5126245957328772,T-001,4
2024-01-01,1.59822912607082,T-001,4
2024-01-02,1.8377462743571984,T-001,4
2024-01-03,1.625811818525959,T-001,4
2024-01-04,1.508576289593642,T-001,4
2024-01-05,1.892457317504426,T-001,4
2024-01-06,1.4288595829649369,T-001,4
2024-01-07,1.5134748181422948,T-001,4
2024-01-08,1.5990793484793269,T-001,4
2024-01-09,1.838596496766358,T-001,4
2024-01-10,1.6266620409364396,T-001,4
2024-01-11,1.5094265120038204,T-001,4
2024-01-12,1.89330753991361,T-001,4
2024-01-13,1.4297098053754929,T-001,4
2024-01-14,1.5143250405521922,T-001,4
2024-01-15,1.599929570889229,T-001,4
2024-01-16,1.839446719175517,T-001,4
2024-01-17,1.627512263345029,T-001,4
2024-01-18,1.5102767344132666,T-001,4
2024-01-19,1.894157762322794,T-001,4
2024-01-20,1.4305600277847326,T-001,4
2024-01-21,1.5151752629611306,T-001,4
2024-01-22,1.6007797932991312,T-001,4
2024-01-23,1.8402969415856485,T-001,4
2024-01-24,1.6283624857553671,T-001,4
2024-01-25,1.511126956823445,T-001,4
2024-01-26,1.8950079847323527,T-001,4
2023-01-08,1.439867429548178,T-002,1
2023-01-12,1.5225643691220254,T-002,1
2023-01-16,1.603286538080298,T-002,1
2023-01-18,1.4517538807623982,T-002,1
2023-02-03,1.4013668556697123,T-002,1
2023-02-07,1.3839106704419533,T-002,1
2023-02-26,1.4331506043677877,T-002,1
2023-02-28,1.3810331378211391,T-002,1
2023-03-18,1.3153724307326307,T-002,1
2023-03-19,1.43027307944295,T-002,1
2023-03-22,1.4431197795891624,T-002,1
2023-03-30,1.5120112794098313,T-002,1
2023-04-06,1.511052108794469,T-002,1
2023-04-14,1.3917751131687692,T-002,1
2023-04-16,1.4264363968789286,T-002,1
2023-04-27,1.5081746019507893,T-002,1
2023-05-13,1.3076990733866856,T-002,1
2023-05-14,1.4225997230611778,T-002,1
2023-05-26,1.3860201032289152,T-002,1
2023-05-28,1.4206813871719917,T-002,1
2023-06-09,1.3841017740374357,T-002,1
2023-06-19,1.5821830401307124,T-002,1
2023-06-20,1.3656864320455735,T-002,1
2023-06-25,1.4168447283460703,T-002,1
2023-07-04,1.3637680998997648,T-002,1
2023-07-10,1.579305542882958,T-002,1
2023-07-22,1.298107418352778,T-002,1
2023-07-31,1.5764280494322507,T-002,1
2023-08-04,1.3764284554744777,T-002,1
2023-08-05,1.2961890903828137,T-002,1
2023-08-08,1.3589722781712843,T-002,1
2023-08-22,1.3570539532923571,T-002,1
2023-09-14,1.4889913057651225,T-002,1
2023-09-16,1.2904341152620908,T-002,1
2023-09-24,1.4043756031419408,T-002,1
2023-09-29,1.3687551550651484,T-002,1
2023-10-12,1.4851546593447285,T-002,1
2023-10-16,1.5658772652758581,T-002,1
2023-10-21,1.285638308092767,T-002,1
2023-10-30,1.5639589433118757,T-002,1
2023-11-01,1.4124265045360211,T-002,1
2023-11-09,1.481318015444772,T-002,1
2023-11-13,1.562040621486087,T-002,1
2023-11-27,1.5601222996605544,T-002,1
2023-12-22,1.357245224567684,T-002,1
2023-12-24,1.3919065105530806,T-002,1
2023-12-25,1.5562856560089458,T-002,1
2023-12-27,1.4047532172329997,T-002,1
2023-12-28,1.4746038890547342,T-002,1
2023-12-29,1.3562860636543417,T-002,1
2023-12-30,1.276046698964312,T-002,1
2023-12-31,1.390947349640497,T-002,1
2024-01-01,1.5553264950960515,T-002,1
2024-01-02,1.338829887914153,T-002,1
2024-01-03,1.4037940563204054,T-002,1
2024-01-04,1.4736447281419571,T-002,1
2024-01-05,1.355326902741818,T-002,1
2024-01-06,1.2750875380513174,T-002,1
2024-01-07,1.389988188727776,T-002,1
2024-01-08,1.5543673341834292,T-002,1
2024-01-09,1.337870727001236,T-002,1
2024-01-10,1.402834895407386,T-002,1
2024-01-11,1.472685567228906,T-002,1
2024-01-12,1.3543677418290379,T-002,1
2024-01-13,1.2741283771383707,T-002,1
2024-01-14,1.3890290278151927,T-002,1
2024-01-15,1.5534081732705347,T-002,1
2024-01-16,1.336911566088319,T-002,1
2024-01-17,1.4018757344947919,T-002,1
2024-01-18,1.4717264063161286,T-002,1
2024-01-19,1.3534085809162582,T-002,1
2024-01-20,1.2731692162256087,T-002,1
2024-01-21,1.3880698669023335,T-002,1
2024-01-22,1.5524490123576404,T-002,1
2024-01-23,1.3359524051752927,T-002,1
2024-01-24,1.4009165735814884,T-002,1
2024-01-25,1.4707672454030774,T-002,1
2024-01-26,1.352449420003197,T-002,1
2023-01-08,1.4974088610559502,T-002,2
2023-01-12,1.5515313508496162,T-002,2
2023-01-16,1.563791071331207,T-002,2
2023-01-18,1.5009848698883588,T-002,2
2023-02-03,1.5270738157656767,T-002,2
2023-02-07,1.5550661130586432,T-002,2
2023-02-26,1.4904618938525818,T-002,2
2023-02-28,1.55208884141345,T-002,2
2023-03-18,1.3690180172061062,T-002,2
2023-03-19,1.4874846222772353,T-002,2
2023-03-22,1.492053054870738,T-002,2
2023-03-30,1.540614687736625,T-002,2
2023-04-06,1.5396222636066925,T-002,2
2023-04-14,1.5171495766277971,T-002,2
2023-04-16,1.4835149264369423,T-002,2
2023-04-27,1.536644992125336,T-002,2
2023-05-13,1.3610786238589823,T-002,2
2023-05-14,1.4795452498065975,T-002,2
2023-05-26,1.5111953027543599,T-002,2
2023-05-28,1.4775606942778412,T-002,2
2023-06-09,1.5092107472053793,T-002,2
2023-06-19,1.541958515865946,T-002,2
2023-06-20,1.5362108503544474,T-002,2
2023-06-25,1.4735915838378828,T-002,2
2023-07-04,1.5342262964071067,T-002,2
2023-07-10,1.5389850039307893,T-002,2
2023-07-22,1.3511658069628436,T-002,2
2023-07-31,1.5360197895727135,T-002,2
2023-08-04,1.5012896785125909,T-002,2
2023-08-05,1.3491889974059426,T-002,2
2023-08-08,1.5292842723320348,T-002,2
2023-08-22,1.5273074649870282,T-002,2
2023-09-14,1.5168389446882808,T-002,2
2023-09-16,1.3432585748504875,T-002,2
2023-09-24,1.460737350743152,T-002,2
2023-09-29,1.4933824487394722,T-002,2
2023-10-12,1.5128853291159787,T-002,2
2023-10-16,1.5251473465016274,T-002,2
2023-10-21,1.338316554660863,T-002,2
2023-10-30,1.523170537768345,T-002,2
2023-11-01,1.4603654847724463,T-002,2
2023-11-09,1.5089317116463983,T-002,2
2023-11-13,1.5211937290227628,T-002,2
2023-11-27,1.5192169202769146,T-002,2
2023-12-22,1.4815215963486956,T-002,2
2023-12-24,1.447888094591477,T-002,2
2023-12-25,1.5152633027855464,T-002,2
2023-12-27,1.4524582497895968,T-002,2
2023-12-28,1.5020128810366016,T-002,2
2023-12-29,1.480533191975929,T-002,2
2023-12-30,1.328432510932434,T-002,2
2023-12-31,1.446899690218756,T-002,2
2024-01-01,1.5142748984127556,T-002,2
2024-01-02,1.5085277861451016,T-002,2
2024-01-03,1.4514698454166255,T-002,2
2024-01-04,1.5010244766637415,T-002,2
2024-01-05,1.4795447876036614,T-002,2
2024-01-06,1.3274441065596103,T-002,2
2024-01-07,1.4459112858460144,T-002,2
2024-01-08,1.5132864940398,T-002,2
2024-01-09,1.507539381772157,T-002,2
2024-01-10,1.4504814410440372,T-002,2
2024-01-11,1.5000360722910633,T-002,2
2024-01-12,1.4785563832306212,T-002,2
2024-01-13,1.3264557021868828,T-002,2
2024-01-14,1.4449228814732935,T-002,2
2024-01-15,1.512298089667009,T-002,2
2024-01-16,1.5065509773992125,T-002,2
2024-01-17,1.4494930366710663,T-002,2
2024-01-18,1.4990476679182032,T-002,2
2024-01-19,1.4775679788575806,T-002,2
2024-01-20,1.325467297813995,T-002,2
2024-01-21,1.443934477100531,T-002,2
2024-01-22,1.511309685294218,T-002,2
2024-01-23,1.5055625730264304,T-002,2
2024-01-24,1.4485046322981716,T-002,2
2024-01-25,1.498059263545525,T-002,2
2024-01-26,1.476579574484677,T-002,2
2023-01-08,1.475011055918034,T-002,3
2023-01-12,1.7175139846450265,T-002,3
2023-01-16,1.7548778708246702,T-002,3
2023-01-18,1.3695888266237786,T-002,3
2023-02-03,1.7160382106891134,T-002,3
2023-02-07,1.7960284804899078,T-002,3
2023-02-26,1.427041589793421,T-002,3
2023-02-28,1.7754701369629056,T-002,3
2023-03-18,1.5453931715743892,T-002,3
2023-03-19,1.4064832446323803,T-002,3
2023-03-22,1.3079137954720743,T-002,3
2023-03-30,1.6421333922403638,T-002,3
2023-04-06,1.6352806110072575,T-002,3
2023-04-14,1.6474959966419103,T-002,3
2023-04-16,1.3790541190934364,T-002,3
2023-04-27,1.6146844662359776,T-002,3
2023-05-13,1.4905043207137327,T-002,3
2023-05-14,1.3515925936987871,T-002,3
2023-05-26,1.6063037068543289,T-002,3
2023-05-28,1.3378618290870985,T-002,3
2023-06-09,1.5925729413993128,T-002,3
2023-06-19,1.6039834762424094,T-002,3
2023-06-20,1.6656906272769967,T-002,3
2023-06-25,1.3104002966033277,T-002,3
2023-07-04,1.6519598572944154,T-002,3
2023-07-10,1.5833873207250575,T-002,3
2023-07-22,1.4218504817323376,T-002,3
2023-07-31,1.562791163705993,T-002,3
2023-08-04,1.5376498592325591,T-002,3
2023-08-05,1.40811970743772,T-002,3
2023-08-08,1.6176329219277616,T-002,3
2023-08-22,1.6039021315503024,T-002,3
2023-09-14,1.4773767239048863,T-002,3
2023-09-16,1.3669273361902006,T-002,3
2023-09-24,1.2211502101327083,T-002,3
2023-09-29,1.4827266950934561,T-002,3
2023-10-12,1.4499151337116658,T-002,3
2023-10-16,1.4872718091266226,T-002,3
2023-10-21,1.3326003466232785,T-002,3
2023-10-30,1.4735410116610592,T-002,3
2023-11-01,1.088248362043063,T-002,3
2023-11-09,1.4224535387605441,T-002,3
2023-11-13,1.4598102141050993,T-002,3
2023-11-27,1.4460794165488013,T-002,3
2023-12-22,1.4003419106805919,T-002,3
2023-12-24,1.1319000282499425,T-002,3
2023-12-25,1.4186178214381908,T-002,3
2023-12-27,1.0333251718192642,T-002,3
2023-12-28,1.3743957473148658,T-002,3
2023-12-29,1.393476511903007,T-002,3
2023-12-30,1.2639463588432367,T-002,3
2023-12-31,1.125034629471547,T-002,3
2024-01-01,1.411752422660211,T-002,3
2024-01-02,1.4734595716411916,T-002,3
2024-01-03,1.0264597730413398,T-002,3
2024-01-04,1.3675303485370782,T-002,3
2024-01-05,1.3866111131256458,T-002,3
2024-01-06,1.2570809600654544,T-002,3
2024-01-07,1.1181692306938453,T-002,3
2024-01-08,1.4048870238812383,T-002,3
2024-01-09,1.466594172863071,T-002,3
2024-01-10,1.0195943742629747,T-002,3
2024-01-11,1.3606649497593792,T-002,3
2024-01-12,1.3797457143473006,T-002,3
2024-01-13,1.2502155612883514,T-002,3
2024-01-14,1.1113038319154498,T-002,3
2024-01-15,1.3980216251032582,T-002,3
2024-01-16,1.4597287740849503,T-002,3
2024-01-17,1.0127289754850501,T-002,3
2024-01-18,1.3537995509815914,T-002,3
2024-01-19,1.3728803155689548,T-002,3
2024-01-20,1.243350162509973,T-002,3
2024-01-21,1.104438433138443,T-002,3
2024-01-22,1.391156226325278,T-002,3
2024-01-23,1.4528633753063438,T-002,3
2024-01-24,1.0058635767073647,T-002,3
2024-01-25,1.3469341522038927,T-002,3
2024-01-26,1.3660149167909896,T-002,3
2023-01-08,1.4068713650998443,T-002,4
2023-01-12,1.4160486235126595,T-002,4
2023-01-16,1.4745584022188711,T-002,4
2023-01-18,1.5832384585328345,T-002,4
2023-02-03,1.4950737486933303,T-002,4
2023-02-07,1.6942721855660292,T-002,4
2023-02-26,1.4397371744157057,T-002,4
2023-02-28,1.7083575313692347,T-002,4
2023-03-18,1.4275946444106369,T-002,4
2023-03-19,1.4538225178911166,T-002,4
2023-03-22,1.6254944944598329,T-002,4
2023-03-30,1.467694888717857,T-002,4
2023-04-06,1.4723900023635779,T-002,4
2023-04-14,1.542024893058189,T-002,4
2023-04-16,1.4726029723928267,T-002,4
2023-04-27,1.4864753429739694,T-002,4
2023-05-13,1.4651555534256298,T-002,4
2023-05-14,1.4913834267809758,T-002,4
2023-05-26,1.5701955745942884,T-002,4
2023-05-28,1.5007736539914511,T-002,4
2023-06-09,1.5795858026765317,T-002,4
2023-06-19,1.5778509170000083,T-002,4
2023-06-20,1.783479352996795,T-002,4
2023-06-25,1.519554110732327,T-002,4
2023-07-04,1.7928695828249155,T-002,4
2023-07-10,1.5919362619195994,T-002,4
2023-07-22,1.5121066977480953,T-002,4
2023-07-31,1.6060216369275735,T-002,4
2023-08-04,1.6171467645824875,T-002,4
2023-08-05,1.5214969740773325,T-002,4
2023-08-08,1.8163452147374066,T-002,4
2023-08-22,1.8257354937610906,T-002,4
2023-09-14,1.5803778200882963,T-002,4
2023-09-16,1.5496678108262052,T-002,4
2023-09-24,1.5805908274847171,T-002,4
2023-09-29,1.6547078803162516,T-002,4
2023-10-12,1.5991583790427149,T-002,4
2023-10-16,1.6576681713915988,T-002,4
2023-10-21,1.5731435096598558,T-002,4
2023-10-30,1.6670584537319189,T-002,4
2023-11-01,1.7757385174579512,T-002,4
2023-11-09,1.6179389440186216,T-002,4
2023-11-13,1.676448737552275,T-002,4
2023-11-27,1.6858390213715682,T-002,4
2023-12-22,1.7110495768349592,T-002,4
2023-12-24,1.641627664253981,T-002,4
2023-12-25,1.7046195890118665,T-002,4
2023-12-27,1.8132996527380894,T-002,4
2023-12-28,1.6508049373884903,T-002,4
2023-12-29,1.7157447187451655,T-002,4
2023-12-30,1.620094928759655,T-002,4
2023-12-31,1.646322806164041,T-002,4
2024-01-01,1.7093147309220442,T-002,4
2024-01-02,1.9149431708218612,T-002,4
2024-01-03,1.8179947946477035,T-002,4
2024-01-04,1.655500079298363,T-002,4
2024-01-05,1.7204398606552407,T-002,4
2024-01-06,1.624790070669608,T-002,4
2024-01-07,1.6510179480740104,T-002,4
2024-01-08,1.7140098728313662,T-002,4
2024-01-09,1.9196383127318075,T-002,4
2024-01-10,1.8226899365579194,T-002,4
2024-01-11,1.6601952212084956,T-002,4
2024-01-12,1.7251350025651098,T-002,4
2024-01-13,1.6294852125798267,T-002,4
2024-01-14,1.6557130899840702,T-002,4
2024-01-15,1.7187050147415437,T-002,4
2024-01-16,1.9243334546417539,T-002,4
2024-01-17,1.8273850784675338,T-002,4
2024-01-18,1.6648903631183685,T-002,4
2024-01-19,1.7298301444749786,T-002,4
2024-01-20,1.6341803544897362,T-002,4
2024-01-21,1.6604082318939488,T-002,4
2024-01-22,1.7234001566517219,T-002,4
2024-01-23,1.9290285965519816,T-002,4
2024-01-24,1.8320802203781583,T-002,4
2024-01-25,1.6695855050285011,T-002,4
2024-01-26,1.7345252863850165,T-002,4
2023-01-08,1.5268487216475144,T-003,1
2023-01-12,1.4649428871109582,T-003,1
2023-01-16,1.6996319786780392,T-003,1
2023-01-18,1.3726689626133735,T-003,1
2023-02-03,1.455888758753077,T-003,1
2023-02-07,1.2111498419962123,T-003,1
2023-02-26,1.487654096820851,T-003,1
2023-02-28,1.1943734875475553,T-003,1
2023-03-18,1.5582985602040784,T-003,1
2023-03-19,1.4708777445977546,T-003,1
2023-03-22,1.322318021083535,T-003,1
2023-03-30,1.4033909607428654,T-003,1
2023-04-06,1.397798843831129,T-003,1
2023-04-14,1.3999675832432215,T-003,1
2023-04-16,1.448509276193056,T-003,1
2023-04-27,1.381022491581972,T-003,1
2023-05-13,1.5135616215296317,T-003,1
